nu,B
9.1037294964e+20,1.6468478800e-06
9.1399993351e+20,1.6412177408e-06
9.1762691737e+20,1.6355383786e-06
9.2125390123e+20,1.6298109095e-06
9.2488088510e+20,1.6240364415e-06
9.2850786896e+20,1.6182160751e-06
9.3213485282e+20,1.6123509027e-06
9.3576183668e+20,1.6064420086e-06
9.3938882055e+20,1.6004904693e-06
9.4301580441e+20,1.5944973526e-06
9.4664278827e+20,1.5884637185e-06
9.5026977214e+20,1.5823906184e-06
9.5389675600e+20,1.5762790953e-06
9.5752373986e+20,1.5701301838e-06
9.6115072373e+20,1.5639449098e-06
9.6477770759e+20,1.5577242908e-06
9.6840469145e+20,1.5514693355e-06
9.7203167532e+20,1.5451810439e-06
9.7565865918e+20,1.5388604073e-06
9.7928564304e+20,1.5325084080e-06
9.8291262691e+20,1.5261260197e-06
9.8653961077e+20,1.5197142069e-06
9.9016659463e+20,1.5132739255e-06
9.9379357849e+20,1.5068061222e-06
9.9742056236e+20,1.5003117347e-06
1.0010475462e+21,1.4937916918e-06
1.0046745301e+21,1.4872469130e-06
1.0083015139e+21,1.4806783088e-06
1.0119284978e+21,1.4740867808e-06
1.0155554817e+21,1.4674732213e-06
1.0191824655e+21,1.4608385133e-06
1.0228094494e+21,1.4541835308e-06
1.0264364333e+21,1.4475091387e-06
1.0300634171e+21,1.4408161926e-06
1.0336904010e+21,1.4341055388e-06
1.0373173849e+21,1.4273780147e-06
1.0409443687e+21,1.4206344482e-06
1.0445713526e+21,1.4138756582e-06
1.0481983364e+21,1.4071024543e-06
1.0518253203e+21,1.4003156368e-06
1.0554523042e+21,1.3935159970e-06
1.0590792880e+21,1.3867043169e-06
1.0627062719e+21,1.3798813695e-06
1.0663332558e+21,1.3730479183e-06
1.0699602396e+21,1.3662047179e-06
1.0735872235e+21,1.3593525137e-06
1.0772142073e+21,1.3524920419e-06
1.0808411912e+21,1.3456240298e-06
1.0844681751e+21,1.3387491954e-06
1.0880951589e+21,1.3318682478e-06
1.0917221428e+21,1.3249818868e-06
1.0953491267e+21,1.3180908035e-06
1.0989761105e+21,1.3111956799e-06
1.1026030944e+21,1.3042971889e-06
1.1062300783e+21,1.2973959946e-06
1.1098570621e+21,1.2904927523e-06
1.1134840460e+21,1.2835881081e-06
1.1171110298e+21,1.2766826996e-06
1.1207380137e+21,1.2697771555e-06
1.1243649976e+21,1.2628720955e-06
1.1279919814e+21,1.2559681310e-06
1.1316189653e+21,1.2490658644e-06
1.1352459492e+21,1.2421658894e-06
1.1388729330e+21,1.2352687914e-06
1.1424999169e+21,1.2283751469e-06
1.1461269007e+21,1.2214855241e-06
1.1497538846e+21,1.2146004826e-06
1.1533808685e+21,1.2077205735e-06
1.1570078523e+21,1.2008463397e-06
1.1606348362e+21,1.1939783156e-06
1.1642618201e+21,1.1871170273e-06
1.1678888039e+21,1.1802629928e-06
1.1715157878e+21,1.1734167217e-06
1.1751427717e+21,1.1665787155e-06
1.1787697555e+21,1.1597494677e-06
1.1823967394e+21,1.1529294636e-06
1.1860237232e+21,1.1461191806e-06
1.1896507071e+21,1.1393190882e-06
1.1932776910e+21,1.1325296478e-06
1.1969046748e+21,1.1257513131e-06
1.2005316587e+21,1.1189845301e-06
1.2041586426e+21,1.1122297369e-06
1.2077856264e+21,1.1054873640e-06
1.2114126103e+21,1.0987578342e-06
1.2150395941e+21,1.0920415629e-06
1.2186665780e+21,1.0853389578e-06
1.2222935619e+21,1.0786504193e-06
1.2259205457e+21,1.0719763405e-06
1.2295475296e+21,1.0653171068e-06
1.2331745135e+21,1.0586730966e-06
1.2368014973e+21,1.0520446812e-06
1.2404284812e+21,1.0454322244e-06
1.2440554651e+21,1.0388360831e-06
1.2476824489e+21,1.0322566073e-06
1.2513094328e+21,1.0256941397e-06
1.2549364166e+21,1.0191490164e-06
1.2585634005e+21,1.0126215664e-06
1.2621903844e+21,1.0061121121e-06
1.2658173682e+21,9.9962096897e-07
1.2694443521e+21,9.9314844600e-07
1.2730713360e+21,9.8669484549e-07
1.2766983198e+21,9.8026046317e-07
1.2803253037e+21,9.7384558832e-07
1.2839522875e+21,9.6745050378e-07
1.2875792714e+21,9.6107548604e-07
1.2912062553e+21,9.5472080528e-07
1.2948332391e+21,9.4838672545e-07
1.2984602230e+21,9.4207350432e-07
1.3020872069e+21,9.3578139355e-07
1.3057141907e+21,9.2951063874e-07
1.3093411746e+21,9.2326147952e-07
1.3129681584e+21,9.1703414957e-07
1.3165951423e+21,9.1082887673e-07
1.3202221262e+21,9.0464588302e-07
1.3238491100e+21,8.9848538474e-07
1.3274760939e+21,8.9234759247e-07
1.3311030778e+21,8.8623271123e-07
1.3347300616e+21,8.8014094044e-07
1.3383570455e+21,8.7407247405e-07
1.3419840294e+21,8.6802750058e-07
1.3456110132e+21,8.6200620316e-07
1.3492379971e+21,8.5600875963e-07
1.3528649809e+21,8.5003534258e-07
1.3564919648e+21,8.4408611941e-07
1.3601189487e+21,8.3816125240e-07
1.3637459325e+21,8.3226089875e-07
1.3673729164e+21,8.2638521067e-07
1.3709999003e+21,8.2053433543e-07
1.3746268841e+21,8.1470841539e-07
1.3782538680e+21,8.0890758812e-07
1.3818808518e+21,8.0313198640e-07
1.3855078357e+21,7.9738173831e-07
1.3891348196e+21,7.9165696728e-07
1.3927618034e+21,7.8595779217e-07
1.3963887873e+21,7.8028432729e-07
1.4000157712e+21,7.7463668249e-07
1.4036427550e+21,7.6901496320e-07
1.4072697389e+21,7.6341927050e-07
1.4108967228e+21,7.5784970116e-07
1.4145237066e+21,7.5230634774e-07
1.4181506905e+21,7.4678929858e-07
1.4217776743e+21,7.4129863792e-07
1.4254046582e+21,7.3583444591e-07
1.4290316421e+21,7.3039679869e-07
1.4326586259e+21,7.2498576844e-07
1.4362856098e+21,7.1960142345e-07
1.4399125937e+21,7.1424382813e-07
1.4435395775e+21,7.0891304313e-07
1.4471665614e+21,7.0360912533e-07
1.4507935452e+21,6.9833212794e-07
1.4544205291e+21,6.9308210053e-07
1.4580475130e+21,6.8785908908e-07
1.4616744968e+21,6.8266313607e-07
1.4653014807e+21,6.7749428048e-07
1.4689284646e+21,6.7235255788e-07
1.4725554484e+21,6.6723800045e-07
1.4761824323e+21,6.6215063707e-07
1.4798094162e+21,6.5709049335e-07
1.4834364000e+21,6.5205759167e-07
1.4870633839e+21,6.4705195125e-07
1.4906903677e+21,6.4207358818e-07
1.4943173516e+21,6.3712251549e-07
1.4979443355e+21,6.3219874320e-07
1.5015713193e+21,6.2730227833e-07
1.5051983032e+21,6.2243312500e-07
1.5088252871e+21,6.1759128445e-07
1.5124522709e+21,6.1277675508e-07
1.5160792548e+21,6.0798953252e-07
1.5197062386e+21,6.0322960967e-07
1.5233332225e+21,5.9849697673e-07
1.5269602064e+21,5.9379162126e-07
1.5305871902e+21,5.8911352822e-07
1.5342141741e+21,5.8446268003e-07
1.5378411580e+21,5.7983905658e-07
1.5414681418e+21,5.7524263533e-07
1.5450951257e+21,5.7067339128e-07
1.5487221096e+21,5.6613129709e-07
1.5523490934e+21,5.6161632306e-07
1.5559760773e+21,5.5712843722e-07
1.5596030611e+21,5.5266760534e-07
1.5632300450e+21,5.4823379097e-07
1.5668570289e+21,5.4382695553e-07
1.5704840127e+21,5.3944705827e-07
1.5741109966e+21,5.3509405640e-07
1.5777379805e+21,5.3076790506e-07
1.5813649643e+21,5.2646855738e-07
1.5849919482e+21,5.2219596455e-07
1.5886189320e+21,5.1795007581e-07
1.5922459159e+21,5.1373083853e-07
1.5958728998e+21,5.0953819821e-07
1.5994998836e+21,5.0537209856e-07
1.6031268675e+21,5.0123248151e-07
1.6067538514e+21,4.9711928723e-07
1.6103808352e+21,4.9303245422e-07
1.6140078191e+21,4.8897191929e-07
1.6176348030e+21,4.8493761764e-07
1.6212617868e+21,4.8092948286e-07
1.6248887707e+21,4.7694744700e-07
1.6285157545e+21,4.7299144055e-07
1.6321427384e+21,4.6906139254e-07
1.6357697223e+21,4.6515723054e-07
1.6393967061e+21,4.6127888068e-07
1.6430236900e+21,4.5742626771e-07
1.6466506739e+21,4.5359931503e-07
1.6502776577e+21,4.4979794468e-07
1.6539046416e+21,4.4602207745e-07
1.6575316254e+21,4.4227163283e-07
1.6611586093e+21,4.3854652911e-07
1.6647855932e+21,4.3484668334e-07
1.6684125770e+21,4.3117201143e-07
1.6720395609e+21,4.2752242814e-07
1.6756665448e+21,4.2389784710e-07
1.6792935286e+21,4.2029818089e-07
1.6829205125e+21,4.1672334102e-07
1.6865474964e+21,4.1317323796e-07
1.6901744802e+21,4.0964778119e-07
1.6938014641e+21,4.0614687924e-07
1.6974284479e+21,4.0267043968e-07
1.7010554318e+21,3.9921836915e-07
1.7046824157e+21,3.9579057343e-07
1.7083093995e+21,3.9238695741e-07
1.7119363834e+21,3.8900742517e-07
1.7155633673e+21,3.8565187996e-07
1.7191903511e+21,3.8232022425e-07
1.7228173350e+21,3.7901235973e-07
1.7264443188e+21,3.7572818739e-07
1.7300713027e+21,3.7246760746e-07
1.7336982866e+21,3.6923051954e-07
1.7373252704e+21,3.6601682250e-07
1.7409522543e+21,3.6282641462e-07
1.7445792382e+21,3.5965919352e-07
1.7482062220e+21,3.5651505626e-07
1.7518332059e+21,3.5339389929e-07
1.7554601898e+21,3.5029561853e-07
1.7590871736e+21,3.4722010937e-07
1.7627141575e+21,3.4416726668e-07
1.7663411413e+21,3.4113698483e-07
1.7699681252e+21,3.3812915774e-07
1.7735951091e+21,3.3514367888e-07
1.7772220929e+21,3.3218044128e-07
1.7808490768e+21,3.2923933758e-07
1.7844760607e+21,3.2632026000e-07
1.7881030445e+21,3.2342310042e-07
1.7917300284e+21,3.2054775036e-07
1.7953570122e+21,3.1769410099e-07
1.7989839961e+21,3.1486204320e-07
1.8026109800e+21,3.1205146754e-07
1.8062379638e+21,3.0926226431e-07
1.8098649477e+21,3.0649432355e-07
1.8134919316e+21,3.0374753504e-07
1.8171189154e+21,3.0102178834e-07
1.8207458993e+21,2.9831697280e-07
1.8243728831e+21,2.9563297756e-07
1.8279998670e+21,2.9296969161e-07
1.8316268509e+21,2.9032700374e-07
1.8352538347e+21,2.8770480263e-07
1.8388808186e+21,2.8510297680e-07
1.8425078025e+21,2.8252141466e-07
1.8461347863e+21,2.7996000452e-07
1.8497617702e+21,2.7741863459e-07
1.8533887541e+21,2.7489719303e-07
1.8570157379e+21,2.7239556792e-07
1.8606427218e+21,2.6991364729e-07
1.8642697056e+21,2.6745131914e-07
1.8678966895e+21,2.6500847147e-07
1.8715236734e+21,2.6258499224e-07
1.8751506572e+21,2.6018076944e-07
1.8787776411e+21,2.5779569106e-07
1.8824046250e+21,2.5542964514e-07
1.8860316088e+21,2.5308251975e-07
1.8896585927e+21,2.5075420301e-07
1.8932855765e+21,2.4844458312e-07
1.8969125604e+21,2.4615354833e-07
1.9005395443e+21,2.4388098702e-07
1.9041665281e+21,2.4162678764e-07
1.9077935120e+21,2.3939083874e-07
1.9114204959e+21,2.3717302902e-07
1.9150474797e+21,2.3497324730e-07
1.9186744636e+21,2.3279138253e-07
1.9223014475e+21,2.3062732381e-07
1.9259284313e+21,2.2848096043e-07
1.9295554152e+21,2.2635218181e-07
1.9331823990e+21,2.2424087757e-07
1.9368093829e+21,2.2214693752e-07
1.9404363668e+21,2.2007025167e-07
1.9440633506e+21,2.1801071021e-07
1.9476903345e+21,2.1596820359e-07
1.9513173184e+21,2.1394262243e-07
1.9549443022e+21,2.1193385762e-07
1.9585712861e+21,2.0994180028e-07
1.9621982699e+21,2.0796634177e-07
1.9658252538e+21,2.0600737370e-07
1.9694522377e+21,2.0406478796e-07
1.9730792215e+21,2.0213847669e-07
1.9767062054e+21,2.0022833233e-07
1.9803331893e+21,1.9833424758e-07
1.9839601731e+21,1.9645611543e-07
1.9875871570e+21,1.9459382919e-07
1.9912141409e+21,1.9274728246e-07
1.9948411247e+21,1.9091636914e-07
1.9984681086e+21,1.8910098346e-07
2.0020950924e+21,1.8730101997e-07
2.0057220763e+21,1.8551637353e-07
2.0093490602e+21,1.8374693937e-07
2.0129760440e+21,1.8199261302e-07
2.0166030279e+21,1.8025329037e-07
2.0202300118e+21,1.7852886768e-07
2.0238569956e+21,1.7681924153e-07
2.0274839795e+21,1.7512430887e-07
2.0311109633e+21,1.7344396704e-07
2.0347379472e+21,1.7177811372e-07
2.0383649311e+21,1.7012664697e-07
2.0419919149e+21,1.6848946524e-07
2.0456188988e+21,1.6686646735e-07
2.0492458827e+21,1.6525755252e-07
2.0528728665e+21,1.6366262035e-07
2.0564998504e+21,1.6208157083e-07
2.0601268343e+21,1.6051430437e-07
2.0637538181e+21,1.5896072176e-07
2.0673808020e+21,1.5742072421e-07
2.0710077858e+21,1.5589421334e-07
2.0746347697e+21,1.5438109118e-07
2.0782617536e+21,1.5288126017e-07
2.0818887374e+21,1.5139462318e-07
2.0855157213e+21,1.4992108349e-07
2.0891427052e+21,1.4846054483e-07
2.0927696890e+21,1.4701291132e-07
2.0963966729e+21,1.4557808754e-07
2.1000236567e+21,1.4415597849e-07
2.1036506406e+21,1.4274648963e-07
2.1072776245e+21,1.4134952682e-07
2.1109046083e+21,1.3996499640e-07
2.1145315922e+21,1.3859280511e-07
2.1181585761e+21,1.3723286018e-07
2.1217855599e+21,1.3588506925e-07
2.1254125438e+21,1.3454934044e-07
2.1290395277e+21,1.3322558229e-07
2.1326665115e+21,1.3191370382e-07
2.1362934954e+21,1.3061361449e-07
2.1399204792e+21,1.2932522421e-07
2.1435474631e+21,1.2804844337e-07
2.1471744470e+21,1.2678318279e-07
2.1508014308e+21,1.2552935378e-07
2.1544284147e+21,1.2428686808e-07
2.1580553986e+21,1.2305563791e-07
2.1616823824e+21,1.2183557596e-07
2.1653093663e+21,1.2062659538e-07
2.1689363501e+21,1.1942860976e-07
2.1725633340e+21,1.1824153320e-07
2.1761903179e+21,1.1706528024e-07
2.1798173017e+21,1.1589976588e-07
2.1834442856e+21,1.1474490562e-07
2.1870712695e+21,1.1360061540e-07
2.1906982533e+21,1.1246681163e-07
2.1943252372e+21,1.1134341122e-07
2.1979522211e+21,1.1023033152e-07
2.2015792049e+21,1.0912749037e-07
2.2052061888e+21,1.0803480605e-07
2.2088331726e+21,1.0695219735e-07
2.2124601565e+21,1.0587958352e-07
2.2160871404e+21,1.0481688426e-07
2.2197141242e+21,1.0376401977e-07
2.2233411081e+21,1.0272091070e-07
2.2269680920e+21,1.0168747818e-07
2.2305950758e+21,1.0066364381e-07
2.2342220597e+21,9.9649329670e-08
2.2378490435e+21,9.8644458295e-08
2.2414760274e+21,9.7648952699e-08
2.2451030113e+21,9.6662736364e-08
2.2487299951e+21,9.5685733243e-08
2.2523569790e+21,9.4717867755e-08
2.2559839629e+21,9.3759064791e-08
2.2596109467e+21,9.2809249709e-08
2.2632379306e+21,9.1868348332e-08
2.2668649145e+21,9.0936286954e-08
2.2704918983e+21,9.0012992331e-08
2.2741188822e+21,8.9098391686e-08
2.2777458660e+21,8.8192412709e-08
2.2813728499e+21,8.7294983550e-08
2.2849998338e+21,8.6406032823e-08
2.2886268176e+21,8.5525489605e-08
2.2922538015e+21,8.4653283435e-08
2.2958807854e+21,8.3789344309e-08
2.2995077692e+21,8.2933602684e-08
2.3031347531e+21,8.2085989477e-08
2.3067617369e+21,8.1246436058e-08
2.3103887208e+21,8.0414874256e-08
2.3140157047e+21,7.9591236355e-08
2.3176426885e+21,7.8775455090e-08
2.3212696724e+21,7.7967463651e-08
2.3248966563e+21,7.7167195678e-08
2.3285236401e+21,7.6374585260e-08
2.3321506240e+21,7.5589566938e-08
2.3357776078e+21,7.4812075698e-08
2.3394045917e+21,7.4042046971e-08
2.3430315756e+21,7.3279416634e-08
2.3466585594e+21,7.2524121009e-08
2.3502855433e+21,7.1776096856e-08
2.3539125272e+21,7.1035281378e-08
2.3575395110e+21,7.0301612216e-08
2.3611664949e+21,6.9575027449e-08
2.3647934788e+21,6.8855465591e-08
2.3684204626e+21,6.8142865592e-08
2.3720474465e+21,6.7437166833e-08
2.3756744303e+21,6.6738309126e-08
2.3793014142e+21,6.6046232714e-08
2.3829283981e+21,6.5360878267e-08
2.3865553819e+21,6.4682186882e-08
2.3901823658e+21,6.4010100081e-08
2.3938093497e+21,6.3344559807e-08
2.3974363335e+21,6.2685508426e-08
2.4010633174e+21,6.2032888724e-08
2.4046903012e+21,6.1386643902e-08
2.4083172851e+21,6.0746717581e-08
2.4119442690e+21,6.0113053793e-08
2.4155712528e+21,5.9485596985e-08
2.4191982367e+21,5.8864292013e-08
2.4228252206e+21,5.8249084142e-08
2.4264522044e+21,5.7639919046e-08
2.4300791883e+21,5.7036742802e-08
2.4337061722e+21,5.6439501892e-08
2.4373331560e+21,5.5848143199e-08
2.4409601399e+21,5.5262614006e-08
2.4445871237e+21,5.4682861994e-08
2.4482141076e+21,5.4108835238e-08
2.4518410915e+21,5.3540482211e-08
2.4554680753e+21,5.2977751774e-08
2.4590950592e+21,5.2420593182e-08
2.4627220431e+21,5.1868956075e-08
2.4663490269e+21,5.1322790481e-08
2.4699760108e+21,5.0782046813e-08
2.4736029946e+21,5.0246675867e-08
2.4772299785e+21,4.9716628816e-08
2.4808569624e+21,4.9191857216e-08
2.4844839462e+21,4.8672312997e-08
2.4881109301e+21,4.8157948464e-08
2.4917379140e+21,4.7648716296e-08
2.4953648978e+21,4.7144569541e-08
2.4989918817e+21,4.6645461617e-08
2.5026188656e+21,4.6151346308e-08
2.5062458494e+21,4.5662177763e-08
2.5098728333e+21,4.5177910494e-08
2.5134998171e+21,4.4698499372e-08
2.5171268010e+21,4.4223899629e-08
2.5207537849e+21,4.3754066853e-08
2.5243807687e+21,4.3288956987e-08
2.5280077526e+21,4.2828526324e-08
2.5316347365e+21,4.2372731513e-08
