r,P,m,rho
1.958000e-01,9.432734e+01,1.691353e-02,7.551545e+00
1.959000e-01,9.426774e+01,1.694265e-02,7.550158e+00
1.960000e-01,9.420813e+01,1.697179e-02,7.548769e+00
1.961000e-01,9.414853e+01,1.700096e-02,7.547381e+00
1.962000e-01,9.408892e+01,1.703016e-02,7.545991e+00
1.963000e-01,9.402931e+01,1.705939e-02,7.544601e+00
1.964000e-01,9.396969e+01,1.708865e-02,7.543210e+00
1.965000e-01,9.391008e+01,1.711793e-02,7.541819e+00
1.966000e-01,9.385046e+01,1.714725e-02,7.540426e+00
1.967000e-01,9.379084e+01,1.717659e-02,7.539033e+00
1.968000e-01,9.373121e+01,1.720596e-02,7.537640e+00
1.969000e-01,9.367158e+01,1.723536e-02,7.536245e+00
1.970000e-01,9.361195e+01,1.726479e-02,7.534851e+00
1.971000e-01,9.355232e+01,1.729425e-02,7.533455e+00
1.972000e-01,9.349269e+01,1.732373e-02,7.532058e+00
1.973000e-01,9.343305e+01,1.735325e-02,7.530661e+00
1.974000e-01,9.337341e+01,1.738279e-02,7.529264e+00
1.975000e-01,9.331377e+01,1.741236e-02,7.527865e+00
1.976000e-01,9.325413e+01,1.744196e-02,7.526466e+00
1.977000e-01,9.319449e+01,1.747159e-02,7.525066e+00
1.978000e-01,9.313484e+01,1.750124e-02,7.523666e+00
1.979000e-01,9.307519e+01,1.753093e-02,7.522265e+00
1.980000e-01,9.301554e+01,1.756064e-02,7.520863e+00
1.981000e-01,9.295589e+01,1.759039e-02,7.519461e+00
1.982000e-01,9.289624e+01,1.762016e-02,7.518058e+00
1.983000e-01,9.283658e+01,1.764995e-02,7.516654e+00
1.984000e-01,9.277693e+01,1.767978e-02,7.515249e+00
1.985000e-01,9.271727e+01,1.770964e-02,7.513844e+00
1.986000e-01,9.265761e+01,1.773952e-02,7.512438e+00
1.987000e-01,9.259795e+01,1.776944e-02,7.511032e+00
1.988000e-01,9.253829e+01,1.779938e-02,7.509625e+00
1.989000e-01,9.247863e+01,1.782935e-02,7.508217e+00
1.990000e-01,9.241897e+01,1.785934e-02,7.506808e+00
1.991000e-01,9.235930e+01,1.788937e-02,7.505399e+00
1.992000e-01,9.229964e+01,1.791943e-02,7.503989e+00
1.993000e-01,9.223997e+01,1.794951e-02,7.502579e+00
1.994000e-01,9.218031e+01,1.797962e-02,7.501168e+00
1.995000e-01,9.212064e+01,1.800976e-02,7.499756e+00
1.996000e-01,9.206097e+01,1.803993e-02,7.498343e+00
1.997000e-01,9.200131e+01,1.807013e-02,7.496930e+00
1.998000e-01,9.194164e+01,1.810035e-02,7.495516e+00
1.999000e-01,9.188197e+01,1.813060e-02,7.494102e+00
2.000000e-01,9.182230e+01,1.816089e-02,7.492687e+00
2.001000e-01,9.176263e+01,1.819120e-02,7.491271e+00
2.002000e-01,9.170296e+01,1.822153e-02,7.489855e+00
2.003000e-01,9.164329e+01,1.825190e-02,7.488437e+00
2.004000e-01,9.158362e+01,1.828230e-02,7.487020e+00
2.005000e-01,9.152396e+01,1.831272e-02,7.485601e+00
2.006000e-01,9.146429e+01,1.834317e-02,7.484182e+00
2.007000e-01,9.140462e+01,1.837365e-02,7.482763e+00
2.008000e-01,9.134495e+01,1.840416e-02,7.481342e+00
2.009000e-01,9.128528e+01,1.843470e-02,7.479921e+00
2.010000e-01,9.122561e+01,1.846526e-02,7.478500e+00
2.011000e-01,9.116594e+01,1.849585e-02,7.477077e+00
2.012000e-01,9.110628e+01,1.852648e-02,7.475654e+00
2.013000e-01,9.104661e+01,1.855713e-02,7.474231e+00
2.014000e-01,9.098695e+01,1.858780e-02,7.472807e+00
2.015000e-01,9.092728e+01,1.861851e-02,7.471382e+00
2.016000e-01,9.086762e+01,1.864924e-02,7.469956e+00
2.017000e-01,9.080795e+01,1.868001e-02,7.468530e+00
2.018000e-01,9.074829e+01,1.871080e-02,7.467103e+00
2.019000e-01,9.068863e+01,1.874162e-02,7.465676e+00
2.020000e-01,9.062897e+01,1.877246e-02,7.464248e+00
2.021000e-01,9.056931e+01,1.880334e-02,7.462819e+00
2.022000e-01,9.050965e+01,1.883424e-02,7.461390e+00
2.023000e-01,9.045000e+01,1.886517e-02,7.459960e+00
2.024000e-01,9.039034e+01,1.889613e-02,7.458529e+00
2.025000e-01,9.033069e+01,1.892712e-02,7.457098e+00
2.026000e-01,9.027104e+01,1.895814e-02,7.455666e+00
2.027000e-01,9.021139e+01,1.898918e-02,7.454233e+00
2.028000e-01,9.015174e+01,1.902025e-02,7.452800e+00
2.029000e-01,9.009209e+01,1.905135e-02,7.451366e+00
2.030000e-01,9.003244e+01,1.908248e-02,7.449932e+00
2.031000e-01,8.997280e+01,1.911364e-02,7.448497e+00
2.032000e-01,8.991316e+01,1.914482e-02,7.447061e+00
2.033000e-01,8.985352e+01,1.917604e-02,7.445625e+00
2.034000e-01,8.979388e+01,1.920728e-02,7.444188e+00
2.035000e-01,8.973424e+01,1.923855e-02,7.442750e+00
2.036000e-01,8.967461e+01,1.926984e-02,7.441312e+00
2.037000e-01,8.961498e+01,1.930117e-02,7.439873e+00
2.038000e-01,8.955535e+01,1.933252e-02,7.438434e+00
2.039000e-01,8.949572e+01,1.936390e-02,7.436994e+00
2.040000e-01,8.943610e+01,1.939531e-02,7.435553e+00
2.041000e-01,8.937648e+01,1.942675e-02,7.434112e+00
2.042000e-01,8.931686e+01,1.945821e-02,7.432670e+00
2.043000e-01,8.925724e+01,1.948971e-02,7.431228e+00
2.044000e-01,8.919763e+01,1.952123e-02,7.429784e+00
2.045000e-01,8.913802e+01,1.955278e-02,7.428341e+00
2.046000e-01,8.907841e+01,1.958435e-02,7.426896e+00
2.047000e-01,8.901881e+01,1.961596e-02,7.425451e+00
2.048000e-01,8.895920e+01,1.964759e-02,7.424006e+00
2.049000e-01,8.889960e+01,1.967925e-02,7.422559e+00
2.050000e-01,8.884001e+01,1.971094e-02,7.421113e+00
2.051000e-01,8.878041e+01,1.974266e-02,7.419665e+00
2.052000e-01,8.872083e+01,1.977440e-02,7.418217e+00
2.053000e-01,8.866124e+01,1.980618e-02,7.416768e+00
2.054000e-01,8.860166e+01,1.983798e-02,7.415319e+00
2.055000e-01,8.854208e+01,1.986980e-02,7.413869e+00
2.056000e-01,8.848250e+01,1.990166e-02,7.412419e+00
2.057000e-01,8.842293e+01,1.993354e-02,7.410968e+00
2.058000e-01,8.836336e+01,1.996546e-02,7.409516e+00
2.059000e-01,8.830379e+01,1.999740e-02,7.408064e+00
2.060000e-01,8.824423e+01,2.002936e-02,7.406611e+00
2.061000e-01,8.818468e+01,2.006136e-02,7.405157e+00
2.062000e-01,8.812512e+01,2.009338e-02,7.403703e+00
2.063000e-01,8.806557e+01,2.012543e-02,7.402249e+00
2.064000e-01,8.800603e+01,2.015751e-02,7.400793e+00
2.065000e-01,8.794649e+01,2.018962e-02,7.399337e+00
2.066000e-01,8.788695e+01,2.022175e-02,7.397881e+00
2.067000e-01,8.782742e+01,2.025392e-02,7.396424e+00
2.068000e-01,8.776789e+01,2.028611e-02,7.394966e+00
2.069000e-01,8.770836e+01,2.031832e-02,7.393508e+00
2.070000e-01,8.764884e+01,2.035057e-02,7.392049e+00
2.071000e-01,8.758933e+01,2.038284e-02,7.390590e+00
2.072000e-01,8.752982e+01,2.041514e-02,7.389130e+00
2.073000e-01,8.747031e+01,2.044747e-02,7.387669e+00
2.074000e-01,8.741081e+01,2.047983e-02,7.386208e+00
2.075000e-01,8.735131e+01,2.051221e-02,7.384746e+00
2.076000e-01,8.729182e+01,2.054462e-02,7.383284e+00
2.077000e-01,8.723233e+01,2.057706e-02,7.381821e+00
2.078000e-01,8.717285e+01,2.060953e-02,7.380357e+00
2.079000e-01,8.711338e+01,2.064202e-02,7.378893e+00
2.080000e-01,8.705390e+01,2.067454e-02,7.377428e+00
2.081000e-01,8.699444e+01,2.070709e-02,7.375963e+00
2.082000e-01,8.693497e+01,2.073967e-02,7.374497e+00
2.083000e-01,8.687552e+01,2.077228e-02,7.373031e+00
2.084000e-01,8.681607e+01,2.080491e-02,7.371564e+00
2.085000e-01,8.675662e+01,2.083757e-02,7.370096e+00
2.086000e-01,8.669718e+01,2.087026e-02,7.368628e+00
2.087000e-01,8.663775e+01,2.090297e-02,7.367159e+00
2.088000e-01,8.657832e+01,2.093572e-02,7.365690e+00
2.089000e-01,8.651890e+01,2.096849e-02,7.364220e+00
2.090000e-01,8.645948e+01,2.100128e-02,7.362749e+00
2.091000e-01,8.640007e+01,2.103411e-02,7.361278e+00
2.092000e-01,8.634066e+01,2.106696e-02,7.359806e+00
2.093000e-01,8.628126e+01,2.109984e-02,7.358334e+00
2.094000e-01,8.622187e+01,2.113275e-02,7.356861e+00
2.095000e-01,8.616248e+01,2.116568e-02,7.355388e+00
2.096000e-01,8.610310e+01,2.119865e-02,7.353914e+00
2.097000e-01,8.604372e+01,2.123164e-02,7.352440e+00
2.098000e-01,8.598435e+01,2.126466e-02,7.350965e+00
2.099000e-01,8.592499e+01,2.129770e-02,7.349489e+00
2.100000e-01,8.586563e+01,2.133077e-02,7.348013e+00
2.101000e-01,8.580628e+01,2.136387e-02,7.346536e+00
2.102000e-01,8.574694e+01,2.139700e-02,7.345059e+00
2.103000e-01,8.568760e+01,2.143015e-02,7.343581e+00
2.104000e-01,8.562827e+01,2.146334e-02,7.342102e+00
2.105000e-01,8.556895e+01,2.149655e-02,7.340623e+00
2.106000e-01,8.550963e+01,2.152978e-02,7.339144e+00
2.107000e-01,8.545032e+01,2.156305e-02,7.337664e+00
2.108000e-01,8.539102e+01,2.159634e-02,7.336183e+00
2.109000e-01,8.533172e+01,2.162966e-02,7.334702e+00
2.110000e-01,8.527243e+01,2.166300e-02,7.333220e+00
2.111000e-01,8.521315e+01,2.169638e-02,7.331738e+00
2.112000e-01,8.515388e+01,2.172978e-02,7.330255e+00
2.113000e-01,8.509461e+01,2.176320e-02,7.328772e+00
2.114000e-01,8.503535e+01,2.179666e-02,7.327288e+00
2.115000e-01,8.497609e+01,2.183014e-02,7.325803e+00
2.116000e-01,8.491685e+01,2.186365e-02,7.324318e+00
2.117000e-01,8.485761e+01,2.189719e-02,7.322832e+00
2.118000e-01,8.479838e+01,2.193075e-02,7.321346e+00
2.119000e-01,8.473916e+01,2.196434e-02,7.319859e+00
2.120000e-01,8.467994e+01,2.199796e-02,7.318372e+00
2.121000e-01,8.462073e+01,2.203161e-02,7.316884e+00
2.122000e-01,8.456153e+01,2.206528e-02,7.315396e+00
2.123000e-01,8.450234e+01,2.209898e-02,7.313907e+00
2.124000e-01,8.444315e+01,2.213271e-02,7.312418e+00
2.125000e-01,8.438398e+01,2.216646e-02,7.310928e+00
2.126000e-01,8.432481e+01,2.220024e-02,7.309437e+00
2.127000e-01,8.426565e+01,2.223405e-02,7.307946e+00
2.128000e-01,8.420650e+01,2.226788e-02,7.306455e+00
2.129000e-01,8.414735e+01,2.230175e-02,7.304963e+00
2.130000e-01,8.408822e+01,2.233564e-02,7.303470e+00
2.131000e-01,8.402909e+01,2.236955e-02,7.301977e+00
2.132000e-01,8.396997e+01,2.240350e-02,7.300483e+00
2.133000e-01,8.391086e+01,2.243747e-02,7.298989e+00
2.134000e-01,8.385176e+01,2.247146e-02,7.297494e+00
2.135000e-01,8.379266e+01,2.250549e-02,7.295999e+00
2.136000e-01,8.373358e+01,2.253954e-02,7.294503e+00
2.137000e-01,8.367450e+01,2.257362e-02,7.293007e+00
2.138000e-01,8.361543e+01,2.260772e-02,7.291510e+00
2.139000e-01,8.355637e+01,2.264186e-02,7.290012e+00
2.140000e-01,8.349732e+01,2.267602e-02,7.288514e+00
2.141000e-01,8.343828e+01,2.271020e-02,7.287016e+00
2.142000e-01,8.337925e+01,2.274442e-02,7.285517e+00
2.143000e-01,8.332023e+01,2.277866e-02,7.284017e+00
2.144000e-01,8.326121e+01,2.281292e-02,7.282517e+00
2.145000e-01,8.320221e+01,2.284722e-02,7.281017e+00
2.146000e-01,8.314321e+01,2.288154e-02,7.279516e+00
2.147000e-01,8.308423e+01,2.291588e-02,7.278014e+00
2.148000e-01,8.302525e+01,2.295026e-02,7.276512e+00
2.149000e-01,8.296628e+01,2.298466e-02,7.275010e+00
2.150000e-01,8.290732e+01,2.301909e-02,7.273506e+00
2.151000e-01,8.284838e+01,2.305354e-02,7.272003e+00
2.152000e-01,8.278944e+01,2.308802e-02,7.270499e+00
2.153000e-01,8.273051e+01,2.312253e-02,7.268994e+00
2.154000e-01,8.267159e+01,2.315707e-02,7.267489e+00
2.155000e-01,8.261268e+01,2.319163e-02,7.265983e+00
2.156000e-01,8.255378e+01,2.322622e-02,7.264477e+00
2.157000e-01,8.249489e+01,2.326083e-02,7.262970e+00
2.158000e-01,8.243601e+01,2.329547e-02,7.261463e+00
2.159000e-01,8.237714e+01,2.333014e-02,7.259955e+00
2.160000e-01,8.231828e+01,2.336484e-02,7.258447e+00
2.161000e-01,8.225943e+01,2.339956e-02,7.256938e+00
2.162000e-01,8.220059e+01,2.343431e-02,7.255429e+00
2.163000e-01,8.214176e+01,2.346908e-02,7.253919e+00
2.164000e-01,8.208294e+01,2.350389e-02,7.252409e+00
2.165000e-01,8.202413e+01,2.353871e-02,7.250898e+00
2.166000e-01,8.196533e+01,2.357357e-02,7.249387e+00
2.167000e-01,8.190655e+01,2.360845e-02,7.247875e+00
2.168000e-01,8.184777e+01,2.364336e-02,7.246363e+00
2.169000e-01,8.178900e+01,2.367829e-02,7.244850e+00
2.170000e-01,8.173025e+01,2.371325e-02,7.243337e+00
2.171000e-01,8.167150e+01,2.374824e-02,7.241823e+00
2.172000e-01,8.161277e+01,2.378326e-02,7.240309e+00
2.173000e-01,8.155404e+01,2.381830e-02,7.238795e+00
2.174000e-01,8.149533e+01,2.385336e-02,7.237279e+00
2.175000e-01,8.143663e+01,2.388846e-02,7.235764e+00
2.176000e-01,8.137794e+01,2.392358e-02,7.234248e+00
2.177000e-01,8.131926e+01,2.395873e-02,7.232731e+00
2.178000e-01,8.126059e+01,2.399390e-02,7.231214e+00
2.179000e-01,8.120193e+01,2.402910e-02,7.229696e+00
2.180000e-01,8.114328e+01,2.406432e-02,7.228178e+00
2.181000e-01,8.108465e+01,2.409958e-02,7.226659e+00
2.182000e-01,8.102603e+01,2.413485e-02,7.225140e+00
2.183000e-01,8.096741e+01,2.417016e-02,7.223621e+00
2.184000e-01,8.090881e+01,2.420549e-02,7.222101e+00
2.185000e-01,8.085022e+01,2.424085e-02,7.220580e+00
2.186000e-01,8.079165e+01,2.427623e-02,7.219059e+00
2.187000e-01,8.073308e+01,2.431164e-02,7.217538e+00
2.188000e-01,8.067453e+01,2.434708e-02,7.216016e+00
2.189000e-01,8.061598e+01,2.438254e-02,7.214493e+00
2.190000e-01,8.055745e+01,2.441803e-02,7.212970e+00
2.191000e-01,8.049893e+01,2.445355e-02,7.211447e+00
2.192000e-01,8.044043e+01,2.448909e-02,7.209923e+00
2.193000e-01,8.038193e+01,2.452465e-02,7.208399e+00
2.194000e-01,8.032345e+01,2.456025e-02,7.206874e+00
2.195000e-01,8.026498e+01,2.459587e-02,7.205348e+00
2.196000e-01,8.020652e+01,2.463151e-02,7.203823e+00
2.197000e-01,8.014807e+01,2.466719e-02,7.202297e+00
2.198000e-01,8.008964e+01,2.470289e-02,7.200770e+00
2.199000e-01,8.003122e+01,2.473861e-02,7.199243e+00
2.200000e-01,7.997281e+01,2.477436e-02,7.197715e+00
2.201000e-01,7.991441e+01,2.481014e-02,7.196187e+00
2.202000e-01,7.985603e+01,2.484594e-02,7.194658e+00
2.203000e-01,7.979766e+01,2.488177e-02,7.193129e+00
2.204000e-01,7.973930e+01,2.491762e-02,7.191600e+00
2.205000e-01,7.968095e+01,2.495351e-02,7.190070e+00
2.206000e-01,7.962262e+01,2.498941e-02,7.188540e+00
2.207000e-01,7.956429e+01,2.502535e-02,7.187009e+00
2.208000e-01,7.950599e+01,2.506130e-02,7.185477e+00
2.209000e-01,7.944769e+01,2.509729e-02,7.183946e+00
2.210000e-01,7.938941e+01,2.513330e-02,7.182413e+00
2.211000e-01,7.933114e+01,2.516934e-02,7.180881e+00
2.212000e-01,7.927288e+01,2.520540e-02,7.179348e+00
2.213000e-01,7.921464e+01,2.524149e-02,7.177814e+00
2.214000e-01,7.915641e+01,2.527760e-02,7.176280e+00
2.215000e-01,7.909819e+01,2.531374e-02,7.174745e+00
2.216000e-01,7.903999e+01,2.534991e-02,7.173210e+00
2.217000e-01,7.898180e+01,2.538610e-02,7.171675e+00
2.218000e-01,7.892362e+01,2.542232e-02,7.170139e+00
2.219000e-01,7.886546e+01,2.545857e-02,7.168603e+00
2.220000e-01,7.880731e+01,2.549483e-02,7.167066e+00
2.221000e-01,7.874917e+01,2.553113e-02,7.165529e+00
2.222000e-01,7.869105e+01,2.556745e-02,7.163991e+00
2.223000e-01,7.863294e+01,2.560380e-02,7.162453e+00
2.224000e-01,7.857484e+01,2.564017e-02,7.160915e+00
2.225000e-01,7.851676e+01,2.567657e-02,7.159376e+00
2.226000e-01,7.845869e+01,2.571299e-02,7.157836e+00
2.227000e-01,7.840064e+01,2.574944e-02,7.156297e+00
2.228000e-01,7.834260e+01,2.578592e-02,7.154756e+00
2.229000e-01,7.828457e+01,2.582242e-02,7.153216e+00
2.230000e-01,7.822656e+01,2.585895e-02,7.151675e+00
2.231000e-01,7.816856e+01,2.589550e-02,7.150133e+00
2.232000e-01,7.811058e+01,2.593208e-02,7.148591e+00
2.233000e-01,7.805261e+01,2.596868e-02,7.147048e+00
2.234000e-01,7.799465e+01,2.600531e-02,7.145506e+00
2.235000e-01,7.793671e+01,2.604197e-02,7.143962e+00
2.236000e-01,7.787879e+01,2.607865e-02,7.142419e+00
2.237000e-01,7.782087e+01,2.611535e-02,7.140874e+00
2.238000e-01,7.776298e+01,2.615209e-02,7.139330e+00
2.239000e-01,7.770509e+01,2.618884e-02,7.137785e+00
2.240000e-01,7.764722e+01,2.622563e-02,7.136239e+00
2.241000e-01,7.758937e+01,2.626243e-02,7.134693e+00
2.242000e-01,7.753153e+01,2.629927e-02,7.133147e+00
2.243000e-01,7.747370e+01,2.633613e-02,7.131600e+00
2.244000e-01,7.741589e+01,2.637301e-02,7.130053e+00
2.245000e-01,7.735810e+01,2.640992e-02,7.128506e+00
2.246000e-01,7.730032e+01,2.644686e-02,7.126958e+00
2.247000e-01,7.724255e+01,2.648382e-02,7.125409e+00
2.248000e-01,7.718480e+01,2.652080e-02,7.123860e+00
2.249000e-01,7.712707e+01,2.655781e-02,7.122311e+00
2.250000e-01,7.706935e+01,2.659485e-02,7.120762e+00
2.251000e-01,7.701164e+01,2.663191e-02,7.119212e+00
2.252000e-01,7.695395e+01,2.666900e-02,7.117661e+00
2.253000e-01,7.689628e+01,2.670611e-02,7.116110e+00
2.254000e-01,7.683862e+01,2.674325e-02,7.114559e+00
2.255000e-01,7.678097e+01,2.678041e-02,7.113007e+00
2.256000e-01,7.672335e+01,2.681760e-02,7.111455e+00
2.257000e-01,7.666573e+01,2.685482e-02,7.109902e+00
2.258000e-01,7.660813e+01,2.689205e-02,7.108349e+00
2.259000e-01,7.655055e+01,2.692932e-02,7.106796e+00
2.260000e-01,7.649299e+01,2.696661e-02,7.105242e+00
2.261000e-01,7.643543e+01,2.700392e-02,7.103688e+00
2.262000e-01,7.637790e+01,2.704126e-02,7.102134e+00
2.263000e-01,7.632038e+01,2.707863e-02,7.100579e+00
2.264000e-01,7.626288e+01,2.711602e-02,7.099023e+00
2.265000e-01,7.620539e+01,2.715343e-02,7.097467e+00
2.266000e-01,7.614792e+01,2.719087e-02,7.095911e+00
2.267000e-01,7.609046e+01,2.722833e-02,7.094355e+00
2.268000e-01,7.603302e+01,2.726582e-02,7.092798e+00
2.269000e-01,7.597560e+01,2.730334e-02,7.091240e+00
2.270000e-01,7.591819e+01,2.734088e-02,7.089683e+00
2.271000e-01,7.586080e+01,2.737844e-02,7.088124e+00
2.272000e-01,7.580342e+01,2.741603e-02,7.086566e+00
2.273000e-01,7.574606e+01,2.745365e-02,7.085007e+00
2.274000e-01,7.568872e+01,2.749129e-02,7.083448e+00
2.275000e-01,7.563139e+01,2.752895e-02,7.081888e+00
2.276000e-01,7.557408e+01,2.756664e-02,7.080328e+00
2.277000e-01,7.551679e+01,2.760436e-02,7.078767e+00
2.278000e-01,7.545951e+01,2.764210e-02,7.077206e+00
2.279000e-01,7.540225e+01,2.767986e-02,7.075645e+00
2.280000e-01,7.534501e+01,2.771765e-02,7.074083e+00
2.281000e-01,7.528778e+01,2.775546e-02,7.072521e+00
2.282000e-01,7.523057e+01,2.779330e-02,7.070959e+00
2.283000e-01,7.517338e+01,2.783117e-02,7.069396e+00
2.284000e-01,7.511620e+01,2.786905e-02,7.067833e+00
2.285000e-01,7.505904e+01,2.790697e-02,7.066269e+00
2.286000e-01,7.500190e+01,2.794490e-02,7.064705e+00
2.287000e-01,7.494477e+01,2.798287e-02,7.063141e+00
2.288000e-01,7.488766e+01,2.802085e-02,7.061576e+00
2.289000e-01,7.483057e+01,2.805887e-02,7.060011e+00
2.290000e-01,7.477349e+01,2.809690e-02,7.058445e+00
2.291000e-01,7.471644e+01,2.813496e-02,7.056879e+00
2.292000e-01,7.465940e+01,2.817305e-02,7.055313e+00
2.293000e-01,7.460237e+01,2.821116e-02,7.053747e+00
2.294000e-01,7.454537e+01,2.824929e-02,7.052180e+00
2.295000e-01,7.448838e+01,2.828745e-02,7.050612e+00
2.296000e-01,7.443141e+01,2.832564e-02,7.049044e+00
2.297000e-01,7.437445e+01,2.836385e-02,7.047476e+00
2.298000e-01,7.431752e+01,2.840208e-02,7.045908e+00
2.299000e-01,7.426060e+01,2.844034e-02,7.044339e+00
2.300000e-01,7.420370e+01,2.847862e-02,7.042770e+00
2.301000e-01,7.414681e+01,2.851693e-02,7.041200e+00
2.302000e-01,7.408995e+01,2.855526e-02,7.039630e+00
2.303000e-01,7.403310e+01,2.859361e-02,7.038060e+00
2.304000e-01,7.397627e+01,2.863199e-02,7.036489e+00
2.305000e-01,7.391945e+01,2.867040e-02,7.034918e+00
2.306000e-01,7.386266e+01,2.870882e-02,7.033347e+00
2.307000e-01,7.380588e+01,2.874728e-02,7.031775e+00
2.308000e-01,7.374912e+01,2.878575e-02,7.030203e+00
2.309000e-01,7.369238e+01,2.882426e-02,7.028631e+00
2.310000e-01,7.363566e+01,2.886278e-02,7.027058e+00
2.311000e-01,7.357895e+01,2.890133e-02,7.025485e+00
2.312000e-01,7.352227e+01,2.893991e-02,7.023911e+00
2.313000e-01,7.346560e+01,2.897851e-02,7.022337e+00
2.314000e-01,7.340895e+01,2.901713e-02,7.020763e+00
2.315000e-01,7.335232e+01,2.905578e-02,7.019188e+00
2.316000e-01,7.329570e+01,2.909445e-02,7.017613e+00
2.317000e-01,7.323911e+01,2.913314e-02,7.016038e+00
2.318000e-01,7.318253e+01,2.917186e-02,7.014462e+00
2.319000e-01,7.312597e+01,2.921061e-02,7.012886e+00
2.320000e-01,7.306943e+01,2.924938e-02,7.011310e+00
2.321000e-01,7.301291e+01,2.928817e-02,7.009733e+00
2.322000e-01,7.295641e+01,2.932698e-02,7.008156e+00
2.323000e-01,7.289992e+01,2.936582e-02,7.006579e+00
2.324000e-01,7.284346e+01,2.940469e-02,7.005001e+00
2.325000e-01,7.278701e+01,2.944358e-02,7.003423e+00
2.326000e-01,7.273058e+01,2.948249e-02,7.001845e+00
2.327000e-01,7.267418e+01,2.952143e-02,7.000266e+00
2.328000e-01,7.261779e+01,2.956039e-02,6.998687e+00
2.329000e-01,7.256141e+01,2.959937e-02,6.997108e+00
2.330000e-01,7.250506e+01,2.963838e-02,6.995528e+00
2.331000e-01,7.244873e+01,2.967741e-02,6.993948e+00
2.332000e-01,7.239241e+01,2.971647e-02,6.992367e+00
2.333000e-01,7.233612e+01,2.975555e-02,6.990786e+00
2.334000e-01,7.227984e+01,2.979465e-02,6.989205e+00
2.335000e-01,7.222359e+01,2.983378e-02,6.987624e+00
2.336000e-01,7.216735e+01,2.987293e-02,6.986042e+00
2.337000e-01,7.211113e+01,2.991211e-02,6.984460e+00
2.338000e-01,7.205493e+01,2.995131e-02,6.982878e+00
2.339000e-01,7.199875e+01,2.999053e-02,6.981295e+00
2.340000e-01,7.194259e+01,3.002978e-02,6.979712e+00
2.341000e-01,7.188645e+01,3.006905e-02,6.978128e+00
2.342000e-01,7.183033e+01,3.010834e-02,6.976545e+00
2.343000e-01,7.177423e+01,3.014766e-02,6.974961e+00
2.344000e-01,7.171815e+01,3.018700e-02,6.973376e+00
2.345000e-01,7.166208e+01,3.022637e-02,6.971792e+00
2.346000e-01,7.160604e+01,3.026576e-02,6.970207e+00
2.347000e-01,7.155002e+01,3.030517e-02,6.968621e+00
2.348000e-01,7.149402e+01,3.034460e-02,6.967036e+00
2.349000e-01,7.143803e+01,3.038406e-02,6.965450e+00
2.350000e-01,7.138207e+01,3.042355e-02,6.963863e+00
2.351000e-01,7.132612e+01,3.046306e-02,6.962277e+00
2.352000e-01,7.127020e+01,3.050259e-02,6.960690e+00
2.353000e-01,7.121430e+01,3.054214e-02,6.959102e+00
2.354000e-01,7.115841e+01,3.058172e-02,6.957515e+00
2.355000e-01,7.110255e+01,3.062132e-02,6.955927e+00
2.356000e-01,7.104671e+01,3.066094e-02,6.954339e+00
2.357000e-01,7.099088e+01,3.070059e-02,6.952750e+00
2.358000e-01,7.093508e+01,3.074026e-02,6.951162e+00
2.359000e-01,7.087930e+01,3.077996e-02,6.949572e+00
2.360000e-01,7.082353e+01,3.081968e-02,6.947983e+00
2.361000e-01,7.076779e+01,3.085942e-02,6.946393e+00
2.362000e-01,7.071207e+01,3.089918e-02,6.944803e+00
2.363000e-01,7.065637e+01,3.093897e-02,6.943213e+00
2.364000e-01,7.060069e+01,3.097878e-02,6.941622e+00
2.365000e-01,7.054503e+01,3.101862e-02,6.940031e+00
2.366000e-01,7.048939e+01,3.105848e-02,6.938440e+00
2.367000e-01,7.043377e+01,3.109836e-02,6.936849e+00
2.368000e-01,7.037817e+01,3.113826e-02,6.935257e+00
2.369000e-01,7.032259e+01,3.117819e-02,6.933665e+00
2.370000e-01,7.026703e+01,3.121814e-02,6.932072e+00
2.371000e-01,7.021149e+01,3.125811e-02,6.930479e+00
2.372000e-01,7.015598e+01,3.129811e-02,6.928886e+00
2.373000e-01,7.010048e+01,3.133813e-02,6.927293e+00
2.374000e-01,7.004501e+01,3.137818e-02,6.925699e+00
2.375000e-01,6.998955e+01,3.141824e-02,6.924105e+00
2.376000e-01,6.993412e+01,3.145833e-02,6.922511e+00
2.377000e-01,6.987871e+01,3.149845e-02,6.920917e+00
2.378000e-01,6.982332e+01,3.153858e-02,6.919322e+00
2.379000e-01,6.976795e+01,3.157874e-02,6.917727e+00
2.380000e-01,6.971260e+01,3.161892e-02,6.916131e+00
2.381000e-01,6.965727e+01,3.165913e-02,6.914536e+00
2.382000e-01,6.960197e+01,3.169936e-02,6.912940e+00
2.383000e-01,6.954668e+01,3.173961e-02,6.911344e+00
2.384000e-01,6.949142e+01,3.177988e-02,6.909747e+00
2.385000e-01,6.943618e+01,3.182018e-02,6.908150e+00
2.386000e-01,6.938095e+01,3.186050e-02,6.906553e+00
2.387000e-01,6.932575e+01,3.190084e-02,6.904956e+00
2.388000e-01,6.927058e+01,3.194120e-02,6.903358e+00
2.389000e-01,6.921542e+01,3.198159e-02,6.901760e+00
2.390000e-01,6.916028e+01,3.202200e-02,6.900162e+00
2.391000e-01,6.910517e+01,3.206244e-02,6.898564e+00
2.392000e-01,6.905008e+01,3.210289e-02,6.896965e+00
2.393000e-01,6.899501e+01,3.214337e-02,6.895366e+00
2.394000e-01,6.893996e+01,3.218388e-02,6.893766e+00
