r,P,m,rho
6.081000e-01,2.657078e+00,2.093977e-01,2.692055e+00
6.082000e-01,2.655161e+00,2.094391e-01,2.691503e+00
6.083000e-01,2.653247e+00,2.094806e-01,2.690951e+00
6.084000e-01,2.651334e+00,2.095220e-01,2.690399e+00
6.085000e-01,2.649423e+00,2.095634e-01,2.689847e+00
6.086000e-01,2.647513e+00,2.096048e-01,2.689295e+00
6.087000e-01,2.645606e+00,2.096462e-01,2.688744e+00
6.088000e-01,2.643699e+00,2.096876e-01,2.688193e+00
6.089000e-01,2.641795e+00,2.097290e-01,2.687642e+00
6.090000e-01,2.639892e+00,2.097704e-01,2.687091e+00
6.091000e-01,2.637991e+00,2.098117e-01,2.686540e+00
6.092000e-01,2.636092e+00,2.098531e-01,2.685990e+00
6.093000e-01,2.634194e+00,2.098945e-01,2.685440e+00
6.094000e-01,2.632298e+00,2.099359e-01,2.684890e+00
6.095000e-01,2.630403e+00,2.099772e-01,2.684340e+00
6.096000e-01,2.628510e+00,2.100186e-01,2.683791e+00
6.097000e-01,2.626619e+00,2.100600e-01,2.683241e+00
6.098000e-01,2.624730e+00,2.101013e-01,2.682692e+00
6.099000e-01,2.622842e+00,2.101427e-01,2.682143e+00
6.100000e-01,2.620956e+00,2.101840e-01,2.681595e+00
6.101000e-01,2.619071e+00,2.102254e-01,2.681046e+00
6.102000e-01,2.617188e+00,2.102667e-01,2.680498e+00
6.103000e-01,2.615307e+00,2.103080e-01,2.679950e+00
6.104000e-01,2.613427e+00,2.103494e-01,2.679402e+00
6.105000e-01,2.611549e+00,2.103907e-01,2.678854e+00
6.106000e-01,2.609673e+00,2.104320e-01,2.678307e+00
6.107000e-01,2.607798e+00,2.104733e-01,2.677760e+00
6.108000e-01,2.605925e+00,2.105147e-01,2.677213e+00
6.109000e-01,2.604054e+00,2.105560e-01,2.676666e+00
6.110000e-01,2.602184e+00,2.105973e-01,2.676119e+00
6.111000e-01,2.600316e+00,2.106386e-01,2.675573e+00
6.112000e-01,2.598449e+00,2.106799e-01,2.675026e+00
6.113000e-01,2.596584e+00,2.107212e-01,2.674480e+00
6.114000e-01,2.594721e+00,2.107625e-01,2.673934e+00
6.115000e-01,2.592859e+00,2.108037e-01,2.673389e+00
6.116000e-01,2.590999e+00,2.108450e-01,2.672843e+00
6.117000e-01,2.589141e+00,2.108863e-01,2.672298e+00
6.118000e-01,2.587284e+00,2.109276e-01,2.671753e+00
6.119000e-01,2.585429e+00,2.109688e-01,2.671208e+00
6.120000e-01,2.583575e+00,2.110101e-01,2.670664e+00
6.121000e-01,2.581724e+00,2.110514e-01,2.670119e+00
6.122000e-01,2.579873e+00,2.110926e-01,2.669575e+00
6.123000e-01,2.578025e+00,2.111339e-01,2.669031e+00
6.124000e-01,2.576177e+00,2.111751e-01,2.668487e+00
6.125000e-01,2.574332e+00,2.112164e-01,2.667944e+00
6.126000e-01,2.572488e+00,2.112576e-01,2.667400e+00
6.127000e-01,2.570646e+00,2.112988e-01,2.666857e+00
6.128000e-01,2.568805e+00,2.113401e-01,2.666314e+00
6.129000e-01,2.566966e+00,2.113813e-01,2.665771e+00
6.130000e-01,2.565129e+00,2.114225e-01,2.665229e+00
6.131000e-01,2.563293e+00,2.114638e-01,2.664686e+00
6.132000e-01,2.561459e+00,2.115050e-01,2.664144e+00
6.133000e-01,2.559626e+00,2.115462e-01,2.663602e+00
6.134000e-01,2.557795e+00,2.115874e-01,2.663061e+00
6.135000e-01,2.555966e+00,2.116286e-01,2.662519e+00
6.136000e-01,2.554138e+00,2.116698e-01,2.661978e+00
6.137000e-01,2.552311e+00,2.117110e-01,2.661436e+00
6.138000e-01,2.550487e+00,2.117522e-01,2.660895e+00
6.139000e-01,2.548664e+00,2.117934e-01,2.660355e+00
6.140000e-01,2.546842e+00,2.118346e-01,2.659814e+00
6.141000e-01,2.545022e+00,2.118757e-01,2.659274e+00
6.142000e-01,2.543204e+00,2.119169e-01,2.658734e+00
6.143000e-01,2.541387e+00,2.119581e-01,2.658194e+00
6.144000e-01,2.539572e+00,2.119993e-01,2.657654e+00
6.145000e-01,2.537758e+00,2.120404e-01,2.657114e+00
6.146000e-01,2.535946e+00,2.120816e-01,2.656575e+00
6.147000e-01,2.534136e+00,2.121227e-01,2.656036e+00
6.148000e-01,2.532327e+00,2.121639e-01,2.655497e+00
6.149000e-01,2.530520e+00,2.122050e-01,2.654958e+00
6.150000e-01,2.528714e+00,2.122462e-01,2.654420e+00
6.151000e-01,2.526910e+00,2.122873e-01,2.653881e+00
6.152000e-01,2.525107e+00,2.123284e-01,2.653343e+00
6.153000e-01,2.523306e+00,2.123696e-01,2.652805e+00
6.154000e-01,2.521506e+00,2.124107e-01,2.652267e+00
6.155000e-01,2.519709e+00,2.124518e-01,2.651730e+00
6.156000e-01,2.517912e+00,2.124929e-01,2.651192e+00
6.157000e-01,2.516117e+00,2.125341e-01,2.650655e+00
6.158000e-01,2.514324e+00,2.125752e-01,2.650118e+00
6.159000e-01,2.512532e+00,2.126163e-01,2.649582e+00
6.160000e-01,2.510742e+00,2.126574e-01,2.649045e+00
6.161000e-01,2.508954e+00,2.126985e-01,2.648509e+00
6.162000e-01,2.507167e+00,2.127396e-01,2.647973e+00
6.163000e-01,2.505381e+00,2.127807e-01,2.647437e+00
6.164000e-01,2.503597e+00,2.128218e-01,2.646901e+00
6.165000e-01,2.501815e+00,2.128628e-01,2.646365e+00
6.166000e-01,2.500034e+00,2.129039e-01,2.645830e+00
6.167000e-01,2.498255e+00,2.129450e-01,2.645295e+00
6.168000e-01,2.496477e+00,2.129861e-01,2.644760e+00
6.169000e-01,2.494701e+00,2.130271e-01,2.644225e+00
6.170000e-01,2.492926e+00,2.130682e-01,2.643690e+00
6.171000e-01,2.491153e+00,2.131093e-01,2.643156e+00
6.172000e-01,2.489381e+00,2.131503e-01,2.642622e+00
6.173000e-01,2.487611e+00,2.131914e-01,2.642088e+00
6.174000e-01,2.485843e+00,2.132324e-01,2.641554e+00
6.175000e-01,2.484076e+00,2.132735e-01,2.641021e+00
6.176000e-01,2.482310e+00,2.133145e-01,2.640487e+00
6.177000e-01,2.480546e+00,2.133555e-01,2.639954e+00
6.178000e-01,2.478784e+00,2.133966e-01,2.639421e+00
6.179000e-01,2.477023e+00,2.134376e-01,2.638888e+00
6.180000e-01,2.475264e+00,2.134786e-01,2.638356e+00
6.181000e-01,2.473506e+00,2.135196e-01,2.637823e+00
6.182000e-01,2.471749e+00,2.135606e-01,2.637291e+00
6.183000e-01,2.469995e+00,2.136017e-01,2.636759e+00
6.184000e-01,2.468241e+00,2.136427e-01,2.636227e+00
6.185000e-01,2.466490e+00,2.136837e-01,2.635696e+00
6.186000e-01,2.464739e+00,2.137247e-01,2.635164e+00
6.187000e-01,2.462990e+00,2.137657e-01,2.634633e+00
6.188000e-01,2.461243e+00,2.138066e-01,2.634102e+00
6.189000e-01,2.459498e+00,2.138476e-01,2.633571e+00
6.190000e-01,2.457753e+00,2.138886e-01,2.633041e+00
6.191000e-01,2.456011e+00,2.139296e-01,2.632510e+00
6.192000e-01,2.454269e+00,2.139706e-01,2.631980e+00
6.193000e-01,2.452530e+00,2.140115e-01,2.631450e+00
6.194000e-01,2.450791e+00,2.140525e-01,2.630920e+00
6.195000e-01,2.449055e+00,2.140935e-01,2.630391e+00
6.196000e-01,2.447319e+00,2.141344e-01,2.629861e+00
6.197000e-01,2.445586e+00,2.141754e-01,2.629332e+00
6.198000e-01,2.443854e+00,2.142163e-01,2.628803e+00
6.199000e-01,2.442123e+00,2.142573e-01,2.628274e+00
6.200000e-01,2.440394e+00,2.142982e-01,2.627746e+00
6.201000e-01,2.438666e+00,2.143392e-01,2.627217e+00
6.202000e-01,2.436940e+00,2.143801e-01,2.626689e+00
6.203000e-01,2.435215e+00,2.144210e-01,2.626161e+00
6.204000e-01,2.433492e+00,2.144620e-01,2.625633e+00
6.205000e-01,2.431770e+00,2.145029e-01,2.625105e+00
6.206000e-01,2.430049e+00,2.145438e-01,2.624578e+00
6.207000e-01,2.428331e+00,2.145847e-01,2.624050e+00
6.208000e-01,2.426613e+00,2.146256e-01,2.623523e+00
6.209000e-01,2.424897e+00,2.146665e-01,2.622996e+00
6.210000e-01,2.423183e+00,2.147075e-01,2.622470e+00
6.211000e-01,2.421470e+00,2.147484e-01,2.621943e+00
6.212000e-01,2.419759e+00,2.147892e-01,2.621417e+00
6.213000e-01,2.418049e+00,2.148301e-01,2.620891e+00
6.214000e-01,2.416340e+00,2.148710e-01,2.620365e+00
6.215000e-01,2.414633e+00,2.149119e-01,2.619839e+00
6.216000e-01,2.412928e+00,2.149528e-01,2.619314e+00
6.217000e-01,2.411223e+00,2.149937e-01,2.618788e+00
6.218000e-01,2.409521e+00,2.150345e-01,2.618263e+00
6.219000e-01,2.407820e+00,2.150754e-01,2.617738e+00
6.220000e-01,2.406120e+00,2.151163e-01,2.617214e+00
6.221000e-01,2.404422e+00,2.151571e-01,2.616689e+00
6.222000e-01,2.402725e+00,2.151980e-01,2.616165e+00
6.223000e-01,2.401030e+00,2.152388e-01,2.615640e+00
6.224000e-01,2.399336e+00,2.152797e-01,2.615116e+00
6.225000e-01,2.397643e+00,2.153205e-01,2.614593e+00
6.226000e-01,2.395952e+00,2.153614e-01,2.614069e+00
6.227000e-01,2.394263e+00,2.154022e-01,2.613546e+00
6.228000e-01,2.392575e+00,2.154431e-01,2.613023e+00
6.229000e-01,2.390888e+00,2.154839e-01,2.612499e+00
6.230000e-01,2.389203e+00,2.155247e-01,2.611977e+00
6.231000e-01,2.387520e+00,2.155655e-01,2.611454e+00
6.232000e-01,2.385837e+00,2.156063e-01,2.610932e+00
6.233000e-01,2.384156e+00,2.156472e-01,2.610409e+00
6.234000e-01,2.382477e+00,2.156880e-01,2.609887e+00
6.235000e-01,2.380799e+00,2.157288e-01,2.609365e+00
6.236000e-01,2.379123e+00,2.157696e-01,2.608844e+00
6.237000e-01,2.377448e+00,2.158104e-01,2.608322e+00
6.238000e-01,2.375774e+00,2.158512e-01,2.607801e+00
6.239000e-01,2.374102e+00,2.158920e-01,2.607280e+00
6.240000e-01,2.372431e+00,2.159327e-01,2.606759e+00
6.241000e-01,2.370762e+00,2.159735e-01,2.606238e+00
6.242000e-01,2.369094e+00,2.160143e-01,2.605718e+00
6.243000e-01,2.367427e+00,2.160551e-01,2.605198e+00
6.244000e-01,2.365762e+00,2.160959e-01,2.604677e+00
6.245000e-01,2.364099e+00,2.161366e-01,2.604158e+00
6.246000e-01,2.362437e+00,2.161774e-01,2.603638e+00
6.247000e-01,2.360776e+00,2.162181e-01,2.603118e+00
6.248000e-01,2.359117e+00,2.162589e-01,2.602599e+00
6.249000e-01,2.357459e+00,2.162997e-01,2.602080e+00
6.250000e-01,2.355802e+00,2.163404e-01,2.601561e+00
6.251000e-01,2.354147e+00,2.163811e-01,2.601042e+00
6.252000e-01,2.352494e+00,2.164219e-01,2.600523e+00
6.253000e-01,2.350841e+00,2.164626e-01,2.600005e+00
6.254000e-01,2.349191e+00,2.165034e-01,2.599487e+00
6.255000e-01,2.347541e+00,2.165441e-01,2.598969e+00
6.256000e-01,2.345893e+00,2.165848e-01,2.598451e+00
6.257000e-01,2.344247e+00,2.166255e-01,2.597933e+00
6.258000e-01,2.342601e+00,2.166662e-01,2.597416e+00
6.259000e-01,2.340958e+00,2.167070e-01,2.596899e+00
6.260000e-01,2.339315e+00,2.167477e-01,2.596381e+00
6.261000e-01,2.337674e+00,2.167884e-01,2.595865e+00
6.262000e-01,2.336035e+00,2.168291e-01,2.595348e+00
6.263000e-01,2.334397e+00,2.168698e-01,2.594831e+00
6.264000e-01,2.332760e+00,2.169105e-01,2.594315e+00
6.265000e-01,2.331125e+00,2.169511e-01,2.593799e+00
6.266000e-01,2.329491e+00,2.169918e-01,2.593283e+00
6.267000e-01,2.327858e+00,2.170325e-01,2.592767e+00
6.268000e-01,2.326227e+00,2.170732e-01,2.592252e+00
6.269000e-01,2.324597e+00,2.171139e-01,2.591736e+00
6.270000e-01,2.322969e+00,2.171545e-01,2.591221e+00
6.271000e-01,2.321342e+00,2.171952e-01,2.590706e+00
6.272000e-01,2.319716e+00,2.172359e-01,2.590191e+00
6.273000e-01,2.318092e+00,2.172765e-01,2.589677e+00
6.274000e-01,2.316469e+00,2.173172e-01,2.589162e+00
6.275000e-01,2.314848e+00,2.173578e-01,2.588648e+00
6.276000e-01,2.313228e+00,2.173985e-01,2.588134e+00
6.277000e-01,2.311609e+00,2.174391e-01,2.587620e+00
6.278000e-01,2.309992e+00,2.174798e-01,2.587107e+00
6.279000e-01,2.308376e+00,2.175204e-01,2.586593e+00
6.280000e-01,2.306761e+00,2.175610e-01,2.586080e+00
6.281000e-01,2.305148e+00,2.176017e-01,2.585567e+00
6.282000e-01,2.303536e+00,2.176423e-01,2.585054e+00
6.283000e-01,2.301926e+00,2.176829e-01,2.584541e+00
6.284000e-01,2.300317e+00,2.177235e-01,2.584029e+00
6.285000e-01,2.298709e+00,2.177641e-01,2.583516e+00
6.286000e-01,2.297103e+00,2.178047e-01,2.583004e+00
6.287000e-01,2.295498e+00,2.178453e-01,2.582492e+00
6.288000e-01,2.293894e+00,2.178859e-01,2.581980e+00
6.289000e-01,2.292292e+00,2.179265e-01,2.581469e+00
6.290000e-01,2.290691e+00,2.179671e-01,2.580957e+00
6.291000e-01,2.289092e+00,2.180077e-01,2.580446e+00
6.292000e-01,2.287494e+00,2.180483e-01,2.579935e+00
6.293000e-01,2.285897e+00,2.180889e-01,2.579424e+00
6.294000e-01,2.284302e+00,2.181295e-01,2.578914e+00
6.295000e-01,2.282708e+00,2.181700e-01,2.578403e+00
6.296000e-01,2.281115e+00,2.182106e-01,2.577893e+00
6.297000e-01,2.279524e+00,2.182512e-01,2.577383e+00
6.298000e-01,2.277934e+00,2.182918e-01,2.576873e+00
6.299000e-01,2.276345e+00,2.183323e-01,2.576363e+00
6.300000e-01,2.274758e+00,2.183729e-01,2.575854e+00
6.301000e-01,2.273172e+00,2.184134e-01,2.575344e+00
6.302000e-01,2.271587e+00,2.184540e-01,2.574835e+00
6.303000e-01,2.270004e+00,2.184945e-01,2.574326e+00
6.304000e-01,2.268422e+00,2.185350e-01,2.573817e+00
6.305000e-01,2.266842e+00,2.185756e-01,2.573309e+00
6.306000e-01,2.265263e+00,2.186161e-01,2.572800e+00
6.307000e-01,2.263685e+00,2.186566e-01,2.572292e+00
6.308000e-01,2.262108e+00,2.186972e-01,2.571784e+00
6.309000e-01,2.260533e+00,2.187377e-01,2.571276e+00
6.310000e-01,2.258959e+00,2.187782e-01,2.570769e+00
6.311000e-01,2.257387e+00,2.188187e-01,2.570261e+00
6.312000e-01,2.255816e+00,2.188592e-01,2.569754e+00
6.313000e-01,2.254246e+00,2.188997e-01,2.569247e+00
6.314000e-01,2.252677e+00,2.189402e-01,2.568740e+00
6.315000e-01,2.251110e+00,2.189807e-01,2.568233e+00
6.316000e-01,2.249544e+00,2.190212e-01,2.567726e+00
6.317000e-01,2.247980e+00,2.190617e-01,2.567220e+00
6.318000e-01,2.246417e+00,2.191022e-01,2.566714e+00
6.319000e-01,2.244855e+00,2.191427e-01,2.566208e+00
6.320000e-01,2.243294e+00,2.191832e-01,2.565702e+00
6.321000e-01,2.241735e+00,2.192237e-01,2.565196e+00
6.322000e-01,2.240177e+00,2.192641e-01,2.564691e+00
6.323000e-01,2.238621e+00,2.193046e-01,2.564186e+00
6.324000e-01,2.237065e+00,2.193451e-01,2.563681e+00
6.325000e-01,2.235512e+00,2.193855e-01,2.563176e+00
6.326000e-01,2.233959e+00,2.194260e-01,2.562671e+00
6.327000e-01,2.232408e+00,2.194664e-01,2.562166e+00
6.328000e-01,2.230858e+00,2.195069e-01,2.561662e+00
6.329000e-01,2.229309e+00,2.195473e-01,2.561158e+00
6.330000e-01,2.227762e+00,2.195878e-01,2.560654e+00
6.331000e-01,2.226216e+00,2.196282e-01,2.560150e+00
6.332000e-01,2.224671e+00,2.196686e-01,2.559647e+00
6.333000e-01,2.223127e+00,2.197091e-01,2.559143e+00
6.334000e-01,2.221585e+00,2.197495e-01,2.558640e+00
6.335000e-01,2.220045e+00,2.197899e-01,2.558137e+00
6.336000e-01,2.218505e+00,2.198303e-01,2.557634e+00
6.337000e-01,2.216967e+00,2.198708e-01,2.557131e+00
6.338000e-01,2.215430e+00,2.199112e-01,2.556629e+00
6.339000e-01,2.213894e+00,2.199516e-01,2.556126e+00
6.340000e-01,2.212360e+00,2.199920e-01,2.555624e+00
6.341000e-01,2.210827e+00,2.200324e-01,2.555122e+00
6.342000e-01,2.209295e+00,2.200728e-01,2.554621e+00
6.343000e-01,2.207765e+00,2.201132e-01,2.554119e+00
6.344000e-01,2.206236e+00,2.201536e-01,2.553618e+00
6.345000e-01,2.204708e+00,2.201939e-01,2.553116e+00
6.346000e-01,2.203181e+00,2.202343e-01,2.552615e+00
6.347000e-01,2.201656e+00,2.202747e-01,2.552114e+00
6.348000e-01,2.200132e+00,2.203151e-01,2.551614e+00
6.349000e-01,2.198609e+00,2.203555e-01,2.551113e+00
6.350000e-01,2.197088e+00,2.203958e-01,2.550613e+00
6.351000e-01,2.195568e+00,2.204362e-01,2.550113e+00
6.352000e-01,2.194049e+00,2.204765e-01,2.549613e+00
6.353000e-01,2.192531e+00,2.205169e-01,2.549113e+00
6.354000e-01,2.191015e+00,2.205573e-01,2.548614e+00
6.355000e-01,2.189500e+00,2.205976e-01,2.548114e+00
6.356000e-01,2.187987e+00,2.206379e-01,2.547615e+00
6.357000e-01,2.186474e+00,2.206783e-01,2.547116e+00
6.358000e-01,2.184963e+00,2.207186e-01,2.546617e+00
6.359000e-01,2.183453e+00,2.207590e-01,2.546118e+00
6.360000e-01,2.181944e+00,2.207993e-01,2.545620e+00
6.361000e-01,2.180437e+00,2.208396e-01,2.545121e+00
6.362000e-01,2.178931e+00,2.208799e-01,2.544623e+00
6.363000e-01,2.177426e+00,2.209203e-01,2.544125e+00
6.364000e-01,2.175923e+00,2.209606e-01,2.543628e+00
6.365000e-01,2.174420e+00,2.210009e-01,2.543130e+00
6.366000e-01,2.172919e+00,2.210412e-01,2.542633e+00
6.367000e-01,2.171420e+00,2.210815e-01,2.542135e+00
6.368000e-01,2.169921e+00,2.211218e-01,2.541638e+00
6.369000e-01,2.168424e+00,2.211621e-01,2.541141e+00
6.370000e-01,2.166928e+00,2.212024e-01,2.540645e+00
6.371000e-01,2.165433e+00,2.212427e-01,2.540148e+00
6.372000e-01,2.163940e+00,2.212830e-01,2.539652e+00
6.373000e-01,2.162448e+00,2.213232e-01,2.539156e+00
6.374000e-01,2.160957e+00,2.213635e-01,2.538660e+00
6.375000e-01,2.159467e+00,2.214038e-01,2.538164e+00
6.376000e-01,2.157979e+00,2.214441e-01,2.537668e+00
6.377000e-01,2.156492e+00,2.214843e-01,2.537173e+00
6.378000e-01,2.155006e+00,2.215246e-01,2.536678e+00
6.379000e-01,2.153521e+00,2.215649e-01,2.536183e+00
6.380000e-01,2.152038e+00,2.216051e-01,2.535688e+00
6.381000e-01,2.150555e+00,2.216454e-01,2.535193e+00
6.382000e-01,2.149075e+00,2.216856e-01,2.534699e+00
6.383000e-01,2.147595e+00,2.217259e-01,2.534204e+00
6.384000e-01,2.146116e+00,2.217661e-01,2.533710e+00
6.385000e-01,2.144639e+00,2.218063e-01,2.533216e+00
6.386000e-01,2.143163e+00,2.218466e-01,2.532722e+00
6.387000e-01,2.141689e+00,2.218868e-01,2.532229e+00
6.388000e-01,2.140215e+00,2.219270e-01,2.531735e+00
6.389000e-01,2.138743e+00,2.219673e-01,2.531242e+00
6.390000e-01,2.137272e+00,2.220075e-01,2.530749e+00
6.391000e-01,2.135802e+00,2.220477e-01,2.530256e+00
6.392000e-01,2.134334e+00,2.220879e-01,2.529763e+00
6.393000e-01,2.132866e+00,2.221281e-01,2.529271e+00
6.394000e-01,2.131400e+00,2.221683e-01,2.528778e+00
6.395000e-01,2.129935e+00,2.222085e-01,2.528286e+00
6.396000e-01,2.128472e+00,2.222487e-01,2.527794e+00
6.397000e-01,2.127009e+00,2.222889e-01,2.527302e+00
6.398000e-01,2.125548e+00,2.223291e-01,2.526810e+00
6.399000e-01,2.124088e+00,2.223693e-01,2.526319e+00
6.400000e-01,2.122630e+00,2.224095e-01,2.525828e+00
6.401000e-01,2.121172e+00,2.224496e-01,2.525336e+00
6.402000e-01,2.119716e+00,2.224898e-01,2.524845e+00
6.403000e-01,2.118261e+00,2.225300e-01,2.524355e+00
6.404000e-01,2.116807e+00,2.225702e-01,2.523864e+00
6.405000e-01,2.115354e+00,2.226103e-01,2.523374e+00
6.406000e-01,2.113903e+00,2.226505e-01,2.522883e+00
6.407000e-01,2.112453e+00,2.226906e-01,2.522393e+00
6.408000e-01,2.111004e+00,2.227308e-01,2.521903e+00
6.409000e-01,2.109556e+00,2.227709e-01,2.521414e+00
6.410000e-01,2.108109e+00,2.228111e-01,2.520924e+00
6.411000e-01,2.106664e+00,2.228512e-01,2.520435e+00
6.412000e-01,2.105220e+00,2.228914e-01,2.519946e+00
6.413000e-01,2.103777e+00,2.229315e-01,2.519457e+00
6.414000e-01,2.102335e+00,2.229716e-01,2.518968e+00
6.415000e-01,2.100895e+00,2.230118e-01,2.518479e+00
6.416000e-01,2.099456e+00,2.230519e-01,2.517991e+00
6.417000e-01,2.098018e+00,2.230920e-01,2.517502e+00
6.418000e-01,2.096581e+00,2.231321e-01,2.517014e+00
6.419000e-01,2.095145e+00,2.231722e-01,2.516526e+00
6.420000e-01,2.093710e+00,2.232124e-01,2.516039e+00
6.421000e-01,2.092277e+00,2.232525e-01,2.515551e+00
6.422000e-01,2.090845e+00,2.232926e-01,2.515064e+00
6.423000e-01,2.089414e+00,2.233327e-01,2.514576e+00
6.424000e-01,2.087985e+00,2.233728e-01,2.514089e+00
6.425000e-01,2.086556e+00,2.234129e-01,2.513602e+00
6.426000e-01,2.085129e+00,2.234529e-01,2.513116e+00
6.427000e-01,2.083703e+00,2.234930e-01,2.512629e+00
6.428000e-01,2.082278e+00,2.235331e-01,2.512143e+00
6.429000e-01,2.080854e+00,2.235732e-01,2.511656e+00
6.430000e-01,2.079431e+00,2.236133e-01,2.511170e+00
6.431000e-01,2.078010e+00,2.236533e-01,2.510685e+00
6.432000e-01,2.076590e+00,2.236934e-01,2.510199e+00
6.433000e-01,2.075171e+00,2.237335e-01,2.509713e+00
6.434000e-01,2.073753e+00,2.237735e-01,2.509228e+00
6.435000e-01,2.072336e+00,2.238136e-01,2.508743e+00
6.436000e-01,2.070921e+00,2.238536e-01,2.508258e+00
6.437000e-01,2.069507e+00,2.238937e-01,2.507773e+00
6.438000e-01,2.068094e+00,2.239337e-01,2.507289e+00
6.439000e-01,2.066682e+00,2.239738e-01,2.506804e+00
6.440000e-01,2.065271e+00,2.240138e-01,2.506320e+00
6.441000e-01,2.063861e+00,2.240538e-01,2.505836e+00
6.442000e-01,2.062453e+00,2.240939e-01,2.505352e+00
6.443000e-01,2.061046e+00,2.241339e-01,2.504868e+00
6.444000e-01,2.059640e+00,2.241739e-01,2.504385e+00
6.445000e-01,2.058235e+00,2.242139e-01,2.503901e+00
6.446000e-01,2.056831e+00,2.242540e-01,2.503418e+00
6.447000e-01,2.055429e+00,2.242940e-01,2.502935e+00
6.448000e-01,2.054027e+00,2.243340e-01,2.502452e+00
6.449000e-01,2.052627e+00,2.243740e-01,2.501969e+00
6.450000e-01,2.051228e+00,2.244140e-01,2.501487e+00
6.451000e-01,2.049830e+00,2.244540e-01,2.501004e+00
6.452000e-01,2.048434e+00,2.244940e-01,2.500522e+00
6.453000e-01,2.047038e+00,2.245340e-01,2.500040e+00
6.454000e-01,2.045644e+00,2.245740e-01,2.499558e+00
6.455000e-01,2.044250e+00,2.246139e-01,2.499077e+00
6.456000e-01,2.042858e+00,2.246539e-01,2.498595e+00
6.457000e-01,2.041467e+00,2.246939e-01,2.498114e+00
6.458000e-01,2.040078e+00,2.247339e-01,2.497633e+00
6.459000e-01,2.038689e+00,2.247738e-01,2.497152e+00
6.460000e-01,2.037302e+00,2.248138e-01,2.496671e+00
6.461000e-01,2.035915e+00,2.248538e-01,2.496190e+00
6.462000e-01,2.034530e+00,2.248937e-01,2.495710e+00
6.463000e-01,2.033146e+00,2.249337e-01,2.495230e+00
6.464000e-01,2.031763e+00,2.249736e-01,2.494750e+00
6.465000e-01,2.030382e+00,2.250136e-01,2.494270e+00
6.466000e-01,2.029001e+00,2.250535e-01,2.493790e+00
6.467000e-01,2.027622e+00,2.250935e-01,2.493310e+00
6.468000e-01,2.026244e+00,2.251334e-01,2.492831e+00
6.469000e-01,2.024867e+00,2.251733e-01,2.492352e+00
6.470000e-01,2.023491e+00,2.252133e-01,2.491873e+00
6.471000e-01,2.022116e+00,2.252532e-01,2.491394e+00
6.472000e-01,2.020742e+00,2.252931e-01,2.490915e+00
6.473000e-01,2.019370e+00,2.253330e-01,2.490436e+00
6.474000e-01,2.017998e+00,2.253730e-01,2.489958e+00
6.475000e-01,2.016628e+00,2.254129e-01,2.489480e+00
6.476000e-01,2.015259e+00,2.254528e-01,2.489002e+00
6.477000e-01,2.013891e+00,2.254927e-01,2.488524e+00
6.478000e-01,2.012524e+00,2.255326e-01,2.488046e+00
6.479000e-01,2.011158e+00,2.255725e-01,2.487569e+00
6.480000e-01,2.009794e+00,2.256124e-01,2.487091e+00
6.481000e-01,2.008430e+00,2.256523e-01,2.486614e+00
6.482000e-01,2.007068e+00,2.256922e-01,2.486137e+00
6.483000e-01,2.005707e+00,2.257321e-01,2.485660e+00
6.484000e-01,2.004347e+00,2.257719e-01,2.485184e+00
6.485000e-01,2.002988e+00,2.258118e-01,2.484707e+00
6.486000e-01,2.001630e+00,2.258517e-01,2.484231e+00
6.487000e-01,2.000273e+00,2.258916e-01,2.483755e+00
6.488000e-01,1.998917e+00,2.259314e-01,2.483279e+00
6.489000e-01,1.997563e+00,2.259713e-01,2.482803e+00
6.490000e-01,1.996210e+00,2.260111e-01,2.482327e+00
6.491000e-01,1.994857e+00,2.260510e-01,2.481852e+00
6.492000e-01,1.993506e+00,2.260909e-01,2.481376e+00
6.493000e-01,1.992156e+00,2.261307e-01,2.480901e+00
6.494000e-01,1.990808e+00,2.261706e-01,2.480426e+00
6.495000e-01,1.989460e+00,2.262104e-01,2.479951e+00
6.496000e-01,1.988113e+00,2.262502e-01,2.479477e+00
6.497000e-01,1.986768e+00,2.262901e-01,2.479002e+00
6.498000e-01,1.985423e+00,2.263299e-01,2.478528e+00
6.499000e-01,1.984080e+00,2.263697e-01,2.478054e+00
6.500000e-01,1.982738e+00,2.264096e-01,2.477580e+00
6.501000e-01,1.981397e+00,2.264494e-01,2.477106e+00
6.502000e-01,1.980057e+00,2.264892e-01,2.476633e+00
6.503000e-01,1.978718e+00,2.265290e-01,2.476159e+00
6.504000e-01,1.977380e+00,2.265688e-01,2.475686e+00
6.505000e-01,1.976043e+00,2.266086e-01,2.475213e+00
6.506000e-01,1.974708e+00,2.266484e-01,2.474740e+00
6.507000e-01,1.973373e+00,2.266882e-01,2.474267e+00
6.508000e-01,1.972040e+00,2.267280e-01,2.473795e+00
6.509000e-01,1.970708e+00,2.267678e-01,2.473322e+00
6.510000e-01,1.969377e+00,2.268076e-01,2.472850e+00
6.511000e-01,1.968047e+00,2.268474e-01,2.472378e+00
6.512000e-01,1.966718e+00,2.268872e-01,2.471906e+00
6.513000e-01,1.965390e+00,2.269270e-01,2.471434e+00
6.514000e-01,1.964063e+00,2.269667e-01,2.470963e+00
6.515000e-01,1.962737e+00,2.270065e-01,2.470491e+00
6.516000e-01,1.961413e+00,2.270463e-01,2.470020e+00
6.517000e-01,1.960089e+00,2.270860e-01,2.469549e+00
