r,P,m,rho
3.574950e-01,1.496958e+02,1.390550e-04,3.270385e-01
3.576957e-01,1.496953e+02,1.392890e-04,3.270382e-01
3.578963e-01,1.496948e+02,1.395232e-04,3.270379e-01
3.580969e-01,1.496942e+02,1.397577e-04,3.270375e-01
3.582975e-01,1.496937e+02,1.399925e-04,3.270372e-01
3.584981e-01,1.496932e+02,1.402275e-04,3.270369e-01
3.586987e-01,1.496926e+02,1.404627e-04,3.270366e-01
3.588993e-01,1.496921e+02,1.406983e-04,3.270363e-01
3.591000e-01,1.496915e+02,1.409341e-04,3.270359e-01
3.593006e-01,1.496910e+02,1.411701e-04,3.270356e-01
3.595012e-01,1.496905e+02,1.414065e-04,3.270353e-01
3.597018e-01,1.496899e+02,1.416431e-04,3.270350e-01
3.599024e-01,1.496894e+02,1.418799e-04,3.270346e-01
3.601030e-01,1.496889e+02,1.421170e-04,3.270343e-01
3.603036e-01,1.496883e+02,1.423544e-04,3.270340e-01
3.605043e-01,1.496878e+02,1.425920e-04,3.270336e-01
3.607049e-01,1.496872e+02,1.428300e-04,3.270333e-01
3.609055e-01,1.496867e+02,1.430681e-04,3.270330e-01
3.611061e-01,1.496862e+02,1.433066e-04,3.270327e-01
3.613067e-01,1.496856e+02,1.435453e-04,3.270323e-01
3.615073e-01,1.496851e+02,1.437842e-04,3.270320e-01
3.617079e-01,1.496845e+02,1.440235e-04,3.270317e-01
3.619086e-01,1.496840e+02,1.442630e-04,3.270314e-01
3.621092e-01,1.496834e+02,1.445027e-04,3.270310e-01
3.623098e-01,1.496829e+02,1.447427e-04,3.270307e-01
3.625104e-01,1.496824e+02,1.449830e-04,3.270304e-01
3.627110e-01,1.496818e+02,1.452236e-04,3.270300e-01
3.629116e-01,1.496813e+02,1.454644e-04,3.270297e-01
3.631122e-01,1.496807e+02,1.457055e-04,3.270294e-01
3.633129e-01,1.496802e+02,1.459469e-04,3.270291e-01
3.635135e-01,1.496796e+02,1.461885e-04,3.270287e-01
3.637141e-01,1.496791e+02,1.464304e-04,3.270284e-01
3.639147e-01,1.496785e+02,1.466725e-04,3.270281e-01
3.641153e-01,1.496780e+02,1.469149e-04,3.270277e-01
3.643159e-01,1.496775e+02,1.471576e-04,3.270274e-01
3.645165e-01,1.496769e+02,1.474006e-04,3.270271e-01
3.647172e-01,1.496764e+02,1.476438e-04,3.270268e-01
3.649178e-01,1.496758e+02,1.478873e-04,3.270264e-01
3.651184e-01,1.496753e+02,1.481310e-04,3.270261e-01
3.653190e-01,1.496747e+02,1.483751e-04,3.270258e-01
3.655196e-01,1.496742e+02,1.486193e-04,3.270254e-01
3.657202e-01,1.496736e+02,1.488639e-04,3.270251e-01
3.659208e-01,1.496731e+02,1.491087e-04,3.270248e-01
3.661215e-01,1.496725e+02,1.493538e-04,3.270244e-01
3.663221e-01,1.496720e+02,1.495992e-04,3.270241e-01
3.665227e-01,1.496714e+02,1.498448e-04,3.270238e-01
3.667233e-01,1.496709e+02,1.500907e-04,3.270235e-01
3.669239e-01,1.496703e+02,1.503369e-04,3.270231e-01
3.671245e-01,1.496698e+02,1.505833e-04,3.270228e-01
3.673251e-01,1.496692e+02,1.508300e-04,3.270225e-01
3.675258e-01,1.496687e+02,1.510770e-04,3.270221e-01
3.677264e-01,1.496681e+02,1.513242e-04,3.270218e-01
3.679270e-01,1.496676e+02,1.515717e-04,3.270215e-01
3.681276e-01,1.496670e+02,1.518195e-04,3.270211e-01
3.683282e-01,1.496665e+02,1.520676e-04,3.270208e-01
3.685288e-01,1.496659e+02,1.523159e-04,3.270205e-01
3.687295e-01,1.496654e+02,1.525645e-04,3.270201e-01
3.689301e-01,1.496648e+02,1.528133e-04,3.270198e-01
3.691307e-01,1.496643e+02,1.530625e-04,3.270195e-01
3.693313e-01,1.496637e+02,1.533119e-04,3.270191e-01
3.695319e-01,1.496632e+02,1.535616e-04,3.270188e-01
3.697325e-01,1.496626e+02,1.538115e-04,3.270185e-01
3.699331e-01,1.496621e+02,1.540617e-04,3.270181e-01
3.701338e-01,1.496615e+02,1.543122e-04,3.270178e-01
3.703344e-01,1.496609e+02,1.545629e-04,3.270175e-01
3.705350e-01,1.496604e+02,1.548140e-04,3.270171e-01
3.707356e-01,1.496598e+02,1.550653e-04,3.270168e-01
3.709362e-01,1.496593e+02,1.553168e-04,3.270164e-01
3.711368e-01,1.496587e+02,1.555687e-04,3.270161e-01
3.713374e-01,1.496582e+02,1.558208e-04,3.270158e-01
3.715381e-01,1.496576e+02,1.560732e-04,3.270154e-01
3.717387e-01,1.496570e+02,1.563258e-04,3.270151e-01
3.719393e-01,1.496565e+02,1.565788e-04,3.270148e-01
3.721399e-01,1.496559e+02,1.568320e-04,3.270144e-01
3.723405e-01,1.496554e+02,1.570854e-04,3.270141e-01
3.725411e-01,1.496548e+02,1.573392e-04,3.270138e-01
3.727417e-01,1.496543e+02,1.575932e-04,3.270134e-01
3.729424e-01,1.496537e+02,1.578475e-04,3.270131e-01
3.731430e-01,1.496531e+02,1.581021e-04,3.270127e-01
3.733436e-01,1.496526e+02,1.583569e-04,3.270124e-01
3.735442e-01,1.496520e+02,1.586120e-04,3.270121e-01
3.737448e-01,1.496515e+02,1.588674e-04,3.270117e-01
3.739454e-01,1.496509e+02,1.591231e-04,3.270114e-01
3.741460e-01,1.496503e+02,1.593790e-04,3.270111e-01
3.743467e-01,1.496498e+02,1.596352e-04,3.270107e-01
3.745473e-01,1.496492e+02,1.598917e-04,3.270104e-01
3.747479e-01,1.496487e+02,1.601485e-04,3.270100e-01
3.749485e-01,1.496481e+02,1.604055e-04,3.270097e-01
3.751491e-01,1.496475e+02,1.606628e-04,3.270094e-01
3.753497e-01,1.496470e+02,1.609204e-04,3.270090e-01
3.755503e-01,1.496464e+02,1.611782e-04,3.270087e-01
3.757510e-01,1.496458e+02,1.614364e-04,3.270083e-01
3.759516e-01,1.496453e+02,1.616948e-04,3.270080e-01
3.761522e-01,1.496447e+02,1.619534e-04,3.270077e-01
3.763528e-01,1.496442e+02,1.622124e-04,3.270073e-01
3.765534e-01,1.496436e+02,1.624716e-04,3.270070e-01
3.767540e-01,1.496430e+02,1.627311e-04,3.270066e-01
3.769546e-01,1.496425e+02,1.629909e-04,3.270063e-01
3.771553e-01,1.496419e+02,1.632510e-04,3.270060e-01
3.773559e-01,1.496413e+02,1.635113e-04,3.270056e-01
3.775565e-01,1.496408e+02,1.637719e-04,3.270053e-01
3.777571e-01,1.496402e+02,1.640328e-04,3.270049e-01
3.779577e-01,1.496396e+02,1.642940e-04,3.270046e-01
3.781583e-01,1.496391e+02,1.645554e-04,3.270042e-01
3.783589e-01,1.496385e+02,1.648171e-04,3.270039e-01
3.785596e-01,1.496379e+02,1.650791e-04,3.270036e-01
3.787602e-01,1.496374e+02,1.653414e-04,3.270032e-01
3.789608e-01,1.496368e+02,1.656040e-04,3.270029e-01
3.791614e-01,1.496362e+02,1.658668e-04,3.270025e-01
3.793620e-01,1.496357e+02,1.661299e-04,3.270022e-01
3.795626e-01,1.496351e+02,1.663933e-04,3.270018e-01
3.797632e-01,1.496345e+02,1.666569e-04,3.270015e-01
3.799639e-01,1.496340e+02,1.669209e-04,3.270012e-01
3.801645e-01,1.496334e+02,1.671851e-04,3.270008e-01
3.803651e-01,1.496328e+02,1.674496e-04,3.270005e-01
3.805657e-01,1.496323e+02,1.677144e-04,3.270001e-01
3.807663e-01,1.496317e+02,1.679794e-04,3.269998e-01
3.809669e-01,1.496311e+02,1.682448e-04,3.269994e-01
3.811675e-01,1.496305e+02,1.685104e-04,3.269991e-01
3.813682e-01,1.496300e+02,1.687763e-04,3.269988e-01
3.815688e-01,1.496294e+02,1.690424e-04,3.269984e-01
3.817694e-01,1.496288e+02,1.693089e-04,3.269981e-01
3.819700e-01,1.496283e+02,1.695756e-04,3.269977e-01
3.821706e-01,1.496277e+02,1.698426e-04,3.269974e-01
3.823712e-01,1.496271e+02,1.701099e-04,3.269970e-01
3.825719e-01,1.496265e+02,1.703775e-04,3.269967e-01
3.827725e-01,1.496260e+02,1.706453e-04,3.269963e-01
3.829731e-01,1.496254e+02,1.709135e-04,3.269960e-01
3.831737e-01,1.496248e+02,1.711819e-04,3.269956e-01
3.833743e-01,1.496242e+02,1.714506e-04,3.269953e-01
3.835749e-01,1.496237e+02,1.717195e-04,3.269949e-01
3.837755e-01,1.496231e+02,1.719888e-04,3.269946e-01
3.839762e-01,1.496225e+02,1.722583e-04,3.269943e-01
3.841768e-01,1.496219e+02,1.725281e-04,3.269939e-01
3.843774e-01,1.496214e+02,1.727982e-04,3.269936e-01
3.845780e-01,1.496208e+02,1.730686e-04,3.269932e-01
3.847786e-01,1.496202e+02,1.733393e-04,3.269929e-01
3.849792e-01,1.496196e+02,1.736102e-04,3.269925e-01
3.851798e-01,1.496191e+02,1.738814e-04,3.269922e-01
3.853805e-01,1.496185e+02,1.741529e-04,3.269918e-01
3.855811e-01,1.496179e+02,1.744247e-04,3.269915e-01
3.857817e-01,1.496173e+02,1.746968e-04,3.269911e-01
3.859823e-01,1.496167e+02,1.749691e-04,3.269908e-01
3.861829e-01,1.496162e+02,1.752418e-04,3.269904e-01
3.863835e-01,1.496156e+02,1.755147e-04,3.269901e-01
3.865841e-01,1.496150e+02,1.757879e-04,3.269897e-01
3.867848e-01,1.496144e+02,1.760614e-04,3.269894e-01
3.869854e-01,1.496139e+02,1.763351e-04,3.269890e-01
3.871860e-01,1.496133e+02,1.766092e-04,3.269887e-01
3.873866e-01,1.496127e+02,1.768835e-04,3.269883e-01
3.875872e-01,1.496121e+02,1.771581e-04,3.269880e-01
3.877878e-01,1.496115e+02,1.774330e-04,3.269876e-01
3.879884e-01,1.496110e+02,1.777082e-04,3.269873e-01
3.881891e-01,1.496104e+02,1.779837e-04,3.269869e-01
3.883897e-01,1.496098e+02,1.782594e-04,3.269866e-01
3.885903e-01,1.496092e+02,1.785355e-04,3.269862e-01
3.887909e-01,1.496086e+02,1.788118e-04,3.269859e-01
3.889915e-01,1.496080e+02,1.790884e-04,3.269855e-01
3.891921e-01,1.496075e+02,1.793653e-04,3.269852e-01
3.893927e-01,1.496069e+02,1.796425e-04,3.269848e-01
3.895934e-01,1.496063e+02,1.799199e-04,3.269845e-01
3.897940e-01,1.496057e+02,1.801977e-04,3.269841e-01
3.899946e-01,1.496051e+02,1.804757e-04,3.269838e-01
3.901952e-01,1.496045e+02,1.807540e-04,3.269834e-01
3.903958e-01,1.496040e+02,1.810326e-04,3.269830e-01
3.905964e-01,1.496034e+02,1.813115e-04,3.269827e-01
3.907970e-01,1.496028e+02,1.815907e-04,3.269823e-01
3.909977e-01,1.496022e+02,1.818701e-04,3.269820e-01
3.911983e-01,1.496016e+02,1.821499e-04,3.269816e-01
3.913989e-01,1.496010e+02,1.824299e-04,3.269813e-01
3.915995e-01,1.496004e+02,1.827102e-04,3.269809e-01
3.918001e-01,1.495999e+02,1.829908e-04,3.269806e-01
3.920007e-01,1.495993e+02,1.832717e-04,3.269802e-01
3.922013e-01,1.495987e+02,1.835529e-04,3.269799e-01
3.924020e-01,1.495981e+02,1.838344e-04,3.269795e-01
3.926026e-01,1.495975e+02,1.841161e-04,3.269791e-01
3.928032e-01,1.495969e+02,1.843982e-04,3.269788e-01
3.930038e-01,1.495963e+02,1.846805e-04,3.269784e-01
3.932044e-01,1.495957e+02,1.849631e-04,3.269781e-01
3.934050e-01,1.495951e+02,1.852460e-04,3.269777e-01
3.936056e-01,1.495946e+02,1.855292e-04,3.269774e-01
3.938063e-01,1.495940e+02,1.858127e-04,3.269770e-01
3.940069e-01,1.495934e+02,1.860965e-04,3.269767e-01
3.942075e-01,1.495928e+02,1.863805e-04,3.269763e-01
3.944081e-01,1.495922e+02,1.866649e-04,3.269759e-01
3.946087e-01,1.495916e+02,1.869495e-04,3.269756e-01
3.948093e-01,1.495910e+02,1.872344e-04,3.269752e-01
3.950100e-01,1.495904e+02,1.875196e-04,3.269749e-01
3.952106e-01,1.495898e+02,1.878051e-04,3.269745e-01
3.954112e-01,1.495892e+02,1.880909e-04,3.269742e-01
3.956118e-01,1.495886e+02,1.883770e-04,3.269738e-01
3.958124e-01,1.495881e+02,1.886634e-04,3.269734e-01
3.960130e-01,1.495875e+02,1.889501e-04,3.269731e-01
3.962136e-01,1.495869e+02,1.892370e-04,3.269727e-01
3.964143e-01,1.495863e+02,1.895242e-04,3.269724e-01
3.966149e-01,1.495857e+02,1.898118e-04,3.269720e-01
3.968155e-01,1.495851e+02,1.900996e-04,3.269717e-01
3.970161e-01,1.495845e+02,1.903877e-04,3.269713e-01
3.972167e-01,1.495839e+02,1.906761e-04,3.269709e-01
3.974173e-01,1.495833e+02,1.909648e-04,3.269706e-01
3.976179e-01,1.495827e+02,1.912538e-04,3.269702e-01
3.978186e-01,1.495821e+02,1.915431e-04,3.269699e-01
3.980192e-01,1.495815e+02,1.918326e-04,3.269695e-01
3.982198e-01,1.495809e+02,1.921225e-04,3.269691e-01
3.984204e-01,1.495803e+02,1.924126e-04,3.269688e-01
3.986210e-01,1.495797e+02,1.927031e-04,3.269684e-01
3.988216e-01,1.495791e+02,1.929938e-04,3.269681e-01
3.990222e-01,1.495785e+02,1.932848e-04,3.269677e-01
3.992229e-01,1.495779e+02,1.935761e-04,3.269673e-01
3.994235e-01,1.495773e+02,1.938678e-04,3.269670e-01
3.996241e-01,1.495767e+02,1.941597e-04,3.269666e-01
3.998247e-01,1.495761e+02,1.944519e-04,3.269662e-01
4.000253e-01,1.495755e+02,1.947443e-04,3.269659e-01
4.002259e-01,1.495749e+02,1.950371e-04,3.269655e-01
4.004265e-01,1.495743e+02,1.953302e-04,3.269652e-01
4.006272e-01,1.495737e+02,1.956236e-04,3.269648e-01
4.008278e-01,1.495731e+02,1.959172e-04,3.269644e-01
4.010284e-01,1.495725e+02,1.962112e-04,3.269641e-01
4.012290e-01,1.495719e+02,1.965054e-04,3.269637e-01
4.014296e-01,1.495713e+02,1.967999e-04,3.269633e-01
4.016302e-01,1.495707e+02,1.970948e-04,3.269630e-01
4.018308e-01,1.495701e+02,1.973899e-04,3.269626e-01
4.020315e-01,1.495695e+02,1.976853e-04,3.269623e-01
4.022321e-01,1.495689e+02,1.979810e-04,3.269619e-01
4.024327e-01,1.495683e+02,1.982771e-04,3.269615e-01
4.026333e-01,1.495677e+02,1.985734e-04,3.269612e-01
4.028339e-01,1.495671e+02,1.988700e-04,3.269608e-01
4.030345e-01,1.495665e+02,1.991669e-04,3.269604e-01
4.032351e-01,1.495659e+02,1.994640e-04,3.269601e-01
4.034358e-01,1.495653e+02,1.997615e-04,3.269597e-01
4.036364e-01,1.495647e+02,2.000593e-04,3.269593e-01
4.038370e-01,1.495641e+02,2.003574e-04,3.269590e-01
4.040376e-01,1.495635e+02,2.006558e-04,3.269586e-01
4.042382e-01,1.495629e+02,2.009544e-04,3.269582e-01
4.044388e-01,1.495623e+02,2.012534e-04,3.269579e-01
4.046394e-01,1.495617e+02,2.015526e-04,3.269575e-01
4.048401e-01,1.495611e+02,2.018522e-04,3.269571e-01
4.050407e-01,1.495605e+02,2.021520e-04,3.269568e-01
4.052413e-01,1.495599e+02,2.024522e-04,3.269564e-01
4.054419e-01,1.495593e+02,2.027526e-04,3.269561e-01
4.056425e-01,1.495586e+02,2.030534e-04,3.269557e-01
4.058431e-01,1.495580e+02,2.033544e-04,3.269553e-01
4.060437e-01,1.495574e+02,2.036557e-04,3.269549e-01
4.062444e-01,1.495568e+02,2.039574e-04,3.269546e-01
4.064450e-01,1.495562e+02,2.042593e-04,3.269542e-01
4.066456e-01,1.495556e+02,2.045615e-04,3.269538e-01
4.068462e-01,1.495550e+02,2.048641e-04,3.269535e-01
4.070468e-01,1.495544e+02,2.051669e-04,3.269531e-01
4.072474e-01,1.495538e+02,2.054700e-04,3.269527e-01
4.074480e-01,1.495532e+02,2.057734e-04,3.269524e-01
4.076487e-01,1.495526e+02,2.060771e-04,3.269520e-01
4.078493e-01,1.495519e+02,2.063812e-04,3.269516e-01
4.080499e-01,1.495513e+02,2.066855e-04,3.269513e-01
4.082505e-01,1.495507e+02,2.069901e-04,3.269509e-01
4.084511e-01,1.495501e+02,2.072950e-04,3.269505e-01
4.086517e-01,1.495495e+02,2.076002e-04,3.269502e-01
4.088524e-01,1.495489e+02,2.079057e-04,3.269498e-01
4.090530e-01,1.495483e+02,2.082115e-04,3.269494e-01
4.092536e-01,1.495477e+02,2.085176e-04,3.269490e-01
4.094542e-01,1.495470e+02,2.088240e-04,3.269487e-01
4.096548e-01,1.495464e+02,2.091307e-04,3.269483e-01
4.098554e-01,1.495458e+02,2.094377e-04,3.269479e-01
4.100560e-01,1.495452e+02,2.097450e-04,3.269476e-01
4.102567e-01,1.495446e+02,2.100527e-04,3.269472e-01
4.104573e-01,1.495440e+02,2.103606e-04,3.269468e-01
4.106579e-01,1.495434e+02,2.106688e-04,3.269465e-01
4.108585e-01,1.495427e+02,2.109773e-04,3.269461e-01
4.110591e-01,1.495421e+02,2.112861e-04,3.269457e-01
4.112597e-01,1.495415e+02,2.115952e-04,3.269453e-01
4.114603e-01,1.495409e+02,2.119046e-04,3.269450e-01
4.116610e-01,1.495403e+02,2.122143e-04,3.269446e-01
4.118616e-01,1.495397e+02,2.125243e-04,3.269442e-01
4.120622e-01,1.495391e+02,2.128346e-04,3.269438e-01
4.122628e-01,1.495384e+02,2.131453e-04,3.269435e-01
4.124634e-01,1.495378e+02,2.134562e-04,3.269431e-01
4.126640e-01,1.495372e+02,2.137674e-04,3.269427e-01
4.128646e-01,1.495366e+02,2.140789e-04,3.269424e-01
4.130653e-01,1.495360e+02,2.143907e-04,3.269420e-01
4.132659e-01,1.495353e+02,2.147029e-04,3.269416e-01
4.134665e-01,1.495347e+02,2.150153e-04,3.269412e-01
4.136671e-01,1.495341e+02,2.153280e-04,3.269409e-01
4.138677e-01,1.495335e+02,2.156411e-04,3.269405e-01
4.140683e-01,1.495329e+02,2.159544e-04,3.269401e-01
4.142689e-01,1.495322e+02,2.162680e-04,3.269397e-01
4.144696e-01,1.495316e+02,2.165820e-04,3.269394e-01
4.146702e-01,1.495310e+02,2.168962e-04,3.269390e-01
4.148708e-01,1.495304e+02,2.172108e-04,3.269386e-01
4.150714e-01,1.495298e+02,2.175256e-04,3.269382e-01
4.152720e-01,1.495291e+02,2.178408e-04,3.269379e-01
4.154726e-01,1.495285e+02,2.181562e-04,3.269375e-01
4.156732e-01,1.495279e+02,2.184720e-04,3.269371e-01
4.158739e-01,1.495273e+02,2.187881e-04,3.269367e-01
4.160745e-01,1.495267e+02,2.191044e-04,3.269364e-01
4.162751e-01,1.495260e+02,2.194211e-04,3.269360e-01
4.164757e-01,1.495254e+02,2.197381e-04,3.269356e-01
4.166763e-01,1.495248e+02,2.200554e-04,3.269352e-01
4.168769e-01,1.495242e+02,2.203730e-04,3.269349e-01
4.170775e-01,1.495235e+02,2.206909e-04,3.269345e-01
4.172782e-01,1.495229e+02,2.210091e-04,3.269341e-01
4.174788e-01,1.495223e+02,2.213276e-04,3.269337e-01
4.176794e-01,1.495217e+02,2.216464e-04,3.269333e-01
4.178800e-01,1.495210e+02,2.219655e-04,3.269330e-01
4.180806e-01,1.495204e+02,2.222849e-04,3.269326e-01
4.182812e-01,1.495198e+02,2.226047e-04,3.269322e-01
4.184818e-01,1.495192e+02,2.229247e-04,3.269318e-01
4.186825e-01,1.495185e+02,2.232450e-04,3.269315e-01
4.188831e-01,1.495179e+02,2.235657e-04,3.269311e-01
4.190837e-01,1.495173e+02,2.238866e-04,3.269307e-01
4.192843e-01,1.495166e+02,2.242079e-04,3.269303e-01
4.194849e-01,1.495160e+02,2.245295e-04,3.269299e-01
4.196855e-01,1.495154e+02,2.248514e-04,3.269296e-01
4.198861e-01,1.495148e+02,2.251735e-04,3.269292e-01
4.200868e-01,1.495141e+02,2.254960e-04,3.269288e-01
4.202874e-01,1.495135e+02,2.258188e-04,3.269284e-01
4.204880e-01,1.495129e+02,2.261419e-04,3.269280e-01
4.206886e-01,1.495122e+02,2.264653e-04,3.269277e-01
4.208892e-01,1.495116e+02,2.267891e-04,3.269273e-01
4.210898e-01,1.495110e+02,2.271131e-04,3.269269e-01
4.212904e-01,1.495104e+02,2.274374e-04,3.269265e-01
4.214911e-01,1.495097e+02,2.277621e-04,3.269261e-01
4.216917e-01,1.495091e+02,2.280870e-04,3.269258e-01
4.218923e-01,1.495085e+02,2.284123e-04,3.269254e-01
4.220929e-01,1.495078e+02,2.287379e-04,3.269250e-01
4.222935e-01,1.495072e+02,2.290637e-04,3.269246e-01
4.224941e-01,1.495066e+02,2.293899e-04,3.269242e-01
4.226948e-01,1.495059e+02,2.297164e-04,3.269238e-01
4.228954e-01,1.495053e+02,2.300432e-04,3.269235e-01
4.230960e-01,1.495047e+02,2.303703e-04,3.269231e-01
4.232966e-01,1.495040e+02,2.306978e-04,3.269227e-01
4.234972e-01,1.495034e+02,2.310255e-04,3.269223e-01
4.236978e-01,1.495028e+02,2.313536e-04,3.269219e-01
4.238984e-01,1.495021e+02,2.316819e-04,3.269215e-01
4.240991e-01,1.495015e+02,2.320106e-04,3.269212e-01
4.242997e-01,1.495009e+02,2.323395e-04,3.269208e-01
4.245003e-01,1.495002e+02,2.326688e-04,3.269204e-01
4.247009e-01,1.494996e+02,2.329984e-04,3.269200e-01
4.249015e-01,1.494989e+02,2.333283e-04,3.269196e-01
4.251021e-01,1.494983e+02,2.336586e-04,3.269192e-01
4.253027e-01,1.494977e+02,2.339891e-04,3.269189e-01
4.255034e-01,1.494970e+02,2.343199e-04,3.269185e-01
4.257040e-01,1.494964e+02,2.346511e-04,3.269181e-01
4.259046e-01,1.494958e+02,2.349825e-04,3.269177e-01
4.261052e-01,1.494951e+02,2.353143e-04,3.269173e-01
4.263058e-01,1.494945e+02,2.356464e-04,3.269169e-01
4.265064e-01,1.494938e+02,2.359788e-04,3.269165e-01
4.267070e-01,1.494932e+02,2.363115e-04,3.269162e-01
4.269077e-01,1.494926e+02,2.366445e-04,3.269158e-01
4.271083e-01,1.494919e+02,2.369779e-04,3.269154e-01
4.273089e-01,1.494913e+02,2.373115e-04,3.269150e-01
4.275095e-01,1.494907e+02,2.376455e-04,3.269146e-01
4.277101e-01,1.494900e+02,2.379798e-04,3.269142e-01
4.279107e-01,1.494894e+02,2.383143e-04,3.269138e-01
4.281113e-01,1.494887e+02,2.386492e-04,3.269135e-01
4.283120e-01,1.494881e+02,2.389844e-04,3.269131e-01
4.285126e-01,1.494874e+02,2.393200e-04,3.269127e-01
4.287132e-01,1.494868e+02,2.396558e-04,3.269123e-01
4.289138e-01,1.494862e+02,2.399920e-04,3.269119e-01
4.291144e-01,1.494855e+02,2.403284e-04,3.269115e-01
4.293150e-01,1.494849e+02,2.406652e-04,3.269111e-01
4.295156e-01,1.494842e+02,2.410023e-04,3.269107e-01
4.297163e-01,1.494836e+02,2.413397e-04,3.269103e-01
4.299169e-01,1.494830e+02,2.416774e-04,3.269100e-01
4.301175e-01,1.494823e+02,2.420155e-04,3.269096e-01
4.303181e-01,1.494817e+02,2.423538e-04,3.269092e-01
4.305187e-01,1.494810e+02,2.426925e-04,3.269088e-01
4.307193e-01,1.494804e+02,2.430315e-04,3.269084e-01
4.309199e-01,1.494797e+02,2.433708e-04,3.269080e-01
4.311206e-01,1.494791e+02,2.437104e-04,3.269076e-01
4.313212e-01,1.494784e+02,2.440503e-04,3.269072e-01
4.315218e-01,1.494778e+02,2.443906e-04,3.269068e-01
4.317224e-01,1.494771e+02,2.447311e-04,3.269065e-01
4.319230e-01,1.494765e+02,2.450720e-04,3.269061e-01
4.321236e-01,1.494759e+02,2.454132e-04,3.269057e-01
4.323242e-01,1.494752e+02,2.457547e-04,3.269053e-01
4.325249e-01,1.494746e+02,2.460965e-04,3.269049e-01
4.327255e-01,1.494739e+02,2.464387e-04,3.269045e-01
4.329261e-01,1.494733e+02,2.467811e-04,3.269041e-01
4.331267e-01,1.494726e+02,2.471239e-04,3.269037e-01
4.333273e-01,1.494720e+02,2.474670e-04,3.269033e-01
4.335279e-01,1.494713e+02,2.478104e-04,3.269029e-01
4.337285e-01,1.494707e+02,2.481541e-04,3.269025e-01
4.339292e-01,1.494700e+02,2.484981e-04,3.269021e-01
4.341298e-01,1.494694e+02,2.488425e-04,3.269018e-01
4.343304e-01,1.494687e+02,2.491872e-04,3.269014e-01
4.345310e-01,1.494681e+02,2.495322e-04,3.269010e-01
4.347316e-01,1.494674e+02,2.498775e-04,3.269006e-01
4.349322e-01,1.494668e+02,2.502231e-04,3.269002e-01
4.351329e-01,1.494661e+02,2.505691e-04,3.268998e-01
4.353335e-01,1.494655e+02,2.509153e-04,3.268994e-01
4.355341e-01,1.494648e+02,2.512619e-04,3.268990e-01
4.357347e-01,1.494642e+02,2.516088e-04,3.268986e-01
4.359353e-01,1.494635e+02,2.519560e-04,3.268982e-01
4.361359e-01,1.494629e+02,2.523036e-04,3.268978e-01
4.363365e-01,1.494622e+02,2.526514e-04,3.268974e-01
4.365372e-01,1.494615e+02,2.529996e-04,3.268970e-01
4.367378e-01,1.494609e+02,2.533481e-04,3.268966e-01
4.369384e-01,1.494602e+02,2.536969e-04,3.268962e-01
4.371390e-01,1.494596e+02,2.540461e-04,3.268958e-01
4.373396e-01,1.494589e+02,2.543955e-04,3.268954e-01
4.375402e-01,1.494583e+02,2.547453e-04,3.268951e-01
4.377408e-01,1.494576e+02,2.550954e-04,3.268947e-01
4.379415e-01,1.494570e+02,2.554458e-04,3.268943e-01
4.381421e-01,1.494563e+02,2.557966e-04,3.268939e-01
4.383427e-01,1.494557e+02,2.561476e-04,3.268935e-01
4.385433e-01,1.494550e+02,2.564990e-04,3.268931e-01
4.387439e-01,1.494543e+02,2.568507e-04,3.268927e-01
4.389445e-01,1.494537e+02,2.572027e-04,3.268923e-01
4.391451e-01,1.494530e+02,2.575550e-04,3.268919e-01
4.393458e-01,1.494524e+02,2.579077e-04,3.268915e-01
4.395464e-01,1.494517e+02,2.582607e-04,3.268911e-01
4.397470e-01,1.494511e+02,2.586140e-04,3.268907e-01
4.399476e-01,1.494504e+02,2.589676e-04,3.268903e-01
4.401482e-01,1.494497e+02,2.593216e-04,3.268899e-01
4.403488e-01,1.494491e+02,2.596758e-04,3.268895e-01
4.405494e-01,1.494484e+02,2.600304e-04,3.268891e-01
4.407501e-01,1.494478e+02,2.603854e-04,3.268887e-01
4.409507e-01,1.494471e+02,2.607406e-04,3.268883e-01
4.411513e-01,1.494464e+02,2.610962e-04,3.268879e-01
4.413519e-01,1.494458e+02,2.614520e-04,3.268875e-01
4.415525e-01,1.494451e+02,2.618082e-04,3.268871e-01
4.417531e-01,1.494445e+02,2.621648e-04,3.268867e-01
4.419537e-01,1.494438e+02,2.625216e-04,3.268863e-01
4.421544e-01,1.494431e+02,2.628788e-04,3.268859e-01
4.423550e-01,1.494425e+02,2.632363e-04,3.268855e-01
4.425556e-01,1.494418e+02,2.635941e-04,3.268851e-01
4.427562e-01,1.494411e+02,2.639523e-04,3.268847e-01
4.429568e-01,1.494405e+02,2.643107e-04,3.268843e-01
4.431574e-01,1.494398e+02,2.646695e-04,3.268839e-01
4.433580e-01,1.494392e+02,2.650286e-04,3.268835e-01
4.435587e-01,1.494385e+02,2.653881e-04,3.268831e-01
4.437593e-01,1.494378e+02,2.657478e-04,3.268827e-01
4.439599e-01,1.494372e+02,2.661079e-04,3.268823e-01
4.441605e-01,1.494365e+02,2.664683e-04,3.268819e-01
4.443611e-01,1.494358e+02,2.668291e-04,3.268815e-01
4.445617e-01,1.494352e+02,2.671902e-04,3.268811e-01
4.447623e-01,1.494345e+02,2.675515e-04,3.268807e-01
4.449630e-01,1.494338e+02,2.679133e-04,3.268803e-01
