r,P,m
3.5115928360e+00,6.4006060697e+02,1.8422652567e-01
3.5117928014e+00,6.4003664844e+02,1.8425606138e-01
3.5119927668e+00,6.4001268934e+02,1.8428559993e-01
3.5121927323e+00,6.3998872968e+02,1.8431514132e-01
3.5123926977e+00,6.3996476946e+02,1.8434468555e-01
3.5125926631e+00,6.3994080869e+02,1.8437423262e-01
3.5127926285e+00,6.3991684735e+02,1.8440378254e-01
3.5129925940e+00,6.3989288546e+02,1.8443333530e-01
3.5131925594e+00,6.3986892301e+02,1.8446289090e-01
3.5133925248e+00,6.3984496000e+02,1.8449244934e-01
3.5135924902e+00,6.3982099643e+02,1.8452201062e-01
3.5137924557e+00,6.3979703230e+02,1.8455157475e-01
3.5139924211e+00,6.3977306761e+02,1.8458114172e-01
3.5141923865e+00,6.3974910236e+02,1.8461071153e-01
3.5143923519e+00,6.3972513656e+02,1.8464028419e-01
3.5145923174e+00,6.3970117020e+02,1.8466985968e-01
3.5147922828e+00,6.3967720328e+02,1.8469943802e-01
3.5149922482e+00,6.3965323580e+02,1.8472901921e-01
3.5151922136e+00,6.3962926776e+02,1.8475860323e-01
3.5153921791e+00,6.3960529917e+02,1.8478819010e-01
3.5155921445e+00,6.3958133002e+02,1.8481777981e-01
3.5157921099e+00,6.3955736031e+02,1.8484737237e-01
3.5159920753e+00,6.3953339004e+02,1.8487696777e-01
3.5161920408e+00,6.3950941922e+02,1.8490656601e-01
3.5163920062e+00,6.3948544784e+02,1.8493616709e-01
3.5165919716e+00,6.3946147590e+02,1.8496577102e-01
3.5167919370e+00,6.3943750340e+02,1.8499537779e-01
3.5169919025e+00,6.3941353035e+02,1.8502498740e-01
3.5171918679e+00,6.3938955674e+02,1.8505459986e-01
3.5173918333e+00,6.3936558258e+02,1.8508421516e-01
3.5175917987e+00,6.3934160785e+02,1.8511383330e-01
3.5177917642e+00,6.3931763258e+02,1.8514345429e-01
3.5179917296e+00,6.3929365674e+02,1.8517307812e-01
3.5181916950e+00,6.3926968035e+02,1.8520270479e-01
3.5183916604e+00,6.3924570340e+02,1.8523233431e-01
3.5185916259e+00,6.3922172590e+02,1.8526196667e-01
3.5187915913e+00,6.3919774784e+02,1.8529160188e-01
3.5189915567e+00,6.3917376923e+02,1.8532123993e-01
3.5191915221e+00,6.3914979006e+02,1.8535088082e-01
3.5193914876e+00,6.3912581033e+02,1.8538052456e-01
3.5195914530e+00,6.3910183005e+02,1.8541017114e-01
3.5197914184e+00,6.3907784921e+02,1.8543982056e-01
3.5199913838e+00,6.3905386782e+02,1.8546947283e-01
3.5201913493e+00,6.3902988587e+02,1.8549912795e-01
3.5203913147e+00,6.3900590337e+02,1.8552878590e-01
3.5205912801e+00,6.3898192031e+02,1.8555844671e-01
3.5207912455e+00,6.3895793670e+02,1.8558811035e-01
3.5209912110e+00,6.3893395253e+02,1.8561777684e-01
3.5211911764e+00,6.3890996781e+02,1.8564744618e-01
3.5213911418e+00,6.3888598253e+02,1.8567711836e-01
3.5215911072e+00,6.3886199670e+02,1.8570679338e-01
3.5217910727e+00,6.3883801032e+02,1.8573647125e-01
3.5219910381e+00,6.3881402338e+02,1.8576615196e-01
3.5221910035e+00,6.3879003589e+02,1.8579583552e-01
3.5223909690e+00,6.3876604784e+02,1.8582552192e-01
3.5225909344e+00,6.3874205924e+02,1.8585521117e-01
3.5227908998e+00,6.3871807008e+02,1.8588490326e-01
3.5229908652e+00,6.3869408037e+02,1.8591459820e-01
3.5231908307e+00,6.3867009011e+02,1.8594429598e-01
3.5233907961e+00,6.3864609930e+02,1.8597399661e-01
3.5235907615e+00,6.3862210793e+02,1.8600370008e-01
3.5237907269e+00,6.3859811601e+02,1.8603340640e-01
3.5239906924e+00,6.3857412353e+02,1.8606311556e-01
3.5241906578e+00,6.3855013050e+02,1.8609282757e-01
3.5243906232e+00,6.3852613692e+02,1.8612254242e-01
3.5245905886e+00,6.3850214279e+02,1.8615226012e-01
3.5247905541e+00,6.3847814810e+02,1.8618198066e-01
3.5249905195e+00,6.3845415286e+02,1.8621170405e-01
3.5251904849e+00,6.3843015707e+02,1.8624143028e-01
3.5253904503e+00,6.3840616073e+02,1.8627115936e-01
3.5255904158e+00,6.3838216383e+02,1.8630089129e-01
3.5257903812e+00,6.3835816638e+02,1.8633062606e-01
3.5259903466e+00,6.3833416838e+02,1.8636036368e-01
3.5261903120e+00,6.3831016983e+02,1.8639010414e-01
3.5263902775e+00,6.3828617072e+02,1.8641984745e-01
3.5265902429e+00,6.3826217107e+02,1.8644959360e-01
3.5267902083e+00,6.3823817086e+02,1.8647934260e-01
3.5269901737e+00,6.3821417010e+02,1.8650909445e-01
3.5271901392e+00,6.3819016879e+02,1.8653884914e-01
3.5273901046e+00,6.3816616693e+02,1.8656860668e-01
3.5275900700e+00,6.3814216452e+02,1.8659836706e-01
3.5277900354e+00,6.3811816155e+02,1.8662813029e-01
3.5279900009e+00,6.3809415804e+02,1.8665789637e-01
3.5281899663e+00,6.3807015397e+02,1.8668766529e-01
3.5283899317e+00,6.3804614935e+02,1.8671743706e-01
3.5285898971e+00,6.3802214419e+02,1.8674721168e-01
3.5287898626e+00,6.3799813847e+02,1.8677698914e-01
3.5289898280e+00,6.3797413220e+02,1.8680676945e-01
3.5291897934e+00,6.3795012538e+02,1.8683655260e-01
3.5293897588e+00,6.3792611801e+02,1.8686633860e-01
3.5295897243e+00,6.3790211010e+02,1.8689612745e-01
3.5297896897e+00,6.3787810163e+02,1.8692591914e-01
3.5299896551e+00,6.3785409261e+02,1.8695571369e-01
3.5301896205e+00,6.3783008304e+02,1.8698551107e-01
3.5303895860e+00,6.3780607292e+02,1.8701531131e-01
3.5305895514e+00,6.3778206225e+02,1.8704511439e-01
3.5307895168e+00,6.3775805104e+02,1.8707492032e-01
3.5309894822e+00,6.3773403927e+02,1.8710472910e-01
3.5311894477e+00,6.3771002695e+02,1.8713454072e-01
3.5313894131e+00,6.3768601409e+02,1.8716435519e-01
3.5315893785e+00,6.3766200067e+02,1.8719417251e-01
3.5317893439e+00,6.3763798671e+02,1.8722399267e-01
3.5319893094e+00,6.3761397220e+02,1.8725381568e-01
3.5321892748e+00,6.3758995714e+02,1.8728364154e-01
3.5323892402e+00,6.3756594153e+02,1.8731347025e-01
3.5325892056e+00,6.3754192537e+02,1.8734330180e-01
3.5327891711e+00,6.3751790866e+02,1.8737313620e-01
3.5329891365e+00,6.3749389141e+02,1.8740297345e-01
3.5331891019e+00,6.3746987361e+02,1.8743281355e-01
3.5333890673e+00,6.3744585526e+02,1.8746265649e-01
3.5335890328e+00,6.3742183636e+02,1.8749250228e-01
3.5337889982e+00,6.3739781691e+02,1.8752235092e-01
3.5339889636e+00,6.3737379692e+02,1.8755220241e-01
3.5341889291e+00,6.3734977638e+02,1.8758205675e-01
3.5343888945e+00,6.3732575529e+02,1.8761191393e-01
3.5345888599e+00,6.3730173365e+02,1.8764177396e-01
3.5347888253e+00,6.3727771146e+02,1.8767163684e-01
3.5349887908e+00,6.3725368873e+02,1.8770150257e-01
3.5351887562e+00,6.3722966546e+02,1.8773137114e-01
3.5353887216e+00,6.3720564163e+02,1.8776124256e-01
3.5355886870e+00,6.3718161726e+02,1.8779111684e-01
3.5357886525e+00,6.3715759234e+02,1.8782099396e-01
3.5359886179e+00,6.3713356687e+02,1.8785087392e-01
3.5361885833e+00,6.3710954086e+02,1.8788075674e-01
3.5363885487e+00,6.3708551430e+02,1.8791064241e-01
3.5365885142e+00,6.3706148720e+02,1.8794053092e-01
3.5367884796e+00,6.3703745954e+02,1.8797042228e-01
3.5369884450e+00,6.3701343135e+02,1.8800031649e-01
3.5371884104e+00,6.3698940260e+02,1.8803021355e-01
3.5373883759e+00,6.3696537331e+02,1.8806011346e-01
3.5375883413e+00,6.3694134348e+02,1.8809001621e-01
3.5377883067e+00,6.3691731310e+02,1.8811992182e-01
3.5379882721e+00,6.3689328217e+02,1.8814983027e-01
3.5381882376e+00,6.3686925070e+02,1.8817974158e-01
3.5383882030e+00,6.3684521868e+02,1.8820965573e-01
3.5385881684e+00,6.3682118612e+02,1.8823957273e-01
3.5387881338e+00,6.3679715301e+02,1.8826949258e-01
3.5389880993e+00,6.3677311936e+02,1.8829941528e-01
3.5391880647e+00,6.3674908516e+02,1.8832934083e-01
3.5393880301e+00,6.3672505042e+02,1.8835926922e-01
3.5395879955e+00,6.3670101513e+02,1.8838920047e-01
3.5397879610e+00,6.3667697930e+02,1.8841913457e-01
3.5399879264e+00,6.3665294292e+02,1.8844907151e-01
3.5401878918e+00,6.3662890600e+02,1.8847901131e-01
3.5403878572e+00,6.3660486853e+02,1.8850895395e-01
3.5405878227e+00,6.3658083052e+02,1.8853889944e-01
3.5407877881e+00,6.3655679197e+02,1.8856884779e-01
3.5409877535e+00,6.3653275287e+02,1.8859879898e-01
3.5411877189e+00,6.3650871323e+02,1.8862875302e-01
3.5413876844e+00,6.3648467304e+02,1.8865870991e-01
3.5415876498e+00,6.3646063231e+02,1.8868866966e-01
3.5417876152e+00,6.3643659104e+02,1.8871863225e-01
3.5419875806e+00,6.3641254922e+02,1.8874859769e-01
3.5421875461e+00,6.3638850687e+02,1.8877856598e-01
3.5423875115e+00,6.3636446396e+02,1.8880853712e-01
3.5425874769e+00,6.3634042052e+02,1.8883851111e-01
3.5427874423e+00,6.3631637653e+02,1.8886848796e-01
3.5429874078e+00,6.3629233200e+02,1.8889846765e-01
3.5431873732e+00,6.3626828692e+02,1.8892845019e-01
3.5433873386e+00,6.3624424130e+02,1.8895843558e-01
3.5435873040e+00,6.3622019514e+02,1.8898842382e-01
3.5437872695e+00,6.3619614844e+02,1.8901841492e-01
3.5439872349e+00,6.3617210120e+02,1.8904840886e-01
3.5441872003e+00,6.3614805341e+02,1.8907840565e-01
3.5443871657e+00,6.3612400508e+02,1.8910840530e-01
3.5445871312e+00,6.3609995621e+02,1.8913840779e-01
3.5447870966e+00,6.3607590679e+02,1.8916841314e-01
3.5449870620e+00,6.3605185684e+02,1.8919842133e-01
3.5451870274e+00,6.3602780634e+02,1.8922843238e-01
3.5453869929e+00,6.3600375530e+02,1.8925844628e-01
3.5455869583e+00,6.3597970372e+02,1.8928846302e-01
3.5457869237e+00,6.3595565160e+02,1.8931848262e-01
3.5459868892e+00,6.3593159894e+02,1.8934850507e-01
3.5461868546e+00,6.3590754574e+02,1.8937853037e-01
3.5463868200e+00,6.3588349199e+02,1.8940855853e-01
3.5465867854e+00,6.3585943770e+02,1.8943858953e-01
3.5467867509e+00,6.3583538288e+02,1.8946862338e-01
3.5469867163e+00,6.3581132751e+02,1.8949866009e-01
3.5471866817e+00,6.3578727160e+02,1.8952869964e-01
3.5473866471e+00,6.3576321515e+02,1.8955874205e-01
3.5475866126e+00,6.3573915816e+02,1.8958878731e-01
3.5477865780e+00,6.3571510063e+02,1.8961883542e-01
3.5479865434e+00,6.3569104256e+02,1.8964888638e-01
3.5481865088e+00,6.3566698395e+02,1.8967894020e-01
3.5483864743e+00,6.3564292480e+02,1.8970899686e-01
3.5485864397e+00,6.3561886511e+02,1.8973905638e-01
3.5487864051e+00,6.3559480488e+02,1.8976911874e-01
3.5489863705e+00,6.3557074411e+02,1.8979918396e-01
3.5491863360e+00,6.3554668281e+02,1.8982925203e-01
3.5493863014e+00,6.3552262096e+02,1.8985932296e-01
3.5495862668e+00,6.3549855857e+02,1.8988939673e-01
3.5497862322e+00,6.3547449564e+02,1.8991947336e-01
3.5499861977e+00,6.3545043217e+02,1.8994955284e-01
3.5501861631e+00,6.3542636817e+02,1.8997963517e-01
3.5503861285e+00,6.3540230362e+02,1.9000972035e-01
3.5505860939e+00,6.3537823854e+02,1.9003980839e-01
3.5507860594e+00,6.3535417292e+02,1.9006989927e-01
3.5509860248e+00,6.3533010676e+02,1.9009999301e-01
3.5511859902e+00,6.3530604006e+02,1.9013008960e-01
3.5513859556e+00,6.3528197282e+02,1.9016018905e-01
3.5515859211e+00,6.3525790505e+02,1.9019029134e-01
3.5517858865e+00,6.3523383673e+02,1.9022039649e-01
3.5519858519e+00,6.3520976788e+02,1.9025050449e-01
3.5521858173e+00,6.3518569849e+02,1.9028061534e-01
3.5523857828e+00,6.3516162856e+02,1.9031072905e-01
3.5525857482e+00,6.3513755810e+02,1.9034084561e-01
3.5527857136e+00,6.3511348709e+02,1.9037096502e-01
3.5529856790e+00,6.3508941555e+02,1.9040108728e-01
3.5531856445e+00,6.3506534347e+02,1.9043121240e-01
3.5533856099e+00,6.3504127086e+02,1.9046134037e-01
3.5535855753e+00,6.3501719770e+02,1.9049147119e-01
3.5537855407e+00,6.3499312401e+02,1.9052160486e-01
3.5539855062e+00,6.3496904979e+02,1.9055174139e-01
3.5541854716e+00,6.3494497502e+02,1.9058188077e-01
3.5543854370e+00,6.3492089972e+02,1.9061202301e-01
3.5545854024e+00,6.3489682388e+02,1.9064216809e-01
3.5547853679e+00,6.3487274751e+02,1.9067231603e-01
3.5549853333e+00,6.3484867060e+02,1.9070246683e-01
3.5551852987e+00,6.3482459315e+02,1.9073262047e-01
3.5553852641e+00,6.3480051517e+02,1.9076277697e-01
3.5555852296e+00,6.3477643665e+02,1.9079293633e-01
3.5557851950e+00,6.3475235760e+02,1.9082309853e-01
3.5559851604e+00,6.3472827800e+02,1.9085326359e-01
3.5561851258e+00,6.3470419788e+02,1.9088343151e-01
3.5563850913e+00,6.3468011721e+02,1.9091360227e-01
3.5565850567e+00,6.3465603601e+02,1.9094377590e-01
3.5567850221e+00,6.3463195428e+02,1.9097395237e-01
3.5569849875e+00,6.3460787201e+02,1.9100413170e-01
3.5571849530e+00,6.3458378921e+02,1.9103431388e-01
3.5573849184e+00,6.3455970587e+02,1.9106449891e-01
3.5575848838e+00,6.3453562199e+02,1.9109468680e-01
3.5577848493e+00,6.3451153758e+02,1.9112487755e-01
3.5579848147e+00,6.3448745264e+02,1.9115507115e-01
3.5581847801e+00,6.3446336716e+02,1.9118526760e-01
3.5583847455e+00,6.3443928114e+02,1.9121546690e-01
3.5585847110e+00,6.3441519459e+02,1.9124566906e-01
3.5587846764e+00,6.3439110751e+02,1.9127587408e-01
3.5589846418e+00,6.3436701989e+02,1.9130608194e-01
3.5591846072e+00,6.3434293174e+02,1.9133629267e-01
3.5593845727e+00,6.3431884305e+02,1.9136650624e-01
3.5595845381e+00,6.3429475383e+02,1.9139672267e-01
3.5597845035e+00,6.3427066408e+02,1.9142694196e-01
3.5599844689e+00,6.3424657379e+02,1.9145716410e-01
3.5601844344e+00,6.3422248297e+02,1.9148738909e-01
3.5603843998e+00,6.3419839162e+02,1.9151761694e-01
3.5605843652e+00,6.3417429973e+02,1.9154784764e-01
3.5607843306e+00,6.3415020731e+02,1.9157808120e-01
3.5609842961e+00,6.3412611435e+02,1.9160831761e-01
3.5611842615e+00,6.3410202086e+02,1.9163855688e-01
3.5613842269e+00,6.3407792684e+02,1.9166879900e-01
3.5615841923e+00,6.3405383229e+02,1.9169904398e-01
3.5617841578e+00,6.3402973720e+02,1.9172929181e-01
3.5619841232e+00,6.3400564158e+02,1.9175954250e-01
3.5621840886e+00,6.3398154543e+02,1.9178979604e-01
3.5623840540e+00,6.3395744874e+02,1.9182005244e-01
3.5625840195e+00,6.3393335152e+02,1.9185031169e-01
3.5627839849e+00,6.3390925377e+02,1.9188057380e-01
3.5629839503e+00,6.3388515549e+02,1.9191083876e-01
3.5631839157e+00,6.3386105668e+02,1.9194110658e-01
3.5633838812e+00,6.3383695733e+02,1.9197137725e-01
3.5635838466e+00,6.3381285746e+02,1.9200165078e-01
3.5637838120e+00,6.3378875705e+02,1.9203192717e-01
3.5639837774e+00,6.3376465610e+02,1.9206220641e-01
3.5641837429e+00,6.3374055463e+02,1.9209248850e-01
3.5643837083e+00,6.3371645263e+02,1.9212277345e-01
3.5645836737e+00,6.3369235009e+02,1.9215306126e-01
3.5647836391e+00,6.3366824703e+02,1.9218335192e-01
3.5649836046e+00,6.3364414343e+02,1.9221364544e-01
3.5651835700e+00,6.3362003930e+02,1.9224394181e-01
3.5653835354e+00,6.3359593464e+02,1.9227424104e-01
3.5655835008e+00,6.3357182945e+02,1.9230454312e-01
3.5657834663e+00,6.3354772373e+02,1.9233484806e-01
3.5659834317e+00,6.3352361747e+02,1.9236515586e-01
3.5661833971e+00,6.3349951069e+02,1.9239546651e-01
3.5663833625e+00,6.3347540338e+02,1.9242578002e-01
3.5665833280e+00,6.3345129554e+02,1.9245609639e-01
3.5667832934e+00,6.3342718716e+02,1.9248641561e-01
3.5669832588e+00,6.3340307826e+02,1.9251673769e-01
3.5671832242e+00,6.3337896883e+02,1.9254706262e-01
3.5673831897e+00,6.3335485886e+02,1.9257739041e-01
3.5675831551e+00,6.3333074837e+02,1.9260772106e-01
3.5677831205e+00,6.3330663735e+02,1.9263805456e-01
3.5679830859e+00,6.3328252580e+02,1.9266839092e-01
3.5681830514e+00,6.3325841372e+02,1.9269873014e-01
3.5683830168e+00,6.3323430111e+02,1.9272907221e-01
3.5685829822e+00,6.3321018797e+02,1.9275941714e-01
3.5687829476e+00,6.3318607430e+02,1.9278976492e-01
3.5689829131e+00,6.3316196010e+02,1.9282011556e-01
3.5691828785e+00,6.3313784537e+02,1.9285046906e-01
3.5693828439e+00,6.3311373012e+02,1.9288082542e-01
3.5695828094e+00,6.3308961433e+02,1.9291118463e-01
3.5697827748e+00,6.3306549802e+02,1.9294154670e-01
3.5699827402e+00,6.3304138118e+02,1.9297191163e-01
3.5701827056e+00,6.3301726381e+02,1.9300227941e-01
3.5703826711e+00,6.3299314591e+02,1.9303265005e-01
3.5705826365e+00,6.3296902749e+02,1.9306302355e-01
3.5707826019e+00,6.3294490853e+02,1.9309339991e-01
3.5709825673e+00,6.3292078905e+02,1.9312377912e-01
3.5711825328e+00,6.3289666904e+02,1.9315416119e-01
3.5713824982e+00,6.3287254851e+02,1.9318454611e-01
3.5715824636e+00,6.3284842744e+02,1.9321493390e-01
3.5717824290e+00,6.3282430585e+02,1.9324532454e-01
3.5719823945e+00,6.3280018373e+02,1.9327571804e-01
3.5721823599e+00,6.3277606108e+02,1.9330611439e-01
3.5723823253e+00,6.3275193791e+02,1.9333651361e-01
3.5725822907e+00,6.3272781421e+02,1.9336691568e-01
3.5727822562e+00,6.3270368998e+02,1.9339732061e-01
3.5729822216e+00,6.3267956523e+02,1.9342772840e-01
3.5731821870e+00,6.3265543994e+02,1.9345813904e-01
3.5733821524e+00,6.3263131414e+02,1.9348855254e-01
3.5735821179e+00,6.3260718780e+02,1.9351896890e-01
3.5737820833e+00,6.3258306094e+02,1.9354938812e-01
3.5739820487e+00,6.3255893355e+02,1.9357981020e-01
3.5741820141e+00,6.3253480564e+02,1.9361023513e-01
3.5743819796e+00,6.3251067720e+02,1.9364066293e-01
3.5745819450e+00,6.3248654824e+02,1.9367109358e-01
3.5747819104e+00,6.3246241874e+02,1.9370152708e-01
3.5749818758e+00,6.3243828873e+02,1.9373196345e-01
3.5751818413e+00,6.3241415818e+02,1.9376240268e-01
3.5753818067e+00,6.3239002712e+02,1.9379284476e-01
3.5755817721e+00,6.3236589552e+02,1.9382328970e-01
3.5757817375e+00,6.3234176340e+02,1.9385373750e-01
3.5759817030e+00,6.3231763076e+02,1.9388418816e-01
3.5761816684e+00,6.3229349759e+02,1.9391464168e-01
3.5763816338e+00,6.3226936389e+02,1.9394509805e-01
3.5765815992e+00,6.3224522968e+02,1.9397555729e-01
3.5767815647e+00,6.3222109493e+02,1.9400601938e-01
3.5769815301e+00,6.3219695966e+02,1.9403648433e-01
3.5771814955e+00,6.3217282387e+02,1.9406695214e-01
3.5773814609e+00,6.3214868755e+02,1.9409742281e-01
3.5775814264e+00,6.3212455071e+02,1.9412789634e-01
3.5777813918e+00,6.3210041334e+02,1.9415837272e-01
3.5779813572e+00,6.3207627545e+02,1.9418885197e-01
3.5781813226e+00,6.3205213704e+02,1.9421933407e-01
3.5783812881e+00,6.3202799810e+02,1.9424981904e-01
3.5785812535e+00,6.3200385864e+02,1.9428030686e-01
3.5787812189e+00,6.3197971865e+02,1.9431079754e-01
3.5789811843e+00,6.3195557814e+02,1.9434129108e-01
3.5791811498e+00,6.3193143711e+02,1.9437178748e-01
3.5793811152e+00,6.3190729555e+02,1.9440228674e-01
3.5795810806e+00,6.3188315347e+02,1.9443278886e-01
3.5797810460e+00,6.3185901087e+02,1.9446329384e-01
3.5799810115e+00,6.3183486774e+02,1.9449380167e-01
3.5801809769e+00,6.3181072409e+02,1.9452431237e-01
3.5803809423e+00,6.3178657992e+02,1.9455482593e-01
3.5805809078e+00,6.3176243522e+02,1.9458534234e-01
3.5807808732e+00,6.3173829001e+02,1.9461586162e-01
3.5809808386e+00,6.3171414427e+02,1.9464638376e-01
3.5811808040e+00,6.3168999800e+02,1.9467690875e-01
3.5813807695e+00,6.3166585122e+02,1.9470743661e-01
3.5815807349e+00,6.3164170391e+02,1.9473796732e-01
3.5817807003e+00,6.3161755608e+02,1.9476850089e-01
3.5819806657e+00,6.3159340773e+02,1.9479903733e-01
3.5821806312e+00,6.3156925886e+02,1.9482957662e-01
3.5823805966e+00,6.3154510946e+02,1.9486011878e-01
3.5825805620e+00,6.3152095955e+02,1.9489066379e-01
3.5827805274e+00,6.3149680911e+02,1.9492121167e-01
3.5829804929e+00,6.3147265815e+02,1.9495176240e-01
3.5831804583e+00,6.3144850667e+02,1.9498231600e-01
3.5833804237e+00,6.3142435467e+02,1.9501287245e-01
3.5835803891e+00,6.3140020214e+02,1.9504343177e-01
3.5837803546e+00,6.3137604910e+02,1.9507399394e-01
3.5839803200e+00,6.3135189553e+02,1.9510455898e-01
3.5841802854e+00,6.3132774145e+02,1.9513512688e-01
3.5843802508e+00,6.3130358684e+02,1.9516569763e-01
3.5845802163e+00,6.3127943171e+02,1.9519627125e-01
3.5847801817e+00,6.3125527606e+02,1.9522684773e-01
3.5849801471e+00,6.3123111990e+02,1.9525742707e-01
3.5851801125e+00,6.3120696321e+02,1.9528800927e-01
3.5853800780e+00,6.3118280600e+02,1.9531859433e-01
3.5855800434e+00,6.3115864827e+02,1.9534918225e-01
3.5857800088e+00,6.3113449002e+02,1.9537977303e-01
3.5859799742e+00,6.3111033125e+02,1.9541036667e-01
3.5861799397e+00,6.3108617196e+02,1.9544096318e-01
3.5863799051e+00,6.3106201215e+02,1.9547156254e-01
3.5865798705e+00,6.3103785183e+02,1.9550216477e-01
3.5867798359e+00,6.3101369098e+02,1.9553276985e-01
3.5869798014e+00,6.3098952961e+02,1.9556337780e-01
3.5871797668e+00,6.3096536773e+02,1.9559398861e-01
3.5873797322e+00,6.3094120532e+02,1.9562460228e-01
3.5875796976e+00,6.3091704240e+02,1.9565521881e-01
3.5877796631e+00,6.3089287896e+02,1.9568583820e-01
3.5879796285e+00,6.3086871499e+02,1.9571646046e-01
3.5881795939e+00,6.3084455051e+02,1.9574708557e-01
3.5883795593e+00,6.3082038551e+02,1.9577771355e-01
3.5885795248e+00,6.3079622000e+02,1.9580834439e-01
3.5887794902e+00,6.3077205396e+02,1.9583897809e-01
3.5889794556e+00,6.3074788741e+02,1.9586961465e-01
3.5891794210e+00,6.3072372033e+02,1.9590025408e-01
3.5893793865e+00,6.3069955274e+02,1.9593089636e-01
3.5895793519e+00,6.3067538464e+02,1.9596154151e-01
3.5897793173e+00,6.3065121601e+02,1.9599218952e-01
3.5899792827e+00,6.3062704687e+02,1.9602284039e-01
3.5901792482e+00,6.3060287721e+02,1.9605349412e-01
3.5903792136e+00,6.3057870703e+02,1.9608415071e-01
3.5905791790e+00,6.3055453633e+02,1.9611481017e-01
3.5907791444e+00,6.3053036512e+02,1.9614547249e-01
3.5909791099e+00,6.3050619339e+02,1.9617613767e-01
3.5911790753e+00,6.3048202114e+02,1.9620680571e-01
3.5913790407e+00,6.3045784837e+02,1.9623747661e-01
3.5915790061e+00,6.3043367509e+02,1.9626815038e-01
3.5917789716e+00,6.3040950129e+02,1.9629882701e-01
3.5919789370e+00,6.3038532698e+02,1.9632950650e-01
3.5921789024e+00,6.3036115215e+02,1.9636018886e-01
3.5923788679e+00,6.3033697680e+02,1.9639087407e-01
3.5925788333e+00,6.3031280093e+02,1.9642156215e-01
3.5927787987e+00,6.3028862455e+02,1.9645225309e-01
3.5929787641e+00,6.3026444766e+02,1.9648294690e-01
3.5931787296e+00,6.3024027024e+02,1.9651364356e-01
3.5933786950e+00,6.3021609231e+02,1.9654434309e-01
3.5935786604e+00,6.3019191387e+02,1.9657504548e-01
3.5937786258e+00,6.3016773491e+02,1.9660575074e-01
3.5939785913e+00,6.3014355543e+02,1.9663645886e-01
3.5941785567e+00,6.3011937544e+02,1.9666716984e-01
3.5943785221e+00,6.3009519494e+02,1.9669788368e-01
3.5945784875e+00,6.3007101391e+02,1.9672860039e-01
3.5947784530e+00,6.3004683238e+02,1.9675931995e-01
3.5949784184e+00,6.3002265033e+02,1.9679004239e-01
3.5951783838e+00,6.2999846776e+02,1.9682076768e-01
3.5953783492e+00,6.2997428468e+02,1.9685149584e-01
3.5955783147e+00,6.2995010108e+02,1.9688222686e-01
3.5957782801e+00,6.2992591697e+02,1.9691296075e-01
3.5959782455e+00,6.2990173234e+02,1.9694369749e-01
3.5961782109e+00,6.2987754720e+02,1.9697443711e-01
3.5963781764e+00,6.2985336155e+02,1.9700517958e-01
3.5965781418e+00,6.2982917538e+02,1.9703592492e-01
3.5967781072e+00,6.2980498870e+02,1.9706667312e-01
3.5969780726e+00,6.2978080150e+02,1.9709742419e-01
3.5971780381e+00,6.2975661379e+02,1.9712817811e-01
3.5973780035e+00,6.2973242556e+02,1.9715893491e-01
3.5975779689e+00,6.2970823683e+02,1.9718969456e-01
3.5977779343e+00,6.2968404758e+02,1.9722045708e-01
3.5979778998e+00,6.2965985781e+02,1.9725122247e-01
3.5981778652e+00,6.2963566753e+02,1.9728199071e-01
3.5983778306e+00,6.2961147674e+02,1.9731276182e-01
3.5985777960e+00,6.2958728544e+02,1.9734353580e-01
3.5987777615e+00,6.2956309362e+02,1.9737431264e-01
3.5989777269e+00,6.2953890129e+02,1.9740509234e-01
3.5991776923e+00,6.2951470844e+02,1.9743587491e-01
3.5993776577e+00,6.2949051509e+02,1.9746666034e-01
3.5995776232e+00,6.2946632122e+02,1.9749744863e-01
3.5997775886e+00,6.2944212684e+02,1.9752823979e-01
3.5999775540e+00,6.2941793194e+02,1.9755903382e-01
3.6001775194e+00,6.2939373654e+02,1.9758983070e-01
3.6003774849e+00,6.2936954062e+02,1.9762063046e-01
3.6005774503e+00,6.2934534419e+02,1.9765143307e-01
3.6007774157e+00,6.2932114725e+02,1.9768223855e-01
3.6009773811e+00,6.2929694979e+02,1.9771304690e-01
3.6011773466e+00,6.2927275183e+02,1.9774385811e-01
3.6013773120e+00,6.2924855335e+02,1.9777467218e-01
3.6015772774e+00,6.2922435436e+02,1.9780548912e-01
3.6017772428e+00,6.2920015486e+02,1.9783630893e-01
3.6019772083e+00,6.2917595485e+02,1.9786713159e-01
3.6021771737e+00,6.2915175433e+02,1.9789795713e-01
3.6023771391e+00,6.2912755329e+02,1.9792878553e-01
3.6025771045e+00,6.2910335175e+02,1.9795961679e-01
3.6027770700e+00,6.2907914969e+02,1.9799045092e-01
3.6029770354e+00,6.2905494713e+02,1.9802128791e-01
3.6031770008e+00,6.2903074405e+02,1.9805212777e-01
3.6033769662e+00,6.2900654046e+02,1.9808297049e-01
3.6035769317e+00,6.2898233637e+02,1.9811381608e-01
3.6037768971e+00,6.2895813176e+02,1.9814466453e-01
3.6039768625e+00,6.2893392664e+02,1.9817551585e-01
3.6041768280e+00,6.2890972101e+02,1.9820637003e-01
3.6043767934e+00,6.2888551487e+02,1.9823722708e-01
3.6045767588e+00,6.2886130822e+02,1.9826808699e-01
