r,P,m
3.1354578707e-01,2.1598484116e+02,2.0468303856e-04
3.1374575250e-01,2.1598317716e+02,2.0507401322e-04
3.1394571793e-01,2.1598151212e+02,2.0546548422e-04
3.1414568335e-01,2.1597984604e+02,2.0585745187e-04
3.1434564878e-01,2.1597817890e+02,2.0624991649e-04
3.1454561420e-01,2.1597651072e+02,2.0664287838e-04
3.1474557963e-01,2.1597484149e+02,2.0703633786e-04
3.1494554505e-01,2.1597317121e+02,2.0743029523e-04
3.1514551048e-01,2.1597149988e+02,2.0782475081e-04
3.1534547590e-01,2.1596982751e+02,2.0821970491e-04
3.1554544133e-01,2.1596815408e+02,2.0861515784e-04
3.1574540675e-01,2.1596647961e+02,2.0901110992e-04
3.1594537218e-01,2.1596480409e+02,2.0940756144e-04
3.1614533760e-01,2.1596312753e+02,2.0980451272e-04
3.1634530303e-01,2.1596144991e+02,2.1020196408e-04
3.1654526846e-01,2.1595977125e+02,2.1059991582e-04
3.1674523388e-01,2.1595809154e+02,2.1099836826e-04
3.1694519931e-01,2.1595641079e+02,2.1139732170e-04
3.1714516473e-01,2.1595472898e+02,2.1179677646e-04
3.1734513016e-01,2.1595304613e+02,2.1219673285e-04
3.1754509558e-01,2.1595136223e+02,2.1259719117e-04
3.1774506101e-01,2.1594967729e+02,2.1299815175e-04
3.1794502643e-01,2.1594799129e+02,2.1339961488e-04
3.1814499186e-01,2.1594630425e+02,2.1380158089e-04
3.1834495728e-01,2.1594461616e+02,2.1420405007e-04
3.1854492271e-01,2.1594292703e+02,2.1460702275e-04
3.1874488814e-01,2.1594123684e+02,2.1501049923e-04
3.1894485356e-01,2.1593954561e+02,2.1541447982e-04
3.1914481899e-01,2.1593785333e+02,2.1581896484e-04
3.1934478441e-01,2.1593616001e+02,2.1622395460e-04
3.1954474984e-01,2.1593446563e+02,2.1662944939e-04
3.1974471526e-01,2.1593277021e+02,2.1703544955e-04
3.1994468069e-01,2.1593107375e+02,2.1744195537e-04
3.2014464611e-01,2.1592937623e+02,2.1784896717e-04
3.2034461154e-01,2.1592767767e+02,2.1825648526e-04
3.2054457696e-01,2.1592597806e+02,2.1866450995e-04
3.2074454239e-01,2.1592427740e+02,2.1907304155e-04
3.2094450782e-01,2.1592257570e+02,2.1948208036e-04
3.2114447324e-01,2.1592087295e+02,2.1989162671e-04
3.2134443867e-01,2.1591916915e+02,2.2030168090e-04
3.2154440409e-01,2.1591746431e+02,2.2071224325e-04
3.2174436952e-01,2.1591575841e+02,2.2112331405e-04
3.2194433494e-01,2.1591405148e+02,2.2153489363e-04
3.2214430037e-01,2.1591234349e+02,2.2194698229e-04
3.2234426579e-01,2.1591063446e+02,2.2235958035e-04
3.2254423122e-01,2.1590892438e+02,2.2277268811e-04
3.2274419664e-01,2.1590721325e+02,2.2318630589e-04
3.2294416207e-01,2.1590550108e+02,2.2360043399e-04
3.2314412749e-01,2.1590378786e+02,2.2401507273e-04
3.2334409292e-01,2.1590207359e+02,2.2443022242e-04
3.2354405835e-01,2.1590035828e+02,2.2484588337e-04
3.2374402377e-01,2.1589864192e+02,2.2526205588e-04
3.2394398920e-01,2.1589692451e+02,2.2567874027e-04
3.2414395462e-01,2.1589520605e+02,2.2609593686e-04
3.2434392005e-01,2.1589348655e+02,2.2651364594e-04
3.2454388547e-01,2.1589176600e+02,2.2693186783e-04
3.2474385090e-01,2.1589004441e+02,2.2735060284e-04
3.2494381632e-01,2.1588832177e+02,2.2776985128e-04
3.2514378175e-01,2.1588659808e+02,2.2818961347e-04
3.2534374717e-01,2.1588487335e+02,2.2860988970e-04
3.2554371260e-01,2.1588314757e+02,2.2903068030e-04
3.2574367803e-01,2.1588142074e+02,2.2945198557e-04
3.2594364345e-01,2.1587969286e+02,2.2987380582e-04
3.2614360888e-01,2.1587796394e+02,2.3029614137e-04
3.2634357430e-01,2.1587623398e+02,2.3071899252e-04
3.2654353973e-01,2.1587450296e+02,2.3114235959e-04
3.2674350515e-01,2.1587277090e+02,2.3156624288e-04
3.2694347058e-01,2.1587103780e+02,2.3199064270e-04
3.2714343600e-01,2.1586930364e+02,2.3241555937e-04
3.2734340143e-01,2.1586756844e+02,2.3284099319e-04
3.2754336685e-01,2.1586583220e+02,2.3326694448e-04
3.2774333228e-01,2.1586409491e+02,2.3369341355e-04
3.2794329771e-01,2.1586235657e+02,2.3412040070e-04
3.2814326313e-01,2.1586061719e+02,2.3454790625e-04
3.2834322856e-01,2.1585887675e+02,2.3497593050e-04
3.2854319398e-01,2.1585713528e+02,2.3540447377e-04
3.2874315941e-01,2.1585539275e+02,2.3583353637e-04
3.2894312483e-01,2.1585364919e+02,2.3626311861e-04
3.2914309026e-01,2.1585190457e+02,2.3669322080e-04
3.2934305568e-01,2.1585015891e+02,2.3712384324e-04
3.2954302111e-01,2.1584841220e+02,2.3755498625e-04
3.2974298653e-01,2.1584666445e+02,2.3798665014e-04
3.2994295196e-01,2.1584491565e+02,2.3841883521e-04
3.3014291738e-01,2.1584316580e+02,2.3885154179e-04
3.3034288281e-01,2.1584141491e+02,2.3928477017e-04
3.3054284824e-01,2.1583966297e+02,2.3971852068e-04
3.3074281366e-01,2.1583790999e+02,2.4015279361e-04
3.3094277909e-01,2.1583615596e+02,2.4058758928e-04
3.3114274451e-01,2.1583440089e+02,2.4102290800e-04
3.3134270994e-01,2.1583264476e+02,2.4145875008e-04
3.3154267536e-01,2.1583088760e+02,2.4189511583e-04
3.3174264079e-01,2.1582912938e+02,2.4233200556e-04
3.3194260621e-01,2.1582737013e+02,2.4276941958e-04
3.3214257164e-01,2.1582560982e+02,2.4320735820e-04
3.3234253706e-01,2.1582384847e+02,2.4364582173e-04
3.3254250249e-01,2.1582208607e+02,2.4408481048e-04
3.3274246792e-01,2.1582032263e+02,2.4452432476e-04
3.3294243334e-01,2.1581855815e+02,2.4496436487e-04
3.3314239877e-01,2.1581679261e+02,2.4540493114e-04
3.3334236419e-01,2.1581502603e+02,2.4584602387e-04
3.3354232962e-01,2.1581325841e+02,2.4628764337e-04
3.3374229504e-01,2.1581148974e+02,2.4672978995e-04
3.3394226047e-01,2.1580972003e+02,2.4717246391e-04
3.3414222589e-01,2.1580794926e+02,2.4761566558e-04
3.3434219132e-01,2.1580617746e+02,2.4805939526e-04
3.3454215674e-01,2.1580440461e+02,2.4850365325e-04
3.3474212217e-01,2.1580263071e+02,2.4894843988e-04
3.3494208760e-01,2.1580085577e+02,2.4939375545e-04
3.3514205302e-01,2.1579907978e+02,2.4983960026e-04
3.3534201845e-01,2.1579730274e+02,2.5028597464e-04
3.3554198387e-01,2.1579552467e+02,2.5073287888e-04
3.3574194930e-01,2.1579374554e+02,2.5118031330e-04
3.3594191472e-01,2.1579196537e+02,2.5162827822e-04
3.3614188015e-01,2.1579018416e+02,2.5207677393e-04
3.3634184557e-01,2.1578840190e+02,2.5252580074e-04
3.3654181100e-01,2.1578661859e+02,2.5297535898e-04
3.3674177642e-01,2.1578483424e+02,2.5342544895e-04
3.3694174185e-01,2.1578304885e+02,2.5387607095e-04
3.3714170727e-01,2.1578126241e+02,2.5432722530e-04
3.3734167270e-01,2.1577947492e+02,2.5477891231e-04
3.3754163813e-01,2.1577768639e+02,2.5523113229e-04
3.3774160355e-01,2.1577589681e+02,2.5568388555e-04
3.3794156898e-01,2.1577410619e+02,2.5613717239e-04
3.3814153440e-01,2.1577231452e+02,2.5659099313e-04
3.3834149983e-01,2.1577052181e+02,2.5704534807e-04
3.3854146525e-01,2.1576872806e+02,2.5750023753e-04
3.3874143068e-01,2.1576693326e+02,2.5795566182e-04
3.3894139610e-01,2.1576513741e+02,2.5841162124e-04
3.3914136153e-01,2.1576334052e+02,2.5886811611e-04
3.3934132695e-01,2.1576154258e+02,2.5932514673e-04
3.3954129238e-01,2.1575974360e+02,2.5978271342e-04
3.3974125781e-01,2.1575794358e+02,2.6024081648e-04
3.3994122323e-01,2.1575614251e+02,2.6069945623e-04
3.4014118866e-01,2.1575434039e+02,2.6115863297e-04
3.4034115408e-01,2.1575253723e+02,2.6161834701e-04
3.4054111951e-01,2.1575073303e+02,2.6207859867e-04
3.4074108493e-01,2.1574892778e+02,2.6253938825e-04
3.4094105036e-01,2.1574712148e+02,2.6300071606e-04
3.4114101578e-01,2.1574531415e+02,2.6346258241e-04
3.4134098121e-01,2.1574350576e+02,2.6392498761e-04
3.4154094663e-01,2.1574169633e+02,2.6438793198e-04
3.4174091206e-01,2.1573988586e+02,2.6485141581e-04
3.4194087749e-01,2.1573807435e+02,2.6531543943e-04
3.4214084291e-01,2.1573626178e+02,2.6578000313e-04
3.4234080834e-01,2.1573444818e+02,2.6624510724e-04
3.4254077376e-01,2.1573263353e+02,2.6671075205e-04
3.4274073919e-01,2.1573081783e+02,2.6717693788e-04
3.4294070461e-01,2.1572900109e+02,2.6764366504e-04
3.4314067004e-01,2.1572718331e+02,2.6811093383e-04
3.4334063546e-01,2.1572536448e+02,2.6857874458e-04
3.4354060089e-01,2.1572354461e+02,2.6904709757e-04
3.4374056631e-01,2.1572172369e+02,2.6951599314e-04
3.4394053174e-01,2.1571990173e+02,2.6998543158e-04
3.4414049717e-01,2.1571807873e+02,2.7045541320e-04
3.4434046259e-01,2.1571625468e+02,2.7092593831e-04
3.4454042802e-01,2.1571442958e+02,2.7139700723e-04
3.4474039344e-01,2.1571260344e+02,2.7186862026e-04
3.4494035887e-01,2.1571077626e+02,2.7234077772e-04
3.4514032429e-01,2.1570894804e+02,2.7281347990e-04
3.4534028972e-01,2.1570711877e+02,2.7328672713e-04
3.4554025514e-01,2.1570528845e+02,2.7376051970e-04
3.4574022057e-01,2.1570345709e+02,2.7423485794e-04
3.4594018599e-01,2.1570162469e+02,2.7470974214e-04
3.4614015142e-01,2.1569979124e+02,2.7518517262e-04
3.4634011684e-01,2.1569795675e+02,2.7566114969e-04
3.4654008227e-01,2.1569612122e+02,2.7613767366e-04
3.4674004770e-01,2.1569428464e+02,2.7661474483e-04
3.4694001312e-01,2.1569244702e+02,2.7709236352e-04
3.4713997855e-01,2.1569060835e+02,2.7757053003e-04
3.4733994397e-01,2.1568876864e+02,2.7804924467e-04
3.4753990940e-01,2.1568692789e+02,2.7852850776e-04
3.4773987482e-01,2.1568508609e+02,2.7900831960e-04
3.4793984025e-01,2.1568324325e+02,2.7948868050e-04
3.4813980567e-01,2.1568139936e+02,2.7996959077e-04
3.4833977110e-01,2.1567955443e+02,2.8045105073e-04
3.4853973652e-01,2.1567770846e+02,2.8093306067e-04
3.4873970195e-01,2.1567586144e+02,2.8141562091e-04
3.4893966738e-01,2.1567401338e+02,2.8189873175e-04
3.4913963280e-01,2.1567216428e+02,2.8238239352e-04
3.4933959823e-01,2.1567031413e+02,2.8286660650e-04
3.4953956365e-01,2.1566846294e+02,2.8335137103e-04
3.4973952908e-01,2.1566661071e+02,2.8383668740e-04
3.4993949450e-01,2.1566475743e+02,2.8432255592e-04
3.5013945993e-01,2.1566290311e+02,2.8480897690e-04
3.5033942535e-01,2.1566104774e+02,2.8529595065e-04
3.5053939078e-01,2.1565919133e+02,2.8578347749e-04
3.5073935620e-01,2.1565733388e+02,2.8627155771e-04
3.5093932163e-01,2.1565547539e+02,2.8676019163e-04
3.5113928706e-01,2.1565361585e+02,2.8724937956e-04
3.5133925248e-01,2.1565175527e+02,2.8773912181e-04
3.5153921791e-01,2.1564989364e+02,2.8822941868e-04
3.5173918333e-01,2.1564803097e+02,2.8872027049e-04
3.5193914876e-01,2.1564616726e+02,2.8921167754e-04
3.5213911418e-01,2.1564430250e+02,2.8970364014e-04
3.5233907961e-01,2.1564243671e+02,2.9019615861e-04
3.5253904503e-01,2.1564056987e+02,2.9068923324e-04
3.5273901046e-01,2.1563870198e+02,2.9118286435e-04
3.5293897588e-01,2.1563683305e+02,2.9167705226e-04
3.5313894131e-01,2.1563496308e+02,2.9217179726e-04
3.5333890673e-01,2.1563309207e+02,2.9266709967e-04
3.5353887216e-01,2.1563122001e+02,2.9316295979e-04
3.5373883759e-01,2.1562934691e+02,2.9365937793e-04
3.5393880301e-01,2.1562747277e+02,2.9415635441e-04
3.5413876844e-01,2.1562559758e+02,2.9465388953e-04
3.5433873386e-01,2.1562372135e+02,2.9515198361e-04
3.5453869929e-01,2.1562184408e+02,2.9565063694e-04
3.5473866471e-01,2.1561996577e+02,2.9614984984e-04
3.5493863014e-01,2.1561808641e+02,2.9664962262e-04
3.5513859556e-01,2.1561620601e+02,2.9714995558e-04
3.5533856099e-01,2.1561432456e+02,2.9765084904e-04
3.5553852641e-01,2.1561244208e+02,2.9815230330e-04
3.5573849184e-01,2.1561055855e+02,2.9865431868e-04
3.5593845727e-01,2.1560867398e+02,2.9915689547e-04
3.5613842269e-01,2.1560678836e+02,2.9966003400e-04
3.5633838812e-01,2.1560490171e+02,3.0016373457e-04
3.5653835354e-01,2.1560301401e+02,3.0066799748e-04
3.5673831897e-01,2.1560112526e+02,3.0117282305e-04
3.5693828439e-01,2.1559923548e+02,3.0167821159e-04
3.5713824982e-01,2.1559734465e+02,3.0218416340e-04
3.5733821524e-01,2.1559545278e+02,3.0269067879e-04
3.5753818067e-01,2.1559355987e+02,3.0319775807e-04
3.5773814609e-01,2.1559166591e+02,3.0370540156e-04
3.5793811152e-01,2.1558977092e+02,3.0421360955e-04
3.5813807695e-01,2.1558787488e+02,3.0472238236e-04
3.5833804237e-01,2.1558597779e+02,3.0523172029e-04
3.5853800780e-01,2.1558407967e+02,3.0574162366e-04
3.5873797322e-01,2.1558218050e+02,3.0625209277e-04
3.5893793865e-01,2.1558028029e+02,3.0676312794e-04
3.5913790407e-01,2.1557837904e+02,3.0727472946e-04
3.5933786950e-01,2.1557647675e+02,3.0778689766e-04
3.5953783492e-01,2.1557457341e+02,3.0829963283e-04
3.5973780035e-01,2.1557266903e+02,3.0881293529e-04
3.5993776577e-01,2.1557076361e+02,3.0932680534e-04
3.6013773120e-01,2.1556885715e+02,3.0984124330e-04
3.6033769662e-01,2.1556694964e+02,3.1035624947e-04
3.6053766205e-01,2.1556504109e+02,3.1087182416e-04
3.6073762748e-01,2.1556313151e+02,3.1138796767e-04
3.6093759290e-01,2.1556122087e+02,3.1190468033e-04
3.6113755833e-01,2.1555930920e+02,3.1242196243e-04
3.6133752375e-01,2.1555739648e+02,3.1293981428e-04
3.6153748918e-01,2.1555548273e+02,3.1345823620e-04
3.6173745460e-01,2.1555356793e+02,3.1397722849e-04
3.6193742003e-01,2.1555165209e+02,3.1449679146e-04
3.6213738545e-01,2.1554973520e+02,3.1501692542e-04
3.6233735088e-01,2.1554781728e+02,3.1553763067e-04
3.6253731630e-01,2.1554589831e+02,3.1605890753e-04
3.6273728173e-01,2.1554397830e+02,3.1658075631e-04
3.6293724716e-01,2.1554205725e+02,3.1710317730e-04
3.6313721258e-01,2.1554013516e+02,3.1762617082e-04
3.6333717801e-01,2.1553821202e+02,3.1814973719e-04
3.6353714343e-01,2.1553628785e+02,3.1867387670e-04
3.6373710886e-01,2.1553436263e+02,3.1919858966e-04
3.6393707428e-01,2.1553243637e+02,3.1972387639e-04
3.6413703971e-01,2.1553050907e+02,3.2024973719e-04
3.6433700513e-01,2.1552858073e+02,3.2077617238e-04
3.6453697056e-01,2.1552665134e+02,3.2130318225e-04
3.6473693598e-01,2.1552472092e+02,3.2183076711e-04
3.6493690141e-01,2.1552278945e+02,3.2235892729e-04
3.6513686684e-01,2.1552085694e+02,3.2288766307e-04
3.6533683226e-01,2.1551892339e+02,3.2341697478e-04
3.6553679769e-01,2.1551698880e+02,3.2394686272e-04
3.6573676311e-01,2.1551505316e+02,3.2447732719e-04
3.6593672854e-01,2.1551311649e+02,3.2500836851e-04
3.6613669396e-01,2.1551117877e+02,3.2553998699e-04
3.6633665939e-01,2.1550924002e+02,3.2607218293e-04
3.6653662481e-01,2.1550730022e+02,3.2660495664e-04
3.6673659024e-01,2.1550535938e+02,3.2713830843e-04
3.6693655566e-01,2.1550341750e+02,3.2767223860e-04
3.6713652109e-01,2.1550147457e+02,3.2820674748e-04
3.6733648651e-01,2.1549953061e+02,3.2874183535e-04
3.6753645194e-01,2.1549758560e+02,3.2927750254e-04
3.6773641737e-01,2.1549563956e+02,3.2981374935e-04
3.6793638279e-01,2.1549369247e+02,3.3035057608e-04
3.6813634822e-01,2.1549174434e+02,3.3088798305e-04
3.6833631364e-01,2.1548979517e+02,3.3142597057e-04
3.6853627907e-01,2.1548784496e+02,3.3196453894e-04
3.6873624449e-01,2.1548589371e+02,3.3250368846e-04
3.6893620992e-01,2.1548394142e+02,3.3304341946e-04
3.6913617534e-01,2.1548198809e+02,3.3358373223e-04
3.6933614077e-01,2.1548003371e+02,3.3412462709e-04
3.6953610619e-01,2.1547807830e+02,3.3466610434e-04
3.6973607162e-01,2.1547612184e+02,3.3520816429e-04
3.6993603705e-01,2.1547416434e+02,3.3575080725e-04
3.7013600247e-01,2.1547220580e+02,3.3629403352e-04
3.7033596790e-01,2.1547024623e+02,3.3683784342e-04
3.7053593332e-01,2.1546828561e+02,3.3738223725e-04
3.7073589875e-01,2.1546632395e+02,3.3792721533e-04
3.7093586417e-01,2.1546436125e+02,3.3847277795e-04
3.7113582960e-01,2.1546239750e+02,3.3901892542e-04
3.7133579502e-01,2.1546043272e+02,3.3956565806e-04
3.7153576045e-01,2.1545846690e+02,3.4011297617e-04
3.7173572587e-01,2.1545650003e+02,3.4066088007e-04
3.7193569130e-01,2.1545453213e+02,3.4120937004e-04
3.7213565673e-01,2.1545256319e+02,3.4175844642e-04
3.7233562215e-01,2.1545059320e+02,3.4230810950e-04
3.7253558758e-01,2.1544862217e+02,3.4285835959e-04
3.7273555300e-01,2.1544665011e+02,3.4340919700e-04
3.7293551843e-01,2.1544467700e+02,3.4396062203e-04
3.7313548385e-01,2.1544270285e+02,3.4451263500e-04
3.7333544928e-01,2.1544072767e+02,3.4506523622e-04
3.7353541470e-01,2.1543875144e+02,3.4561842598e-04
3.7373538013e-01,2.1543677417e+02,3.4617220460e-04
3.7393534555e-01,2.1543479586e+02,3.4672657239e-04
3.7413531098e-01,2.1543281651e+02,3.4728152965e-04
3.7433527640e-01,2.1543083613e+02,3.4783707669e-04
3.7453524183e-01,2.1542885470e+02,3.4839321382e-04
3.7473520726e-01,2.1542687223e+02,3.4894994135e-04
3.7493517268e-01,2.1542488872e+02,3.4950725958e-04
3.7513513811e-01,2.1542290417e+02,3.5006516883e-04
3.7533510353e-01,2.1542091858e+02,3.5062366939e-04
3.7553506896e-01,2.1541893195e+02,3.5118276159e-04
3.7573503438e-01,2.1541694428e+02,3.5174244571e-04
3.7593499981e-01,2.1541495557e+02,3.5230272208e-04
3.7613496523e-01,2.1541296582e+02,3.5286359100e-04
3.7633493066e-01,2.1541097503e+02,3.5342505278e-04
3.7653489608e-01,2.1540898320e+02,3.5398710773e-04
3.7673486151e-01,2.1540699033e+02,3.5454975614e-04
3.7693482694e-01,2.1540499642e+02,3.5511299834e-04
3.7713479236e-01,2.1540300147e+02,3.5567683463e-04
3.7733475779e-01,2.1540100548e+02,3.5624126531e-04
3.7753472321e-01,2.1539900845e+02,3.5680629070e-04
3.7773468864e-01,2.1539701038e+02,3.5737191109e-04
3.7793465406e-01,2.1539501127e+02,3.5793812681e-04
3.7813461949e-01,2.1539301112e+02,3.5850493815e-04
3.7833458491e-01,2.1539100993e+02,3.5907234543e-04
3.7853455034e-01,2.1538900771e+02,3.5964034895e-04
3.7873451576e-01,2.1538700444e+02,3.6020894901e-04
3.7893448119e-01,2.1538500013e+02,3.6077814593e-04
3.7913444662e-01,2.1538299478e+02,3.6134794002e-04
3.7933441204e-01,2.1538098840e+02,3.6191833157e-04
3.7953437747e-01,2.1537898097e+02,3.6248932091e-04
3.7973434289e-01,2.1537697251e+02,3.6306090833e-04
3.7993430832e-01,2.1537496300e+02,3.6363309414e-04
3.8013427374e-01,2.1537295246e+02,3.6420587865e-04
3.8033423917e-01,2.1537094087e+02,3.6477926218e-04
3.8053420459e-01,2.1536892825e+02,3.6535324501e-04
3.8073417002e-01,2.1536691459e+02,3.6592782747e-04
3.8093413544e-01,2.1536489989e+02,3.6650300986e-04
3.8113410087e-01,2.1536288415e+02,3.6707879249e-04
3.8133406629e-01,2.1536086737e+02,3.6765517566e-04
3.8153403172e-01,2.1535884955e+02,3.6823215969e-04
3.8173399715e-01,2.1535683069e+02,3.6880974487e-04
3.8193396257e-01,2.1535481079e+02,3.6938793152e-04
3.8213392800e-01,2.1535278985e+02,3.6996671995e-04
3.8233389342e-01,2.1535076788e+02,3.7054611045e-04
3.8253385885e-01,2.1534874486e+02,3.7112610334e-04
3.8273382427e-01,2.1534672081e+02,3.7170669893e-04
3.8293378970e-01,2.1534469571e+02,3.7228789753e-04
3.8313375512e-01,2.1534266958e+02,3.7286969943e-04
3.8333372055e-01,2.1534064241e+02,3.7345210495e-04
3.8353368597e-01,2.1533861420e+02,3.7403511439e-04
3.8373365140e-01,2.1533658495e+02,3.7461872807e-04
3.8393361683e-01,2.1533455466e+02,3.7520294629e-04
3.8413358225e-01,2.1533252333e+02,3.7578776935e-04
3.8433354768e-01,2.1533049097e+02,3.7637319756e-04
3.8453351310e-01,2.1532845756e+02,3.7695923124e-04
3.8473347853e-01,2.1532642312e+02,3.7754587068e-04
3.8493344395e-01,2.1532438764e+02,3.7813311619e-04
3.8513340938e-01,2.1532235112e+02,3.7872096809e-04
3.8533337480e-01,2.1532031356e+02,3.7930942668e-04
3.8553334023e-01,2.1531827496e+02,3.7989849226e-04
3.8573330565e-01,2.1531623532e+02,3.8048816515e-04
3.8593327108e-01,2.1531419464e+02,3.8107844564e-04
3.8613323651e-01,2.1531215293e+02,3.8166933406e-04
3.8633320193e-01,2.1531011018e+02,3.8226083069e-04
3.8653316736e-01,2.1530806639e+02,3.8285293586e-04
3.8673313278e-01,2.1530602156e+02,3.8344564987e-04
3.8693309821e-01,2.1530397569e+02,3.8403897302e-04
3.8713306363e-01,2.1530192878e+02,3.8463290562e-04
3.8733302906e-01,2.1529988083e+02,3.8522744798e-04
3.8753299448e-01,2.1529783185e+02,3.8582260041e-04
3.8773295991e-01,2.1529578183e+02,3.8641836321e-04
3.8793292533e-01,2.1529373077e+02,3.8701473669e-04
3.8813289076e-01,2.1529167867e+02,3.8761172116e-04
3.8833285619e-01,2.1528962553e+02,3.8820931692e-04
3.8853282161e-01,2.1528757136e+02,3.8880752428e-04
3.8873278704e-01,2.1528551614e+02,3.8940634355e-04
3.8893275246e-01,2.1528345989e+02,3.9000577503e-04
3.8913271789e-01,2.1528140260e+02,3.9060581904e-04
3.8933268331e-01,2.1527934427e+02,3.9120647587e-04
3.8953264874e-01,2.1527728491e+02,3.9180774583e-04
3.8973261416e-01,2.1527522450e+02,3.9240962924e-04
3.8993257959e-01,2.1527316306e+02,3.9301212640e-04
3.9013254501e-01,2.1527110058e+02,3.9361523761e-04
3.9033251044e-01,2.1526903706e+02,3.9421896318e-04
3.9053247586e-01,2.1526697251e+02,3.9482330343e-04
3.9073244129e-01,2.1526490691e+02,3.9542825865e-04
3.9093240672e-01,2.1526284028e+02,3.9603382915e-04
3.9113237214e-01,2.1526077261e+02,3.9664001524e-04
3.9133233757e-01,2.1525870390e+02,3.9724681722e-04
3.9153230299e-01,2.1525663416e+02,3.9785423541e-04
3.9173226842e-01,2.1525456337e+02,3.9846227011e-04
3.9193223384e-01,2.1525249155e+02,3.9907092162e-04
3.9213219927e-01,2.1525041869e+02,3.9968019025e-04
3.9233216469e-01,2.1524834480e+02,4.0029007632e-04
3.9253213012e-01,2.1524626986e+02,4.0090058012e-04
3.9273209554e-01,2.1524419389e+02,4.0151170196e-04
3.9293206097e-01,2.1524211688e+02,4.0212344215e-04
3.9313202640e-01,2.1524003883e+02,4.0273580100e-04
3.9333199182e-01,2.1523795975e+02,4.0334877881e-04
3.9353195725e-01,2.1523587963e+02,4.0396237589e-04
3.9373192267e-01,2.1523379847e+02,4.0457659254e-04
3.9393188810e-01,2.1523171627e+02,4.0519142908e-04
3.9413185352e-01,2.1522963303e+02,4.0580688581e-04
3.9433181895e-01,2.1522754876e+02,4.0642296303e-04
3.9453178437e-01,2.1522546345e+02,4.0703966105e-04
3.9473174980e-01,2.1522337711e+02,4.0765698018e-04
3.9493171522e-01,2.1522128972e+02,4.0827492072e-04
3.9513168065e-01,2.1521920130e+02,4.0889348299e-04
3.9533164608e-01,2.1521711184e+02,4.0951266728e-04
3.9553161150e-01,2.1521502135e+02,4.1013247391e-04
3.9573157693e-01,2.1521292981e+02,4.1075290318e-04
3.9593154235e-01,2.1521083724e+02,4.1137395539e-04
3.9613150778e-01,2.1520874364e+02,4.1199563086e-04
3.9633147320e-01,2.1520664899e+02,4.1261792989e-04
3.9653143863e-01,2.1520455331e+02,4.1324085278e-04
3.9673140405e-01,2.1520245659e+02,4.1386439985e-04
3.9693136948e-01,2.1520035884e+02,4.1448857140e-04
3.9713133490e-01,2.1519826004e+02,4.1511336773e-04
3.9733130033e-01,2.1519616021e+02,4.1573878915e-04
3.9753126575e-01,2.1519405935e+02,4.1636483598e-04
3.9773123118e-01,2.1519195744e+02,4.1699150850e-04
3.9793119661e-01,2.1518985450e+02,4.1761880704e-04
3.9813116203e-01,2.1518775052e+02,4.1824673189e-04
3.9833112746e-01,2.1518564551e+02,4.1887528337e-04
3.9853109288e-01,2.1518353946e+02,4.1950446178e-04
3.9873105831e-01,2.1518143237e+02,4.2013426742e-04
3.9893102373e-01,2.1517932425e+02,4.2076470061e-04
3.9913098916e-01,2.1517721509e+02,4.2139576164e-04
3.9933095458e-01,2.1517510489e+02,4.2202745083e-04
3.9953092001e-01,2.1517299365e+02,4.2265976848e-04
3.9973088543e-01,2.1517088138e+02,4.2329271490e-04
3.9993085086e-01,2.1516876808e+02,4.2392629039e-04
4.0013081629e-01,2.1516665373e+02,4.2456049526e-04
4.0033078171e-01,2.1516453835e+02,4.2519532981e-04
4.0053074714e-01,2.1516242193e+02,4.2583079436e-04
4.0073071256e-01,2.1516030448e+02,4.2646688920e-04
4.0093067799e-01,2.1515818599e+02,4.2710361465e-04
4.0113064341e-01,2.1515606646e+02,4.2774097101e-04
4.0133060884e-01,2.1515394590e+02,4.2837895858e-04
4.0153057426e-01,2.1515182430e+02,4.2901757768e-04
4.0173053969e-01,2.1514970166e+02,4.2965682861e-04
4.0193050511e-01,2.1514757799e+02,4.3029671167e-04
4.0213047054e-01,2.1514545328e+02,4.3093722717e-04
4.0233043597e-01,2.1514332754e+02,4.3157837542e-04
4.0253040139e-01,2.1514120076e+02,4.3222015672e-04
4.0273036682e-01,2.1513907294e+02,4.3286257138e-04
4.0293033224e-01,2.1513694409e+02,4.3350561970e-04
4.0313029767e-01,2.1513481420e+02,4.3414930200e-04
4.0333026309e-01,2.1513268328e+02,4.3479361857e-04
4.0353022852e-01,2.1513055131e+02,4.3543856972e-04
4.0373019394e-01,2.1512841832e+02,4.3608415576e-04
4.0393015937e-01,2.1512628428e+02,4.3673037700e-04
4.0413012479e-01,2.1512414921e+02,4.3737723374e-04
4.0433009022e-01,2.1512201311e+02,4.3802472628e-04
4.0453005564e-01,2.1511987597e+02,4.3867285494e-04
4.0473002107e-01,2.1511773779e+02,4.3932162001e-04
4.0492998650e-01,2.1511559858e+02,4.3997102181e-04
4.0512995192e-01,2.1511345833e+02,4.4062106064e-04
4.0532991735e-01,2.1511131705e+02,4.4127173680e-04
4.0552988277e-01,2.1510917473e+02,4.4192305061e-04
4.0572984820e-01,2.1510703137e+02,4.4257500236e-04
4.0592981362e-01,2.1510488698e+02,4.4322759237e-04
4.0612977905e-01,2.1510274155e+02,4.4388082094e-04
4.0632974447e-01,2.1510059509e+02,4.4453468837e-04
4.0652970990e-01,2.1509844759e+02,4.4518919497e-04
