r,P,m
1.2397856377e-02,2.1729148520e+02,1.3282853669e-08
1.2597821802e-02,2.1729141749e+02,1.3925464398e-08
1.2797787228e-02,2.1729134871e+02,1.4588473640e-08
1.2997752653e-02,2.1729127887e+02,1.5272200115e-08
1.3197718078e-02,2.1729120796e+02,1.5976962538e-08
1.3397683504e-02,2.1729113598e+02,1.6703079629e-08
1.3597648929e-02,2.1729106294e+02,1.7450870102e-08
1.3797614355e-02,2.1729098883e+02,1.8220652675e-08
1.3997579780e-02,2.1729091365e+02,1.9012746063e-08
1.4197545206e-02,2.1729083741e+02,1.9827468982e-08
1.4397510631e-02,2.1729076010e+02,2.0665140146e-08
1.4597476056e-02,2.1729068173e+02,2.1526078271e-08
1.4797441482e-02,2.1729060228e+02,2.2410602069e-08
1.4997406907e-02,2.1729052178e+02,2.3319030256e-08
1.5197372333e-02,2.1729044020e+02,2.4251681543e-08
1.5397337758e-02,2.1729035756e+02,2.5208874643e-08
1.5597303184e-02,2.1729027386e+02,2.6190928269e-08
1.5797268609e-02,2.1729018908e+02,2.7198161132e-08
1.5997234034e-02,2.1729010325e+02,2.8230891943e-08
1.6197199460e-02,2.1729001634e+02,2.9289439412e-08
1.6397164885e-02,2.1728992837e+02,3.0374122251e-08
1.6597130311e-02,2.1728983933e+02,3.1485259168e-08
1.6797095736e-02,2.1728974923e+02,3.2623168872e-08
1.6997061162e-02,2.1728965806e+02,3.3788170073e-08
1.7197026587e-02,2.1728956582e+02,3.4980581478e-08
1.7396992012e-02,2.1728947252e+02,3.6200721794e-08
1.7596957438e-02,2.1728937815e+02,3.7448909728e-08
1.7796922863e-02,2.1728928271e+02,3.8725463987e-08
1.7996888289e-02,2.1728918621e+02,4.0030703277e-08
1.8196853714e-02,2.1728908864e+02,4.1364946302e-08
1.8396819140e-02,2.1728899001e+02,4.2728511768e-08
1.8596784565e-02,2.1728889031e+02,4.4121718377e-08
1.8796749990e-02,2.1728878954e+02,4.5544884835e-08
1.8996715416e-02,2.1728868771e+02,4.6998329843e-08
1.9196680841e-02,2.1728858481e+02,4.8482372105e-08
1.9396646267e-02,2.1728848084e+02,4.9997330321e-08
1.9596611692e-02,2.1728837581e+02,5.1543523192e-08
1.9796577118e-02,2.1728826971e+02,5.3121269420e-08
1.9996542543e-02,2.1728816255e+02,5.4730887703e-08
2.0196507968e-02,2.1728805432e+02,5.6372696741e-08
2.0396473394e-02,2.1728794502e+02,5.8047015233e-08
2.0596438819e-02,2.1728783466e+02,5.9754161877e-08
2.0796404245e-02,2.1728772323e+02,6.1494455369e-08
2.0996369670e-02,2.1728761073e+02,6.3268214406e-08
2.1196335096e-02,2.1728749717e+02,6.5075757685e-08
2.1396300521e-02,2.1728738254e+02,6.6917403900e-08
2.1596265946e-02,2.1728726685e+02,6.8793471746e-08
2.1796231372e-02,2.1728715009e+02,7.0704279916e-08
2.1996196797e-02,2.1728703226e+02,7.2650147105e-08
2.2196162223e-02,2.1728691336e+02,7.4631392004e-08
2.2396127648e-02,2.1728679341e+02,7.6648333306e-08
2.2596093074e-02,2.1728667238e+02,7.8701289701e-08
2.2796058499e-02,2.1728655029e+02,8.0790579880e-08
2.2996023924e-02,2.1728642713e+02,8.2916522532e-08
2.3195989350e-02,2.1728630290e+02,8.5079436347e-08
2.3395954775e-02,2.1728617761e+02,8.7279640012e-08
2.3595920201e-02,2.1728605126e+02,8.9517452215e-08
2.3795885626e-02,2.1728592383e+02,9.1793191643e-08
2.3995851052e-02,2.1728579534e+02,9.4107176982e-08
2.4195816477e-02,2.1728566579e+02,9.6459726916e-08
2.4395781902e-02,2.1728553517e+02,9.8851160131e-08
2.4595747328e-02,2.1728540348e+02,1.0128179531e-07
2.4795712753e-02,2.1728527072e+02,1.0375195114e-07
2.4995678179e-02,2.1728513690e+02,1.0626194629e-07
2.5195643604e-02,2.1728500202e+02,1.0881209945e-07
2.5395609030e-02,2.1728486606e+02,1.1140272931e-07
2.5595574455e-02,2.1728472904e+02,1.1403415454e-07
2.5795539880e-02,2.1728459096e+02,1.1670669381e-07
2.5995505306e-02,2.1728445181e+02,1.1942066581e-07
2.6195470731e-02,2.1728431159e+02,1.2217638922e-07
2.6395436157e-02,2.1728417030e+02,1.2497418271e-07
2.6595401582e-02,2.1728402795e+02,1.2781436496e-07
2.6795367008e-02,2.1728388454e+02,1.3069725463e-07
2.6995332433e-02,2.1728374005e+02,1.3362317041e-07
2.7195297858e-02,2.1728359451e+02,1.3659243097e-07
2.7395263284e-02,2.1728344789e+02,1.3960535499e-07
2.7595228709e-02,2.1728330021e+02,1.4266226112e-07
2.7795194135e-02,2.1728315146e+02,1.4576346804e-07
2.7995159560e-02,2.1728300165e+02,1.4890929443e-07
2.8195124986e-02,2.1728285077e+02,1.5210005895e-07
2.8395090411e-02,2.1728269882e+02,1.5533608027e-07
2.8595055836e-02,2.1728254581e+02,1.5861767705e-07
2.8795021262e-02,2.1728239173e+02,1.6194516796e-07
2.8994986687e-02,2.1728223659e+02,1.6531887167e-07
2.9194952113e-02,2.1728208038e+02,1.6873910685e-07
2.9394917538e-02,2.1728192310e+02,1.7220619214e-07
2.9594882964e-02,2.1728176476e+02,1.7572044622e-07
2.9794848389e-02,2.1728160535e+02,1.7928218775e-07
2.9994813815e-02,2.1728144487e+02,1.8289173539e-07
3.0194779240e-02,2.1728128333e+02,1.8654940779e-07
3.0394744665e-02,2.1728112072e+02,1.9025552362e-07
3.0594710091e-02,2.1728095705e+02,1.9401040154e-07
3.0794675516e-02,2.1728079231e+02,1.9781436019e-07
3.0994640942e-02,2.1728062650e+02,2.0166771824e-07
3.1194606367e-02,2.1728045963e+02,2.0557079434e-07
3.1394571793e-02,2.1728029169e+02,2.0952390715e-07
3.1594537218e-02,2.1728012268e+02,2.1352737531e-07
3.1794502643e-02,2.1727995261e+02,2.1758151748e-07
3.1994468069e-02,2.1727978148e+02,2.2168665231e-07
3.2194433494e-02,2.1727960927e+02,2.2584309845e-07
3.2394398920e-02,2.1727943600e+02,2.3005117455e-07
3.2594364345e-02,2.1727926167e+02,2.3431119925e-07
3.2794329771e-02,2.1727908627e+02,2.3862349121e-07
3.2994295196e-02,2.1727890980e+02,2.4298836906e-07
3.3194260621e-02,2.1727873226e+02,2.4740615145e-07
3.3394226047e-02,2.1727855366e+02,2.5187715703e-07
3.3594191472e-02,2.1727837400e+02,2.5640170444e-07
3.3794156898e-02,2.1727819327e+02,2.6098011231e-07
3.3994122323e-02,2.1727801147e+02,2.6561269930e-07
3.4194087749e-02,2.1727782860e+02,2.7029978403e-07
3.4394053174e-02,2.1727764467e+02,2.7504168515e-07
3.4594018599e-02,2.1727745968e+02,2.7983872130e-07
3.4793984025e-02,2.1727727361e+02,2.8469121110e-07
3.4993949450e-02,2.1727708648e+02,2.8959947320e-07
3.5193914876e-02,2.1727689829e+02,2.9456382623e-07
3.5393880301e-02,2.1727670903e+02,2.9958458882e-07
3.5593845727e-02,2.1727651870e+02,3.0466207960e-07
3.5793811152e-02,2.1727632731e+02,3.0979661720e-07
3.5993776577e-02,2.1727613485e+02,3.1498852026e-07
3.6193742003e-02,2.1727594132e+02,3.2023810739e-07
3.6393707428e-02,2.1727574673e+02,3.2554569724e-07
3.6593672854e-02,2.1727555107e+02,3.3091160841e-07
3.6793638279e-02,2.1727535435e+02,3.3633615955e-07
3.6993603705e-02,2.1727515656e+02,3.4181966926e-07
3.7193569130e-02,2.1727495770e+02,3.4736245618e-07
3.7393534555e-02,2.1727475778e+02,3.5296483892e-07
3.7593499981e-02,2.1727455679e+02,3.5862713611e-07
3.7793465406e-02,2.1727435474e+02,3.6434966636e-07
3.7993430832e-02,2.1727415162e+02,3.7013274829e-07
3.8193396257e-02,2.1727394743e+02,3.7597670052e-07
3.8393361683e-02,2.1727374218e+02,3.8188184166e-07
3.8593327108e-02,2.1727353586e+02,3.8784849033e-07
3.8793292533e-02,2.1727332847e+02,3.9387696513e-07
3.8993257959e-02,2.1727312002e+02,3.9996758469e-07
3.9193223384e-02,2.1727291051e+02,4.0612066761e-07
3.9393188810e-02,2.1727269992e+02,4.1233653250e-07
3.9593154235e-02,2.1727248827e+02,4.1861549796e-07
3.9793119661e-02,2.1727227556e+02,4.2495788261e-07
3.9993085086e-02,2.1727206178e+02,4.3136400505e-07
4.0193050511e-02,2.1727184693e+02,4.3783418388e-07
4.0393015937e-02,2.1727163102e+02,4.4436873771e-07
4.0592981362e-02,2.1727141404e+02,4.5096798514e-07
4.0792946788e-02,2.1727119600e+02,4.5763224477e-07
4.0992912213e-02,2.1727097688e+02,4.6436183519e-07
4.1192877639e-02,2.1727075671e+02,4.7115707501e-07
4.1392843064e-02,2.1727053546e+02,4.7801828282e-07
4.1592808489e-02,2.1727031315e+02,4.8494577721e-07
4.1792773915e-02,2.1727008978e+02,4.9193987678e-07
4.1992739340e-02,2.1726986534e+02,4.9900090013e-07
4.2192704766e-02,2.1726963983e+02,5.0612916584e-07
4.2392670191e-02,2.1726941326e+02,5.1332499250e-07
4.2592635617e-02,2.1726918562e+02,5.2058869870e-07
4.2792601042e-02,2.1726895691e+02,5.2792060303e-07
4.2992566467e-02,2.1726872714e+02,5.3532102408e-07
4.3192531893e-02,2.1726849631e+02,5.4279028042e-07
4.3392497318e-02,2.1726826440e+02,5.5032869064e-07
4.3592462744e-02,2.1726803143e+02,5.5793657333e-07
4.3792428169e-02,2.1726779740e+02,5.6561424705e-07
4.3992393595e-02,2.1726756230e+02,5.7336203040e-07
4.4192359020e-02,2.1726732613e+02,5.8118024195e-07
4.4392324445e-02,2.1726708890e+02,5.8906920027e-07
4.4592289871e-02,2.1726685060e+02,5.9702922395e-07
4.4792255296e-02,2.1726661123e+02,6.0506063154e-07
4.4992220722e-02,2.1726637080e+02,6.1316374163e-07
4.5192186147e-02,2.1726612931e+02,6.2133887279e-07
4.5392151573e-02,2.1726588674e+02,6.2958634358e-07
4.5592116998e-02,2.1726564311e+02,6.3790647257e-07
4.5792082423e-02,2.1726539842e+02,6.4629957832e-07
4.5992047849e-02,2.1726515266e+02,6.5476597941e-07
4.6192013274e-02,2.1726490583e+02,6.6330599440e-07
4.6391978700e-02,2.1726465794e+02,6.7191994184e-07
4.6591944125e-02,2.1726440898e+02,6.8060814029e-07
4.6791909551e-02,2.1726415896e+02,6.8937090833e-07
4.6991874976e-02,2.1726390787e+02,6.9820856450e-07
4.7191840401e-02,2.1726365571e+02,7.0712142735e-07
4.7391805827e-02,2.1726340249e+02,7.1610981545e-07
4.7591771252e-02,2.1726314820e+02,7.2517404734e-07
4.7791736678e-02,2.1726289285e+02,7.3431444159e-07
4.7991702103e-02,2.1726263643e+02,7.4353131673e-07
4.8191667529e-02,2.1726237894e+02,7.5282499131e-07
4.8391632954e-02,2.1726212039e+02,7.6219578389e-07
4.8591598379e-02,2.1726186077e+02,7.7164401300e-07
4.8791563805e-02,2.1726160009e+02,7.8116999720e-07
4.8991529230e-02,2.1726133834e+02,7.9077405501e-07
4.9191494656e-02,2.1726107552e+02,8.0045650499e-07
4.9391460081e-02,2.1726081164e+02,8.1021766568e-07
4.9591425507e-02,2.1726054669e+02,8.2005785560e-07
4.9791390932e-02,2.1726028068e+02,8.2997739330e-07
4.9991356358e-02,2.1726001360e+02,8.3997659731e-07
5.0191321783e-02,2.1725974546e+02,8.5005578617e-07
5.0391287208e-02,2.1725947625e+02,8.6021527840e-07
5.0591252634e-02,2.1725920597e+02,8.7045539253e-07
5.0791218059e-02,2.1725893463e+02,8.8077644709e-07
5.0991183485e-02,2.1725866222e+02,8.9117876062e-07
5.1191148910e-02,2.1725838875e+02,9.0166265162e-07
5.1391114336e-02,2.1725811421e+02,9.1222843863e-07
5.1591079761e-02,2.1725783860e+02,9.2287644017e-07
5.1791045186e-02,2.1725756193e+02,9.3360697476e-07
5.1991010612e-02,2.1725728419e+02,9.4442036091e-07
5.2190976037e-02,2.1725700539e+02,9.5531691715e-07
5.2390941463e-02,2.1725672552e+02,9.6629696198e-07
5.2590906888e-02,2.1725644459e+02,9.7736081392e-07
5.2790872314e-02,2.1725616259e+02,9.8850879149e-07
5.2990837739e-02,2.1725587952e+02,9.9974121319e-07
5.3190803164e-02,2.1725559539e+02,1.0110583975e-06
5.3390768590e-02,2.1725531019e+02,1.0224606630e-06
5.3590734015e-02,2.1725502392e+02,1.0339483281e-06
5.3790699441e-02,2.1725473660e+02,1.0455217114e-06
5.3990664866e-02,2.1725444820e+02,1.0571811314e-06
5.4190630292e-02,2.1725415874e+02,1.0689269065e-06
5.4390595717e-02,2.1725386821e+02,1.0807593553e-06
5.4590561142e-02,2.1725357662e+02,1.0926787962e-06
5.4790526568e-02,2.1725328396e+02,1.1046855477e-06
5.4990491993e-02,2.1725299024e+02,1.1167799284e-06
5.5190457419e-02,2.1725269545e+02,1.1289622568e-06
5.5390422844e-02,2.1725239959e+02,1.1412328512e-06
5.5590388270e-02,2.1725210267e+02,1.1535920303e-06
5.5790353695e-02,2.1725180468e+02,1.1660401124e-06
5.5990319120e-02,2.1725150563e+02,1.1785774161e-06
5.6190284546e-02,2.1725120551e+02,1.1912042599e-06
5.6390249971e-02,2.1725090432e+02,1.2039209622e-06
5.6590215397e-02,2.1725060207e+02,1.2167278416e-06
5.6790180822e-02,2.1725029876e+02,1.2296252164e-06
5.6990146248e-02,2.1724999438e+02,1.2426134052e-06
5.7190111673e-02,2.1724968893e+02,1.2556927265e-06
5.7390077098e-02,2.1724938242e+02,1.2688634986e-06
5.7590042524e-02,2.1724907484e+02,1.2821260402e-06
5.7790007949e-02,2.1724876619e+02,1.2954806696e-06
5.7989973375e-02,2.1724845648e+02,1.3089277054e-06
5.8189938800e-02,2.1724814571e+02,1.3224674659e-06
5.8389904226e-02,2.1724783386e+02,1.3361002696e-06
5.8589869651e-02,2.1724752096e+02,1.3498264351e-06
5.8789835076e-02,2.1724720698e+02,1.3636462808e-06
5.8989800502e-02,2.1724689194e+02,1.3775601250e-06
5.9189765927e-02,2.1724657584e+02,1.3915682864e-06
5.9389731353e-02,2.1724625867e+02,1.4056710832e-06
5.9589696778e-02,2.1724594043e+02,1.4198688341e-06
5.9789662204e-02,2.1724562113e+02,1.4341618574e-06
5.9989627629e-02,2.1724530076e+02,1.4485504716e-06
6.0189593054e-02,2.1724497933e+02,1.4630349951e-06
6.0389558480e-02,2.1724465683e+02,1.4776157463e-06
6.0589523905e-02,2.1724433327e+02,1.4922930438e-06
6.0789489331e-02,2.1724400864e+02,1.5070672059e-06
6.0989454756e-02,2.1724368294e+02,1.5219385512e-06
6.1189420182e-02,2.1724335618e+02,1.5369073979e-06
6.1389385607e-02,2.1724302836e+02,1.5519740646e-06
6.1589351032e-02,2.1724269946e+02,1.5671388697e-06
6.1789316458e-02,2.1724236950e+02,1.5824021317e-06
6.1989281883e-02,2.1724203848e+02,1.5977641688e-06
6.2189247309e-02,2.1724170639e+02,1.6132252997e-06
6.2389212734e-02,2.1724137324e+02,1.6287858427e-06
6.2589178160e-02,2.1724103902e+02,1.6444461161e-06
6.2789143585e-02,2.1724070373e+02,1.6602064386e-06
6.2989109010e-02,2.1724036738e+02,1.6760671284e-06
6.3189074436e-02,2.1724002996e+02,1.6920285039e-06
6.3389039861e-02,2.1723969148e+02,1.7080908837e-06
6.3589005287e-02,2.1723935193e+02,1.7242545861e-06
6.3788970712e-02,2.1723901132e+02,1.7405199294e-06
6.3988936138e-02,2.1723866964e+02,1.7568872323e-06
6.4188901563e-02,2.1723832689e+02,1.7733568129e-06
6.4388866988e-02,2.1723798308e+02,1.7899289898e-06
6.4588832414e-02,2.1723763820e+02,1.8066040813e-06
6.4788797839e-02,2.1723729226e+02,1.8233824059e-06
6.4988763265e-02,2.1723694526e+02,1.8402642819e-06
6.5188728690e-02,2.1723659718e+02,1.8572500277e-06
6.5388694116e-02,2.1723624804e+02,1.8743399618e-06
6.5588659541e-02,2.1723589784e+02,1.8915344025e-06
6.5788624966e-02,2.1723554657e+02,1.9088336681e-06
6.5988590392e-02,2.1723519424e+02,1.9262380772e-06
6.6188555817e-02,2.1723484083e+02,1.9437479481e-06
6.6388521243e-02,2.1723448637e+02,1.9613635991e-06
6.6588486668e-02,2.1723413084e+02,1.9790853487e-06
6.6788452094e-02,2.1723377424e+02,1.9969135153e-06
6.6988417519e-02,2.1723341658e+02,2.0148484171e-06
6.7188382944e-02,2.1723305785e+02,2.0328903726e-06
6.7388348370e-02,2.1723269806e+02,2.0510397002e-06
6.7588313795e-02,2.1723233720e+02,2.0692967181e-06
6.7788279221e-02,2.1723197527e+02,2.0876617449e-06
6.7988244646e-02,2.1723161228e+02,2.1061350989e-06
6.8188210072e-02,2.1723124823e+02,2.1247170984e-06
6.8388175497e-02,2.1723088311e+02,2.1434080617e-06
6.8588140922e-02,2.1723051692e+02,2.1622083073e-06
6.8788106348e-02,2.1723014967e+02,2.1811181536e-06
6.8988071773e-02,2.1722978135e+02,2.2001379187e-06
6.9188037199e-02,2.1722941197e+02,2.2192679212e-06
6.9388002624e-02,2.1722904152e+02,2.2385084794e-06
6.9587968050e-02,2.1722867001e+02,2.2578599116e-06
6.9787933475e-02,2.1722829743e+02,2.2773225362e-06
6.9987898901e-02,2.1722792378e+02,2.2968966714e-06
7.0187864326e-02,2.1722754907e+02,2.3165826357e-06
7.0387829751e-02,2.1722717330e+02,2.3363807475e-06
7.0587795177e-02,2.1722679646e+02,2.3562913249e-06
7.0787760602e-02,2.1722641855e+02,2.3763146864e-06
7.0987726028e-02,2.1722603958e+02,2.3964511503e-06
7.1187691453e-02,2.1722565954e+02,2.4167010350e-06
7.1387656879e-02,2.1722527844e+02,2.4370646587e-06
7.1587622304e-02,2.1722489627e+02,2.4575423398e-06
7.1787587729e-02,2.1722451304e+02,2.4781343966e-06
7.1987553155e-02,2.1722412874e+02,2.4988411475e-06
7.2187518580e-02,2.1722374338e+02,2.5196629107e-06
7.2387484006e-02,2.1722335695e+02,2.5406000046e-06
7.2587449431e-02,2.1722296945e+02,2.5616527475e-06
7.2787414857e-02,2.1722258089e+02,2.5828214577e-06
7.2987380282e-02,2.1722219127e+02,2.6041064535e-06
7.3187345707e-02,2.1722180058e+02,2.6255080533e-06
7.3387311133e-02,2.1722140882e+02,2.6470265752e-06
7.3587276558e-02,2.1722101600e+02,2.6686623378e-06
7.3787241984e-02,2.1722062211e+02,2.6904156591e-06
7.3987207409e-02,2.1722022716e+02,2.7122868576e-06
7.4187172835e-02,2.1721983114e+02,2.7342762515e-06
7.4387138260e-02,2.1721943406e+02,2.7563841592e-06
7.4587103685e-02,2.1721903591e+02,2.7786108989e-06
7.4787069111e-02,2.1721863670e+02,2.8009567889e-06
7.4987034536e-02,2.1721823642e+02,2.8234221475e-06
7.5186999962e-02,2.1721783508e+02,2.8460072929e-06
7.5386965387e-02,2.1721743267e+02,2.8687125436e-06
7.5586930813e-02,2.1721702920e+02,2.8915382177e-06
7.5786896238e-02,2.1721662466e+02,2.9144846335e-06
7.5986861663e-02,2.1721621905e+02,2.9375521094e-06
7.6186827089e-02,2.1721581238e+02,2.9607409635e-06
7.6386792514e-02,2.1721540465e+02,2.9840515142e-06
7.6586757940e-02,2.1721499585e+02,3.0074840797e-06
7.6786723365e-02,2.1721458598e+02,3.0310389782e-06
7.6986688791e-02,2.1721417505e+02,3.0547165282e-06
7.7186654216e-02,2.1721376305e+02,3.0785170477e-06
7.7386619641e-02,2.1721334999e+02,3.1024408551e-06
7.7586585067e-02,2.1721293587e+02,3.1264882686e-06
7.7786550492e-02,2.1721252068e+02,3.1506596065e-06
7.7986515918e-02,2.1721210442e+02,3.1749551871e-06
7.8186481343e-02,2.1721168710e+02,3.1993753285e-06
7.8386446769e-02,2.1721126871e+02,3.2239203491e-06
7.8586412194e-02,2.1721084926e+02,3.2485905670e-06
7.8786377619e-02,2.1721042874e+02,3.2733863005e-06
7.8986343045e-02,2.1721000716e+02,3.2983078679e-06
7.9186308470e-02,2.1720958451e+02,3.3233555874e-06
7.9386273896e-02,2.1720916079e+02,3.3485297772e-06
7.9586239321e-02,2.1720873602e+02,3.3738307555e-06
7.9786204747e-02,2.1720831017e+02,3.3992588407e-06
7.9986170172e-02,2.1720788326e+02,3.4248143508e-06
8.0186135597e-02,2.1720745529e+02,3.4504976042e-06
8.0386101023e-02,2.1720702625e+02,3.4763089191e-06
8.0586066448e-02,2.1720659615e+02,3.5022486136e-06
8.0786031874e-02,2.1720616498e+02,3.5283170060e-06
8.0985997299e-02,2.1720573274e+02,3.5545144145e-06
8.1185962725e-02,2.1720529945e+02,3.5808411574e-06
8.1385928150e-02,2.1720486508e+02,3.6072975528e-06
8.1585893575e-02,2.1720442965e+02,3.6338839189e-06
8.1785859001e-02,2.1720399316e+02,3.6606005739e-06
8.1985824426e-02,2.1720355560e+02,3.6874478361e-06
8.2185789852e-02,2.1720311697e+02,3.7144260236e-06
8.2385755277e-02,2.1720267728e+02,3.7415354547e-06
8.2585720703e-02,2.1720223653e+02,3.7687764474e-06
8.2785686128e-02,2.1720179471e+02,3.7961493201e-06
8.2985651553e-02,2.1720135182e+02,3.8236543909e-06
8.3185616979e-02,2.1720090787e+02,3.8512919780e-06
8.3385582404e-02,2.1720046286e+02,3.8790623996e-06
8.3585547830e-02,2.1720001678e+02,3.9069659738e-06
8.3785513255e-02,2.1719956963e+02,3.9350030189e-06
8.3985478681e-02,2.1719912142e+02,3.9631738530e-06
8.4185444106e-02,2.1719867215e+02,3.9914787942e-06
8.4385409531e-02,2.1719822181e+02,4.0199181608e-06
8.4585374957e-02,2.1719777040e+02,4.0484922709e-06
8.4785340382e-02,2.1719731793e+02,4.0772014427e-06
8.4985305808e-02,2.1719686440e+02,4.1060459943e-06
8.5185271233e-02,2.1719640980e+02,4.1350262439e-06
8.5385236659e-02,2.1719595413e+02,4.1641425097e-06
8.5585202084e-02,2.1719549740e+02,4.1933951098e-06
8.5785167509e-02,2.1719503961e+02,4.2227843624e-06
8.5985132935e-02,2.1719458075e+02,4.2523105856e-06
8.6185098360e-02,2.1719412082e+02,4.2819740975e-06
8.6385063786e-02,2.1719365983e+02,4.3117752163e-06
8.6585029211e-02,2.1719319778e+02,4.3417142602e-06
8.6784994637e-02,2.1719273466e+02,4.3717915472e-06
8.6984960062e-02,2.1719227047e+02,4.4020073955e-06
8.7184925487e-02,2.1719180522e+02,4.4323621233e-06
8.7384890913e-02,2.1719133891e+02,4.4628560487e-06
8.7584856338e-02,2.1719087153e+02,4.4934894897e-06
8.7784821764e-02,2.1719040308e+02,4.5242627646e-06
8.7984787189e-02,2.1718993358e+02,4.5551761914e-06
8.8184752615e-02,2.1718946300e+02,4.5862300883e-06
8.8384718040e-02,2.1718899136e+02,4.6174247734e-06
8.8584683465e-02,2.1718851866e+02,4.6487605647e-06
8.8784648891e-02,2.1718804489e+02,4.6802377804e-06
8.8984614316e-02,2.1718757006e+02,4.7118567387e-06
8.9184579742e-02,2.1718709416e+02,4.7436177575e-06
8.9384545167e-02,2.1718661720e+02,4.7755211551e-06
8.9584510593e-02,2.1718613917e+02,4.8075672494e-06
8.9784476018e-02,2.1718566007e+02,4.8397563587e-06
8.9984441443e-02,2.1718517992e+02,4.8720888009e-06
9.0184406869e-02,2.1718469869e+02,4.9045648943e-06
9.0384372294e-02,2.1718421641e+02,4.9371849568e-06
9.0584337720e-02,2.1718373305e+02,4.9699493065e-06
9.0784303145e-02,2.1718324864e+02,5.0028582616e-06
9.0984268571e-02,2.1718276316e+02,5.0359121401e-06
9.1184233996e-02,2.1718227661e+02,5.0691112601e-06
9.1384199422e-02,2.1718178900e+02,5.1024559397e-06
9.1584164847e-02,2.1718130032e+02,5.1359464969e-06
9.1784130272e-02,2.1718081058e+02,5.1695832498e-06
9.1984095698e-02,2.1718031978e+02,5.2033665164e-06
9.2184061123e-02,2.1717982791e+02,5.2372966149e-06
9.2384026549e-02,2.1717933497e+02,5.2713738633e-06
9.2583991974e-02,2.1717884097e+02,5.3055985796e-06
9.2783957400e-02,2.1717834591e+02,5.3399710819e-06
9.2983922825e-02,2.1717784978e+02,5.3744916882e-06
