r,P,m
1.7560963661e+00,8.1954047632e+02,4.3048636684e-02
1.7562963316e+00,8.1951293663e+02,4.3062868322e-02
1.7564962970e+00,8.1948539460e+02,4.3077102937e-02
1.7566962624e+00,8.1945785025e+02,4.3091340529e-02
1.7568962278e+00,8.1943030356e+02,4.3105581099e-02
1.7570961933e+00,8.1940275453e+02,4.3119824646e-02
1.7572961587e+00,8.1937520317e+02,4.3134071171e-02
1.7574961241e+00,8.1934764948e+02,4.3148320674e-02
1.7576960895e+00,8.1932009346e+02,4.3162573156e-02
1.7578960550e+00,8.1929253510e+02,4.3176828616e-02
1.7580960204e+00,8.1926497441e+02,4.3191087055e-02
1.7582959858e+00,8.1923741139e+02,4.3205348473e-02
1.7584959512e+00,8.1920984603e+02,4.3219612870e-02
1.7586959167e+00,8.1918227835e+02,4.3233880247e-02
1.7588958821e+00,8.1915470833e+02,4.3248150603e-02
1.7590958475e+00,8.1912713598e+02,4.3262423939e-02
1.7592958129e+00,8.1909956130e+02,4.3276700256e-02
1.7594957784e+00,8.1907198429e+02,4.3290979553e-02
1.7596957438e+00,8.1904440495e+02,4.3305261830e-02
1.7598957092e+00,8.1901682328e+02,4.3319547088e-02
1.7600956746e+00,8.1898923928e+02,4.3333835328e-02
1.7602956401e+00,8.1896165295e+02,4.3348126548e-02
1.7604956055e+00,8.1893406429e+02,4.3362420750e-02
1.7606955709e+00,8.1890647330e+02,4.3376717934e-02
1.7608955363e+00,8.1887887998e+02,4.3391018099e-02
1.7610955018e+00,8.1885128433e+02,4.3405321247e-02
1.7612954672e+00,8.1882368636e+02,4.3419627377e-02
1.7614954326e+00,8.1879608605e+02,4.3433936490e-02
1.7616953980e+00,8.1876848342e+02,4.3448248586e-02
1.7618953635e+00,8.1874087846e+02,4.3462563664e-02
1.7620953289e+00,8.1871327117e+02,4.3476881726e-02
1.7622952943e+00,8.1868566156e+02,4.3491202771e-02
1.7624952597e+00,8.1865804962e+02,4.3505526800e-02
1.7626952252e+00,8.1863043535e+02,4.3519853813e-02
1.7628951906e+00,8.1860281876e+02,4.3534183811e-02
1.7630951560e+00,8.1857519984e+02,4.3548516792e-02
1.7632951214e+00,8.1854757859e+02,4.3562852758e-02
1.7634950869e+00,8.1851995502e+02,4.3577191709e-02
1.7636950523e+00,8.1849232912e+02,4.3591533645e-02
1.7638950177e+00,8.1846470090e+02,4.3605878566e-02
1.7640949831e+00,8.1843707035e+02,4.3620226473e-02
1.7642949486e+00,8.1840943748e+02,4.3634577365e-02
1.7644949140e+00,8.1838180228e+02,4.3648931244e-02
1.7646948794e+00,8.1835416476e+02,4.3663288108e-02
1.7648948448e+00,8.1832652491e+02,4.3677647959e-02
1.7650948103e+00,8.1829888274e+02,4.3692010796e-02
1.7652947757e+00,8.1827123825e+02,4.3706376621e-02
1.7654947411e+00,8.1824359144e+02,4.3720745432e-02
1.7656947065e+00,8.1821594230e+02,4.3735117231e-02
1.7658946720e+00,8.1818829084e+02,4.3749492017e-02
1.7660946374e+00,8.1816063705e+02,4.3763869790e-02
1.7662946028e+00,8.1813298095e+02,4.3778250552e-02
1.7664945682e+00,8.1810532252e+02,4.3792634302e-02
1.7666945337e+00,8.1807766177e+02,4.3807021040e-02
1.7668944991e+00,8.1804999870e+02,4.3821410767e-02
1.7670944645e+00,8.1802233331e+02,4.3835803483e-02
1.7672944300e+00,8.1799466560e+02,4.3850199187e-02
1.7674943954e+00,8.1796699556e+02,4.3864597881e-02
1.7676943608e+00,8.1793932321e+02,4.3878999565e-02
1.7678943262e+00,8.1791164853e+02,4.3893404238e-02
1.7680942917e+00,8.1788397154e+02,4.3907811901e-02
1.7682942571e+00,8.1785629223e+02,4.3922222554e-02
1.7684942225e+00,8.1782861059e+02,4.3936636198e-02
1.7686941879e+00,8.1780092664e+02,4.3951052832e-02
1.7688941534e+00,8.1777324037e+02,4.3965472457e-02
1.7690941188e+00,8.1774555178e+02,4.3979895073e-02
1.7692940842e+00,8.1771786087e+02,4.3994320680e-02
1.7694940496e+00,8.1769016765e+02,4.4008749279e-02
1.7696940151e+00,8.1766247210e+02,4.4023180869e-02
1.7698939805e+00,8.1763477424e+02,4.4037615451e-02
1.7700939459e+00,8.1760707406e+02,4.4052053026e-02
1.7702939113e+00,8.1757937157e+02,4.4066493593e-02
1.7704938768e+00,8.1755166675e+02,4.4080937152e-02
1.7706938422e+00,8.1752395962e+02,4.4095383704e-02
1.7708938076e+00,8.1749625018e+02,4.4109833250e-02
1.7710937730e+00,8.1746853841e+02,4.4124285788e-02
1.7712937385e+00,8.1744082434e+02,4.4138741320e-02
1.7714937039e+00,8.1741310794e+02,4.4153199846e-02
1.7716936693e+00,8.1738538923e+02,4.4167661365e-02
1.7718936347e+00,8.1735766821e+02,4.4182125879e-02
1.7720936002e+00,8.1732994487e+02,4.4196593387e-02
1.7722935656e+00,8.1730221922e+02,4.4211063889e-02
1.7724935310e+00,8.1727449125e+02,4.4225537387e-02
1.7726934964e+00,8.1724676097e+02,4.4240013879e-02
1.7728934619e+00,8.1721902837e+02,4.4254493367e-02
1.7730934273e+00,8.1719129346e+02,4.4268975850e-02
1.7732933927e+00,8.1716355624e+02,4.4283461329e-02
1.7734933581e+00,8.1713581670e+02,4.4297949803e-02
1.7736933236e+00,8.1710807485e+02,4.4312441274e-02
1.7738932890e+00,8.1708033069e+02,4.4326935741e-02
1.7740932544e+00,8.1705258422e+02,4.4341433205e-02
1.7742932198e+00,8.1702483543e+02,4.4355933665e-02
1.7744931853e+00,8.1699708433e+02,4.4370437123e-02
1.7746931507e+00,8.1696933093e+02,4.4384943577e-02
1.7748931161e+00,8.1694157520e+02,4.4399453029e-02
1.7750930815e+00,8.1691381717e+02,4.4413965479e-02
1.7752930470e+00,8.1688605683e+02,4.4428480927e-02
1.7754930124e+00,8.1685829418e+02,4.4442999372e-02
1.7756929778e+00,8.1683052921e+02,4.4457520816e-02
1.7758929432e+00,8.1680276194e+02,4.4472045259e-02
1.7760929087e+00,8.1677499236e+02,4.4486572700e-02
1.7762928741e+00,8.1674722047e+02,4.4501103140e-02
1.7764928395e+00,8.1671944626e+02,4.4515636580e-02
1.7766928049e+00,8.1669166975e+02,4.4530173019e-02
1.7768927704e+00,8.1666389093e+02,4.4544712457e-02
1.7770927358e+00,8.1663610980e+02,4.4559254896e-02
1.7772927012e+00,8.1660832637e+02,4.4573800334e-02
1.7774926666e+00,8.1658054062e+02,4.4588348773e-02
1.7776926321e+00,8.1655275257e+02,4.4602900212e-02
1.7778925975e+00,8.1652496221e+02,4.4617454652e-02
1.7780925629e+00,8.1649716954e+02,4.4632012093e-02
1.7782925283e+00,8.1646937457e+02,4.4646572536e-02
1.7784924938e+00,8.1644157729e+02,4.4661135979e-02
1.7786924592e+00,8.1641377770e+02,4.4675702424e-02
1.7788924246e+00,8.1638597581e+02,4.4690271871e-02
1.7790923901e+00,8.1635817161e+02,4.4704844320e-02
1.7792923555e+00,8.1633036510e+02,4.4719419772e-02
1.7794923209e+00,8.1630255629e+02,4.4733998226e-02
1.7796922863e+00,8.1627474517e+02,4.4748579682e-02
1.7798922518e+00,8.1624693175e+02,4.4763164142e-02
1.7800922172e+00,8.1621911602e+02,4.4777751604e-02
1.7802921826e+00,8.1619129799e+02,4.4792342070e-02
1.7804921480e+00,8.1616347766e+02,4.4806935540e-02
1.7806921135e+00,8.1613565502e+02,4.4821532013e-02
1.7808920789e+00,8.1610783008e+02,4.4836131491e-02
1.7810920443e+00,8.1608000283e+02,4.4850733972e-02
1.7812920097e+00,8.1605217328e+02,4.4865339459e-02
1.7814919752e+00,8.1602434143e+02,4.4879947949e-02
1.7816919406e+00,8.1599650728e+02,4.4894559445e-02
1.7818919060e+00,8.1596867082e+02,4.4909173946e-02
1.7820918714e+00,8.1594083206e+02,4.4923791452e-02
1.7822918369e+00,8.1591299100e+02,4.4938411964e-02
1.7824918023e+00,8.1588514763e+02,4.4953035482e-02
1.7826917677e+00,8.1585730197e+02,4.4967662005e-02
1.7828917331e+00,8.1582945400e+02,4.4982291535e-02
1.7830916986e+00,8.1580160374e+02,4.4996924071e-02
1.7832916640e+00,8.1577375117e+02,4.5011559614e-02
1.7834916294e+00,8.1574589630e+02,4.5026198164e-02
1.7836915948e+00,8.1571803913e+02,4.5040839721e-02
1.7838915603e+00,8.1569017966e+02,4.5055484285e-02
1.7840915257e+00,8.1566231790e+02,4.5070131857e-02
1.7842914911e+00,8.1563445383e+02,4.5084782436e-02
1.7844914565e+00,8.1560658746e+02,4.5099436024e-02
1.7846914220e+00,8.1557871880e+02,4.5114092619e-02
1.7848913874e+00,8.1555084783e+02,4.5128752223e-02
1.7850913528e+00,8.1552297457e+02,4.5143414836e-02
1.7852913182e+00,8.1549509901e+02,4.5158080458e-02
1.7854912837e+00,8.1546722115e+02,4.5172749088e-02
1.7856912491e+00,8.1543934099e+02,4.5187420728e-02
1.7858912145e+00,8.1541145854e+02,4.5202095377e-02
1.7860911799e+00,8.1538357379e+02,4.5216773036e-02
1.7862911454e+00,8.1535568674e+02,4.5231453705e-02
1.7864911108e+00,8.1532779740e+02,4.5246137385e-02
1.7866910762e+00,8.1529990576e+02,4.5260824074e-02
1.7868910416e+00,8.1527201182e+02,4.5275513774e-02
1.7870910071e+00,8.1524411559e+02,4.5290206485e-02
1.7872909725e+00,8.1521621706e+02,4.5304902207e-02
1.7874909379e+00,8.1518831624e+02,4.5319600940e-02
1.7876909033e+00,8.1516041312e+02,4.5334302685e-02
1.7878908688e+00,8.1513250771e+02,4.5349007441e-02
1.7880908342e+00,8.1510460000e+02,4.5363715210e-02
1.7882907996e+00,8.1507668999e+02,4.5378425990e-02
1.7884907650e+00,8.1504877770e+02,4.5393139783e-02
1.7886907305e+00,8.1502086311e+02,4.5407856588e-02
1.7888906959e+00,8.1499294622e+02,4.5422576406e-02
1.7890906613e+00,8.1496502705e+02,4.5437299237e-02
1.7892906267e+00,8.1493710558e+02,4.5452025081e-02
1.7894905922e+00,8.1490918181e+02,4.5466753939e-02
1.7896905576e+00,8.1488125576e+02,4.5481485810e-02
1.7898905230e+00,8.1485332741e+02,4.5496220695e-02
1.7900904884e+00,8.1482539677e+02,4.5510958594e-02
1.7902904539e+00,8.1479746384e+02,4.5525699508e-02
1.7904904193e+00,8.1476952861e+02,4.5540443436e-02
1.7906903847e+00,8.1474159110e+02,4.5555190379e-02
1.7908903502e+00,8.1471365129e+02,4.5569940336e-02
1.7910903156e+00,8.1468570920e+02,4.5584693309e-02
1.7912902810e+00,8.1465776481e+02,4.5599449298e-02
1.7914902464e+00,8.1462981813e+02,4.5614208301e-02
1.7916902119e+00,8.1460186916e+02,4.5628970321e-02
1.7918901773e+00,8.1457391791e+02,4.5643735357e-02
1.7920901427e+00,8.1454596436e+02,4.5658503409e-02
1.7922901081e+00,8.1451800852e+02,4.5673274477e-02
1.7924900736e+00,8.1449005040e+02,4.5688048562e-02
1.7926900390e+00,8.1446208999e+02,4.5702825664e-02
1.7928900044e+00,8.1443412728e+02,4.5717605783e-02
1.7930899698e+00,8.1440616229e+02,4.5732388920e-02
1.7932899353e+00,8.1437819501e+02,4.5747175074e-02
1.7934899007e+00,8.1435022545e+02,4.5761964246e-02
1.7936898661e+00,8.1432225359e+02,4.5776756435e-02
1.7938898315e+00,8.1429427945e+02,4.5791551643e-02
1.7940897970e+00,8.1426630302e+02,4.5806349870e-02
1.7942897624e+00,8.1423832431e+02,4.5821151115e-02
1.7944897278e+00,8.1421034331e+02,4.5835955379e-02
1.7946896932e+00,8.1418236002e+02,4.5850762661e-02
1.7948896587e+00,8.1415437445e+02,4.5865572964e-02
1.7950896241e+00,8.1412638659e+02,4.5880386285e-02
1.7952895895e+00,8.1409839644e+02,4.5895202627e-02
1.7954895549e+00,8.1407040401e+02,4.5910021988e-02
1.7956895204e+00,8.1404240930e+02,4.5924844370e-02
1.7958894858e+00,8.1401441230e+02,4.5939669772e-02
1.7960894512e+00,8.1398641302e+02,4.5954498194e-02
1.7962894166e+00,8.1395841145e+02,4.5969329638e-02
1.7964893821e+00,8.1393040760e+02,4.5984164102e-02
1.7966893475e+00,8.1390240146e+02,4.5999001587e-02
1.7968893129e+00,8.1387439304e+02,4.6013842094e-02
1.7970892783e+00,8.1384638234e+02,4.6028685623e-02
1.7972892438e+00,8.1381836935e+02,4.6043532174e-02
1.7974892092e+00,8.1379035409e+02,4.6058381746e-02
1.7976891746e+00,8.1376233654e+02,4.6073234341e-02
1.7978891400e+00,8.1373431670e+02,4.6088089959e-02
1.7980891055e+00,8.1370629459e+02,4.6102948599e-02
1.7982890709e+00,8.1367827019e+02,4.6117810262e-02
1.7984890363e+00,8.1365024352e+02,4.6132674949e-02
1.7986890017e+00,8.1362221456e+02,4.6147542659e-02
1.7988889672e+00,8.1359418332e+02,4.6162413392e-02
1.7990889326e+00,8.1356614980e+02,4.6177287149e-02
1.7992888980e+00,8.1353811400e+02,4.6192163931e-02
1.7994888634e+00,8.1351007592e+02,4.6207043736e-02
1.7996888289e+00,8.1348203556e+02,4.6221926566e-02
1.7998887943e+00,8.1345399292e+02,4.6236812421e-02
1.8000887597e+00,8.1342594800e+02,4.6251701301e-02
1.8002887251e+00,8.1339790080e+02,4.6266593205e-02
1.8004886906e+00,8.1336985132e+02,4.6281488135e-02
1.8006886560e+00,8.1334179957e+02,4.6296386091e-02
1.8008886214e+00,8.1331374554e+02,4.6311287072e-02
1.8010885868e+00,8.1328568922e+02,4.6326191080e-02
1.8012885523e+00,8.1325763063e+02,4.6341098114e-02
1.8014885177e+00,8.1322956977e+02,4.6356008174e-02
1.8016884831e+00,8.1320150662e+02,4.6370921260e-02
1.8018884485e+00,8.1317344120e+02,4.6385837374e-02
1.8020884140e+00,8.1314537350e+02,4.6400756514e-02
1.8022883794e+00,8.1311730353e+02,4.6415678682e-02
1.8024883448e+00,8.1308923128e+02,4.6430603878e-02
1.8026883103e+00,8.1306115675e+02,4.6445532101e-02
1.8028882757e+00,8.1303307994e+02,4.6460463352e-02
1.8030882411e+00,8.1300500087e+02,4.6475397631e-02
1.8032882065e+00,8.1297691951e+02,4.6490334938e-02
1.8034881720e+00,8.1294883588e+02,4.6505275274e-02
1.8036881374e+00,8.1292074998e+02,4.6520218639e-02
1.8038881028e+00,8.1289266180e+02,4.6535165033e-02
1.8040880682e+00,8.1286457135e+02,4.6550114456e-02
1.8042880337e+00,8.1283647862e+02,4.6565066908e-02
1.8044879991e+00,8.1280838362e+02,4.6580022391e-02
1.8046879645e+00,8.1278028635e+02,4.6594980903e-02
1.8048879299e+00,8.1275218680e+02,4.6609942445e-02
1.8050878954e+00,8.1272408498e+02,4.6624907017e-02
1.8052878608e+00,8.1269598089e+02,4.6639874620e-02
1.8054878262e+00,8.1266787453e+02,4.6654845253e-02
1.8056877916e+00,8.1263976589e+02,4.6669818918e-02
1.8058877571e+00,8.1261165498e+02,4.6684795614e-02
1.8060877225e+00,8.1258354180e+02,4.6699775341e-02
1.8062876879e+00,8.1255542635e+02,4.6714758099e-02
1.8064876533e+00,8.1252730862e+02,4.6729743890e-02
1.8066876188e+00,8.1249918863e+02,4.6744732712e-02
1.8068875842e+00,8.1247106636e+02,4.6759724567e-02
1.8070875496e+00,8.1244294183e+02,4.6774719454e-02
1.8072875150e+00,8.1241481502e+02,4.6789717374e-02
1.8074874805e+00,8.1238668595e+02,4.6804718326e-02
1.8076874459e+00,8.1235855460e+02,4.6819722312e-02
1.8078874113e+00,8.1233042099e+02,4.6834729331e-02
1.8080873767e+00,8.1230228510e+02,4.6849739383e-02
1.8082873422e+00,8.1227414695e+02,4.6864752469e-02
1.8084873076e+00,8.1224600653e+02,4.6879768589e-02
1.8086872730e+00,8.1221786384e+02,4.6894787744e-02
1.8088872384e+00,8.1218971888e+02,4.6909809932e-02
1.8090872039e+00,8.1216157166e+02,4.6924835156e-02
1.8092871693e+00,8.1213342216e+02,4.6939863414e-02
1.8094871347e+00,8.1210527040e+02,4.6954894707e-02
1.8096871001e+00,8.1207711638e+02,4.6969929035e-02
1.8098870656e+00,8.1204896008e+02,4.6984966399e-02
1.8100870310e+00,8.1202080152e+02,4.7000006798e-02
1.8102869964e+00,8.1199264069e+02,4.7015050233e-02
1.8104869618e+00,8.1196447760e+02,4.7030096704e-02
1.8106869273e+00,8.1193631224e+02,4.7045146212e-02
1.8108868927e+00,8.1190814462e+02,4.7060198756e-02
1.8110868581e+00,8.1187997473e+02,4.7075254337e-02
1.8112868235e+00,8.1185180257e+02,4.7090312954e-02
1.8114867890e+00,8.1182362815e+02,4.7105374609e-02
1.8116867544e+00,8.1179545147e+02,4.7120439301e-02
1.8118867198e+00,8.1176727252e+02,4.7135507031e-02
1.8120866852e+00,8.1173909131e+02,4.7150577799e-02
1.8122866507e+00,8.1171090783e+02,4.7165651604e-02
1.8124866161e+00,8.1168272209e+02,4.7180728448e-02
1.8126865815e+00,8.1165453409e+02,4.7195808330e-02
1.8128865469e+00,8.1162634382e+02,4.7210891251e-02
1.8130865124e+00,8.1159815129e+02,4.7225977211e-02
1.8132864778e+00,8.1156995650e+02,4.7241066210e-02
1.8134864432e+00,8.1154175945e+02,4.7256158248e-02
1.8136864087e+00,8.1151356013e+02,4.7271253325e-02
1.8138863741e+00,8.1148535855e+02,4.7286351442e-02
1.8140863395e+00,8.1145715471e+02,4.7301452600e-02
1.8142863049e+00,8.1142894861e+02,4.7316556797e-02
1.8144862704e+00,8.1140074025e+02,4.7331664034e-02
1.8146862358e+00,8.1137252963e+02,4.7346774313e-02
1.8148862012e+00,8.1134431675e+02,4.7361887632e-02
1.8150861666e+00,8.1131610161e+02,4.7377003992e-02
1.8152861321e+00,8.1128788420e+02,4.7392123393e-02
1.8154860975e+00,8.1125966454e+02,4.7407245835e-02
1.8156860629e+00,8.1123144262e+02,4.7422371319e-02
1.8158860283e+00,8.1120321844e+02,4.7437499845e-02
1.8160859938e+00,8.1117499200e+02,4.7452631413e-02
1.8162859592e+00,8.1114676330e+02,4.7467766024e-02
1.8164859246e+00,8.1111853235e+02,4.7482903677e-02
1.8166858900e+00,8.1109029913e+02,4.7498044372e-02
1.8168858555e+00,8.1106206366e+02,4.7513188110e-02
1.8170858209e+00,8.1103382593e+02,4.7528334892e-02
1.8172857863e+00,8.1100558594e+02,4.7543484717e-02
1.8174857517e+00,8.1097734370e+02,4.7558637585e-02
1.8176857172e+00,8.1094909920e+02,4.7573793497e-02
1.8178856826e+00,8.1092085244e+02,4.7588952453e-02
1.8180856480e+00,8.1089260342e+02,4.7604114454e-02
1.8182856134e+00,8.1086435215e+02,4.7619279498e-02
1.8184855789e+00,8.1083609863e+02,4.7634447587e-02
1.8186855443e+00,8.1080784284e+02,4.7649618721e-02
1.8188855097e+00,8.1077958481e+02,4.7664792901e-02
1.8190854751e+00,8.1075132452e+02,4.7679970125e-02
1.8192854406e+00,8.1072306197e+02,4.7695150395e-02
1.8194854060e+00,8.1069479717e+02,4.7710333710e-02
1.8196853714e+00,8.1066653011e+02,4.7725520071e-02
1.8198853368e+00,8.1063826080e+02,4.7740709479e-02
1.8200853023e+00,8.1060998924e+02,4.7755901932e-02
1.8202852677e+00,8.1058171542e+02,4.7771097432e-02
1.8204852331e+00,8.1055343935e+02,4.7786295979e-02
1.8206851985e+00,8.1052516103e+02,4.7801497573e-02
1.8208851640e+00,8.1049688045e+02,4.7816702214e-02
1.8210851294e+00,8.1046859762e+02,4.7831909903e-02
1.8212850948e+00,8.1044031254e+02,4.7847120638e-02
1.8214850602e+00,8.1041202521e+02,4.7862334422e-02
1.8216850257e+00,8.1038373562e+02,4.7877551254e-02
1.8218849911e+00,8.1035544378e+02,4.7892771134e-02
1.8220849565e+00,8.1032714970e+02,4.7907994062e-02
1.8222849219e+00,8.1029885336e+02,4.7923220039e-02
1.8224848874e+00,8.1027055477e+02,4.7938449065e-02
1.8226848528e+00,8.1024225393e+02,4.7953681139e-02
1.8228848182e+00,8.1021395084e+02,4.7968916263e-02
1.8230847836e+00,8.1018564550e+02,4.7984154437e-02
1.8232847491e+00,8.1015733791e+02,4.7999395660e-02
1.8234847145e+00,8.1012902807e+02,4.8014639933e-02
1.8236846799e+00,8.1010071598e+02,4.8029887257e-02
1.8238846453e+00,8.1007240165e+02,4.8045137630e-02
1.8240846108e+00,8.1004408506e+02,4.8060391054e-02
1.8242845762e+00,8.1001576623e+02,4.8075647529e-02
1.8244845416e+00,8.0998744515e+02,4.8090907055e-02
1.8246845070e+00,8.0995912182e+02,4.8106169632e-02
1.8248844725e+00,8.0993079624e+02,4.8121435260e-02
1.8250844379e+00,8.0990246841e+02,4.8136703940e-02
1.8252844033e+00,8.0987413834e+02,4.8151975672e-02
1.8254843688e+00,8.0984580602e+02,4.8167250455e-02
1.8256843342e+00,8.0981747146e+02,4.8182528291e-02
1.8258842996e+00,8.0978913465e+02,4.8197809180e-02
1.8260842650e+00,8.0976079559e+02,4.8213093121e-02
1.8262842305e+00,8.0973245428e+02,4.8228380115e-02
1.8264841959e+00,8.0970411073e+02,4.8243670161e-02
1.8266841613e+00,8.0967576494e+02,4.8258963262e-02
1.8268841267e+00,8.0964741690e+02,4.8274259415e-02
1.8270840922e+00,8.0961906662e+02,4.8289558623e-02
1.8272840576e+00,8.0959071409e+02,4.8304860884e-02
1.8274840230e+00,8.0956235931e+02,4.8320166199e-02
1.8276839884e+00,8.0953400230e+02,4.8335474569e-02
1.8278839539e+00,8.0950564304e+02,4.8350785993e-02
1.8280839193e+00,8.0947728153e+02,4.8366100472e-02
1.8282838847e+00,8.0944891778e+02,4.8381418006e-02
1.8284838501e+00,8.0942055179e+02,4.8396738595e-02
1.8286838156e+00,8.0939218356e+02,4.8412062240e-02
1.8288837810e+00,8.0936381308e+02,4.8427388940e-02
1.8290837464e+00,8.0933544036e+02,4.8442718696e-02
1.8292837118e+00,8.0930706540e+02,4.8458051508e-02
1.8294836773e+00,8.0927868820e+02,4.8473387376e-02
1.8296836427e+00,8.0925030876e+02,4.8488726301e-02
1.8298836081e+00,8.0922192707e+02,4.8504068282e-02
1.8300835735e+00,8.0919354315e+02,4.8519413320e-02
1.8302835390e+00,8.0916515698e+02,4.8534761415e-02
1.8304835044e+00,8.0913676857e+02,4.8550112567e-02
1.8306834698e+00,8.0910837793e+02,4.8565466777e-02
1.8308834352e+00,8.0907998504e+02,4.8580824045e-02
1.8310834007e+00,8.0905158991e+02,4.8596184370e-02
1.8312833661e+00,8.0902319255e+02,4.8611547754e-02
1.8314833315e+00,8.0899479294e+02,4.8626914196e-02
1.8316832969e+00,8.0896639110e+02,4.8642283696e-02
1.8318832624e+00,8.0893798702e+02,4.8657656256e-02
1.8320832278e+00,8.0890958070e+02,4.8673031874e-02
1.8322831932e+00,8.0888117214e+02,4.8688410551e-02
1.8324831586e+00,8.0885276134e+02,4.8703792288e-02
1.8326831241e+00,8.0882434831e+02,4.8719177084e-02
1.8328830895e+00,8.0879593303e+02,4.8734564940e-02
1.8330830549e+00,8.0876751553e+02,4.8749955856e-02
1.8332830203e+00,8.0873909578e+02,4.8765349832e-02
1.8334829858e+00,8.0871067380e+02,4.8780746869e-02
1.8336829512e+00,8.0868224958e+02,4.8796146966e-02
1.8338829166e+00,8.0865382312e+02,4.8811550125e-02
1.8340828820e+00,8.0862539443e+02,4.8826956344e-02
1.8342828475e+00,8.0859696351e+02,4.8842365624e-02
1.8344828129e+00,8.0856853035e+02,4.8857777966e-02
1.8346827783e+00,8.0854009495e+02,4.8873193370e-02
1.8348827437e+00,8.0851165732e+02,4.8888611835e-02
1.8350827092e+00,8.0848321745e+02,4.8904033363e-02
1.8352826746e+00,8.0845477535e+02,4.8919457953e-02
1.8354826400e+00,8.0842633102e+02,4.8934885605e-02
1.8356826054e+00,8.0839788445e+02,4.8950316320e-02
1.8358825709e+00,8.0836943565e+02,4.8965750099e-02
1.8360825363e+00,8.0834098462e+02,4.8981186940e-02
1.8362825017e+00,8.0831253135e+02,4.8996626844e-02
1.8364824671e+00,8.0828407585e+02,4.9012069812e-02
1.8366824326e+00,8.0825561812e+02,4.9027515844e-02
1.8368823980e+00,8.0822715815e+02,4.9042964940e-02
1.8370823634e+00,8.0819869596e+02,4.9058417100e-02
1.8372823289e+00,8.0817023153e+02,4.9073872325e-02
1.8374822943e+00,8.0814176487e+02,4.9089330614e-02
1.8376822597e+00,8.0811329598e+02,4.9104791968e-02
1.8378822251e+00,8.0808482486e+02,4.9120256387e-02
1.8380821906e+00,8.0805635150e+02,4.9135723871e-02
1.8382821560e+00,8.0802787592e+02,4.9151194420e-02
1.8384821214e+00,8.0799939811e+02,4.9166668036e-02
1.8386820868e+00,8.0797091807e+02,4.9182144717e-02
1.8388820523e+00,8.0794243579e+02,4.9197624464e-02
1.8390820177e+00,8.0791395129e+02,4.9213107277e-02
1.8392819831e+00,8.0788546456e+02,4.9228593157e-02
1.8394819485e+00,8.0785697560e+02,4.9244082104e-02
1.8396819140e+00,8.0782848441e+02,4.9259574117e-02
1.8398818794e+00,8.0779999100e+02,4.9275069198e-02
1.8400818448e+00,8.0777149535e+02,4.9290567346e-02
1.8402818102e+00,8.0774299748e+02,4.9306068561e-02
1.8404817757e+00,8.0771449738e+02,4.9321572844e-02
1.8406817411e+00,8.0768599505e+02,4.9337080195e-02
1.8408817065e+00,8.0765749050e+02,4.9352590615e-02
1.8410816719e+00,8.0762898372e+02,4.9368104102e-02
1.8412816374e+00,8.0760047471e+02,4.9383620658e-02
1.8414816028e+00,8.0757196348e+02,4.9399140283e-02
1.8416815682e+00,8.0754345002e+02,4.9414662977e-02
1.8418815336e+00,8.0751493433e+02,4.9430188740e-02
1.8420814991e+00,8.0748641642e+02,4.9445717573e-02
1.8422814645e+00,8.0745789628e+02,4.9461249475e-02
1.8424814299e+00,8.0742937392e+02,4.9476784447e-02
1.8426813953e+00,8.0740084934e+02,4.9492322489e-02
1.8428813608e+00,8.0737232253e+02,4.9507863601e-02
1.8430813262e+00,8.0734379349e+02,4.9523407784e-02
1.8432812916e+00,8.0731526223e+02,4.9538955037e-02
1.8434812570e+00,8.0728672875e+02,4.9554505361e-02
1.8436812225e+00,8.0725819304e+02,4.9570058757e-02
1.8438811879e+00,8.0722965512e+02,4.9585615223e-02
1.8440811533e+00,8.0720111496e+02,4.9601174761e-02
1.8442811187e+00,8.0717257259e+02,4.9616737371e-02
1.8444810842e+00,8.0714402799e+02,4.9632303052e-02
1.8446810496e+00,8.0711548117e+02,4.9647871806e-02
1.8448810150e+00,8.0708693213e+02,4.9663443632e-02
1.8450809804e+00,8.0705838087e+02,4.9679018530e-02
1.8452809459e+00,8.0702982739e+02,4.9694596501e-02
1.8454809113e+00,8.0700127168e+02,4.9710177545e-02
1.8456808767e+00,8.0697271376e+02,4.9725761662e-02
1.8458808421e+00,8.0694415361e+02,4.9741348853e-02
1.8460808076e+00,8.0691559124e+02,4.9756939117e-02
1.8462807730e+00,8.0688702666e+02,4.9772532455e-02
1.8464807384e+00,8.0685845985e+02,4.9788128867e-02
1.8466807038e+00,8.0682989083e+02,4.9803728353e-02
1.8468806693e+00,8.0680131958e+02,4.9819330913e-02
1.8470806347e+00,8.0677274612e+02,4.9834936548e-02
1.8472806001e+00,8.0674417043e+02,4.9850545258e-02
1.8474805655e+00,8.0671559253e+02,4.9866157043e-02
1.8476805310e+00,8.0668701241e+02,4.9881771903e-02
1.8478804964e+00,8.0665843007e+02,4.9897389838e-02
1.8480804618e+00,8.0662984552e+02,4.9913010849e-02
1.8482804272e+00,8.0660125875e+02,4.9928634936e-02
1.8484803927e+00,8.0657266975e+02,4.9944262099e-02
1.8486803581e+00,8.0654407855e+02,4.9959892338e-02
1.8488803235e+00,8.0651548512e+02,4.9975525653e-02
1.8490802890e+00,8.0648688948e+02,4.9991162045e-02
