r,P,m
3.9117236523e+00,4.4444701878e+02,3.9393496964e-01
3.9119236177e+00,4.4441036292e+02,3.9398598601e-01
3.9121235831e+00,4.4437370765e+02,3.9403700544e-01
3.9123235485e+00,4.4433705298e+02,3.9408802794e-01
3.9125235140e+00,4.4430039892e+02,3.9413905349e-01
3.9127234794e+00,4.4426374546e+02,3.9419008210e-01
3.9129234448e+00,4.4422709260e+02,3.9424111378e-01
3.9131234102e+00,4.4419044035e+02,3.9429214851e-01
3.9133233757e+00,4.4415378870e+02,3.9434318631e-01
3.9135233411e+00,4.4411713765e+02,3.9439422716e-01
3.9137233065e+00,4.4408048721e+02,3.9444527108e-01
3.9139232719e+00,4.4404383736e+02,3.9449631805e-01
3.9141232374e+00,4.4400718813e+02,3.9454736808e-01
3.9143232028e+00,4.4397053950e+02,3.9459842117e-01
3.9145231682e+00,4.4393389147e+02,3.9464947732e-01
3.9147231336e+00,4.4389724404e+02,3.9470053653e-01
3.9149230991e+00,4.4386059723e+02,3.9475159880e-01
3.9151230645e+00,4.4382395101e+02,3.9480266413e-01
3.9153230299e+00,4.4378730541e+02,3.9485373251e-01
3.9155229953e+00,4.4375066040e+02,3.9490480395e-01
3.9157229608e+00,4.4371401601e+02,3.9495587845e-01
3.9159229262e+00,4.4367737222e+02,3.9500695600e-01
3.9161228916e+00,4.4364072904e+02,3.9505803662e-01
3.9163228570e+00,4.4360408646e+02,3.9510912029e-01
3.9165228225e+00,4.4356744449e+02,3.9516020701e-01
3.9167227879e+00,4.4353080313e+02,3.9521129680e-01
3.9169227533e+00,4.4349416237e+02,3.9526238963e-01
3.9171227187e+00,4.4345752222e+02,3.9531348553e-01
3.9173226842e+00,4.4342088268e+02,3.9536458448e-01
3.9175226496e+00,4.4338424375e+02,3.9541568649e-01
3.9177226150e+00,4.4334760543e+02,3.9546679155e-01
3.9179225805e+00,4.4331096771e+02,3.9551789967e-01
3.9181225459e+00,4.4327433060e+02,3.9556901084e-01
3.9183225113e+00,4.4323769411e+02,3.9562012507e-01
3.9185224767e+00,4.4320105822e+02,3.9567124235e-01
3.9187224422e+00,4.4316442294e+02,3.9572236269e-01
3.9189224076e+00,4.4312778827e+02,3.9577348608e-01
3.9191223730e+00,4.4309115421e+02,3.9582461252e-01
3.9193223384e+00,4.4305452076e+02,3.9587574202e-01
3.9195223039e+00,4.4301788792e+02,3.9592687457e-01
3.9197222693e+00,4.4298125569e+02,3.9597801018e-01
3.9199222347e+00,4.4294462407e+02,3.9602914884e-01
3.9201222001e+00,4.4290799306e+02,3.9608029055e-01
3.9203221656e+00,4.4287136267e+02,3.9613143531e-01
3.9205221310e+00,4.4283473288e+02,3.9618258313e-01
3.9207220964e+00,4.4279810371e+02,3.9623373400e-01
3.9209220618e+00,4.4276147515e+02,3.9628488792e-01
3.9211220273e+00,4.4272484720e+02,3.9633604489e-01
3.9213219927e+00,4.4268821986e+02,3.9638720492e-01
3.9215219581e+00,4.4265159314e+02,3.9643836799e-01
3.9217219235e+00,4.4261496703e+02,3.9648953412e-01
3.9219218890e+00,4.4257834153e+02,3.9654070330e-01
3.9221218544e+00,4.4254171664e+02,3.9659187553e-01
3.9223218198e+00,4.4250509237e+02,3.9664305081e-01
3.9225217852e+00,4.4246846872e+02,3.9669422914e-01
3.9227217507e+00,4.4243184567e+02,3.9674541052e-01
3.9229217161e+00,4.4239522324e+02,3.9679659495e-01
3.9231216815e+00,4.4235860143e+02,3.9684778244e-01
3.9233216469e+00,4.4232198023e+02,3.9689897297e-01
3.9235216124e+00,4.4228535964e+02,3.9695016655e-01
3.9237215778e+00,4.4224873967e+02,3.9700136318e-01
3.9239215432e+00,4.4221212032e+02,3.9705256286e-01
3.9241215086e+00,4.4217550158e+02,3.9710376558e-01
3.9243214741e+00,4.4213888346e+02,3.9715497136e-01
3.9245214395e+00,4.4210226595e+02,3.9720618018e-01
3.9247214049e+00,4.4206564906e+02,3.9725739206e-01
3.9249213703e+00,4.4202903279e+02,3.9730860698e-01
3.9251213358e+00,4.4199241713e+02,3.9735982495e-01
3.9253213012e+00,4.4195580209e+02,3.9741104596e-01
3.9255212666e+00,4.4191918767e+02,3.9746227003e-01
3.9257212320e+00,4.4188257386e+02,3.9751349714e-01
3.9259211975e+00,4.4184596067e+02,3.9756472729e-01
3.9261211629e+00,4.4180934810e+02,3.9761596050e-01
3.9263211283e+00,4.4177273615e+02,3.9766719675e-01
3.9265210937e+00,4.4173612482e+02,3.9771843605e-01
3.9267210592e+00,4.4169951410e+02,3.9776967839e-01
3.9269210246e+00,4.4166290401e+02,3.9782092378e-01
3.9271209900e+00,4.4162629453e+02,3.9787217222e-01
3.9273209554e+00,4.4158968567e+02,3.9792342370e-01
3.9275209209e+00,4.4155307744e+02,3.9797467822e-01
3.9277208863e+00,4.4151646982e+02,3.9802593579e-01
3.9279208517e+00,4.4147986282e+02,3.9807719641e-01
3.9281208171e+00,4.4144325644e+02,3.9812846007e-01
3.9283207826e+00,4.4140665068e+02,3.9817972678e-01
3.9285207480e+00,4.4137004555e+02,3.9823099652e-01
3.9287207134e+00,4.4133344103e+02,3.9828226932e-01
3.9289206788e+00,4.4129683714e+02,3.9833354516e-01
3.9291206443e+00,4.4126023386e+02,3.9838482404e-01
3.9293206097e+00,4.4122363121e+02,3.9843610596e-01
3.9295205751e+00,4.4118702918e+02,3.9848739093e-01
3.9297205406e+00,4.4115042778e+02,3.9853867894e-01
3.9299205060e+00,4.4111382699e+02,3.9858996999e-01
3.9301204714e+00,4.4107722683e+02,3.9864126409e-01
3.9303204368e+00,4.4104062729e+02,3.9869256123e-01
3.9305204023e+00,4.4100402837e+02,3.9874386141e-01
3.9307203677e+00,4.4096743008e+02,3.9879516463e-01
3.9309203331e+00,4.4093083241e+02,3.9884647089e-01
3.9311202985e+00,4.4089423536e+02,3.9889778020e-01
3.9313202640e+00,4.4085763894e+02,3.9894909255e-01
3.9315202294e+00,4.4082104314e+02,3.9900040794e-01
3.9317201948e+00,4.4078444797e+02,3.9905172636e-01
3.9319201602e+00,4.4074785342e+02,3.9910304783e-01
3.9321201257e+00,4.4071125949e+02,3.9915437235e-01
3.9323200911e+00,4.4067466619e+02,3.9920569990e-01
3.9325200565e+00,4.4063807352e+02,3.9925703049e-01
3.9327200219e+00,4.4060148147e+02,3.9930836412e-01
3.9329199874e+00,4.4056489005e+02,3.9935970079e-01
3.9331199528e+00,4.4052829925e+02,3.9941104050e-01
3.9333199182e+00,4.4049170908e+02,3.9946238325e-01
3.9335198836e+00,4.4045511953e+02,3.9951372904e-01
3.9337198491e+00,4.4041853062e+02,3.9956507786e-01
3.9339198145e+00,4.4038194233e+02,3.9961642973e-01
3.9341197799e+00,4.4034535466e+02,3.9966778463e-01
3.9343197453e+00,4.4030876763e+02,3.9971914257e-01
3.9345197108e+00,4.4027218122e+02,3.9977050356e-01
3.9347196762e+00,4.4023559544e+02,3.9982186757e-01
3.9349196416e+00,4.4019901028e+02,3.9987323463e-01
3.9351196070e+00,4.4016242576e+02,3.9992460472e-01
3.9353195725e+00,4.4012584186e+02,3.9997597785e-01
3.9355195379e+00,4.4008925860e+02,4.0002735402e-01
3.9357195033e+00,4.4005267596e+02,4.0007873322e-01
3.9359194687e+00,4.4001609395e+02,4.0013011546e-01
3.9361194342e+00,4.3997951257e+02,4.0018150074e-01
3.9363193996e+00,4.3994293182e+02,4.0023288905e-01
3.9365193650e+00,4.3990635170e+02,4.0028428040e-01
3.9367193304e+00,4.3986977221e+02,4.0033567479e-01
3.9369192959e+00,4.3983319335e+02,4.0038707221e-01
3.9371192613e+00,4.3979661512e+02,4.0043847266e-01
3.9373192267e+00,4.3976003753e+02,4.0048987615e-01
3.9375191921e+00,4.3972346056e+02,4.0054128268e-01
3.9377191576e+00,4.3968688422e+02,4.0059269224e-01
3.9379191230e+00,4.3965030852e+02,4.0064410483e-01
3.9381190884e+00,4.3961373345e+02,4.0069552046e-01
3.9383190538e+00,4.3957715901e+02,4.0074693913e-01
3.9385190193e+00,4.3954058520e+02,4.0079836082e-01
3.9387189847e+00,4.3950401203e+02,4.0084978555e-01
3.9389189501e+00,4.3946743948e+02,4.0090121332e-01
3.9391189155e+00,4.3943086757e+02,4.0095264411e-01
3.9393188810e+00,4.3939429630e+02,4.0100407794e-01
3.9395188464e+00,4.3935772565e+02,4.0105551480e-01
3.9397188118e+00,4.3932115564e+02,4.0110695470e-01
3.9399187772e+00,4.3928458627e+02,4.0115839763e-01
3.9401187427e+00,4.3924801752e+02,4.0120984359e-01
3.9403187081e+00,4.3921144942e+02,4.0126129258e-01
3.9405186735e+00,4.3917488194e+02,4.0131274460e-01
3.9407186390e+00,4.3913831511e+02,4.0136419966e-01
3.9409186044e+00,4.3910174890e+02,4.0141565774e-01
3.9411185698e+00,4.3906518333e+02,4.0146711886e-01
3.9413185352e+00,4.3902861840e+02,4.0151858301e-01
3.9415185007e+00,4.3899205410e+02,4.0157005018e-01
3.9417184661e+00,4.3895549044e+02,4.0162152039e-01
3.9419184315e+00,4.3891892742e+02,4.0167299363e-01
3.9421183969e+00,4.3888236503e+02,4.0172446990e-01
3.9423183624e+00,4.3884580328e+02,4.0177594920e-01
3.9425183278e+00,4.3880924216e+02,4.0182743153e-01
3.9427182932e+00,4.3877268168e+02,4.0187891689e-01
3.9429182586e+00,4.3873612184e+02,4.0193040528e-01
3.9431182241e+00,4.3869956264e+02,4.0198189669e-01
3.9433181895e+00,4.3866300407e+02,4.0203339114e-01
3.9435181549e+00,4.3862644614e+02,4.0208488861e-01
3.9437181203e+00,4.3858988885e+02,4.0213638911e-01
3.9439180858e+00,4.3855333220e+02,4.0218789264e-01
3.9441180512e+00,4.3851677619e+02,4.0223939920e-01
3.9443180166e+00,4.3848022081e+02,4.0229090879e-01
3.9445179820e+00,4.3844366608e+02,4.0234242140e-01
3.9447179475e+00,4.3840711198e+02,4.0239393704e-01
3.9449179129e+00,4.3837055853e+02,4.0244545571e-01
3.9451178783e+00,4.3833400571e+02,4.0249697740e-01
3.9453178437e+00,4.3829745354e+02,4.0254850212e-01
3.9455178092e+00,4.3826090200e+02,4.0260002987e-01
3.9457177746e+00,4.3822435111e+02,4.0265156065e-01
3.9459177400e+00,4.3818780085e+02,4.0270309444e-01
3.9461177054e+00,4.3815125124e+02,4.0275463127e-01
3.9463176709e+00,4.3811470226e+02,4.0280617112e-01
3.9465176363e+00,4.3807815393e+02,4.0285771400e-01
3.9467176017e+00,4.3804160624e+02,4.0290925990e-01
3.9469175671e+00,4.3800505920e+02,4.0296080883e-01
3.9471175326e+00,4.3796851279e+02,4.0301236078e-01
3.9473174980e+00,4.3793196703e+02,4.0306391576e-01
3.9475174634e+00,4.3789542191e+02,4.0311547376e-01
3.9477174288e+00,4.3785887743e+02,4.0316703478e-01
3.9479173943e+00,4.3782233359e+02,4.0321859883e-01
3.9481173597e+00,4.3778579040e+02,4.0327016590e-01
3.9483173251e+00,4.3774924785e+02,4.0332173600e-01
3.9485172905e+00,4.3771270595e+02,4.0337330912e-01
3.9487172560e+00,4.3767616469e+02,4.0342488526e-01
3.9489172214e+00,4.3763962407e+02,4.0347646442e-01
3.9491171868e+00,4.3760308410e+02,4.0352804661e-01
3.9493171522e+00,4.3756654477e+02,4.0357963182e-01
3.9495171177e+00,4.3753000609e+02,4.0363122005e-01
3.9497170831e+00,4.3749346805e+02,4.0368281131e-01
3.9499170485e+00,4.3745693066e+02,4.0373440558e-01
3.9501170139e+00,4.3742039391e+02,4.0378600288e-01
3.9503169794e+00,4.3738385781e+02,4.0383760320e-01
3.9505169448e+00,4.3734732235e+02,4.0388920654e-01
3.9507169102e+00,4.3731078754e+02,4.0394081290e-01
3.9509168756e+00,4.3727425338e+02,4.0399242228e-01
3.9511168411e+00,4.3723771986e+02,4.0404403469e-01
3.9513168065e+00,4.3720118699e+02,4.0409565011e-01
3.9515167719e+00,4.3716465477e+02,4.0414726855e-01
3.9517167373e+00,4.3712812320e+02,4.0419889001e-01
3.9519167028e+00,4.3709159227e+02,4.0425051450e-01
3.9521166682e+00,4.3705506199e+02,4.0430214200e-01
3.9523166336e+00,4.3701853236e+02,4.0435377252e-01
3.9525165991e+00,4.3698200338e+02,4.0440540606e-01
3.9527165645e+00,4.3694547504e+02,4.0445704262e-01
3.9529165299e+00,4.3690894736e+02,4.0450868220e-01
3.9531164953e+00,4.3687242032e+02,4.0456032479e-01
3.9533164608e+00,4.3683589393e+02,4.0461197041e-01
3.9535164262e+00,4.3679936819e+02,4.0466361904e-01
3.9537163916e+00,4.3676284310e+02,4.0471527069e-01
3.9539163570e+00,4.3672631867e+02,4.0476692536e-01
3.9541163225e+00,4.3668979488e+02,4.0481858304e-01
3.9543162879e+00,4.3665327174e+02,4.0487024374e-01
3.9545162533e+00,4.3661674925e+02,4.0492190746e-01
3.9547162187e+00,4.3658022741e+02,4.0497357420e-01
3.9549161842e+00,4.3654370623e+02,4.0502524395e-01
3.9551161496e+00,4.3650718569e+02,4.0507691672e-01
3.9553161150e+00,4.3647066581e+02,4.0512859250e-01
3.9555160804e+00,4.3643414658e+02,4.0518027130e-01
3.9557160459e+00,4.3639762800e+02,4.0523195312e-01
3.9559160113e+00,4.3636111007e+02,4.0528363795e-01
3.9561159767e+00,4.3632459279e+02,4.0533532580e-01
3.9563159421e+00,4.3628807617e+02,4.0538701666e-01
3.9565159076e+00,4.3625156020e+02,4.0543871053e-01
3.9567158730e+00,4.3621504488e+02,4.0549040742e-01
3.9569158384e+00,4.3617853022e+02,4.0554210733e-01
3.9571158038e+00,4.3614201621e+02,4.0559381025e-01
3.9573157693e+00,4.3610550285e+02,4.0564551618e-01
3.9575157347e+00,4.3606899015e+02,4.0569722513e-01
3.9577157001e+00,4.3603247810e+02,4.0574893709e-01
3.9579156655e+00,4.3599596671e+02,4.0580065206e-01
3.9581156310e+00,4.3595945597e+02,4.0585237005e-01
3.9583155964e+00,4.3592294588e+02,4.0590409105e-01
3.9585155618e+00,4.3588643645e+02,4.0595581506e-01
3.9587155272e+00,4.3584992768e+02,4.0600754209e-01
3.9589154927e+00,4.3581341956e+02,4.0605927213e-01
3.9591154581e+00,4.3577691210e+02,4.0611100518e-01
3.9593154235e+00,4.3574040529e+02,4.0616274124e-01
3.9595153889e+00,4.3570389914e+02,4.0621448031e-01
3.9597153544e+00,4.3566739365e+02,4.0626622239e-01
3.9599153198e+00,4.3563088881e+02,4.0631796749e-01
3.9601152852e+00,4.3559438463e+02,4.0636971559e-01
3.9603152506e+00,4.3555788111e+02,4.0642146671e-01
3.9605152161e+00,4.3552137824e+02,4.0647322084e-01
3.9607151815e+00,4.3548487603e+02,4.0652497798e-01
3.9609151469e+00,4.3544837448e+02,4.0657673812e-01
3.9611151123e+00,4.3541187359e+02,4.0662850128e-01
3.9613150778e+00,4.3537537336e+02,4.0668026745e-01
3.9615150432e+00,4.3533887378e+02,4.0673203663e-01
3.9617150086e+00,4.3530237487e+02,4.0678380881e-01
3.9619149740e+00,4.3526587661e+02,4.0683558401e-01
3.9621149395e+00,4.3522937901e+02,4.0688736221e-01
3.9623149049e+00,4.3519288207e+02,4.0693914342e-01
3.9625148703e+00,4.3515638579e+02,4.0699092764e-01
3.9627148357e+00,4.3511989017e+02,4.0704271487e-01
3.9629148012e+00,4.3508339521e+02,4.0709450511e-01
3.9631147666e+00,4.3504690091e+02,4.0714629835e-01
3.9633147320e+00,4.3501040728e+02,4.0719809461e-01
3.9635146974e+00,4.3497391430e+02,4.0724989387e-01
3.9637146629e+00,4.3493742198e+02,4.0730169613e-01
3.9639146283e+00,4.3490093033e+02,4.0735350141e-01
3.9641145937e+00,4.3486443933e+02,4.0740530969e-01
3.9643145592e+00,4.3482794900e+02,4.0745712097e-01
3.9645145246e+00,4.3479145933e+02,4.0750893527e-01
3.9647144900e+00,4.3475497032e+02,4.0756075256e-01
3.9649144554e+00,4.3471848198e+02,4.0761257287e-01
3.9651144209e+00,4.3468199429e+02,4.0766439618e-01
3.9653143863e+00,4.3464550727e+02,4.0771622250e-01
3.9655143517e+00,4.3460902092e+02,4.0776805182e-01
3.9657143171e+00,4.3457253522e+02,4.0781988414e-01
3.9659142826e+00,4.3453605019e+02,4.0787171947e-01
3.9661142480e+00,4.3449956583e+02,4.0792355781e-01
3.9663142134e+00,4.3446308212e+02,4.0797539915e-01
3.9665141788e+00,4.3442659909e+02,4.0802724349e-01
3.9667141443e+00,4.3439011671e+02,4.0807909084e-01
3.9669141097e+00,4.3435363500e+02,4.0813094119e-01
3.9671140751e+00,4.3431715396e+02,4.0818279454e-01
3.9673140405e+00,4.3428067358e+02,4.0823465090e-01
3.9675140060e+00,4.3424419387e+02,4.0828651026e-01
3.9677139714e+00,4.3420771482e+02,4.0833837263e-01
3.9679139368e+00,4.3417123644e+02,4.0839023799e-01
3.9681139022e+00,4.3413475872e+02,4.0844210636e-01
3.9683138677e+00,4.3409828167e+02,4.0849397773e-01
3.9685138331e+00,4.3406180529e+02,4.0854585210e-01
3.9687137985e+00,4.3402532957e+02,4.0859772948e-01
3.9689137639e+00,4.3398885452e+02,4.0864960985e-01
3.9691137294e+00,4.3395238014e+02,4.0870149323e-01
3.9693136948e+00,4.3391590642e+02,4.0875337961e-01
3.9695136602e+00,4.3387943337e+02,4.0880526899e-01
3.9697136256e+00,4.3384296099e+02,4.0885716137e-01
3.9699135911e+00,4.3380648928e+02,4.0890905675e-01
3.9701135565e+00,4.3377001824e+02,4.0896095513e-01
3.9703135219e+00,4.3373354786e+02,4.0901285651e-01
3.9705134873e+00,4.3369707816e+02,4.0906476089e-01
3.9707134528e+00,4.3366060912e+02,4.0911666827e-01
3.9709134182e+00,4.3362414075e+02,4.0916857865e-01
3.9711133836e+00,4.3358767305e+02,4.0922049203e-01
3.9713133490e+00,4.3355120602e+02,4.0927240840e-01
3.9715133145e+00,4.3351473966e+02,4.0932432778e-01
3.9717132799e+00,4.3347827398e+02,4.0937625015e-01
3.9719132453e+00,4.3344180896e+02,4.0942817553e-01
3.9721132107e+00,4.3340534461e+02,4.0948010390e-01
3.9723131762e+00,4.3336888093e+02,4.0953203527e-01
3.9725131416e+00,4.3333241793e+02,4.0958396963e-01
3.9727131070e+00,4.3329595559e+02,4.0963590700e-01
3.9729130724e+00,4.3325949393e+02,4.0968784736e-01
3.9731130379e+00,4.3322303294e+02,4.0973979072e-01
3.9733130033e+00,4.3318657262e+02,4.0979173707e-01
3.9735129687e+00,4.3315011297e+02,4.0984368642e-01
3.9737129341e+00,4.3311365399e+02,4.0989563877e-01
3.9739128996e+00,4.3307719569e+02,4.0994759411e-01
3.9741128650e+00,4.3304073806e+02,4.0999955245e-01
3.9743128304e+00,4.3300428110e+02,4.1005151379e-01
3.9745127958e+00,4.3296782482e+02,4.1010347812e-01
3.9747127613e+00,4.3293136921e+02,4.1015544545e-01
3.9749127267e+00,4.3289491427e+02,4.1020741577e-01
3.9751126921e+00,4.3285846001e+02,4.1025938908e-01
3.9753126575e+00,4.3282200642e+02,4.1031136539e-01
3.9755126230e+00,4.3278555351e+02,4.1036334470e-01
3.9757125884e+00,4.3274910127e+02,4.1041532700e-01
3.9759125538e+00,4.3271264971e+02,4.1046731229e-01
3.9761125193e+00,4.3267619882e+02,4.1051930058e-01
3.9763124847e+00,4.3263974861e+02,4.1057129186e-01
3.9765124501e+00,4.3260329907e+02,4.1062328613e-01
3.9767124155e+00,4.3256685021e+02,4.1067528340e-01
3.9769123810e+00,4.3253040202e+02,4.1072728366e-01
3.9771123464e+00,4.3249395451e+02,4.1077928691e-01
3.9773123118e+00,4.3245750768e+02,4.1083129316e-01
3.9775122772e+00,4.3242106152e+02,4.1088330239e-01
3.9777122427e+00,4.3238461604e+02,4.1093531462e-01
3.9779122081e+00,4.3234817124e+02,4.1098732984e-01
3.9781121735e+00,4.3231172711e+02,4.1103934806e-01
3.9783121389e+00,4.3227528366e+02,4.1109136926e-01
3.9785121044e+00,4.3223884089e+02,4.1114339345e-01
3.9787120698e+00,4.3220239880e+02,4.1119542064e-01
3.9789120352e+00,4.3216595739e+02,4.1124745082e-01
3.9791120006e+00,4.3212951665e+02,4.1129948398e-01
3.9793119661e+00,4.3209307660e+02,4.1135152014e-01
3.9795119315e+00,4.3205663722e+02,4.1140355929e-01
3.9797118969e+00,4.3202019852e+02,4.1145560143e-01
3.9799118623e+00,4.3198376050e+02,4.1150764655e-01
3.9801118278e+00,4.3194732316e+02,4.1155969467e-01
3.9803117932e+00,4.3191088650e+02,4.1161174577e-01
3.9805117586e+00,4.3187445053e+02,4.1166379987e-01
3.9807117240e+00,4.3183801523e+02,4.1171585695e-01
3.9809116895e+00,4.3180158061e+02,4.1176791702e-01
3.9811116549e+00,4.3176514667e+02,4.1181998008e-01
3.9813116203e+00,4.3172871341e+02,4.1187204613e-01
3.9815115857e+00,4.3169228084e+02,4.1192411517e-01
3.9817115512e+00,4.3165584894e+02,4.1197618719e-01
3.9819115166e+00,4.3161941773e+02,4.1202826220e-01
3.9821114820e+00,4.3158298720e+02,4.1208034020e-01
3.9823114474e+00,4.3154655735e+02,4.1213242119e-01
3.9825114129e+00,4.3151012819e+02,4.1218450516e-01
3.9827113783e+00,4.3147369971e+02,4.1223659212e-01
3.9829113437e+00,4.3143727190e+02,4.1228868207e-01
3.9831113091e+00,4.3140084479e+02,4.1234077500e-01
3.9833112746e+00,4.3136441835e+02,4.1239287091e-01
3.9835112400e+00,4.3132799260e+02,4.1244496982e-01
3.9837112054e+00,4.3129156754e+02,4.1249707171e-01
3.9839111708e+00,4.3125514315e+02,4.1254917658e-01
3.9841111363e+00,4.3121871945e+02,4.1260128444e-01
3.9843111017e+00,4.3118229644e+02,4.1265339528e-01
3.9845110671e+00,4.3114587411e+02,4.1270550911e-01
3.9847110325e+00,4.3110945246e+02,4.1275762593e-01
3.9849109980e+00,4.3107303150e+02,4.1280974572e-01
3.9851109634e+00,4.3103661123e+02,4.1286186850e-01
3.9853109288e+00,4.3100019164e+02,4.1291399427e-01
3.9855108942e+00,4.3096377274e+02,4.1296612302e-01
3.9857108597e+00,4.3092735452e+02,4.1301825475e-01
3.9859108251e+00,4.3089093699e+02,4.1307038946e-01
3.9861107905e+00,4.3085452014e+02,4.1312252716e-01
3.9863107559e+00,4.3081810398e+02,4.1317466784e-01
3.9865107214e+00,4.3078168851e+02,4.1322681150e-01
3.9867106868e+00,4.3074527373e+02,4.1327895815e-01
3.9869106522e+00,4.3070885963e+02,4.1333110778e-01
3.9871106176e+00,4.3067244622e+02,4.1338326039e-01
3.9873105831e+00,4.3063603350e+02,4.1343541598e-01
3.9875105485e+00,4.3059962147e+02,4.1348757455e-01
3.9877105139e+00,4.3056321012e+02,4.1353973610e-01
3.9879104794e+00,4.3052679947e+02,4.1359190063e-01
3.9881104448e+00,4.3049038950e+02,4.1364406815e-01
3.9883104102e+00,4.3045398022e+02,4.1369623864e-01
3.9885103756e+00,4.3041757163e+02,4.1374841212e-01
3.9887103411e+00,4.3038116373e+02,4.1380058857e-01
3.9889103065e+00,4.3034475652e+02,4.1385276801e-01
3.9891102719e+00,4.3030834999e+02,4.1390495042e-01
3.9893102373e+00,4.3027194416e+02,4.1395713582e-01
3.9895102028e+00,4.3023553902e+02,4.1400932419e-01
3.9897101682e+00,4.3019913457e+02,4.1406151554e-01
3.9899101336e+00,4.3016273081e+02,4.1411370988e-01
3.9901100990e+00,4.3012632774e+02,4.1416590719e-01
3.9903100645e+00,4.3008992536e+02,4.1421810747e-01
3.9905100299e+00,4.3005352368e+02,4.1427031074e-01
3.9907099953e+00,4.3001712268e+02,4.1432251698e-01
3.9909099607e+00,4.2998072238e+02,4.1437472620e-01
3.9911099262e+00,4.2994432277e+02,4.1442693840e-01
3.9913098916e+00,4.2990792385e+02,4.1447915358e-01
3.9915098570e+00,4.2987152562e+02,4.1453137173e-01
3.9917098224e+00,4.2983512809e+02,4.1458359286e-01
3.9919097879e+00,4.2979873125e+02,4.1463581697e-01
3.9921097533e+00,4.2976233510e+02,4.1468804405e-01
3.9923097187e+00,4.2972593965e+02,4.1474027411e-01
3.9925096841e+00,4.2968954489e+02,4.1479250715e-01
3.9927096496e+00,4.2965315082e+02,4.1484474316e-01
3.9929096150e+00,4.2961675745e+02,4.1489698214e-01
3.9931095804e+00,4.2958036477e+02,4.1494922410e-01
3.9933095458e+00,4.2954397278e+02,4.1500146904e-01
3.9935095113e+00,4.2950758150e+02,4.1505371695e-01
3.9937094767e+00,4.2947119090e+02,4.1510596783e-01
3.9939094421e+00,4.2943480100e+02,4.1515822169e-01
3.9941094075e+00,4.2939841180e+02,4.1521047853e-01
3.9943093730e+00,4.2936202329e+02,4.1526273834e-01
3.9945093384e+00,4.2932563548e+02,4.1531500112e-01
3.9947093038e+00,4.2928924836e+02,4.1536726687e-01
3.9949092692e+00,4.2925286194e+02,4.1541953560e-01
3.9951092347e+00,4.2921647622e+02,4.1547180730e-01
3.9953092001e+00,4.2918009120e+02,4.1552408198e-01
3.9955091655e+00,4.2914370687e+02,4.1557635962e-01
3.9957091309e+00,4.2910732324e+02,4.1562864024e-01
3.9959090964e+00,4.2907094030e+02,4.1568092383e-01
3.9961090618e+00,4.2903455806e+02,4.1573321040e-01
3.9963090272e+00,4.2899817653e+02,4.1578549993e-01
3.9965089926e+00,4.2896179568e+02,4.1583779244e-01
3.9967089581e+00,4.2892541554e+02,4.1589008792e-01
3.9969089235e+00,4.2888903610e+02,4.1594238636e-01
3.9971088889e+00,4.2885265735e+02,4.1599468778e-01
3.9973088543e+00,4.2881627931e+02,4.1604699217e-01
3.9975088198e+00,4.2877990196e+02,4.1609929953e-01
3.9977087852e+00,4.2874352531e+02,4.1615160987e-01
3.9979087506e+00,4.2870714937e+02,4.1620392317e-01
3.9981087160e+00,4.2867077412e+02,4.1625623944e-01
3.9983086815e+00,4.2863439957e+02,4.1630855868e-01
3.9985086469e+00,4.2859802573e+02,4.1636088089e-01
3.9987086123e+00,4.2856165258e+02,4.1641320606e-01
3.9989085778e+00,4.2852528013e+02,4.1646553421e-01
3.9991085432e+00,4.2848890839e+02,4.1651786533e-01
3.9993085086e+00,4.2845253735e+02,4.1657019941e-01
3.9995084740e+00,4.2841616700e+02,4.1662253646e-01
3.9997084395e+00,4.2837979736e+02,4.1667487648e-01
3.9999084049e+00,4.2834342843e+02,4.1672721947e-01
4.0001083703e+00,4.2830706019e+02,4.1677956543e-01
4.0003083357e+00,4.2827069266e+02,4.1683191435e-01
4.0005083012e+00,4.2823432583e+02,4.1688426624e-01
4.0007082666e+00,4.2819795970e+02,4.1693662110e-01
4.0009082320e+00,4.2816159427e+02,4.1698897892e-01
4.0011081974e+00,4.2812522955e+02,4.1704133971e-01
4.0013081629e+00,4.2808886553e+02,4.1709370347e-01
4.0015081283e+00,4.2805250222e+02,4.1714607019e-01
4.0017080937e+00,4.2801613961e+02,4.1719843988e-01
4.0019080591e+00,4.2797977770e+02,4.1725081253e-01
4.0021080246e+00,4.2794341650e+02,4.1730318815e-01
4.0023079900e+00,4.2790705600e+02,4.1735556674e-01
4.0025079554e+00,4.2787069621e+02,4.1740794828e-01
4.0027079208e+00,4.2783433712e+02,4.1746033280e-01
4.0029078863e+00,4.2779797874e+02,4.1751272028e-01
4.0031078517e+00,4.2776162107e+02,4.1756511072e-01
4.0033078171e+00,4.2772526410e+02,4.1761750412e-01
4.0035077825e+00,4.2768890783e+02,4.1766990049e-01
4.0037077480e+00,4.2765255227e+02,4.1772229983e-01
4.0039077134e+00,4.2761619742e+02,4.1777470212e-01
4.0041076788e+00,4.2757984328e+02,4.1782710738e-01
4.0043076442e+00,4.2754348984e+02,4.1787951561e-01
4.0045076097e+00,4.2750713711e+02,4.1793192679e-01
4.0047075751e+00,4.2747078508e+02,4.1798434094e-01
