h,P0,R,M
1.000000e-05,4.972729e-03,3.006008e+00,1.334178e-03
1.000000e-05,5.088558e-03,3.040714e+00,1.380926e-03
1.000000e-05,5.207086e-03,3.075822e+00,1.429313e-03
1.000000e-05,5.328375e-03,3.111531e+00,1.479676e-03
1.000000e-05,5.452488e-03,3.147441e+00,1.531501e-03
1.000000e-05,5.579493e-03,3.183752e+00,1.585122e-03
1.000000e-05,5.709456e-03,3.220665e+00,1.640900e-03
1.000000e-05,5.842447e-03,3.257779e+00,1.698285e-03
1.000000e-05,5.978535e-03,3.295494e+00,1.757956e-03
1.000000e-05,6.117793e-03,3.333611e+00,1.819666e-03
1.000000e-05,6.260294e-03,3.372129e+00,1.883476e-03
1.000000e-05,6.406115e-03,3.411048e+00,1.949448e-03
1.000000e-05,6.555333e-03,3.450369e+00,2.017647e-03
1.000000e-05,6.708026e-03,3.490291e+00,2.088500e-03
1.000000e-05,6.864276e-03,3.530615e+00,2.161729e-03
1.000000e-05,7.024166e-03,3.571339e+00,2.237404e-03
1.000000e-05,7.187780e-03,3.612666e+00,2.315983e-03
1.000000e-05,7.355204e-03,3.654394e+00,2.397170e-03
1.000000e-05,7.526529e-03,3.696523e+00,2.481041e-03
1.000000e-05,7.701845e-03,3.739254e+00,2.568086e-03
1.000000e-05,7.881244e-03,3.782386e+00,2.657990e-03
1.000000e-05,8.064821e-03,3.826120e+00,2.751266e-03
1.000000e-05,8.252675e-03,3.870255e+00,2.847586e-03
1.000000e-05,8.444905e-03,3.914992e+00,2.947488e-03
1.000000e-05,8.641612e-03,3.960130e+00,3.050627e-03
1.000000e-05,8.842901e-03,4.005870e+00,3.157568e-03
1.000000e-05,9.048878e-03,4.052212e+00,3.268436e-03
1.000000e-05,9.259654e-03,4.098955e+00,3.382863e-03
1.000000e-05,9.475339e-03,4.146300e+00,3.501456e-03
1.000000e-05,9.696048e-03,4.194047e+00,3.623829e-03
1.000000e-05,9.921898e-03,4.242395e+00,3.750618e-03
1.000000e-05,1.015301e-02,4.291345e+00,3.881964e-03
1.000000e-05,1.038950e-02,4.340897e+00,4.018013e-03
1.000000e-05,1.063151e-02,4.391050e+00,4.158915e-03
1.000000e-05,1.087914e-02,4.441605e+00,4.304241e-03
1.000000e-05,1.113255e-02,4.492962e+00,4.455301e-03
1.000000e-05,1.139186e-02,4.544721e+00,4.611077e-03
1.000000e-05,1.165721e-02,4.597081e+00,4.772318e-03
1.000000e-05,1.192874e-02,4.650043e+00,4.939194e-03
1.000000e-05,1.220660e-02,4.703808e+00,5.112532e-03
1.000000e-05,1.249093e-02,4.757974e+00,5.291220e-03
1.000000e-05,1.278188e-02,4.812942e+00,5.476763e-03
1.000000e-05,1.307961e-02,4.868312e+00,5.667998e-03
1.000000e-05,1.338427e-02,4.924484e+00,5.866502e-03
1.000000e-05,1.369603e-02,4.981258e+00,6.071790e-03
1.000000e-05,1.401505e-02,5.038634e+00,6.284066e-03
1.000000e-05,1.434151e-02,5.096611e+00,6.503538e-03
1.000000e-05,1.467556e-02,5.155391e+00,6.731207e-03
1.000000e-05,1.501740e-02,5.214773e+00,6.966542e-03
1.000000e-05,1.536720e-02,5.274757e+00,7.209770e-03
1.000000e-05,1.572515e-02,5.335543e+00,7.461964e-03
1.000000e-05,1.609143e-02,5.396931e+00,7.722557e-03
1.000000e-05,1.646625e-02,5.459122e+00,7.992674e-03
1.000000e-05,1.684980e-02,5.521914e+00,8.271726e-03
1.000000e-05,1.724228e-02,5.585509e+00,8.560892e-03
1.000000e-05,1.764391e-02,5.649706e+00,8.859553e-03
1.000000e-05,1.805489e-02,5.714705e+00,9.168948e-03
1.000000e-05,1.847544e-02,5.780506e+00,9.489418e-03
1.000000e-05,1.890579e-02,5.847110e+00,9.821317e-03
1.000000e-05,1.934616e-02,5.914316e+00,1.016397e-02
1.000000e-05,1.979679e-02,5.982324e+00,1.051875e-02
1.000000e-05,2.025792e-02,6.051135e+00,1.088602e-02
1.000000e-05,2.072978e-02,6.120748e+00,1.126617e-02
1.000000e-05,2.121264e-02,6.190963e+00,1.165848e-02
1.000000e-05,2.170675e-02,6.262182e+00,1.206560e-02
1.000000e-05,2.221236e-02,6.334002e+00,1.248565e-02
1.000000e-05,2.272975e-02,6.406825e+00,1.292142e-02
1.000000e-05,2.325920e-02,6.480450e+00,1.337218e-02
1.000000e-05,2.380098e-02,6.554878e+00,1.383840e-02
1.000000e-05,2.435537e-02,6.630109e+00,1.432053e-02
1.000000e-05,2.492268e-02,6.706142e+00,1.481906e-02
1.000000e-05,2.550320e-02,6.783177e+00,1.533584e-02
1.000000e-05,2.609725e-02,6.861016e+00,1.587008e-02
1.000000e-05,2.670513e-02,6.939657e+00,1.642229e-02
1.000000e-05,2.732718e-02,7.019301e+00,1.699446e-02
1.000000e-05,2.796371e-02,7.099747e+00,1.758574e-02
1.000000e-05,2.861507e-02,7.181197e+00,1.819821e-02
1.000000e-05,2.928160e-02,7.263449e+00,1.883100e-02
1.000000e-05,2.996365e-02,7.346704e+00,1.948628e-02
1.000000e-05,3.066160e-02,7.430962e+00,2.016477e-02
1.000000e-05,3.137580e-02,7.516022e+00,2.086553e-02
1.000000e-05,3.210663e-02,7.602086e+00,2.159090e-02
1.000000e-05,3.285449e-02,7.689153e+00,2.234165e-02
1.000000e-05,3.361977e-02,7.777022e+00,2.311678e-02
1.000000e-05,3.440288e-02,7.866095e+00,2.392062e-02
1.000000e-05,3.520422e-02,7.955970e+00,2.475041e-02
1.000000e-05,3.602423e-02,8.047049e+00,2.561067e-02
1.000000e-05,3.686335e-02,8.138930e+00,2.649851e-02
1.000000e-05,3.772200e-02,8.232015e+00,2.741867e-02
1.000000e-05,3.860066e-02,8.326104e+00,2.837018e-02
1.000000e-05,3.949979e-02,8.420994e+00,2.935187e-02
1.000000e-05,4.041985e-02,8.517289e+00,3.037099e-02
1.000000e-05,4.136135e-02,8.614387e+00,3.142225e-02
1.000000e-05,4.232478e-02,8.712688e+00,3.251099e-02
1.000000e-05,4.331065e-02,8.811992e+00,3.363612e-02
1.000000e-05,4.431949e-02,8.912500e+00,3.480105e-02
1.000000e-05,4.535182e-02,9.014211e+00,3.600703e-02
1.000000e-05,4.640820e-02,9.116725e+00,3.725043e-02
1.000000e-05,4.748919e-02,9.220644e+00,3.853978e-02
1.000000e-05,4.859535e-02,9.325565e+00,3.987146e-02
1.000000e-05,4.972729e-02,9.431690e+00,4.124930e-02
1.000000e-05,5.088558e-02,9.539019e+00,4.267473e-02
1.000000e-05,5.207086e-02,9.647551e+00,4.414921e-02
1.000000e-05,5.328375e-02,9.757087e+00,4.567140e-02
1.000000e-05,5.452488e-02,9.868027e+00,4.724842e-02
1.000000e-05,5.579493e-02,9.979970e+00,4.887613e-02
1.000000e-05,5.709456e-02,1.009332e+01,5.056197e-02
1.000000e-05,5.842447e-02,1.020787e+01,5.230471e-02
1.000000e-05,5.978535e-02,1.032362e+01,5.410604e-02
1.000000e-05,6.117793e-02,1.044058e+01,5.596771e-02
1.000000e-05,6.260294e-02,1.055894e+01,5.789477e-02
1.000000e-05,6.406115e-02,1.067831e+01,5.988254e-02
1.000000e-05,6.555333e-02,1.079928e+01,6.194299e-02
1.000000e-05,6.708026e-02,1.092145e+01,6.407146e-02
1.000000e-05,6.864276e-02,1.104483e+01,6.626992e-02
1.000000e-05,7.024166e-02,1.116961e+01,6.854406e-02
1.000000e-05,7.187780e-02,1.129580e+01,7.089621e-02
1.000000e-05,7.355204e-02,1.142319e+01,7.332486e-02
1.000000e-05,7.526529e-02,1.155219e+01,7.584009e-02
1.000000e-05,7.701845e-02,1.168238e+01,7.843658e-02
1.000000e-05,7.881244e-02,1.181399e+01,8.112074e-02
1.000000e-05,8.064821e-02,1.194699e+01,8.389519e-02
1.000000e-05,8.252675e-02,1.208141e+01,8.676261e-02
1.000000e-05,8.444905e-02,1.221722e+01,8.972576e-02
1.000000e-05,8.641612e-02,1.235444e+01,9.278744e-02
1.000000e-05,8.842901e-02,1.249307e+01,9.595054e-02
1.000000e-05,9.048878e-02,1.263330e+01,9.922274e-02
1.000000e-05,9.259654e-02,1.277493e+01,1.026026e-01
1.000000e-05,9.475339e-02,1.291797e+01,1.060931e-01
1.000000e-05,9.696048e-02,1.306261e+01,1.097026e-01
1.000000e-05,9.921898e-02,1.320886e+01,1.134347e-01
1.000000e-05,1.015301e-01,1.335631e+01,1.172825e-01
1.000000e-05,1.038950e-01,1.350557e+01,1.212652e-01
1.000000e-05,1.063151e-01,1.365623e+01,1.253761e-01
1.000000e-05,1.087914e-01,1.380850e+01,1.296243e-01
1.000000e-05,1.113255e-01,1.396237e+01,1.340140e-01
1.000000e-05,1.139186e-01,1.411764e+01,1.385435e-01
1.000000e-05,1.165721e-01,1.427472e+01,1.432286e-01
1.000000e-05,1.192874e-01,1.443321e+01,1.480618e-01
1.000000e-05,1.220660e-01,1.459350e+01,1.530597e-01
1.000000e-05,1.249093e-01,1.475520e+01,1.582145e-01
1.000000e-05,1.278188e-01,1.491870e+01,1.635436e-01
