h,P0,R,M
1.000000e-05,5.458169e-02,3.263356e+01,2.166127e-01
1.000000e-05,5.585306e-02,3.255377e+01,2.180136e-01
1.000000e-05,5.715405e-02,3.247439e+01,2.194227e-01
1.000000e-05,5.848534e-02,3.239500e+01,2.208399e-01
1.000000e-05,5.984763e-02,3.231581e+01,2.222654e-01
1.000000e-05,6.124166e-02,3.223683e+01,2.236991e-01
1.000000e-05,6.266817e-02,3.215804e+01,2.251411e-01
1.000000e-05,6.412790e-02,3.207925e+01,2.265914e-01
1.000000e-05,6.562163e-02,3.200067e+01,2.280500e-01
1.000000e-05,6.715015e-02,3.192228e+01,2.295171e-01
1.000000e-05,6.871428e-02,3.184409e+01,2.309925e-01
1.000000e-05,7.031484e-02,3.176591e+01,2.324764e-01
1.000000e-05,7.195268e-02,3.168792e+01,2.339688e-01
1.000000e-05,7.362868e-02,3.161013e+01,2.354697e-01
1.000000e-05,7.534371e-02,3.153235e+01,2.369791e-01
1.000000e-05,7.709869e-02,3.145496e+01,2.384971e-01
1.000000e-05,7.889455e-02,3.137757e+01,2.400237e-01
1.000000e-05,8.073224e-02,3.130019e+01,2.415589e-01
1.000000e-05,8.261273e-02,3.122320e+01,2.431028e-01
1.000000e-05,8.453703e-02,3.114621e+01,2.446554e-01
1.000000e-05,8.650615e-02,3.106943e+01,2.462167e-01
1.000000e-05,8.852114e-02,3.099284e+01,2.477868e-01
1.000000e-05,9.058306e-02,3.091625e+01,2.493656e-01
1.000000e-05,9.269301e-02,3.083987e+01,2.509533e-01
1.000000e-05,9.485211e-02,3.076368e+01,2.525498e-01
1.000000e-05,9.706150e-02,3.068749e+01,2.541552e-01
1.000000e-05,9.932235e-02,3.061171e+01,2.557695e-01
1.000000e-05,1.016359e-01,3.053592e+01,2.573927e-01
1.000000e-05,1.040033e-01,3.046013e+01,2.590249e-01
1.000000e-05,1.064258e-01,3.038455e+01,2.606661e-01
1.000000e-05,1.089048e-01,3.030916e+01,2.623163e-01
1.000000e-05,1.114415e-01,3.023397e+01,2.639755e-01
1.000000e-05,1.140373e-01,3.015899e+01,2.656439e-01
1.000000e-05,1.166936e-01,3.008400e+01,2.673213e-01
1.000000e-05,1.194117e-01,3.000901e+01,2.690078e-01
1.000000e-05,1.221932e-01,2.993442e+01,2.707035e-01
1.000000e-05,1.250394e-01,2.985984e+01,2.724084e-01
1.000000e-05,1.279520e-01,2.978545e+01,2.741225e-01
1.000000e-05,1.309324e-01,2.971106e+01,2.758458e-01
1.000000e-05,1.339822e-01,2.963688e+01,2.775784e-01
1.000000e-05,1.371030e-01,2.956289e+01,2.793203e-01
1.000000e-05,1.402965e-01,2.948910e+01,2.810714e-01
1.000000e-05,1.435645e-01,2.941531e+01,2.828320e-01
1.000000e-05,1.469085e-01,2.934173e+01,2.846018e-01
1.000000e-05,1.503305e-01,2.926814e+01,2.863810e-01
1.000000e-05,1.538321e-01,2.919475e+01,2.881697e-01
1.000000e-05,1.574153e-01,2.912156e+01,2.899677e-01
1.000000e-05,1.610820e-01,2.904838e+01,2.917753e-01
1.000000e-05,1.648341e-01,2.897559e+01,2.935922e-01
1.000000e-05,1.686736e-01,2.890260e+01,2.954187e-01
1.000000e-05,1.726025e-01,2.883002e+01,2.972547e-01
1.000000e-05,1.766229e-01,2.875743e+01,2.991002e-01
1.000000e-05,1.807370e-01,2.868484e+01,3.009553e-01
1.000000e-05,1.849469e-01,2.861265e+01,3.028199e-01
1.000000e-05,1.892548e-01,2.854047e+01,3.046941e-01
1.000000e-05,1.936631e-01,2.846828e+01,3.065780e-01
1.000000e-05,1.981741e-01,2.839629e+01,3.084714e-01
1.000000e-05,2.027902e-01,2.832450e+01,3.103746e-01
1.000000e-05,2.075138e-01,2.825291e+01,3.122873e-01
1.000000e-05,2.123474e-01,2.818133e+01,3.142098e-01
1.000000e-05,2.172936e-01,2.810994e+01,3.161419e-01
1.000000e-05,2.223550e-01,2.803855e+01,3.180838e-01
1.000000e-05,2.275344e-01,2.796736e+01,3.200354e-01
1.000000e-05,2.328343e-01,2.789618e+01,3.219967e-01
1.000000e-05,2.382577e-01,2.782539e+01,3.239678e-01
1.000000e-05,2.438075e-01,2.775440e+01,3.259486e-01
1.000000e-05,2.494865e-01,2.768381e+01,3.279393e-01
1.000000e-05,2.552978e-01,2.761323e+01,3.299397e-01
1.000000e-05,2.612444e-01,2.754264e+01,3.319499e-01
1.000000e-05,2.673296e-01,2.747245e+01,3.339699e-01
1.000000e-05,2.735565e-01,2.740206e+01,3.359998e-01
1.000000e-05,2.799284e-01,2.733207e+01,3.380395e-01
1.000000e-05,2.864488e-01,2.726209e+01,3.400890e-01
1.000000e-05,2.931210e-01,2.719210e+01,3.421484e-01
1.000000e-05,2.999487e-01,2.712231e+01,3.442176e-01
1.000000e-05,3.069354e-01,2.705272e+01,3.462967e-01
1.000000e-05,3.140848e-01,2.698333e+01,3.483857e-01
1.000000e-05,3.214008e-01,2.691375e+01,3.504845e-01
1.000000e-05,3.288872e-01,2.684456e+01,3.525933e-01
1.000000e-05,3.365480e-01,2.677537e+01,3.547119e-01
1.000000e-05,3.443872e-01,2.670638e+01,3.568404e-01
1.000000e-05,3.524090e-01,2.663739e+01,3.589787e-01
1.000000e-05,3.606177e-01,2.656861e+01,3.611270e-01
1.000000e-05,3.690175e-01,2.649982e+01,3.632852e-01
1.000000e-05,3.776130e-01,2.643123e+01,3.654532e-01
1.000000e-05,3.864088e-01,2.636264e+01,3.676311e-01
1.000000e-05,3.954094e-01,2.629425e+01,3.698190e-01
1.000000e-05,4.046197e-01,2.622607e+01,3.720167e-01
1.000000e-05,4.140445e-01,2.615788e+01,3.742242e-01
1.000000e-05,4.236888e-01,2.608989e+01,3.764417e-01
1.000000e-05,4.335578e-01,2.602190e+01,3.786690e-01
1.000000e-05,4.436566e-01,2.595411e+01,3.809062e-01
1.000000e-05,4.539907e-01,2.588632e+01,3.831532e-01
1.000000e-05,4.645655e-01,2.581874e+01,3.854101e-01
1.000000e-05,4.753867e-01,2.575135e+01,3.876768e-01
1.000000e-05,4.864598e-01,2.568396e+01,3.899534e-01
1.000000e-05,4.977909e-01,2.561657e+01,3.922397e-01
1.000000e-05,5.093860e-01,2.554938e+01,3.945359e-01
1.000000e-05,5.212511e-01,2.548239e+01,3.968418e-01
1.000000e-05,5.333926e-01,2.541541e+01,3.991576e-01
1.000000e-05,5.458169e-01,2.534862e+01,4.014830e-01
1.000000e-05,5.585306e-01,2.528183e+01,4.038183e-01
1.000000e-05,5.715405e-01,2.521504e+01,4.061632e-01
1.000000e-05,5.848534e-01,2.514865e+01,4.085178e-01
1.000000e-05,5.984763e-01,2.508206e+01,4.108822e-01
1.000000e-05,6.124166e-01,2.501587e+01,4.132562e-01
1.000000e-05,6.266817e-01,2.494949e+01,4.156398e-01
1.000000e-05,6.412790e-01,2.488350e+01,4.180331e-01
1.000000e-05,6.562163e-01,2.481731e+01,4.204359e-01
1.000000e-05,6.715015e-01,2.475152e+01,4.228483e-01
1.000000e-05,6.871428e-01,2.468573e+01,4.252703e-01
1.000000e-05,7.031484e-01,2.461994e+01,4.277018e-01
1.000000e-05,7.195268e-01,2.455435e+01,4.301427e-01
1.000000e-05,7.362868e-01,2.448877e+01,4.325931e-01
1.000000e-05,7.534371e-01,2.442338e+01,4.350530e-01
1.000000e-05,7.709869e-01,2.435799e+01,4.375222e-01
1.000000e-05,7.889455e-01,2.429280e+01,4.400007e-01
1.000000e-05,8.073224e-01,2.422761e+01,4.424886e-01
1.000000e-05,8.261273e-01,2.416262e+01,4.449858e-01
1.000000e-05,8.453703e-01,2.409763e+01,4.474922e-01
1.000000e-05,8.650615e-01,2.403284e+01,4.500078e-01
1.000000e-05,8.852114e-01,2.396806e+01,4.525326e-01
1.000000e-05,9.058306e-01,2.390347e+01,4.550665e-01
1.000000e-05,9.269301e-01,2.383888e+01,4.576094e-01
1.000000e-05,9.485211e-01,2.377449e+01,4.601614e-01
1.000000e-05,9.706150e-01,2.371010e+01,4.627224e-01
1.000000e-05,9.932235e-01,2.364591e+01,4.652923e-01
1.000000e-05,1.016359e+00,2.358172e+01,4.678711e-01
1.000000e-05,1.040033e+00,2.351753e+01,4.704587e-01
1.000000e-05,1.064258e+00,2.345354e+01,4.730551e-01
1.000000e-05,1.089048e+00,2.338976e+01,4.756603e-01
1.000000e-05,1.114415e+00,2.332597e+01,4.782741e-01
1.000000e-05,1.140373e+00,2.326218e+01,4.808965e-01
1.000000e-05,1.166936e+00,2.319859e+01,4.835274e-01
1.000000e-05,1.194117e+00,2.313520e+01,4.861669e-01
1.000000e-05,1.221932e+00,2.307181e+01,4.888148e-01
1.000000e-05,1.250394e+00,2.300842e+01,4.914710e-01
1.000000e-05,1.279520e+00,2.294523e+01,4.941356e-01
1.000000e-05,1.309324e+00,2.288204e+01,4.968084e-01
1.000000e-05,1.339822e+00,2.281885e+01,4.994894e-01
1.000000e-05,1.371030e+00,2.275587e+01,5.021784e-01
1.000000e-05,1.402965e+00,2.269308e+01,5.048755e-01
1.000000e-05,1.435645e+00,2.263029e+01,5.075805e-01
1.000000e-05,1.469085e+00,2.256750e+01,5.102934e-01
1.000000e-05,1.503305e+00,2.250491e+01,5.130141e-01
1.000000e-05,1.538321e+00,2.244252e+01,5.157425e-01
1.000000e-05,1.574153e+00,2.237993e+01,5.184786e-01
1.000000e-05,1.610820e+00,2.231754e+01,5.212222e-01
1.000000e-05,1.648341e+00,2.225535e+01,5.239733e-01
1.000000e-05,1.686736e+00,2.219316e+01,5.267318e-01
1.000000e-05,1.726025e+00,2.213117e+01,5.294976e-01
1.000000e-05,1.766229e+00,2.206898e+01,5.322705e-01
1.000000e-05,1.807370e+00,2.200719e+01,5.350506e-01
1.000000e-05,1.849469e+00,2.194541e+01,5.378378e-01
1.000000e-05,1.892548e+00,2.188362e+01,5.406318e-01
1.000000e-05,1.936631e+00,2.182183e+01,5.434327e-01
1.000000e-05,1.981741e+00,2.176024e+01,5.462403e-01
1.000000e-05,2.027902e+00,2.169885e+01,5.490546e-01
1.000000e-05,2.075138e+00,2.163746e+01,5.518753e-01
1.000000e-05,2.123474e+00,2.157607e+01,5.547026e-01
1.000000e-05,2.172936e+00,2.151488e+01,5.575361e-01
1.000000e-05,2.223550e+00,2.145369e+01,5.603758e-01
1.000000e-05,2.275344e+00,2.139250e+01,5.632217e-01
1.000000e-05,2.328343e+00,2.133151e+01,5.660735e-01
1.000000e-05,2.382577e+00,2.127072e+01,5.689312e-01
1.000000e-05,2.438075e+00,2.120973e+01,5.717946e-01
1.000000e-05,2.494865e+00,2.114894e+01,5.746637e-01
1.000000e-05,2.552978e+00,2.108835e+01,5.775383e-01
1.000000e-05,2.612444e+00,2.102776e+01,5.804184e-01
1.000000e-05,2.673296e+00,2.096717e+01,5.833036e-01
1.000000e-05,2.735565e+00,2.090679e+01,5.861941e-01
1.000000e-05,2.799284e+00,2.084640e+01,5.890895e-01
1.000000e-05,2.864488e+00,2.078621e+01,5.919899e-01
1.000000e-05,2.931210e+00,2.072602e+01,5.948949e-01
1.000000e-05,2.999487e+00,2.066583e+01,5.978047e-01
1.000000e-05,3.069354e+00,2.060584e+01,6.007188e-01
1.000000e-05,3.140848e+00,2.054585e+01,6.036374e-01
1.000000e-05,3.214008e+00,2.048606e+01,6.065601e-01
1.000000e-05,3.288872e+00,2.042627e+01,6.094869e-01
1.000000e-05,3.365480e+00,2.036648e+01,6.124176e-01
1.000000e-05,3.443872e+00,2.030689e+01,6.153521e-01
1.000000e-05,3.524090e+00,2.024730e+01,6.182902e-01
1.000000e-05,3.606177e+00,2.018771e+01,6.212318e-01
1.000000e-05,3.690175e+00,2.012832e+01,6.241767e-01
1.000000e-05,3.776130e+00,2.006893e+01,6.271247e-01
1.000000e-05,3.864088e+00,2.000974e+01,6.300758e-01
1.000000e-05,3.954094e+00,1.995055e+01,6.330297e-01
1.000000e-05,4.046197e+00,1.989136e+01,6.359863e-01
1.000000e-05,4.140445e+00,1.983237e+01,6.389454e-01
1.000000e-05,4.236888e+00,1.977338e+01,6.419068e-01
1.000000e-05,4.335578e+00,1.971459e+01,6.448704e-01
1.000000e-05,4.436566e+00,1.965580e+01,6.478361e-01
1.000000e-05,4.539907e+00,1.959701e+01,6.508035e-01
1.000000e-05,4.645655e+00,1.953842e+01,6.537727e-01
1.000000e-05,4.753867e+00,1.947983e+01,6.567433e-01
1.000000e-05,4.864598e+00,1.942124e+01,6.597153e-01
1.000000e-05,4.977909e+00,1.936285e+01,6.626883e-01
1.000000e-05,5.093860e+00,1.930466e+01,6.656624e-01
1.000000e-05,5.212511e+00,1.924627e+01,6.686371e-01
1.000000e-05,5.333926e+00,1.918808e+01,6.716125e-01
1.000000e-05,5.458169e+00,1.912989e+01,6.745882e-01
1.000000e-05,5.585306e+00,1.907190e+01,6.775642e-01
1.000000e-05,5.715405e+00,1.901391e+01,6.805401e-01
1.000000e-05,5.848534e+00,1.895592e+01,6.835159e-01
1.000000e-05,5.984763e+00,1.889813e+01,6.864912e-01
1.000000e-05,6.124166e+00,1.884034e+01,6.894660e-01
1.000000e-05,6.266817e+00,1.878275e+01,6.924399e-01
1.000000e-05,6.412790e+00,1.872516e+01,6.954129e-01
1.000000e-05,6.562163e+00,1.866757e+01,6.983847e-01
1.000000e-05,6.715015e+00,1.861018e+01,7.013550e-01
1.000000e-05,6.871428e+00,1.855279e+01,7.043238e-01
1.000000e-05,7.031484e+00,1.849540e+01,7.072907e-01
1.000000e-05,7.195268e+00,1.843821e+01,7.102556e-01
1.000000e-05,7.362868e+00,1.838102e+01,7.132182e-01
1.000000e-05,7.534371e+00,1.832383e+01,7.161783e-01
1.000000e-05,7.709869e+00,1.826684e+01,7.191357e-01
1.000000e-05,7.889455e+00,1.820985e+01,7.220903e-01
1.000000e-05,8.073224e+00,1.815306e+01,7.250417e-01
1.000000e-05,8.261273e+00,1.809627e+01,7.279897e-01
1.000000e-05,8.453703e+00,1.803948e+01,7.309341e-01
1.000000e-05,8.650615e+00,1.798289e+01,7.338747e-01
1.000000e-05,8.852114e+00,1.792630e+01,7.368113e-01
1.000000e-05,9.058306e+00,1.786971e+01,7.397436e-01
1.000000e-05,9.269301e+00,1.781332e+01,7.426713e-01
1.000000e-05,9.485211e+00,1.775693e+01,7.455944e-01
1.000000e-05,9.706150e+00,1.770074e+01,7.485124e-01
1.000000e-05,9.932235e+00,1.764435e+01,7.514252e-01
1.000000e-05,1.016359e+01,1.758836e+01,7.543325e-01
1.000000e-05,1.040033e+01,1.753217e+01,7.572342e-01
1.000000e-05,1.064258e+01,1.747618e+01,7.601298e-01
1.000000e-05,1.089048e+01,1.742039e+01,7.630193e-01
1.000000e-05,1.114415e+01,1.736440e+01,7.659024e-01
1.000000e-05,1.140373e+01,1.730861e+01,7.687787e-01
1.000000e-05,1.166936e+01,1.725302e+01,7.716481e-01
1.000000e-05,1.194117e+01,1.719723e+01,7.745103e-01
1.000000e-05,1.221932e+01,1.714184e+01,7.773651e-01
1.000000e-05,1.250394e+01,1.708625e+01,7.802122e-01
1.000000e-05,1.279520e+01,1.703086e+01,7.830513e-01
1.000000e-05,1.309324e+01,1.697546e+01,7.858822e-01
1.000000e-05,1.339822e+01,1.692027e+01,7.887046e-01
1.000000e-05,1.371030e+01,1.686508e+01,7.915184e-01
1.000000e-05,1.402965e+01,1.680989e+01,7.943231e-01
1.000000e-05,1.435645e+01,1.675490e+01,7.971185e-01
1.000000e-05,1.469085e+01,1.669991e+01,7.999045e-01
1.000000e-05,1.503305e+01,1.664492e+01,8.026807e-01
1.000000e-05,1.538321e+01,1.659013e+01,8.054469e-01
1.000000e-05,1.574153e+01,1.653534e+01,8.082027e-01
1.000000e-05,1.610820e+01,1.648075e+01,8.109480e-01
1.000000e-05,1.648341e+01,1.642616e+01,8.136824e-01
1.000000e-05,1.686736e+01,1.637157e+01,8.164058e-01
1.000000e-05,1.726025e+01,1.631718e+01,8.191177e-01
1.000000e-05,1.766229e+01,1.626279e+01,8.218180e-01
1.000000e-05,1.807370e+01,1.620840e+01,8.245064e-01
1.000000e-05,1.849469e+01,1.615421e+01,8.271826e-01
1.000000e-05,1.892548e+01,1.610022e+01,8.298464e-01
1.000000e-05,1.936631e+01,1.604603e+01,8.324974e-01
1.000000e-05,1.981741e+01,1.599203e+01,8.351355e-01
1.000000e-05,2.027902e+01,1.593804e+01,8.377602e-01
1.000000e-05,2.075138e+01,1.588425e+01,8.403714e-01
1.000000e-05,2.123474e+01,1.583046e+01,8.429688e-01
1.000000e-05,2.172936e+01,1.577687e+01,8.455521e-01
1.000000e-05,2.223550e+01,1.572328e+01,8.481210e-01
1.000000e-05,2.275344e+01,1.566969e+01,8.506752e-01
1.000000e-05,2.328343e+01,1.561630e+01,8.532146e-01
1.000000e-05,2.382577e+01,1.556291e+01,8.557388e-01
1.000000e-05,2.438075e+01,1.550952e+01,8.582474e-01
1.000000e-05,2.494865e+01,1.545633e+01,8.607404e-01
1.000000e-05,2.552978e+01,1.540314e+01,8.632173e-01
1.000000e-05,2.612444e+01,1.535015e+01,8.656779e-01
1.000000e-05,2.673296e+01,1.529716e+01,8.681220e-01
1.000000e-05,2.735565e+01,1.524436e+01,8.705492e-01
1.000000e-05,2.799284e+01,1.519137e+01,8.729593e-01
1.000000e-05,2.864488e+01,1.513878e+01,8.753520e-01
1.000000e-05,2.931210e+01,1.508599e+01,8.777271e-01
1.000000e-05,2.999487e+01,1.503340e+01,8.800842e-01
1.000000e-05,3.069354e+01,1.498101e+01,8.824231e-01
1.000000e-05,3.140848e+01,1.492862e+01,8.847436e-01
1.000000e-05,3.214008e+01,1.487623e+01,8.870453e-01
1.000000e-05,3.288872e+01,1.482404e+01,8.893280e-01
1.000000e-05,3.365480e+01,1.477185e+01,8.915914e-01
1.000000e-05,3.443872e+01,1.471985e+01,8.938352e-01
1.000000e-05,3.524090e+01,1.466786e+01,8.960593e-01
1.000000e-05,3.606177e+01,1.461587e+01,8.982632e-01
1.000000e-05,3.690175e+01,1.456408e+01,9.004469e-01
1.000000e-05,3.776130e+01,1.451229e+01,9.026099e-01
1.000000e-05,3.864088e+01,1.446070e+01,9.047520e-01
1.000000e-05,3.954094e+01,1.440911e+01,9.068730e-01
1.000000e-05,4.046197e+01,1.435752e+01,9.089726e-01
1.000000e-05,4.140445e+01,1.430613e+01,9.110506e-01
1.000000e-05,4.236888e+01,1.425494e+01,9.131066e-01
1.000000e-05,4.335578e+01,1.420354e+01,9.151405e-01
1.000000e-05,4.436566e+01,1.415255e+01,9.171520e-01
1.000000e-05,4.539907e+01,1.410136e+01,9.191408e-01
1.000000e-05,4.645655e+01,1.405057e+01,9.211068e-01
1.000000e-05,4.753867e+01,1.399958e+01,9.230495e-01
1.000000e-05,4.864598e+01,1.394879e+01,9.249689e-01
1.000000e-05,4.977909e+01,1.389820e+01,9.268646e-01
1.000000e-05,5.093860e+01,1.384761e+01,9.287364e-01
1.000000e-05,5.212511e+01,1.379701e+01,9.305841e-01
1.000000e-05,5.333926e+01,1.374662e+01,9.324074e-01
1.000000e-05,5.458169e+01,1.369623e+01,9.342061e-01
1.000000e-05,5.585306e+01,1.364604e+01,9.359800e-01
1.000000e-05,5.715405e+01,1.359585e+01,9.377288e-01
1.000000e-05,5.848534e+01,1.354586e+01,9.394524e-01
1.000000e-05,5.984763e+01,1.349587e+01,9.411504e-01
1.000000e-05,6.124166e+01,1.344608e+01,9.428227e-01
1.000000e-05,6.266817e+01,1.339628e+01,9.444690e-01
1.000000e-05,6.412790e+01,1.334669e+01,9.460892e-01
1.000000e-05,6.562163e+01,1.329710e+01,9.476830e-01
1.000000e-05,6.715015e+01,1.324771e+01,9.492502e-01
1.000000e-05,6.871428e+01,1.319832e+01,9.507905e-01
1.000000e-05,7.031484e+01,1.314893e+01,9.523039e-01
1.000000e-05,7.195268e+01,1.309974e+01,9.537901e-01
1.000000e-05,7.362868e+01,1.305074e+01,9.552488e-01
1.000000e-05,7.534371e+01,1.300175e+01,9.566800e-01
1.000000e-05,7.709869e+01,1.295296e+01,9.580833e-01
1.000000e-05,7.889455e+01,1.290417e+01,9.594587e-01
1.000000e-05,8.073224e+01,1.285538e+01,9.608059e-01
1.000000e-05,8.261273e+01,1.280679e+01,9.621247e-01
1.000000e-05,8.453703e+01,1.275839e+01,9.634150e-01
1.000000e-05,8.650615e+01,1.271000e+01,9.646766e-01
1.000000e-05,8.852114e+01,1.266181e+01,9.659093e-01
1.000000e-05,9.058306e+01,1.261362e+01,9.671130e-01
1.000000e-05,9.269301e+01,1.256563e+01,9.682875e-01
1.000000e-05,9.485211e+01,1.251764e+01,9.694326e-01
1.000000e-05,9.706150e+01,1.246984e+01,9.705482e-01
1.000000e-05,9.932235e+01,1.242205e+01,9.716341e-01
1.000000e-05,1.016359e+02,1.237446e+01,9.726902e-01
1.000000e-05,1.040033e+02,1.232687e+01,9.737164e-01
1.000000e-05,1.064258e+02,1.227948e+01,9.747124e-01
1.000000e-05,1.089048e+02,1.223229e+01,9.756782e-01
1.000000e-05,1.114415e+02,1.218509e+01,9.766136e-01
1.000000e-05,1.140373e+02,1.213790e+01,9.775185e-01
1.000000e-05,1.166936e+02,1.209091e+01,9.783928e-01
1.000000e-05,1.194117e+02,1.204412e+01,9.792363e-01
1.000000e-05,1.221932e+02,1.199733e+01,9.800490e-01
1.000000e-05,1.250394e+02,1.195073e+01,9.808308e-01
1.000000e-05,1.279520e+02,1.190414e+01,9.815814e-01
1.000000e-05,1.309324e+02,1.185775e+01,9.823009e-01
1.000000e-05,1.339822e+02,1.181156e+01,9.829892e-01
1.000000e-05,1.371030e+02,1.176537e+01,9.836460e-01
1.000000e-05,1.402965e+02,1.171937e+01,9.842715e-01
1.000000e-05,1.435645e+02,1.167338e+01,9.848654e-01
1.000000e-05,1.469085e+02,1.162759e+01,9.854277e-01
1.000000e-05,1.503305e+02,1.158180e+01,9.859583e-01
1.000000e-05,1.538321e+02,1.153641e+01,9.864572e-01
1.000000e-05,1.574153e+02,1.149081e+01,9.869242e-01
1.000000e-05,1.610820e+02,1.144562e+01,9.873594e-01
1.000000e-05,1.648341e+02,1.140023e+01,9.877627e-01
1.000000e-05,1.686736e+02,1.135524e+01,9.881340e-01
1.000000e-05,1.726025e+02,1.131024e+01,9.884733e-01
1.000000e-05,1.766229e+02,1.126545e+01,9.887806e-01
