P,rho
1.437400e+02,8.535492e+00
1.437500e+02,8.535665e+00
1.437600e+02,8.535838e+00
1.437700e+02,8.536010e+00
1.437800e+02,8.536183e+00
1.437900e+02,8.536356e+00
1.438000e+02,8.536528e+00
1.438100e+02,8.536701e+00
1.438200e+02,8.536873e+00
1.438300e+02,8.537046e+00
1.438400e+02,8.537219e+00
1.438500e+02,8.537391e+00
1.438600e+02,8.537564e+00
1.438700e+02,8.537736e+00
1.438800e+02,8.537909e+00
1.438900e+02,8.538082e+00
1.439000e+02,8.538254e+00
1.439100e+02,8.538427e+00
1.439200e+02,8.538599e+00
1.439300e+02,8.538772e+00
1.439400e+02,8.538944e+00
1.439500e+02,8.539117e+00
1.439600e+02,8.539289e+00
1.439700e+02,8.539462e+00
1.439800e+02,8.539634e+00
1.439900e+02,8.539807e+00
1.440000e+02,8.539979e+00
1.440100e+02,8.540152e+00
1.440200e+02,8.540324e+00
1.440300e+02,8.540497e+00
1.440400e+02,8.540669e+00
1.440500e+02,8.540841e+00
1.440600e+02,8.541014e+00
1.440700e+02,8.541186e+00
1.440800e+02,8.541359e+00
1.440900e+02,8.541531e+00
1.441000e+02,8.541703e+00
1.441100e+02,8.541876e+00
1.441200e+02,8.542048e+00
1.441300e+02,8.542221e+00
1.441400e+02,8.542393e+00
1.441500e+02,8.542565e+00
1.441600e+02,8.542738e+00
1.441700e+02,8.542910e+00
1.441800e+02,8.543082e+00
1.441900e+02,8.543255e+00
1.442000e+02,8.543427e+00
1.442100e+02,8.543599e+00
1.442200e+02,8.543771e+00
1.442300e+02,8.543944e+00
1.442400e+02,8.544116e+00
1.442500e+02,8.544288e+00
1.442600e+02,8.544460e+00
1.442700e+02,8.544633e+00
1.442800e+02,8.544805e+00
1.442900e+02,8.544977e+00
1.443000e+02,8.545149e+00
1.443100e+02,8.545322e+00
1.443200e+02,8.545494e+00
1.443300e+02,8.545666e+00
1.443400e+02,8.545838e+00
1.443500e+02,8.546010e+00
1.443600e+02,8.546183e+00
1.443700e+02,8.546355e+00
1.443800e+02,8.546527e+00
1.443900e+02,8.546699e+00
1.444000e+02,8.546871e+00
1.444100e+02,8.547043e+00
1.444200e+02,8.547215e+00
1.444300e+02,8.547387e+00
1.444400e+02,8.547560e+00
1.444500e+02,8.547732e+00
1.444600e+02,8.547904e+00
1.444700e+02,8.548076e+00
1.444800e+02,8.548248e+00
1.444900e+02,8.548420e+00
1.445000e+02,8.548592e+00
1.445100e+02,8.548764e+00
1.445200e+02,8.548936e+00
1.445300e+02,8.549108e+00
1.445400e+02,8.549280e+00
1.445500e+02,8.549452e+00
1.445600e+02,8.549624e+00
1.445700e+02,8.549796e+00
1.445800e+02,8.549968e+00
1.445900e+02,8.550140e+00
1.446000e+02,8.550312e+00
1.446100e+02,8.550484e+00
1.446200e+02,8.550656e+00
1.446300e+02,8.550828e+00
1.446400e+02,8.551000e+00
1.446500e+02,8.551172e+00
1.446600e+02,8.551344e+00
1.446700e+02,8.551515e+00
1.446800e+02,8.551687e+00
1.446900e+02,8.551859e+00
1.447000e+02,8.552031e+00
1.447100e+02,8.552203e+00
1.447200e+02,8.552375e+00
1.447300e+02,8.552547e+00
1.447400e+02,8.552719e+00
1.447500e+02,8.552890e+00
1.447600e+02,8.553062e+00
1.447700e+02,8.553234e+00
1.447800e+02,8.553406e+00
1.447900e+02,8.553578e+00
1.448000e+02,8.553749e+00
1.448100e+02,8.553921e+00
1.448200e+02,8.554093e+00
1.448300e+02,8.554265e+00
1.448400e+02,8.554437e+00
1.448500e+02,8.554608e+00
1.448600e+02,8.554780e+00
1.448700e+02,8.554952e+00
1.448800e+02,8.555124e+00
1.448900e+02,8.555295e+00
1.449000e+02,8.555467e+00
1.449100e+02,8.555639e+00
1.449200e+02,8.555810e+00
1.449300e+02,8.555982e+00
1.449400e+02,8.556154e+00
1.449500e+02,8.556325e+00
1.449600e+02,8.556497e+00
1.449700e+02,8.556669e+00
1.449800e+02,8.556840e+00
1.449900e+02,8.557012e+00
1.450000e+02,8.557184e+00
1.450100e+02,8.557355e+00
1.450200e+02,8.557527e+00
1.450300e+02,8.557698e+00
1.450400e+02,8.557870e+00
1.450500e+02,8.558042e+00
1.450600e+02,8.558213e+00
1.450700e+02,8.558385e+00
1.450800e+02,8.558556e+00
1.450900e+02,8.558728e+00
1.451000e+02,8.558899e+00
1.451100e+02,8.559071e+00
1.451200e+02,8.559243e+00
1.451300e+02,8.559414e+00
1.451400e+02,8.559586e+00
1.451500e+02,8.559757e+00
1.451600e+02,8.559929e+00
1.451700e+02,8.560100e+00
1.451800e+02,8.560272e+00
1.451900e+02,8.560443e+00
1.452000e+02,8.560614e+00
1.452100e+02,8.560786e+00
1.452200e+02,8.560957e+00
1.452300e+02,8.561129e+00
1.452400e+02,8.561300e+00
1.452500e+02,8.561472e+00
1.452600e+02,8.561643e+00
1.452700e+02,8.561814e+00
1.452800e+02,8.561986e+00
1.452900e+02,8.562157e+00
1.453000e+02,8.562329e+00
1.453100e+02,8.562500e+00
1.453200e+02,8.562671e+00
1.453300e+02,8.562843e+00
1.453400e+02,8.563014e+00
1.453500e+02,8.563185e+00
1.453600e+02,8.563357e+00
1.453700e+02,8.563528e+00
1.453800e+02,8.563699e+00
1.453900e+02,8.563871e+00
1.454000e+02,8.564042e+00
1.454100e+02,8.564213e+00
1.454200e+02,8.564384e+00
1.454300e+02,8.564556e+00
1.454400e+02,8.564727e+00
1.454500e+02,8.564898e+00
1.454600e+02,8.565069e+00
1.454700e+02,8.565241e+00
1.454800e+02,8.565412e+00
1.454900e+02,8.565583e+00
1.455000e+02,8.565754e+00
1.455100e+02,8.565926e+00
1.455200e+02,8.566097e+00
1.455300e+02,8.566268e+00
1.455400e+02,8.566439e+00
1.455500e+02,8.566610e+00
1.455600e+02,8.566781e+00
1.455700e+02,8.566953e+00
1.455800e+02,8.567124e+00
1.455900e+02,8.567295e+00
1.456000e+02,8.567466e+00
1.456100e+02,8.567637e+00
1.456200e+02,8.567808e+00
1.456300e+02,8.567979e+00
1.456400e+02,8.568150e+00
1.456500e+02,8.568321e+00
1.456600e+02,8.568493e+00
1.456700e+02,8.568664e+00
1.456800e+02,8.568835e+00
1.456900e+02,8.569006e+00
1.457000e+02,8.569177e+00
1.457100e+02,8.569348e+00
1.457200e+02,8.569519e+00
1.457300e+02,8.569690e+00
1.457400e+02,8.569861e+00
1.457500e+02,8.570032e+00
1.457600e+02,8.570203e+00
1.457700e+02,8.570374e+00
1.457800e+02,8.570545e+00
1.457900e+02,8.570716e+00
1.458000e+02,8.570887e+00
1.458100e+02,8.571058e+00
1.458200e+02,8.571229e+00
1.458300e+02,8.571400e+00
1.458400e+02,8.571571e+00
1.458500e+02,8.571741e+00
1.458600e+02,8.571912e+00
1.458700e+02,8.572083e+00
1.458800e+02,8.572254e+00
1.458900e+02,8.572425e+00
1.459000e+02,8.572596e+00
1.459100e+02,8.572767e+00
1.459200e+02,8.572938e+00
1.459300e+02,8.573108e+00
1.459400e+02,8.573279e+00
1.459500e+02,8.573450e+00
1.459600e+02,8.573621e+00
1.459700e+02,8.573792e+00
1.459800e+02,8.573963e+00
1.459900e+02,8.574133e+00
1.460000e+02,8.574304e+00
1.460100e+02,8.574475e+00
1.460200e+02,8.574646e+00
1.460300e+02,8.574817e+00
1.460400e+02,8.574987e+00
1.460500e+02,8.575158e+00
1.460600e+02,8.575329e+00
1.460700e+02,8.575500e+00
1.460800e+02,8.575670e+00
1.460900e+02,8.575841e+00
1.461000e+02,8.576012e+00
1.461100e+02,8.576182e+00
1.461200e+02,8.576353e+00
1.461300e+02,8.576524e+00
1.461400e+02,8.576694e+00
1.461500e+02,8.576865e+00
1.461600e+02,8.577036e+00
1.461700e+02,8.577206e+00
1.461800e+02,8.577377e+00
1.461900e+02,8.577548e+00
1.462000e+02,8.577718e+00
1.462100e+02,8.577889e+00
1.462200e+02,8.578060e+00
1.462300e+02,8.578230e+00
1.462400e+02,8.578401e+00
1.462500e+02,8.578571e+00
1.462600e+02,8.578742e+00
1.462700e+02,8.578913e+00
1.462800e+02,8.579083e+00
1.462900e+02,8.579254e+00
1.463000e+02,8.579424e+00
1.463100e+02,8.579595e+00
1.463200e+02,8.579765e+00
1.463300e+02,8.579936e+00
1.463400e+02,8.580106e+00
1.463500e+02,8.580277e+00
1.463600e+02,8.580447e+00
1.463700e+02,8.580618e+00
1.463800e+02,8.580788e+00
1.463900e+02,8.580959e+00
1.464000e+02,8.581129e+00
1.464100e+02,8.581300e+00
1.464200e+02,8.581470e+00
1.464300e+02,8.581641e+00
1.464400e+02,8.581811e+00
1.464500e+02,8.581981e+00
1.464600e+02,8.582152e+00
1.464700e+02,8.582322e+00
1.464800e+02,8.582493e+00
1.464900e+02,8.582663e+00
1.465000e+02,8.582833e+00
1.465100e+02,8.583004e+00
1.465200e+02,8.583174e+00
1.465300e+02,8.583344e+00
1.465400e+02,8.583515e+00
1.465500e+02,8.583685e+00
1.465600e+02,8.583855e+00
1.465700e+02,8.584026e+00
1.465800e+02,8.584196e+00
1.465900e+02,8.584366e+00
1.466000e+02,8.584537e+00
1.466100e+02,8.584707e+00
1.466200e+02,8.584877e+00
1.466300e+02,8.585048e+00
1.466400e+02,8.585218e+00
1.466500e+02,8.585388e+00
1.466600e+02,8.585558e+00
1.466700e+02,8.585729e+00
1.466800e+02,8.585899e+00
1.466900e+02,8.586069e+00
1.467000e+02,8.586239e+00
1.467100e+02,8.586409e+00
1.467200e+02,8.586580e+00
1.467300e+02,8.586750e+00
1.467400e+02,8.586920e+00
1.467500e+02,8.587090e+00
1.467600e+02,8.587260e+00
1.467700e+02,8.587431e+00
1.467800e+02,8.587601e+00
1.467900e+02,8.587771e+00
1.468000e+02,8.587941e+00
1.468100e+02,8.588111e+00
1.468200e+02,8.588281e+00
1.468300e+02,8.588451e+00
1.468400e+02,8.588621e+00
1.468500e+02,8.588792e+00
1.468600e+02,8.588962e+00
1.468700e+02,8.589132e+00
1.468800e+02,8.589302e+00
1.468900e+02,8.589472e+00
1.469000e+02,8.589642e+00
1.469100e+02,8.589812e+00
1.469200e+02,8.589982e+00
1.469300e+02,8.590152e+00
1.469400e+02,8.590322e+00
1.469500e+02,8.590492e+00
1.469600e+02,8.590662e+00
1.469700e+02,8.590832e+00
1.469800e+02,8.591002e+00
1.469900e+02,8.591172e+00
1.470000e+02,8.591342e+00
1.470100e+02,8.591512e+00
1.470200e+02,8.591682e+00
1.470300e+02,8.591852e+00
1.470400e+02,8.592022e+00
1.470500e+02,8.592192e+00
1.470600e+02,8.592362e+00
1.470700e+02,8.592531e+00
1.470800e+02,8.592701e+00
1.470900e+02,8.592871e+00
1.471000e+02,8.593041e+00
1.471100e+02,8.593211e+00
1.471200e+02,8.593381e+00
1.471300e+02,8.593551e+00
1.471400e+02,8.593721e+00
1.471500e+02,8.593890e+00
1.471600e+02,8.594060e+00
1.471700e+02,8.594230e+00
1.471800e+02,8.594400e+00
1.471900e+02,8.594570e+00
1.472000e+02,8.594740e+00
1.472100e+02,8.594909e+00
1.472200e+02,8.595079e+00
1.472300e+02,8.595249e+00
1.472400e+02,8.595419e+00
1.472500e+02,8.595589e+00
1.472600e+02,8.595758e+00
1.472700e+02,8.595928e+00
1.472800e+02,8.596098e+00
1.472900e+02,8.596267e+00
1.473000e+02,8.596437e+00
1.473100e+02,8.596607e+00
1.473200e+02,8.596777e+00
1.473300e+02,8.596946e+00
1.473400e+02,8.597116e+00
1.473500e+02,8.597286e+00
1.473600e+02,8.597455e+00
1.473700e+02,8.597625e+00
1.473800e+02,8.597795e+00
1.473900e+02,8.597964e+00
1.474000e+02,8.598134e+00
1.474100e+02,8.598304e+00
1.474200e+02,8.598473e+00
1.474300e+02,8.598643e+00
1.474400e+02,8.598813e+00
1.474500e+02,8.598982e+00
1.474600e+02,8.599152e+00
1.474700e+02,8.599321e+00
1.474800e+02,8.599491e+00
1.474900e+02,8.599660e+00
1.475000e+02,8.599830e+00
1.475100e+02,8.600000e+00
1.475200e+02,8.600169e+00
1.475300e+02,8.600339e+00
1.475400e+02,8.600508e+00
1.475500e+02,8.600678e+00
1.475600e+02,8.600847e+00
1.475700e+02,8.601017e+00
1.475800e+02,8.601186e+00
1.475900e+02,8.601356e+00
1.476000e+02,8.601525e+00
1.476100e+02,8.601695e+00
1.476200e+02,8.601864e+00
1.476300e+02,8.602034e+00
1.476400e+02,8.602203e+00
1.476500e+02,8.602372e+00
1.476600e+02,8.602542e+00
1.476700e+02,8.602711e+00
1.476800e+02,8.602881e+00
1.476900e+02,8.603050e+00
1.477000e+02,8.603220e+00
1.477100e+02,8.603389e+00
1.477200e+02,8.603558e+00
1.477300e+02,8.603728e+00
1.477400e+02,8.603897e+00
1.477500e+02,8.604066e+00
1.477600e+02,8.604236e+00
1.477700e+02,8.604405e+00
1.477800e+02,8.604574e+00
1.477900e+02,8.604744e+00
1.478000e+02,8.604913e+00
1.478100e+02,8.605082e+00
1.478200e+02,8.605252e+00
1.478300e+02,8.605421e+00
1.478400e+02,8.605590e+00
1.478500e+02,8.605760e+00
1.478600e+02,8.605929e+00
1.478700e+02,8.606098e+00
1.478800e+02,8.606267e+00
1.478900e+02,8.606437e+00
1.479000e+02,8.606606e+00
1.479100e+02,8.606775e+00
1.479200e+02,8.606944e+00
1.479300e+02,8.607113e+00
1.479400e+02,8.607283e+00
1.479500e+02,8.607452e+00
1.479600e+02,8.607621e+00
1.479700e+02,8.607790e+00
1.479800e+02,8.607959e+00
1.479900e+02,8.608129e+00
1.480000e+02,8.608298e+00
1.480100e+02,8.608467e+00
1.480200e+02,8.608636e+00
1.480300e+02,8.608805e+00
1.480400e+02,8.608974e+00
1.480500e+02,8.609143e+00
1.480600e+02,8.609312e+00
1.480700e+02,8.609482e+00
1.480800e+02,8.609651e+00
1.480900e+02,8.609820e+00
1.481000e+02,8.609989e+00
1.481100e+02,8.610158e+00
1.481200e+02,8.610327e+00
1.481300e+02,8.610496e+00
1.481400e+02,8.610665e+00
1.481500e+02,8.610834e+00
1.481600e+02,8.611003e+00
1.481700e+02,8.611172e+00
1.481800e+02,8.611341e+00
1.481900e+02,8.611510e+00
1.482000e+02,8.611679e+00
1.482100e+02,8.611848e+00
1.482200e+02,8.612017e+00
1.482300e+02,8.612186e+00
1.482400e+02,8.612355e+00
1.482500e+02,8.612524e+00
1.482600e+02,8.612693e+00
1.482700e+02,8.612862e+00
1.482800e+02,8.613031e+00
1.482900e+02,8.613200e+00
1.483000e+02,8.613369e+00
1.483100e+02,8.613538e+00
1.483200e+02,8.613706e+00
1.483300e+02,8.613875e+00
1.483400e+02,8.614044e+00
1.483500e+02,8.614213e+00
1.483600e+02,8.614382e+00
1.483700e+02,8.614551e+00
1.483800e+02,8.614720e+00
1.483900e+02,8.614888e+00
1.484000e+02,8.615057e+00
1.484100e+02,8.615226e+00
1.484200e+02,8.615395e+00
1.484300e+02,8.615564e+00
1.484400e+02,8.615733e+00
1.484500e+02,8.615901e+00
1.484600e+02,8.616070e+00
1.484700e+02,8.616239e+00
1.484800e+02,8.616408e+00
1.484900e+02,8.616576e+00
1.485000e+02,8.616745e+00
1.485100e+02,8.616914e+00
1.485200e+02,8.617083e+00
1.485300e+02,8.617251e+00
1.485400e+02,8.617420e+00
1.485500e+02,8.617589e+00
1.485600e+02,8.617758e+00
1.485700e+02,8.617926e+00
1.485800e+02,8.618095e+00
1.485900e+02,8.618264e+00
1.486000e+02,8.618432e+00
1.486100e+02,8.618601e+00
1.486200e+02,8.618770e+00
1.486300e+02,8.618938e+00
1.486400e+02,8.619107e+00
1.486500e+02,8.619275e+00
1.486600e+02,8.619444e+00
1.486700e+02,8.619613e+00
1.486800e+02,8.619781e+00
1.486900e+02,8.619950e+00
1.487000e+02,8.620119e+00
1.487100e+02,8.620287e+00
1.487200e+02,8.620456e+00
1.487300e+02,8.620624e+00
1.487400e+02,8.620793e+00
1.487500e+02,8.620961e+00
1.487600e+02,8.621130e+00
1.487700e+02,8.621298e+00
1.487800e+02,8.621467e+00
1.487900e+02,8.621635e+00
1.488000e+02,8.621804e+00
1.488100e+02,8.621972e+00
1.488200e+02,8.622141e+00
1.488300e+02,8.622309e+00
1.488400e+02,8.622478e+00
1.488500e+02,8.622646e+00
1.488600e+02,8.622815e+00
1.488700e+02,8.622983e+00
1.488800e+02,8.623152e+00
1.488900e+02,8.623320e+00
1.489000e+02,8.623489e+00
1.489100e+02,8.623657e+00
1.489200e+02,8.623825e+00
1.489300e+02,8.623994e+00
1.489400e+02,8.624162e+00
1.489500e+02,8.624331e+00
1.489600e+02,8.624499e+00
1.489700e+02,8.624667e+00
1.489800e+02,8.624836e+00
1.489900e+02,8.625004e+00
1.490000e+02,8.625172e+00
1.490100e+02,8.625341e+00
1.490200e+02,8.625509e+00
1.490300e+02,8.625677e+00
1.490400e+02,8.625846e+00
1.490500e+02,8.626014e+00
1.490600e+02,8.626182e+00
1.490700e+02,8.626351e+00
1.490800e+02,8.626519e+00
1.490900e+02,8.626687e+00
1.491000e+02,8.626856e+00
1.491100e+02,8.627024e+00
1.491200e+02,8.627192e+00
1.491300e+02,8.627360e+00
1.491400e+02,8.627529e+00
1.491500e+02,8.627697e+00
1.491600e+02,8.627865e+00
1.491700e+02,8.628033e+00
1.491800e+02,8.628201e+00
1.491900e+02,8.628370e+00
1.492000e+02,8.628538e+00
1.492100e+02,8.628706e+00
1.492200e+02,8.628874e+00
1.492300e+02,8.629042e+00
1.492400e+02,8.629210e+00
1.492500e+02,8.629379e+00
1.492600e+02,8.629547e+00
1.492700e+02,8.629715e+00
1.492800e+02,8.629883e+00
1.492900e+02,8.630051e+00
1.493000e+02,8.630219e+00
1.493100e+02,8.630387e+00
1.493200e+02,8.630555e+00
1.493300e+02,8.630724e+00
1.493400e+02,8.630892e+00
1.493500e+02,8.631060e+00
1.493600e+02,8.631228e+00
1.493700e+02,8.631396e+00
1.493800e+02,8.631564e+00
1.493900e+02,8.631732e+00
1.494000e+02,8.631900e+00
1.494100e+02,8.632068e+00
1.494200e+02,8.632236e+00
1.494300e+02,8.632404e+00
1.494400e+02,8.632572e+00
1.494500e+02,8.632740e+00
1.494600e+02,8.632908e+00
1.494700e+02,8.633076e+00
1.494800e+02,8.633244e+00
1.494900e+02,8.633412e+00
1.495000e+02,8.633580e+00
1.495100e+02,8.633748e+00
1.495200e+02,8.633916e+00
1.495300e+02,8.634084e+00
1.495400e+02,8.634252e+00
1.495500e+02,8.634419e+00
1.495600e+02,8.634587e+00
1.495700e+02,8.634755e+00
1.495800e+02,8.634923e+00
1.495900e+02,8.635091e+00
1.496000e+02,8.635259e+00
1.496100e+02,8.635427e+00
1.496200e+02,8.635595e+00
1.496300e+02,8.635762e+00
1.496400e+02,8.635930e+00
1.496500e+02,8.636098e+00
1.496600e+02,8.636266e+00
1.496700e+02,8.636434e+00
1.496800e+02,8.636602e+00
1.496900e+02,8.636769e+00
1.497000e+02,8.636937e+00
1.497100e+02,8.637105e+00
1.497200e+02,8.637273e+00
1.497300e+02,8.637440e+00
1.497400e+02,8.637608e+00
1.497500e+02,8.637776e+00
1.497600e+02,8.637944e+00
1.497700e+02,8.638111e+00
1.497800e+02,8.638279e+00
1.497900e+02,8.638447e+00
1.498000e+02,8.638615e+00
1.498100e+02,8.638782e+00
1.498200e+02,8.638950e+00
1.498300e+02,8.639118e+00
1.498400e+02,8.639285e+00
1.498500e+02,8.639453e+00
1.498600e+02,8.639621e+00
1.498700e+02,8.639788e+00
1.498800e+02,8.639956e+00
1.498900e+02,8.640124e+00
1.499000e+02,8.640291e+00
1.499100e+02,8.640459e+00
1.499200e+02,8.640627e+00
1.499300e+02,8.640794e+00
1.499400e+02,8.640962e+00
1.499500e+02,8.641129e+00
1.499600e+02,8.641297e+00
1.499700e+02,8.641465e+00
1.499800e+02,8.641632e+00
1.499900e+02,8.641800e+00
1.500000e+02,8.641967e+00
1.500100e+02,8.642135e+00
1.500200e+02,8.642302e+00
1.500300e+02,8.642470e+00
1.500400e+02,8.642637e+00
1.500500e+02,8.642805e+00
1.500600e+02,8.642972e+00
1.500700e+02,8.643140e+00
1.500800e+02,8.643307e+00
1.500900e+02,8.643475e+00
1.501000e+02,8.643642e+00
1.501100e+02,8.643810e+00
1.501200e+02,8.643977e+00
1.501300e+02,8.644145e+00
1.501400e+02,8.644312e+00
1.501500e+02,8.644480e+00
1.501600e+02,8.644647e+00
1.501700e+02,8.644814e+00
1.501800e+02,8.644982e+00
1.501900e+02,8.645149e+00
1.502000e+02,8.645317e+00
1.502100e+02,8.645484e+00
1.502200e+02,8.645651e+00
1.502300e+02,8.645819e+00
1.502400e+02,8.645986e+00
1.502500e+02,8.646154e+00
1.502600e+02,8.646321e+00
1.502700e+02,8.646488e+00
1.502800e+02,8.646656e+00
1.502900e+02,8.646823e+00
1.503000e+02,8.646990e+00
1.503100e+02,8.647157e+00
1.503200e+02,8.647325e+00
1.503300e+02,8.647492e+00
1.503400e+02,8.647659e+00
1.503500e+02,8.647827e+00
1.503600e+02,8.647994e+00
1.503700e+02,8.648161e+00
1.503800e+02,8.648328e+00
1.503900e+02,8.648496e+00
1.504000e+02,8.648663e+00
1.504100e+02,8.648830e+00
1.504200e+02,8.648997e+00
1.504300e+02,8.649165e+00
1.504400e+02,8.649332e+00
1.504500e+02,8.649499e+00
1.504600e+02,8.649666e+00
1.504700e+02,8.649833e+00
1.504800e+02,8.650001e+00
1.504900e+02,8.650168e+00
1.505000e+02,8.650335e+00
1.505100e+02,8.650502e+00
1.505200e+02,8.650669e+00
1.505300e+02,8.650836e+00
1.505400e+02,8.651003e+00
1.505500e+02,8.651171e+00
1.505600e+02,8.651338e+00
1.505700e+02,8.651505e+00
1.505800e+02,8.651672e+00
1.505900e+02,8.651839e+00
1.506000e+02,8.652006e+00
1.506100e+02,8.652173e+00
1.506200e+02,8.652340e+00
1.506300e+02,8.652507e+00
1.506400e+02,8.652674e+00
1.506500e+02,8.652841e+00
1.506600e+02,8.653008e+00
1.506700e+02,8.653175e+00
1.506800e+02,8.653342e+00
1.506900e+02,8.653509e+00
1.507000e+02,8.653676e+00
1.507100e+02,8.653843e+00
1.507200e+02,8.654010e+00
1.507300e+02,8.654177e+00
1.507400e+02,8.654344e+00
1.507500e+02,8.654511e+00
1.507600e+02,8.654678e+00
1.507700e+02,8.654845e+00
1.507800e+02,8.655012e+00
1.507900e+02,8.655179e+00
1.508000e+02,8.655346e+00
1.508100e+02,8.655513e+00
1.508200e+02,8.655680e+00
1.508300e+02,8.655847e+00
1.508400e+02,8.656014e+00
1.508500e+02,8.656180e+00
1.508600e+02,8.656347e+00
1.508700e+02,8.656514e+00
1.508800e+02,8.656681e+00
1.508900e+02,8.656848e+00
1.509000e+02,8.657015e+00
1.509100e+02,8.657182e+00
1.509200e+02,8.657348e+00
1.509300e+02,8.657515e+00
1.509400e+02,8.657682e+00
1.509500e+02,8.657849e+00
1.509600e+02,8.658016e+00
1.509700e+02,8.658182e+00
1.509800e+02,8.658349e+00
1.509900e+02,8.658516e+00
1.510000e+02,8.658683e+00
1.510100e+02,8.658850e+00
1.510200e+02,8.659016e+00
1.510300e+02,8.659183e+00
1.510400e+02,8.659350e+00
1.510500e+02,8.659517e+00
1.510600e+02,8.659683e+00
1.510700e+02,8.659850e+00
1.510800e+02,8.660017e+00
1.510900e+02,8.660183e+00
1.511000e+02,8.660350e+00
1.511100e+02,8.660517e+00
1.511200e+02,8.660683e+00
1.511300e+02,8.660850e+00
1.511400e+02,8.661017e+00
1.511500e+02,8.661183e+00
1.511600e+02,8.661350e+00
1.511700e+02,8.661517e+00
1.511800e+02,8.661683e+00
1.511900e+02,8.661850e+00
1.512000e+02,8.662017e+00
1.512100e+02,8.662183e+00
1.512200e+02,8.662350e+00
1.512300e+02,8.662516e+00
1.512400e+02,8.662683e+00
1.512500e+02,8.662849e+00
1.512600e+02,8.663016e+00
1.512700e+02,8.663183e+00
1.512800e+02,8.663349e+00
1.512900e+02,8.663516e+00
1.513000e+02,8.663682e+00
1.513100e+02,8.663849e+00
1.513200e+02,8.664015e+00
1.513300e+02,8.664182e+00
1.513400e+02,8.664348e+00
1.513500e+02,8.664515e+00
1.513600e+02,8.664681e+00
1.513700e+02,8.664848e+00
1.513800e+02,8.665014e+00
1.513900e+02,8.665181e+00
1.514000e+02,8.665347e+00
1.514100e+02,8.665514e+00
1.514200e+02,8.665680e+00
1.514300e+02,8.665846e+00
1.514400e+02,8.666013e+00
1.514500e+02,8.666179e+00
1.514600e+02,8.666346e+00
1.514700e+02,8.666512e+00
1.514800e+02,8.666678e+00
1.514900e+02,8.666845e+00
1.515000e+02,8.667011e+00
1.515100e+02,8.667178e+00
1.515200e+02,8.667344e+00
1.515300e+02,8.667510e+00
1.515400e+02,8.667677e+00
1.515500e+02,8.667843e+00
1.515600e+02,8.668009e+00
1.515700e+02,8.668176e+00
1.515800e+02,8.668342e+00
1.515900e+02,8.668508e+00
1.516000e+02,8.668675e+00
1.516100e+02,8.668841e+00
1.516200e+02,8.669007e+00
1.516300e+02,8.669173e+00
1.516400e+02,8.669340e+00
1.516500e+02,8.669506e+00
1.516600e+02,8.669672e+00
1.516700e+02,8.669838e+00
1.516800e+02,8.670005e+00
1.516900e+02,8.670171e+00
1.517000e+02,8.670337e+00
1.517100e+02,8.670503e+00
1.517200e+02,8.670670e+00
1.517300e+02,8.670836e+00
1.517400e+02,8.671002e+00
1.517500e+02,8.671168e+00
1.517600e+02,8.671334e+00
1.517700e+02,8.671500e+00
1.517800e+02,8.671667e+00
1.517900e+02,8.671833e+00
1.518000e+02,8.671999e+00
1.518100e+02,8.672165e+00
1.518200e+02,8.672331e+00
1.518300e+02,8.672497e+00
1.518400e+02,8.672663e+00
1.518500e+02,8.672830e+00
1.518600e+02,8.672996e+00
1.518700e+02,8.673162e+00
1.518800e+02,8.673328e+00
1.518900e+02,8.673494e+00
1.519000e+02,8.673660e+00
1.519100e+02,8.673826e+00
1.519200e+02,8.673992e+00
1.519300e+02,8.674158e+00
1.519400e+02,8.674324e+00
1.519500e+02,8.674490e+00
1.519600e+02,8.674656e+00
1.519700e+02,8.674822e+00
1.519800e+02,8.674988e+00
1.519900e+02,8.675154e+00
1.520000e+02,8.675320e+00
1.520100e+02,8.675486e+00
1.520200e+02,8.675652e+00
1.520300e+02,8.675818e+00
1.520400e+02,8.675984e+00
1.520500e+02,8.676150e+00
1.520600e+02,8.676316e+00
1.520700e+02,8.676482e+00
1.520800e+02,8.676648e+00
1.520900e+02,8.676814e+00
1.521000e+02,8.676980e+00
1.521100e+02,8.677146e+00
1.521200e+02,8.677311e+00
1.521300e+02,8.677477e+00
1.521400e+02,8.677643e+00
1.521500e+02,8.677809e+00
1.521600e+02,8.677975e+00
1.521700e+02,8.678141e+00
1.521800e+02,8.678307e+00
1.521900e+02,8.678472e+00
1.522000e+02,8.678638e+00
1.522100e+02,8.678804e+00
1.522200e+02,8.678970e+00
1.522300e+02,8.679136e+00
1.522400e+02,8.679302e+00
1.522500e+02,8.679467e+00
1.522600e+02,8.679633e+00
1.522700e+02,8.679799e+00
1.522800e+02,8.679965e+00
1.522900e+02,8.680130e+00
1.523000e+02,8.680296e+00
1.523100e+02,8.680462e+00
1.523200e+02,8.680628e+00
1.523300e+02,8.680793e+00
1.523400e+02,8.680959e+00
1.523500e+02,8.681125e+00
1.523600e+02,8.681291e+00
1.523700e+02,8.681456e+00
1.523800e+02,8.681622e+00
1.523900e+02,8.681788e+00
1.524000e+02,8.681953e+00
1.524100e+02,8.682119e+00
1.524200e+02,8.682285e+00
1.524300e+02,8.682450e+00
1.524400e+02,8.682616e+00
1.524500e+02,8.682782e+00
1.524600e+02,8.682947e+00
1.524700e+02,8.683113e+00
