P,rho
4.972000e+01,6.269249e+00
4.973000e+01,6.269616e+00
4.974000e+01,6.269982e+00
4.975000e+01,6.270348e+00
4.976000e+01,6.270714e+00
4.977000e+01,6.271080e+00
4.978000e+01,6.271446e+00
4.979000e+01,6.271812e+00
4.980000e+01,6.272178e+00
4.981000e+01,6.272544e+00
4.982000e+01,6.272909e+00
4.983000e+01,6.273275e+00
4.984000e+01,6.273641e+00
4.985000e+01,6.274006e+00
4.986000e+01,6.274372e+00
4.987000e+01,6.274738e+00
4.988000e+01,6.275103e+00
4.989000e+01,6.275468e+00
4.990000e+01,6.275834e+00
4.991000e+01,6.276199e+00
4.992000e+01,6.276564e+00
4.993000e+01,6.276930e+00
4.994000e+01,6.277295e+00
4.995000e+01,6.277660e+00
4.996000e+01,6.278025e+00
4.997000e+01,6.278390e+00
4.998000e+01,6.278755e+00
4.999000e+01,6.279120e+00
5.000000e+01,6.279485e+00
5.001000e+01,6.279849e+00
5.002000e+01,6.280214e+00
5.003000e+01,6.280579e+00
5.004000e+01,6.280943e+00
5.005000e+01,6.281308e+00
5.006000e+01,6.281673e+00
5.007000e+01,6.282037e+00
5.008000e+01,6.282401e+00
5.009000e+01,6.282766e+00
5.010000e+01,6.283130e+00
5.011000e+01,6.283494e+00
5.012000e+01,6.283859e+00
5.013000e+01,6.284223e+00
5.014000e+01,6.284587e+00
5.015000e+01,6.284951e+00
5.016000e+01,6.285315e+00
5.017000e+01,6.285679e+00
5.018000e+01,6.286043e+00
5.019000e+01,6.286407e+00
5.020000e+01,6.286771e+00
5.021000e+01,6.287134e+00
5.022000e+01,6.287498e+00
5.023000e+01,6.287862e+00
5.024000e+01,6.288225e+00
5.025000e+01,6.288589e+00
5.026000e+01,6.288952e+00
5.027000e+01,6.289316e+00
5.028000e+01,6.289679e+00
5.029000e+01,6.290043e+00
5.030000e+01,6.290406e+00
5.031000e+01,6.290769e+00
5.032000e+01,6.291132e+00
5.033000e+01,6.291496e+00
5.034000e+01,6.291859e+00
5.035000e+01,6.292222e+00
5.036000e+01,6.292585e+00
5.037000e+01,6.292948e+00
5.038000e+01,6.293311e+00
5.039000e+01,6.293673e+00
5.040000e+01,6.294036e+00
5.041000e+01,6.294399e+00
5.042000e+01,6.294762e+00
5.043000e+01,6.295124e+00
5.044000e+01,6.295487e+00
5.045000e+01,6.295849e+00
5.046000e+01,6.296212e+00
5.047000e+01,6.296574e+00
5.048000e+01,6.296937e+00
5.049000e+01,6.297299e+00
5.050000e+01,6.297661e+00
5.051000e+01,6.298024e+00
5.052000e+01,6.298386e+00
5.053000e+01,6.298748e+00
5.054000e+01,6.299110e+00
5.055000e+01,6.299472e+00
5.056000e+01,6.299834e+00
5.057000e+01,6.300196e+00
5.058000e+01,6.300558e+00
5.059000e+01,6.300920e+00
5.060000e+01,6.301281e+00
5.061000e+01,6.301643e+00
5.062000e+01,6.302005e+00
5.063000e+01,6.302366e+00
5.064000e+01,6.302728e+00
5.065000e+01,6.303089e+00
5.066000e+01,6.303451e+00
5.067000e+01,6.303812e+00
5.068000e+01,6.304174e+00
5.069000e+01,6.304535e+00
5.070000e+01,6.304896e+00
5.071000e+01,6.305258e+00
5.072000e+01,6.305619e+00
5.073000e+01,6.305980e+00
5.074000e+01,6.306341e+00
5.075000e+01,6.306702e+00
5.076000e+01,6.307063e+00
5.077000e+01,6.307424e+00
5.078000e+01,6.307785e+00
5.079000e+01,6.308146e+00
5.080000e+01,6.308506e+00
5.081000e+01,6.308867e+00
5.082000e+01,6.309228e+00
5.083000e+01,6.309588e+00
5.084000e+01,6.309949e+00
5.085000e+01,6.310309e+00
5.086000e+01,6.310670e+00
5.087000e+01,6.311030e+00
5.088000e+01,6.311391e+00
5.089000e+01,6.311751e+00
5.090000e+01,6.312111e+00
5.091000e+01,6.312471e+00
5.092000e+01,6.312832e+00
5.093000e+01,6.313192e+00
5.094000e+01,6.313552e+00
5.095000e+01,6.313912e+00
5.096000e+01,6.314272e+00
5.097000e+01,6.314632e+00
5.098000e+01,6.314992e+00
5.099000e+01,6.315351e+00
5.100000e+01,6.315711e+00
5.101000e+01,6.316071e+00
5.102000e+01,6.316431e+00
5.103000e+01,6.316790e+00
5.104000e+01,6.317150e+00
5.105000e+01,6.317509e+00
5.106000e+01,6.317869e+00
5.107000e+01,6.318228e+00
5.108000e+01,6.318587e+00
5.109000e+01,6.318947e+00
5.110000e+01,6.319306e+00
5.111000e+01,6.319665e+00
5.112000e+01,6.320024e+00
5.113000e+01,6.320384e+00
5.114000e+01,6.320743e+00
5.115000e+01,6.321102e+00
5.116000e+01,6.321461e+00
5.117000e+01,6.321820e+00
5.118000e+01,6.322178e+00
5.119000e+01,6.322537e+00
5.120000e+01,6.322896e+00
5.121000e+01,6.323255e+00
5.122000e+01,6.323613e+00
5.123000e+01,6.323972e+00
5.124000e+01,6.324331e+00
5.125000e+01,6.324689e+00
5.126000e+01,6.325048e+00
5.127000e+01,6.325406e+00
5.128000e+01,6.325764e+00
5.129000e+01,6.326123e+00
5.130000e+01,6.326481e+00
5.131000e+01,6.326839e+00
5.132000e+01,6.327197e+00
5.133000e+01,6.327555e+00
5.134000e+01,6.327914e+00
5.135000e+01,6.328272e+00
5.136000e+01,6.328630e+00
5.137000e+01,6.328988e+00
5.138000e+01,6.329345e+00
5.139000e+01,6.329703e+00
5.140000e+01,6.330061e+00
5.141000e+01,6.330419e+00
5.142000e+01,6.330776e+00
5.143000e+01,6.331134e+00
5.144000e+01,6.331492e+00
5.145000e+01,6.331849e+00
5.146000e+01,6.332207e+00
5.147000e+01,6.332564e+00
5.148000e+01,6.332921e+00
5.149000e+01,6.333279e+00
5.150000e+01,6.333636e+00
5.151000e+01,6.333993e+00
5.152000e+01,6.334351e+00
5.153000e+01,6.334708e+00
5.154000e+01,6.335065e+00
5.155000e+01,6.335422e+00
5.156000e+01,6.335779e+00
5.157000e+01,6.336136e+00
5.158000e+01,6.336493e+00
5.159000e+01,6.336850e+00
5.160000e+01,6.337206e+00
5.161000e+01,6.337563e+00
5.162000e+01,6.337920e+00
5.163000e+01,6.338276e+00
5.164000e+01,6.338633e+00
5.165000e+01,6.338990e+00
5.166000e+01,6.339346e+00
5.167000e+01,6.339703e+00
5.168000e+01,6.340059e+00
5.169000e+01,6.340415e+00
5.170000e+01,6.340772e+00
5.171000e+01,6.341128e+00
5.172000e+01,6.341484e+00
5.173000e+01,6.341840e+00
5.174000e+01,6.342196e+00
5.175000e+01,6.342552e+00
5.176000e+01,6.342908e+00
5.177000e+01,6.343264e+00
5.178000e+01,6.343620e+00
5.179000e+01,6.343976e+00
5.180000e+01,6.344332e+00
5.181000e+01,6.344688e+00
5.182000e+01,6.345044e+00
5.183000e+01,6.345399e+00
5.184000e+01,6.345755e+00
5.185000e+01,6.346110e+00
5.186000e+01,6.346466e+00
5.187000e+01,6.346821e+00
5.188000e+01,6.347177e+00
5.189000e+01,6.347532e+00
5.190000e+01,6.347888e+00
5.191000e+01,6.348243e+00
5.192000e+01,6.348598e+00
5.193000e+01,6.348953e+00
5.194000e+01,6.349308e+00
5.195000e+01,6.349664e+00
5.196000e+01,6.350019e+00
5.197000e+01,6.350374e+00
5.198000e+01,6.350729e+00
5.199000e+01,6.351083e+00
5.200000e+01,6.351438e+00
5.201000e+01,6.351793e+00
5.202000e+01,6.352148e+00
5.203000e+01,6.352503e+00
5.204000e+01,6.352857e+00
5.205000e+01,6.353212e+00
5.206000e+01,6.353566e+00
5.207000e+01,6.353921e+00
5.208000e+01,6.354275e+00
5.209000e+01,6.354630e+00
5.210000e+01,6.354984e+00
5.211000e+01,6.355339e+00
5.212000e+01,6.355693e+00
5.213000e+01,6.356047e+00
5.214000e+01,6.356401e+00
5.215000e+01,6.356755e+00
5.216000e+01,6.357109e+00
5.217000e+01,6.357463e+00
5.218000e+01,6.357817e+00
5.219000e+01,6.358171e+00
5.220000e+01,6.358525e+00
5.221000e+01,6.358879e+00
5.222000e+01,6.359233e+00
5.223000e+01,6.359587e+00
5.224000e+01,6.359940e+00
5.225000e+01,6.360294e+00
5.226000e+01,6.360648e+00
5.227000e+01,6.361001e+00
5.228000e+01,6.361355e+00
5.229000e+01,6.361708e+00
5.230000e+01,6.362062e+00
5.231000e+01,6.362415e+00
5.232000e+01,6.362768e+00
5.233000e+01,6.363121e+00
5.234000e+01,6.363475e+00
5.235000e+01,6.363828e+00
5.236000e+01,6.364181e+00
5.237000e+01,6.364534e+00
5.238000e+01,6.364887e+00
5.239000e+01,6.365240e+00
5.240000e+01,6.365593e+00
5.241000e+01,6.365946e+00
5.242000e+01,6.366299e+00
5.243000e+01,6.366652e+00
5.244000e+01,6.367004e+00
5.245000e+01,6.367357e+00
5.246000e+01,6.367710e+00
5.247000e+01,6.368062e+00
5.248000e+01,6.368415e+00
5.249000e+01,6.368767e+00
5.250000e+01,6.369120e+00
5.251000e+01,6.369472e+00
5.252000e+01,6.369824e+00
5.253000e+01,6.370177e+00
5.254000e+01,6.370529e+00
5.255000e+01,6.370881e+00
5.256000e+01,6.371233e+00
5.257000e+01,6.371586e+00
5.258000e+01,6.371938e+00
5.259000e+01,6.372290e+00
5.260000e+01,6.372642e+00
5.261000e+01,6.372994e+00
5.262000e+01,6.373346e+00
5.263000e+01,6.373697e+00
5.264000e+01,6.374049e+00
5.265000e+01,6.374401e+00
5.266000e+01,6.374753e+00
5.267000e+01,6.375104e+00
5.268000e+01,6.375456e+00
5.269000e+01,6.375807e+00
5.270000e+01,6.376159e+00
5.271000e+01,6.376510e+00
5.272000e+01,6.376862e+00
5.273000e+01,6.377213e+00
5.274000e+01,6.377564e+00
5.275000e+01,6.377916e+00
5.276000e+01,6.378267e+00
5.277000e+01,6.378618e+00
5.278000e+01,6.378969e+00
5.279000e+01,6.379320e+00
5.280000e+01,6.379671e+00
5.281000e+01,6.380022e+00
5.282000e+01,6.380373e+00
5.283000e+01,6.380724e+00
5.284000e+01,6.381075e+00
5.285000e+01,6.381426e+00
5.286000e+01,6.381777e+00
5.287000e+01,6.382127e+00
5.288000e+01,6.382478e+00
5.289000e+01,6.382829e+00
5.290000e+01,6.383179e+00
5.291000e+01,6.383530e+00
5.292000e+01,6.383880e+00
5.293000e+01,6.384231e+00
5.294000e+01,6.384581e+00
5.295000e+01,6.384931e+00
5.296000e+01,6.385282e+00
5.297000e+01,6.385632e+00
5.298000e+01,6.385982e+00
5.299000e+01,6.386332e+00
5.300000e+01,6.386682e+00
5.301000e+01,6.387032e+00
5.302000e+01,6.387382e+00
5.303000e+01,6.387732e+00
5.304000e+01,6.388082e+00
5.305000e+01,6.388432e+00
5.306000e+01,6.388782e+00
5.307000e+01,6.389132e+00
5.308000e+01,6.389481e+00
5.309000e+01,6.389831e+00
5.310000e+01,6.390181e+00
5.311000e+01,6.390530e+00
5.312000e+01,6.390880e+00
5.313000e+01,6.391229e+00
5.314000e+01,6.391579e+00
5.315000e+01,6.391928e+00
5.316000e+01,6.392278e+00
5.317000e+01,6.392627e+00
5.318000e+01,6.392976e+00
5.319000e+01,6.393325e+00
5.320000e+01,6.393675e+00
5.321000e+01,6.394024e+00
5.322000e+01,6.394373e+00
5.323000e+01,6.394722e+00
5.324000e+01,6.395071e+00
5.325000e+01,6.395420e+00
5.326000e+01,6.395769e+00
5.327000e+01,6.396117e+00
5.328000e+01,6.396466e+00
5.329000e+01,6.396815e+00
5.330000e+01,6.397164e+00
5.331000e+01,6.397512e+00
5.332000e+01,6.397861e+00
5.333000e+01,6.398209e+00
5.334000e+01,6.398558e+00
5.335000e+01,6.398906e+00
5.336000e+01,6.399255e+00
5.337000e+01,6.399603e+00
5.338000e+01,6.399952e+00
5.339000e+01,6.400300e+00
5.340000e+01,6.400648e+00
5.341000e+01,6.400996e+00
5.342000e+01,6.401344e+00
5.343000e+01,6.401693e+00
5.344000e+01,6.402041e+00
5.345000e+01,6.402389e+00
5.346000e+01,6.402737e+00
5.347000e+01,6.403085e+00
5.348000e+01,6.403432e+00
5.349000e+01,6.403780e+00
5.350000e+01,6.404128e+00
5.351000e+01,6.404476e+00
5.352000e+01,6.404823e+00
5.353000e+01,6.405171e+00
5.354000e+01,6.405519e+00
5.355000e+01,6.405866e+00
5.356000e+01,6.406214e+00
5.357000e+01,6.406561e+00
5.358000e+01,6.406909e+00
5.359000e+01,6.407256e+00
5.360000e+01,6.407603e+00
5.361000e+01,6.407951e+00
5.362000e+01,6.408298e+00
5.363000e+01,6.408645e+00
5.364000e+01,6.408992e+00
5.365000e+01,6.409339e+00
5.366000e+01,6.409686e+00
5.367000e+01,6.410033e+00
5.368000e+01,6.410380e+00
5.369000e+01,6.410727e+00
5.370000e+01,6.411074e+00
5.371000e+01,6.411421e+00
5.372000e+01,6.411768e+00
5.373000e+01,6.412114e+00
5.374000e+01,6.412461e+00
5.375000e+01,6.412808e+00
5.376000e+01,6.413154e+00
5.377000e+01,6.413501e+00
5.378000e+01,6.413847e+00
5.379000e+01,6.414194e+00
5.380000e+01,6.414540e+00
5.381000e+01,6.414886e+00
5.382000e+01,6.415233e+00
5.383000e+01,6.415579e+00
5.384000e+01,6.415925e+00
5.385000e+01,6.416271e+00
5.386000e+01,6.416618e+00
5.387000e+01,6.416964e+00
5.388000e+01,6.417310e+00
5.389000e+01,6.417656e+00
5.390000e+01,6.418002e+00
5.391000e+01,6.418348e+00
5.392000e+01,6.418693e+00
5.393000e+01,6.419039e+00
5.394000e+01,6.419385e+00
5.395000e+01,6.419731e+00
5.396000e+01,6.420076e+00
5.397000e+01,6.420422e+00
5.398000e+01,6.420768e+00
5.399000e+01,6.421113e+00
5.400000e+01,6.421459e+00
5.401000e+01,6.421804e+00
5.402000e+01,6.422150e+00
5.403000e+01,6.422495e+00
5.404000e+01,6.422840e+00
5.405000e+01,6.423185e+00
5.406000e+01,6.423531e+00
5.407000e+01,6.423876e+00
5.408000e+01,6.424221e+00
5.409000e+01,6.424566e+00
5.410000e+01,6.424911e+00
5.411000e+01,6.425256e+00
5.412000e+01,6.425601e+00
5.413000e+01,6.425946e+00
5.414000e+01,6.426291e+00
5.415000e+01,6.426636e+00
5.416000e+01,6.426980e+00
5.417000e+01,6.427325e+00
5.418000e+01,6.427670e+00
5.419000e+01,6.428015e+00
5.420000e+01,6.428359e+00
5.421000e+01,6.428704e+00
5.422000e+01,6.429048e+00
5.423000e+01,6.429393e+00
5.424000e+01,6.429737e+00
5.425000e+01,6.430081e+00
5.426000e+01,6.430426e+00
5.427000e+01,6.430770e+00
5.428000e+01,6.431114e+00
5.429000e+01,6.431458e+00
5.430000e+01,6.431803e+00
5.431000e+01,6.432147e+00
5.432000e+01,6.432491e+00
5.433000e+01,6.432835e+00
5.434000e+01,6.433179e+00
5.435000e+01,6.433523e+00
5.436000e+01,6.433867e+00
5.437000e+01,6.434210e+00
5.438000e+01,6.434554e+00
5.439000e+01,6.434898e+00
5.440000e+01,6.435242e+00
5.441000e+01,6.435585e+00
5.442000e+01,6.435929e+00
5.443000e+01,6.436272e+00
5.444000e+01,6.436616e+00
5.445000e+01,6.436959e+00
5.446000e+01,6.437303e+00
5.447000e+01,6.437646e+00
5.448000e+01,6.437990e+00
5.449000e+01,6.438333e+00
5.450000e+01,6.438676e+00
5.451000e+01,6.439019e+00
5.452000e+01,6.439362e+00
5.453000e+01,6.439706e+00
5.454000e+01,6.440049e+00
5.455000e+01,6.440392e+00
5.456000e+01,6.440735e+00
5.457000e+01,6.441078e+00
5.458000e+01,6.441420e+00
5.459000e+01,6.441763e+00
5.460000e+01,6.442106e+00
5.461000e+01,6.442449e+00
5.462000e+01,6.442792e+00
5.463000e+01,6.443134e+00
5.464000e+01,6.443477e+00
5.465000e+01,6.443819e+00
5.466000e+01,6.444162e+00
5.467000e+01,6.444505e+00
5.468000e+01,6.444847e+00
5.469000e+01,6.445189e+00
5.470000e+01,6.445532e+00
5.471000e+01,6.445874e+00
5.472000e+01,6.446216e+00
5.473000e+01,6.446559e+00
5.474000e+01,6.446901e+00
5.475000e+01,6.447243e+00
5.476000e+01,6.447585e+00
5.477000e+01,6.447927e+00
5.478000e+01,6.448269e+00
5.479000e+01,6.448611e+00
5.480000e+01,6.448953e+00
5.481000e+01,6.449295e+00
5.482000e+01,6.449637e+00
5.483000e+01,6.449978e+00
5.484000e+01,6.450320e+00
5.485000e+01,6.450662e+00
5.486000e+01,6.451003e+00
5.487000e+01,6.451345e+00
5.488000e+01,6.451687e+00
5.489000e+01,6.452028e+00
5.490000e+01,6.452370e+00
5.491000e+01,6.452711e+00
5.492000e+01,6.453052e+00
5.493000e+01,6.453394e+00
5.494000e+01,6.453735e+00
5.495000e+01,6.454076e+00
5.496000e+01,6.454418e+00
5.497000e+01,6.454759e+00
5.498000e+01,6.455100e+00
5.499000e+01,6.455441e+00
5.500000e+01,6.455782e+00
5.501000e+01,6.456123e+00
5.502000e+01,6.456464e+00
5.503000e+01,6.456805e+00
5.504000e+01,6.457146e+00
5.505000e+01,6.457487e+00
5.506000e+01,6.457827e+00
5.507000e+01,6.458168e+00
5.508000e+01,6.458509e+00
5.509000e+01,6.458849e+00
5.510000e+01,6.459190e+00
5.511000e+01,6.459531e+00
5.512000e+01,6.459871e+00
5.513000e+01,6.460212e+00
5.514000e+01,6.460552e+00
5.515000e+01,6.460892e+00
5.516000e+01,6.461233e+00
5.517000e+01,6.461573e+00
5.518000e+01,6.461913e+00
5.519000e+01,6.462253e+00
5.520000e+01,6.462594e+00
5.521000e+01,6.462934e+00
5.522000e+01,6.463274e+00
5.523000e+01,6.463614e+00
5.524000e+01,6.463954e+00
5.525000e+01,6.464294e+00
5.526000e+01,6.464634e+00
5.527000e+01,6.464973e+00
5.528000e+01,6.465313e+00
5.529000e+01,6.465653e+00
5.530000e+01,6.465993e+00
5.531000e+01,6.466332e+00
5.532000e+01,6.466672e+00
5.533000e+01,6.467012e+00
5.534000e+01,6.467351e+00
5.535000e+01,6.467691e+00
5.536000e+01,6.468030e+00
5.537000e+01,6.468370e+00
5.538000e+01,6.468709e+00
5.539000e+01,6.469048e+00
5.540000e+01,6.469388e+00
5.541000e+01,6.469727e+00
5.542000e+01,6.470066e+00
5.543000e+01,6.470405e+00
5.544000e+01,6.470744e+00
5.545000e+01,6.471083e+00
5.546000e+01,6.471422e+00
5.547000e+01,6.471761e+00
5.548000e+01,6.472100e+00
5.549000e+01,6.472439e+00
5.550000e+01,6.472778e+00
5.551000e+01,6.473117e+00
5.552000e+01,6.473456e+00
5.553000e+01,6.473795e+00
5.554000e+01,6.474133e+00
5.555000e+01,6.474472e+00
5.556000e+01,6.474810e+00
5.557000e+01,6.475149e+00
5.558000e+01,6.475488e+00
5.559000e+01,6.475826e+00
5.560000e+01,6.476164e+00
5.561000e+01,6.476503e+00
5.562000e+01,6.476841e+00
5.563000e+01,6.477179e+00
5.564000e+01,6.477518e+00
5.565000e+01,6.477856e+00
5.566000e+01,6.478194e+00
5.567000e+01,6.478532e+00
5.568000e+01,6.478870e+00
5.569000e+01,6.479208e+00
5.570000e+01,6.479546e+00
5.571000e+01,6.479884e+00
5.572000e+01,6.480222e+00
5.573000e+01,6.480560e+00
5.574000e+01,6.480898e+00
5.575000e+01,6.481236e+00
5.576000e+01,6.481573e+00
5.577000e+01,6.481911e+00
5.578000e+01,6.482249e+00
5.579000e+01,6.482586e+00
5.580000e+01,6.482924e+00
5.581000e+01,6.483261e+00
5.582000e+01,6.483599e+00
5.583000e+01,6.483936e+00
5.584000e+01,6.484274e+00
5.585000e+01,6.484611e+00
5.586000e+01,6.484948e+00
5.587000e+01,6.485286e+00
5.588000e+01,6.485623e+00
5.589000e+01,6.485960e+00
5.590000e+01,6.486297e+00
5.591000e+01,6.486634e+00
5.592000e+01,6.486971e+00
5.593000e+01,6.487308e+00
5.594000e+01,6.487645e+00
5.595000e+01,6.487982e+00
5.596000e+01,6.488319e+00
5.597000e+01,6.488656e+00
5.598000e+01,6.488993e+00
5.599000e+01,6.489330e+00
5.600000e+01,6.489666e+00
5.601000e+01,6.490003e+00
5.602000e+01,6.490340e+00
5.603000e+01,6.490676e+00
5.604000e+01,6.491013e+00
5.605000e+01,6.491349e+00
5.606000e+01,6.491686e+00
5.607000e+01,6.492022e+00
5.608000e+01,6.492358e+00
5.609000e+01,6.492695e+00
5.610000e+01,6.493031e+00
5.611000e+01,6.493367e+00
5.612000e+01,6.493704e+00
5.613000e+01,6.494040e+00
5.614000e+01,6.494376e+00
5.615000e+01,6.494712e+00
5.616000e+01,6.495048e+00
5.617000e+01,6.495384e+00
5.618000e+01,6.495720e+00
5.619000e+01,6.496056e+00
5.620000e+01,6.496392e+00
5.621000e+01,6.496728e+00
5.622000e+01,6.497063e+00
5.623000e+01,6.497399e+00
5.624000e+01,6.497735e+00
5.625000e+01,6.498070e+00
5.626000e+01,6.498406e+00
5.627000e+01,6.498742e+00
5.628000e+01,6.499077e+00
5.629000e+01,6.499413e+00
5.630000e+01,6.499748e+00
5.631000e+01,6.500083e+00
5.632000e+01,6.500419e+00
5.633000e+01,6.500754e+00
5.634000e+01,6.501089e+00
5.635000e+01,6.501425e+00
5.636000e+01,6.501760e+00
5.637000e+01,6.502095e+00
5.638000e+01,6.502430e+00
5.639000e+01,6.502765e+00
5.640000e+01,6.503100e+00
5.641000e+01,6.503435e+00
5.642000e+01,6.503770e+00
5.643000e+01,6.504105e+00
5.644000e+01,6.504440e+00
5.645000e+01,6.504775e+00
5.646000e+01,6.505109e+00
5.647000e+01,6.505444e+00
5.648000e+01,6.505779e+00
5.649000e+01,6.506113e+00
5.650000e+01,6.506448e+00
5.651000e+01,6.506783e+00
5.652000e+01,6.507117e+00
5.653000e+01,6.507452e+00
5.654000e+01,6.507786e+00
5.655000e+01,6.508120e+00
5.656000e+01,6.508455e+00
5.657000e+01,6.508789e+00
5.658000e+01,6.509123e+00
5.659000e+01,6.509458e+00
5.660000e+01,6.509792e+00
5.661000e+01,6.510126e+00
5.662000e+01,6.510460e+00
5.663000e+01,6.510794e+00
5.664000e+01,6.511128e+00
5.665000e+01,6.511462e+00
5.666000e+01,6.511796e+00
5.667000e+01,6.512130e+00
5.668000e+01,6.512464e+00
5.669000e+01,6.512797e+00
5.670000e+01,6.513131e+00
5.671000e+01,6.513465e+00
5.672000e+01,6.513799e+00
5.673000e+01,6.514132e+00
5.674000e+01,6.514466e+00
5.675000e+01,6.514799e+00
5.676000e+01,6.515133e+00
5.677000e+01,6.515466e+00
5.678000e+01,6.515800e+00
5.679000e+01,6.516133e+00
5.680000e+01,6.516467e+00
5.681000e+01,6.516800e+00
5.682000e+01,6.517133e+00
5.683000e+01,6.517466e+00
5.684000e+01,6.517800e+00
5.685000e+01,6.518133e+00
5.686000e+01,6.518466e+00
5.687000e+01,6.518799e+00
5.688000e+01,6.519132e+00
5.689000e+01,6.519465e+00
5.690000e+01,6.519798e+00
5.691000e+01,6.520131e+00
5.692000e+01,6.520464e+00
5.693000e+01,6.520796e+00
5.694000e+01,6.521129e+00
5.695000e+01,6.521462e+00
5.696000e+01,6.521795e+00
5.697000e+01,6.522127e+00
5.698000e+01,6.522460e+00
5.699000e+01,6.522792e+00
5.700000e+01,6.523125e+00
5.701000e+01,6.523457e+00
5.702000e+01,6.523790e+00
5.703000e+01,6.524122e+00
5.704000e+01,6.524455e+00
5.705000e+01,6.524787e+00
5.706000e+01,6.525119e+00
5.707000e+01,6.525451e+00
5.708000e+01,6.525784e+00
5.709000e+01,6.526116e+00
5.710000e+01,6.526448e+00
5.711000e+01,6.526780e+00
5.712000e+01,6.527112e+00
5.713000e+01,6.527444e+00
5.714000e+01,6.527776e+00
5.715000e+01,6.528108e+00
5.716000e+01,6.528440e+00
5.717000e+01,6.528771e+00
5.718000e+01,6.529103e+00
5.719000e+01,6.529435e+00
5.720000e+01,6.529767e+00
5.721000e+01,6.530098e+00
5.722000e+01,6.530430e+00
5.723000e+01,6.530762e+00
5.724000e+01,6.531093e+00
5.725000e+01,6.531425e+00
5.726000e+01,6.531756e+00
5.727000e+01,6.532087e+00
5.728000e+01,6.532419e+00
5.729000e+01,6.532750e+00
5.730000e+01,6.533081e+00
5.731000e+01,6.533413e+00
5.732000e+01,6.533744e+00
5.733000e+01,6.534075e+00
5.734000e+01,6.534406e+00
5.735000e+01,6.534737e+00
5.736000e+01,6.535068e+00
5.737000e+01,6.535399e+00
5.738000e+01,6.535730e+00
5.739000e+01,6.536061e+00
5.740000e+01,6.536392e+00
5.741000e+01,6.536723e+00
5.742000e+01,6.537054e+00
5.743000e+01,6.537384e+00
5.744000e+01,6.537715e+00
5.745000e+01,6.538046e+00
5.746000e+01,6.538376e+00
5.747000e+01,6.538707e+00
5.748000e+01,6.539038e+00
5.749000e+01,6.539368e+00
5.750000e+01,6.539699e+00
5.751000e+01,6.540029e+00
5.752000e+01,6.540359e+00
5.753000e+01,6.540690e+00
5.754000e+01,6.541020e+00
5.755000e+01,6.541350e+00
5.756000e+01,6.541680e+00
5.757000e+01,6.542011e+00
5.758000e+01,6.542341e+00
5.759000e+01,6.542671e+00
5.760000e+01,6.543001e+00
5.761000e+01,6.543331e+00
5.762000e+01,6.543661e+00
5.763000e+01,6.543991e+00
5.764000e+01,6.544321e+00
5.765000e+01,6.544651e+00
5.766000e+01,6.544981e+00
5.767000e+01,6.545310e+00
5.768000e+01,6.545640e+00
5.769000e+01,6.545970e+00
5.770000e+01,6.546299e+00
5.771000e+01,6.546629e+00
5.772000e+01,6.546959e+00
5.773000e+01,6.547288e+00
5.774000e+01,6.547618e+00
5.775000e+01,6.547947e+00
5.776000e+01,6.548277e+00
5.777000e+01,6.548606e+00
5.778000e+01,6.548935e+00
5.779000e+01,6.549265e+00
5.780000e+01,6.549594e+00
5.781000e+01,6.549923e+00
5.782000e+01,6.550252e+00
5.783000e+01,6.550581e+00
5.784000e+01,6.550910e+00
5.785000e+01,6.551239e+00
5.786000e+01,6.551568e+00
5.787000e+01,6.551897e+00
5.788000e+01,6.552226e+00
5.789000e+01,6.552555e+00
5.790000e+01,6.552884e+00
5.791000e+01,6.553213e+00
5.792000e+01,6.553542e+00
5.793000e+01,6.553870e+00
5.794000e+01,6.554199e+00
5.795000e+01,6.554528e+00
5.796000e+01,6.554856e+00
5.797000e+01,6.555185e+00
5.798000e+01,6.555513e+00
5.799000e+01,6.555842e+00
5.800000e+01,6.556170e+00
5.801000e+01,6.556499e+00
5.802000e+01,6.556827e+00
5.803000e+01,6.557156e+00
5.804000e+01,6.557484e+00
5.805000e+01,6.557812e+00
5.806000e+01,6.558140e+00
5.807000e+01,6.558468e+00
5.808000e+01,6.558797e+00
5.809000e+01,6.559125e+00
5.810000e+01,6.559453e+00
5.811000e+01,6.559781e+00
5.812000e+01,6.560109e+00
5.813000e+01,6.560437e+00
5.814000e+01,6.560765e+00
5.815000e+01,6.561092e+00
5.816000e+01,6.561420e+00
5.817000e+01,6.561748e+00
5.818000e+01,6.562076e+00
5.819000e+01,6.562403e+00
5.820000e+01,6.562731e+00
5.821000e+01,6.563059e+00
5.822000e+01,6.563386e+00
5.823000e+01,6.563714e+00
5.824000e+01,6.564041e+00
5.825000e+01,6.564369e+00
5.826000e+01,6.564696e+00
5.827000e+01,6.565023e+00
5.828000e+01,6.565351e+00
5.829000e+01,6.565678e+00
5.830000e+01,6.566005e+00
5.831000e+01,6.566333e+00
5.832000e+01,6.566660e+00
5.833000e+01,6.566987e+00
5.834000e+01,6.567314e+00
5.835000e+01,6.567641e+00
5.836000e+01,6.567968e+00
5.837000e+01,6.568295e+00
5.838000e+01,6.568622e+00
5.839000e+01,6.568949e+00
5.840000e+01,6.569276e+00
5.841000e+01,6.569603e+00
5.842000e+01,6.569929e+00
5.843000e+01,6.570256e+00
5.844000e+01,6.570583e+00
5.845000e+01,6.570909e+00
