r,P,m
1.8478601595e+00,8.0667449054e+02,4.6195075197e-02
1.8480607740e+00,8.0664600231e+02,4.6209587696e-02
1.8482613885e+00,8.0661751185e+02,4.6224103064e-02
1.8484620030e+00,8.0658901918e+02,4.6238621301e-02
1.8486626175e+00,8.0656052428e+02,4.6253142407e-02
1.8488632320e+00,8.0653202716e+02,4.6267666383e-02
1.8490638465e+00,8.0650352782e+02,4.6282193228e-02
1.8492644610e+00,8.0647502625e+02,4.6296722942e-02
1.8494650755e+00,8.0644652247e+02,4.6311255527e-02
1.8496656900e+00,8.0641801646e+02,4.6325790981e-02
1.8498663045e+00,8.0638950823e+02,4.6340329306e-02
1.8500669190e+00,8.0636099779e+02,4.6354870501e-02
1.8502675335e+00,8.0633248512e+02,4.6369414567e-02
1.8504681480e+00,8.0630397023e+02,4.6383961504e-02
1.8506687625e+00,8.0627545312e+02,4.6398511312e-02
1.8508693770e+00,8.0624693379e+02,4.6413063991e-02
1.8510699915e+00,8.0621841225e+02,4.6427619541e-02
1.8512706060e+00,8.0618988848e+02,4.6442177963e-02
1.8514712205e+00,8.0616136250e+02,4.6456739257e-02
1.8516718350e+00,8.0613283429e+02,4.6471303423e-02
1.8518724495e+00,8.0610430387e+02,4.6485870461e-02
1.8520730640e+00,8.0607577123e+02,4.6500440371e-02
1.8522736785e+00,8.0604723638e+02,4.6515013154e-02
1.8524742930e+00,8.0601869930e+02,4.6529588810e-02
1.8526749075e+00,8.0599016001e+02,4.6544167339e-02
1.8528755220e+00,8.0596161850e+02,4.6558748741e-02
1.8530761365e+00,8.0593307477e+02,4.6573333016e-02
1.8532767510e+00,8.0590452883e+02,4.6587920165e-02
1.8534773655e+00,8.0587598067e+02,4.6602510188e-02
1.8536779800e+00,8.0584743030e+02,4.6617103084e-02
1.8538785945e+00,8.0581887771e+02,4.6631698855e-02
1.8540792090e+00,8.0579032290e+02,4.6646297500e-02
1.8542798235e+00,8.0576176588e+02,4.6660899019e-02
1.8544804380e+00,8.0573320665e+02,4.6675503413e-02
1.8546810525e+00,8.0570464520e+02,4.6690110683e-02
1.8548816670e+00,8.0567608153e+02,4.6704720827e-02
1.8550822815e+00,8.0564751566e+02,4.6719333846e-02
1.8552828960e+00,8.0561894756e+02,4.6733949741e-02
1.8554835105e+00,8.0559037726e+02,4.6748568512e-02
1.8556841250e+00,8.0556180474e+02,4.6763190159e-02
1.8558847395e+00,8.0553323000e+02,4.6777814681e-02
1.8560853540e+00,8.0550465306e+02,4.6792442080e-02
1.8562859685e+00,8.0547607390e+02,4.6807072355e-02
1.8564865830e+00,8.0544749253e+02,4.6821705507e-02
1.8566871975e+00,8.0541890895e+02,4.6836341536e-02
1.8568878120e+00,8.0539032315e+02,4.6850980442e-02
1.8570884265e+00,8.0536173515e+02,4.6865622225e-02
1.8572890410e+00,8.0533314493e+02,4.6880266886e-02
1.8574896555e+00,8.0530455250e+02,4.6894914424e-02
1.8576902700e+00,8.0527595786e+02,4.6909564840e-02
1.8578908845e+00,8.0524736101e+02,4.6924218133e-02
1.8580914990e+00,8.0521876196e+02,4.6938874305e-02
1.8582921135e+00,8.0519016069e+02,4.6953533356e-02
1.8584927280e+00,8.0516155721e+02,4.6968195285e-02
1.8586933425e+00,8.0513295152e+02,4.6982860093e-02
1.8588939570e+00,8.0510434362e+02,4.6997527779e-02
1.8590945715e+00,8.0507573351e+02,4.7012198345e-02
1.8592951860e+00,8.0504712120e+02,4.7026871791e-02
1.8594958005e+00,8.0501850667e+02,4.7041548115e-02
1.8596964150e+00,8.0498988994e+02,4.7056227320e-02
1.8598970295e+00,8.0496127100e+02,4.7070909404e-02
1.8600976440e+00,8.0493264985e+02,4.7085594369e-02
1.8602982585e+00,8.0490402650e+02,4.7100282213e-02
1.8604988730e+00,8.0487540093e+02,4.7114972939e-02
1.8606994875e+00,8.0484677316e+02,4.7129666545e-02
1.8609001020e+00,8.0481814319e+02,4.7144363032e-02
1.8611007165e+00,8.0478951100e+02,4.7159062400e-02
1.8613013310e+00,8.0476087662e+02,4.7173764649e-02
1.8615019455e+00,8.0473224002e+02,4.7188469779e-02
1.8617025600e+00,8.0470360122e+02,4.7203177792e-02
1.8619031745e+00,8.0467496022e+02,4.7217888686e-02
1.8621037890e+00,8.0464631700e+02,4.7232602462e-02
1.8623044035e+00,8.0461767159e+02,4.7247319120e-02
1.8625050180e+00,8.0458902397e+02,4.7262038661e-02
1.8627056325e+00,8.0456037415e+02,4.7276761085e-02
1.8629062470e+00,8.0453172212e+02,4.7291486391e-02
1.8631068615e+00,8.0450306788e+02,4.7306214580e-02
1.8633074760e+00,8.0447441145e+02,4.7320945653e-02
1.8635080905e+00,8.0444575281e+02,4.7335679608e-02
1.8637087050e+00,8.0441709197e+02,4.7350416448e-02
1.8639093195e+00,8.0438842892e+02,4.7365156171e-02
1.8641099340e+00,8.0435976368e+02,4.7379898778e-02
1.8643105485e+00,8.0433109623e+02,4.7394644269e-02
1.8645111630e+00,8.0430242658e+02,4.7409392644e-02
1.8647117775e+00,8.0427375472e+02,4.7424143904e-02
1.8649123920e+00,8.0424508067e+02,4.7438898049e-02
1.8651130065e+00,8.0421640441e+02,4.7453655079e-02
1.8653136210e+00,8.0418772595e+02,4.7468414994e-02
1.8655142355e+00,8.0415904530e+02,4.7483177794e-02
1.8657148500e+00,8.0413036244e+02,4.7497943479e-02
1.8659154645e+00,8.0410167738e+02,4.7512712050e-02
1.8661160790e+00,8.0407299012e+02,4.7527483507e-02
1.8663166935e+00,8.0404430067e+02,4.7542257851e-02
1.8665173080e+00,8.0401560901e+02,4.7557035080e-02
1.8667179225e+00,8.0398691515e+02,4.7571815196e-02
1.8669185370e+00,8.0395821910e+02,4.7586598198e-02
1.8671191515e+00,8.0392952084e+02,4.7601384087e-02
1.8673197660e+00,8.0390082039e+02,4.7616172864e-02
1.8675203805e+00,8.0387211774e+02,4.7630964527e-02
1.8677209950e+00,8.0384341289e+02,4.7645759078e-02
1.8679216095e+00,8.0381470585e+02,4.7660556516e-02
1.8681222240e+00,8.0378599661e+02,4.7675356842e-02
1.8683228385e+00,8.0375728517e+02,4.7690160057e-02
1.8685234530e+00,8.0372857153e+02,4.7704966159e-02
1.8687240675e+00,8.0369985570e+02,4.7719775150e-02
1.8689246820e+00,8.0367113767e+02,4.7734587029e-02
1.8691252965e+00,8.0364241744e+02,4.7749401797e-02
1.8693259110e+00,8.0361369502e+02,4.7764219453e-02
1.8695265255e+00,8.0358497040e+02,4.7779039999e-02
1.8697271400e+00,8.0355624359e+02,4.7793863435e-02
1.8699277545e+00,8.0352751458e+02,4.7808689759e-02
1.8701283690e+00,8.0349878338e+02,4.7823518974e-02
1.8703289835e+00,8.0347004999e+02,4.7838351078e-02
1.8705295980e+00,8.0344131440e+02,4.7853186072e-02
1.8707302125e+00,8.0341257661e+02,4.7868023957e-02
1.8709308270e+00,8.0338383663e+02,4.7882864732e-02
1.8711314415e+00,8.0335509446e+02,4.7897708398e-02
1.8713320560e+00,8.0332635010e+02,4.7912554954e-02
1.8715326705e+00,8.0329760354e+02,4.7927404402e-02
1.8717332850e+00,8.0326885479e+02,4.7942256740e-02
1.8719338995e+00,8.0324010385e+02,4.7957111970e-02
1.8721345140e+00,8.0321135071e+02,4.7971970092e-02
1.8723351285e+00,8.0318259539e+02,4.7986831106e-02
1.8725357430e+00,8.0315383787e+02,4.8001695011e-02
1.8727363575e+00,8.0312507816e+02,4.8016561809e-02
1.8729369720e+00,8.0309631626e+02,4.8031431498e-02
1.8731375865e+00,8.0306755217e+02,4.8046304081e-02
1.8733382010e+00,8.0303878589e+02,4.8061179556e-02
1.8735388155e+00,8.0301001741e+02,4.8076057924e-02
1.8737394300e+00,8.0298124675e+02,4.8090939185e-02
1.8739400445e+00,8.0295247390e+02,4.8105823340e-02
1.8741406590e+00,8.0292369886e+02,4.8120710388e-02
1.8743412735e+00,8.0289492163e+02,4.8135600329e-02
1.8745418880e+00,8.0286614221e+02,4.8150493165e-02
1.8747425025e+00,8.0283736060e+02,4.8165388895e-02
1.8749431170e+00,8.0280857680e+02,4.8180287518e-02
1.8751437315e+00,8.0277979082e+02,4.8195189037e-02
1.8753443460e+00,8.0275100264e+02,4.8210093449e-02
1.8755449605e+00,8.0272221228e+02,4.8225000757e-02
1.8757455750e+00,8.0269341973e+02,4.8239910960e-02
1.8759461895e+00,8.0266462500e+02,4.8254824058e-02
1.8761468040e+00,8.0263582807e+02,4.8269740051e-02
1.8763474185e+00,8.0260702897e+02,4.8284658940e-02
1.8765480330e+00,8.0257822767e+02,4.8299580724e-02
1.8767486475e+00,8.0254942419e+02,4.8314505405e-02
1.8769492620e+00,8.0252061852e+02,4.8329432981e-02
1.8771498765e+00,8.0249181067e+02,4.8344363454e-02
1.8773504910e+00,8.0246300063e+02,4.8359296824e-02
1.8775511055e+00,8.0243418840e+02,4.8374233090e-02
1.8777517200e+00,8.0240537400e+02,4.8389172253e-02
1.8779523345e+00,8.0237655740e+02,4.8404114313e-02
1.8781529490e+00,8.0234773862e+02,4.8419059271e-02
1.8783535635e+00,8.0231891766e+02,4.8434007126e-02
1.8785541780e+00,8.0229009452e+02,4.8448957878e-02
1.8787547925e+00,8.0226126919e+02,4.8463911529e-02
1.8789554070e+00,8.0223244168e+02,4.8478868077e-02
1.8791560215e+00,8.0220361198e+02,4.8493827524e-02
1.8793566360e+00,8.0217478010e+02,4.8508789869e-02
1.8795572505e+00,8.0214594604e+02,4.8523755112e-02
1.8797578650e+00,8.0211710980e+02,4.8538723255e-02
1.8799584795e+00,8.0208827137e+02,4.8553694296e-02
1.8801590940e+00,8.0205943077e+02,4.8568668237e-02
1.8803597085e+00,8.0203058798e+02,4.8583645077e-02
1.8805603230e+00,8.0200174301e+02,4.8598624816e-02
1.8807609375e+00,8.0197289586e+02,4.8613607455e-02
1.8809615520e+00,8.0194404653e+02,4.8628592994e-02
1.8811621665e+00,8.0191519502e+02,4.8643581434e-02
1.8813627810e+00,8.0188634133e+02,4.8658572773e-02
1.8815633955e+00,8.0185748545e+02,4.8673567013e-02
1.8817640100e+00,8.0182862740e+02,4.8688564154e-02
1.8819646245e+00,8.0179976717e+02,4.8703564195e-02
1.8821652390e+00,8.0177090476e+02,4.8718567138e-02
1.8823658535e+00,8.0174204017e+02,4.8733572982e-02
1.8825664680e+00,8.0171317341e+02,4.8748581727e-02
1.8827670825e+00,8.0168430446e+02,4.8763593374e-02
1.8829676970e+00,8.0165543334e+02,4.8778607922e-02
1.8831683115e+00,8.0162656004e+02,4.8793625373e-02
1.8833689260e+00,8.0159768456e+02,4.8808645726e-02
1.8835695405e+00,8.0156880690e+02,4.8823668981e-02
1.8837701550e+00,8.0153992707e+02,4.8838695139e-02
1.8839707695e+00,8.0151104506e+02,4.8853724199e-02
1.8841713840e+00,8.0148216087e+02,4.8868756163e-02
1.8843719985e+00,8.0145327451e+02,4.8883791029e-02
1.8845726130e+00,8.0142438597e+02,4.8898828799e-02
1.8847732275e+00,8.0139549525e+02,4.8913869472e-02
1.8849738420e+00,8.0136660236e+02,4.8928913049e-02
1.8851744565e+00,8.0133770730e+02,4.8943959530e-02
1.8853750710e+00,8.0130881006e+02,4.8959008915e-02
1.8855756855e+00,8.0127991064e+02,4.8974061204e-02
1.8857763000e+00,8.0125100905e+02,4.8989116398e-02
1.8859769145e+00,8.0122210529e+02,4.9004174496e-02
1.8861775290e+00,8.0119319935e+02,4.9019235499e-02
1.8863781435e+00,8.0116429124e+02,4.9034299407e-02
1.8865787580e+00,8.0113538096e+02,4.9049366221e-02
1.8867793725e+00,8.0110646850e+02,4.9064435939e-02
1.8869799870e+00,8.0107755387e+02,4.9079508563e-02
1.8871806015e+00,8.0104863707e+02,4.9094584093e-02
1.8873812160e+00,8.0101971809e+02,4.9109662529e-02
1.8875818305e+00,8.0099079694e+02,4.9124743871e-02
1.8877824450e+00,8.0096187362e+02,4.9139828119e-02
1.8879830595e+00,8.0093294813e+02,4.9154915274e-02
1.8881836740e+00,8.0090402047e+02,4.9170005336e-02
1.8883842885e+00,8.0087509064e+02,4.9185098304e-02
1.8885849030e+00,8.0084615863e+02,4.9200194179e-02
1.8887855175e+00,8.0081722446e+02,4.9215292962e-02
1.8889861320e+00,8.0078828811e+02,4.9230394652e-02
1.8891867465e+00,8.0075934960e+02,4.9245499250e-02
1.8893873610e+00,8.0073040891e+02,4.9260606755e-02
1.8895879755e+00,8.0070146606e+02,4.9275717169e-02
1.8897885900e+00,8.0067252103e+02,4.9290830491e-02
1.8899892045e+00,8.0064357384e+02,4.9305946721e-02
1.8901898190e+00,8.0061462448e+02,4.9321065859e-02
1.8903904335e+00,8.0058567295e+02,4.9336187907e-02
1.8905910480e+00,8.0055671925e+02,4.9351312863e-02
1.8907916625e+00,8.0052776339e+02,4.9366440728e-02
1.8909922770e+00,8.0049880535e+02,4.9381571503e-02
1.8911928915e+00,8.0046984515e+02,4.9396705187e-02
1.8913935060e+00,8.0044088278e+02,4.9411841781e-02
1.8915941205e+00,8.0041191825e+02,4.9426981285e-02
1.8917947350e+00,8.0038295155e+02,4.9442123699e-02
1.8919953495e+00,8.0035398268e+02,4.9457269023e-02
1.8921959640e+00,8.0032501165e+02,4.9472417257e-02
1.8923965785e+00,8.0029603845e+02,4.9487568402e-02
1.8925971930e+00,8.0026706308e+02,4.9502722458e-02
1.8927978075e+00,8.0023808555e+02,4.9517879425e-02
1.8929984220e+00,8.0020910585e+02,4.9533039303e-02
1.8931990365e+00,8.0018012399e+02,4.9548202093e-02
1.8933996510e+00,8.0015113997e+02,4.9563367793e-02
1.8936002655e+00,8.0012215378e+02,4.9578536406e-02
1.8938008800e+00,8.0009316543e+02,4.9593707931e-02
1.8940014945e+00,8.0006417491e+02,4.9608882367e-02
1.8942021090e+00,8.0003518223e+02,4.9624059716e-02
1.8944027235e+00,8.0000618739e+02,4.9639239978e-02
1.8946033380e+00,7.9997719038e+02,4.9654423152e-02
1.8948039525e+00,7.9994819121e+02,4.9669609239e-02
1.8950045670e+00,7.9991918988e+02,4.9684798239e-02
1.8952051815e+00,7.9989018638e+02,4.9699990152e-02
1.8954057960e+00,7.9986118073e+02,4.9715184979e-02
1.8956064105e+00,7.9983217291e+02,4.9730382719e-02
1.8958070250e+00,7.9980316293e+02,4.9745583373e-02
1.8960076395e+00,7.9977415079e+02,4.9760786941e-02
1.8962082540e+00,7.9974513649e+02,4.9775993423e-02
1.8964088685e+00,7.9971612003e+02,4.9791202820e-02
1.8966094830e+00,7.9968710141e+02,4.9806415131e-02
1.8968100975e+00,7.9965808062e+02,4.9821630356e-02
1.8970107120e+00,7.9962905768e+02,4.9836848497e-02
1.8972113265e+00,7.9960003258e+02,4.9852069553e-02
1.8974119410e+00,7.9957100532e+02,4.9867293524e-02
1.8976125555e+00,7.9954197590e+02,4.9882520410e-02
1.8978131700e+00,7.9951294432e+02,4.9897750212e-02
1.8980137845e+00,7.9948391058e+02,4.9912982930e-02
1.8982143990e+00,7.9945487469e+02,4.9928218564e-02
1.8984150135e+00,7.9942583664e+02,4.9943457114e-02
1.8986156280e+00,7.9939679642e+02,4.9958698580e-02
1.8988162425e+00,7.9936775406e+02,4.9973942963e-02
1.8990168570e+00,7.9933870953e+02,4.9989190263e-02
1.8992174715e+00,7.9930966285e+02,5.0004440480e-02
1.8994180860e+00,7.9928061401e+02,5.0019693614e-02
1.8996187005e+00,7.9925156301e+02,5.0034949665e-02
1.8998193150e+00,7.9922250986e+02,5.0050208633e-02
1.9000199295e+00,7.9919345455e+02,5.0065470520e-02
1.9002205440e+00,7.9916439709e+02,5.0080735324e-02
1.9004211585e+00,7.9913533747e+02,5.0096003046e-02
1.9006217730e+00,7.9910627570e+02,5.0111273686e-02
1.9008223875e+00,7.9907721177e+02,5.0126547245e-02
1.9010230020e+00,7.9904814568e+02,5.0141823723e-02
1.9012236165e+00,7.9901907745e+02,5.0157103119e-02
1.9014242310e+00,7.9899000705e+02,5.0172385434e-02
1.9016248455e+00,7.9896093451e+02,5.0187670669e-02
1.9018254600e+00,7.9893185981e+02,5.0202958822e-02
1.9020260745e+00,7.9890278296e+02,5.0218249896e-02
1.9022266890e+00,7.9887370395e+02,5.0233543889e-02
1.9024273035e+00,7.9884462279e+02,5.0248840802e-02
1.9026279180e+00,7.9881553948e+02,5.0264140635e-02
1.9028285325e+00,7.9878645402e+02,5.0279443388e-02
1.9030291470e+00,7.9875736640e+02,5.0294749062e-02
1.9032297615e+00,7.9872827664e+02,5.0310057656e-02
1.9034303760e+00,7.9869918472e+02,5.0325369171e-02
1.9036309905e+00,7.9867009065e+02,5.0340683607e-02
1.9038316050e+00,7.9864099443e+02,5.0356000965e-02
1.9040322195e+00,7.9861189606e+02,5.0371321243e-02
1.9042328340e+00,7.9858279554e+02,5.0386644444e-02
1.9044334485e+00,7.9855369286e+02,5.0401970566e-02
1.9046340630e+00,7.9852458804e+02,5.0417299610e-02
1.9048346775e+00,7.9849548107e+02,5.0432631576e-02
1.9050352920e+00,7.9846637195e+02,5.0447966464e-02
1.9052359065e+00,7.9843726068e+02,5.0463304275e-02
1.9054365210e+00,7.9840814726e+02,5.0478645009e-02
1.9056371355e+00,7.9837903170e+02,5.0493988665e-02
1.9058377500e+00,7.9834991398e+02,5.0509335244e-02
1.9060383645e+00,7.9832079412e+02,5.0524684747e-02
1.9062389790e+00,7.9829167211e+02,5.0540037173e-02
1.9064395935e+00,7.9826254795e+02,5.0555392523e-02
1.9066402080e+00,7.9823342164e+02,5.0570750796e-02
1.9068408225e+00,7.9820429319e+02,5.0586111994e-02
1.9070414370e+00,7.9817516259e+02,5.0601476115e-02
1.9072420515e+00,7.9814602984e+02,5.0616843161e-02
1.9074426660e+00,7.9811689495e+02,5.0632213131e-02
1.9076432805e+00,7.9808775791e+02,5.0647586026e-02
1.9078438950e+00,7.9805861873e+02,5.0662961846e-02
1.9080445095e+00,7.9802947740e+02,5.0678340591e-02
1.9082451240e+00,7.9800033392e+02,5.0693722262e-02
1.9084457385e+00,7.9797118830e+02,5.0709106857e-02
1.9086463530e+00,7.9794204054e+02,5.0724494379e-02
1.9088469675e+00,7.9791289063e+02,5.0739884826e-02
1.9090475820e+00,7.9788373858e+02,5.0755278199e-02
1.9092481965e+00,7.9785458438e+02,5.0770674498e-02
1.9094488110e+00,7.9782542804e+02,5.0786073724e-02
1.9096494255e+00,7.9779626956e+02,5.0801475876e-02
1.9098500400e+00,7.9776710893e+02,5.0816880955e-02
1.9100506545e+00,7.9773794616e+02,5.0832288960e-02
1.9102512690e+00,7.9770878125e+02,5.0847699893e-02
1.9104518835e+00,7.9767961420e+02,5.0863113753e-02
1.9106524980e+00,7.9765044500e+02,5.0878530541e-02
1.9108531125e+00,7.9762127366e+02,5.0893950256e-02
1.9110537270e+00,7.9759210018e+02,5.0909372899e-02
1.9112543415e+00,7.9756292456e+02,5.0924798470e-02
1.9114549560e+00,7.9753374680e+02,5.0940226969e-02
1.9116555705e+00,7.9750456690e+02,5.0955658397e-02
1.9118561850e+00,7.9747538486e+02,5.0971092753e-02
1.9120567995e+00,7.9744620067e+02,5.0986530037e-02
1.9122574140e+00,7.9741701435e+02,5.1001970251e-02
1.9124580285e+00,7.9738782589e+02,5.1017413394e-02
1.9126586430e+00,7.9735863529e+02,5.1032859466e-02
1.9128592575e+00,7.9732944254e+02,5.1048308468e-02
1.9130598720e+00,7.9730024766e+02,5.1063760399e-02
1.9132604865e+00,7.9727105065e+02,5.1079215260e-02
1.9134611010e+00,7.9724185149e+02,5.1094673051e-02
1.9136617155e+00,7.9721265019e+02,5.1110133772e-02
1.9138623300e+00,7.9718344676e+02,5.1125597424e-02
1.9140629445e+00,7.9715424119e+02,5.1141064006e-02
1.9142635590e+00,7.9712503348e+02,5.1156533519e-02
1.9144641735e+00,7.9709582364e+02,5.1172005963e-02
1.9146647880e+00,7.9706661166e+02,5.1187481338e-02
1.9148654025e+00,7.9703739754e+02,5.1202959644e-02
1.9150660170e+00,7.9700818128e+02,5.1218440882e-02
1.9152666315e+00,7.9697896289e+02,5.1233925051e-02
1.9154672460e+00,7.9694974237e+02,5.1249412153e-02
1.9156678605e+00,7.9692051971e+02,5.1264902186e-02
1.9158684750e+00,7.9689129491e+02,5.1280395151e-02
1.9160690895e+00,7.9686206798e+02,5.1295891049e-02
1.9162697040e+00,7.9683283891e+02,5.1311389880e-02
1.9164703185e+00,7.9680360771e+02,5.1326891643e-02
1.9166709330e+00,7.9677437438e+02,5.1342396339e-02
1.9168715475e+00,7.9674513891e+02,5.1357903968e-02
1.9170721620e+00,7.9671590131e+02,5.1373414531e-02
1.9172727765e+00,7.9668666157e+02,5.1388928027e-02
1.9174733910e+00,7.9665741970e+02,5.1404444457e-02
1.9176740055e+00,7.9662817570e+02,5.1419963820e-02
1.9178746200e+00,7.9659892957e+02,5.1435486118e-02
1.9180752345e+00,7.9656968130e+02,5.1451011350e-02
1.9182758490e+00,7.9654043090e+02,5.1466539516e-02
1.9184764635e+00,7.9651117837e+02,5.1482070617e-02
1.9186770780e+00,7.9648192371e+02,5.1497604652e-02
1.9188776925e+00,7.9645266692e+02,5.1513141623e-02
1.9190783070e+00,7.9642340799e+02,5.1528681528e-02
1.9192789215e+00,7.9639414694e+02,5.1544224369e-02
1.9194795360e+00,7.9636488375e+02,5.1559770146e-02
1.9196801505e+00,7.9633561844e+02,5.1575318858e-02
1.9198807650e+00,7.9630635099e+02,5.1590870505e-02
1.9200813795e+00,7.9627708142e+02,5.1606425089e-02
1.9202819940e+00,7.9624780971e+02,5.1621982610e-02
1.9204826085e+00,7.9621853588e+02,5.1637543066e-02
1.9206832230e+00,7.9618925991e+02,5.1653106459e-02
1.9208838375e+00,7.9615998182e+02,5.1668672789e-02
1.9210844520e+00,7.9613070160e+02,5.1684242056e-02
1.9212850665e+00,7.9610141926e+02,5.1699814260e-02
1.9214856810e+00,7.9607213478e+02,5.1715389401e-02
1.9216862955e+00,7.9604284818e+02,5.1730967480e-02
1.9218869100e+00,7.9601355945e+02,5.1746548496e-02
1.9220875245e+00,7.9598426859e+02,5.1762132450e-02
1.9222881390e+00,7.9595497561e+02,5.1777719343e-02
1.9224887535e+00,7.9592568050e+02,5.1793309173e-02
1.9226893680e+00,7.9589638326e+02,5.1808901942e-02
1.9228899825e+00,7.9586708390e+02,5.1824497649e-02
1.9230905970e+00,7.9583778241e+02,5.1840096296e-02
1.9232912115e+00,7.9580847879e+02,5.1855697881e-02
1.9234918260e+00,7.9577917305e+02,5.1871302405e-02
1.9236924405e+00,7.9574986519e+02,5.1886909869e-02
1.9238930550e+00,7.9572055520e+02,5.1902520272e-02
1.9240936695e+00,7.9569124309e+02,5.1918133614e-02
1.9242942840e+00,7.9566192885e+02,5.1933749897e-02
1.9244948985e+00,7.9563261249e+02,5.1949369119e-02
1.9246955130e+00,7.9560329400e+02,5.1964991282e-02
1.9248961275e+00,7.9557397340e+02,5.1980616385e-02
1.9250967420e+00,7.9554465066e+02,5.1996244429e-02
1.9252973565e+00,7.9551532581e+02,5.2011875413e-02
1.9254979710e+00,7.9548599883e+02,5.2027509339e-02
1.9256985855e+00,7.9545666973e+02,5.2043146205e-02
1.9258992000e+00,7.9542733851e+02,5.2058786013e-02
1.9260998145e+00,7.9539800517e+02,5.2074428762e-02
1.9263004290e+00,7.9536866970e+02,5.2090074453e-02
1.9265010435e+00,7.9533933212e+02,5.2105723086e-02
1.9267016580e+00,7.9530999241e+02,5.2121374660e-02
1.9269022725e+00,7.9528065058e+02,5.2137029177e-02
1.9271028870e+00,7.9525130664e+02,5.2152686637e-02
1.9273035015e+00,7.9522196057e+02,5.2168347038e-02
1.9275041160e+00,7.9519261238e+02,5.2184010383e-02
1.9277047305e+00,7.9516326207e+02,5.2199676670e-02
1.9279053450e+00,7.9513390965e+02,5.2215345901e-02
1.9281059595e+00,7.9510455510e+02,5.2231018075e-02
1.9283065740e+00,7.9507519843e+02,5.2246693192e-02
1.9285071885e+00,7.9504583965e+02,5.2262371253e-02
1.9287078030e+00,7.9501647875e+02,5.2278052258e-02
1.9289084175e+00,7.9498711573e+02,5.2293736207e-02
1.9291090320e+00,7.9495775059e+02,5.2309423099e-02
1.9293096465e+00,7.9492838333e+02,5.2325112937e-02
1.9295102610e+00,7.9489901396e+02,5.2340805719e-02
1.9297108755e+00,7.9486964247e+02,5.2356501445e-02
1.9299114900e+00,7.9484026886e+02,5.2372200116e-02
1.9301121045e+00,7.9481089314e+02,5.2387901733e-02
1.9303127190e+00,7.9478151530e+02,5.2403606295e-02
1.9305133335e+00,7.9475213535e+02,5.2419313802e-02
1.9307139480e+00,7.9472275327e+02,5.2435024255e-02
1.9309145625e+00,7.9469336909e+02,5.2450737653e-02
1.9311151770e+00,7.9466398279e+02,5.2466453998e-02
1.9313157915e+00,7.9463459437e+02,5.2482173288e-02
1.9315164060e+00,7.9460520384e+02,5.2497895525e-02
1.9317170205e+00,7.9457581119e+02,5.2513620709e-02
1.9319176350e+00,7.9454641643e+02,5.2529348839e-02
1.9321182495e+00,7.9451701956e+02,5.2545079916e-02
1.9323188640e+00,7.9448762057e+02,5.2560813941e-02
1.9325194785e+00,7.9445821947e+02,5.2576550912e-02
1.9327200930e+00,7.9442881626e+02,5.2592290831e-02
1.9329207075e+00,7.9439941093e+02,5.2608033697e-02
1.9331213220e+00,7.9437000349e+02,5.2623779511e-02
1.9333219365e+00,7.9434059394e+02,5.2639528274e-02
1.9335225510e+00,7.9431118227e+02,5.2655279984e-02
1.9337231655e+00,7.9428176850e+02,5.2671034642e-02
1.9339237800e+00,7.9425235261e+02,5.2686792249e-02
1.9341243945e+00,7.9422293461e+02,5.2702552805e-02
1.9343250090e+00,7.9419351450e+02,5.2718316310e-02
1.9345256235e+00,7.9416409229e+02,5.2734082763e-02
1.9347262380e+00,7.9413466795e+02,5.2749852166e-02
1.9349268525e+00,7.9410524151e+02,5.2765624518e-02
1.9351274670e+00,7.9407581296e+02,5.2781399820e-02
1.9353280815e+00,7.9404638230e+02,5.2797178072e-02
1.9355286960e+00,7.9401694953e+02,5.2812959273e-02
1.9357293105e+00,7.9398751466e+02,5.2828743425e-02
1.9359299250e+00,7.9395807767e+02,5.2844530526e-02
1.9361305395e+00,7.9392863857e+02,5.2860320579e-02
1.9363311540e+00,7.9389919737e+02,5.2876113581e-02
1.9365317685e+00,7.9386975406e+02,5.2891909535e-02
1.9367323830e+00,7.9384030864e+02,5.2907708440e-02
1.9369329975e+00,7.9381086111e+02,5.2923510296e-02
1.9371336120e+00,7.9378141147e+02,5.2939315103e-02
1.9373342265e+00,7.9375195973e+02,5.2955122862e-02
1.9375348410e+00,7.9372250588e+02,5.2970933572e-02
1.9377354555e+00,7.9369304993e+02,5.2986747235e-02
1.9379360700e+00,7.9366359187e+02,5.3002563849e-02
1.9381366845e+00,7.9363413170e+02,5.3018383416e-02
1.9383372990e+00,7.9360466943e+02,5.3034205935e-02
1.9385379135e+00,7.9357520505e+02,5.3050031406e-02
1.9387385280e+00,7.9354573856e+02,5.3065859831e-02
1.9389391425e+00,7.9351626998e+02,5.3081691208e-02
1.9391397570e+00,7.9348679928e+02,5.3097525539e-02
1.9393403715e+00,7.9345732648e+02,5.3113362823e-02
1.9395409860e+00,7.9342785158e+02,5.3129203060e-02
1.9397416005e+00,7.9339837458e+02,5.3145046251e-02
1.9399422150e+00,7.9336889547e+02,5.3160892396e-02
1.9401428295e+00,7.9333941426e+02,5.3176741495e-02
1.9403434440e+00,7.9330993094e+02,5.3192593548e-02
1.9405440585e+00,7.9328044552e+02,5.3208448556e-02
1.9407446730e+00,7.9325095800e+02,5.3224306518e-02
1.9409452875e+00,7.9322146838e+02,5.3240167435e-02
1.9411459020e+00,7.9319197665e+02,5.3256031307e-02
