h,P0,R,M
1.000000e-05,3.066160e-04,5.571025e+01,4.471639e-02
1.000000e-05,3.137580e-04,5.558105e+01,4.502366e-02
1.000000e-05,3.210663e-04,5.545226e+01,4.533302e-02
1.000000e-05,3.285449e-04,5.532366e+01,4.564448e-02
1.000000e-05,3.361977e-04,5.519547e+01,4.595806e-02
1.000000e-05,3.440288e-04,5.506748e+01,4.627376e-02
1.000000e-05,3.520422e-04,5.493969e+01,4.659161e-02
1.000000e-05,3.602423e-04,5.481229e+01,4.691161e-02
1.000000e-05,3.686335e-04,5.468511e+01,4.723378e-02
1.000000e-05,3.772200e-04,5.455832e+01,4.755814e-02
1.000000e-05,3.860066e-04,5.443173e+01,4.788469e-02
1.000000e-05,3.949979e-04,5.430554e+01,4.821346e-02
1.000000e-05,4.041985e-04,5.417956e+01,4.854446e-02
1.000000e-05,4.136135e-04,5.405377e+01,4.887770e-02
1.000000e-05,4.232478e-04,5.392839e+01,4.921320e-02
1.000000e-05,4.331065e-04,5.380320e+01,4.955097e-02
1.000000e-05,4.431949e-04,5.367822e+01,4.989102e-02
1.000000e-05,4.535182e-04,5.355364e+01,5.023338e-02
1.000000e-05,4.640820e-04,5.342946e+01,5.057806e-02
1.000000e-05,4.748919e-04,5.330528e+01,5.092507e-02
1.000000e-05,4.859535e-04,5.318170e+01,5.127442e-02
1.000000e-05,4.972729e-04,5.305812e+01,5.162614e-02
1.000000e-05,5.088558e-04,5.293494e+01,5.198024e-02
1.000000e-05,5.207086e-04,5.281197e+01,5.233673e-02
1.000000e-05,5.328375e-04,5.268939e+01,5.269563e-02
1.000000e-05,5.452488e-04,5.256702e+01,5.305695e-02
1.000000e-05,5.579493e-04,5.244484e+01,5.342072e-02
1.000000e-05,5.709456e-04,5.232307e+01,5.378694e-02
1.000000e-05,5.842447e-04,5.220150e+01,5.415564e-02
1.000000e-05,5.978535e-04,5.208013e+01,5.452682e-02
1.000000e-05,6.117793e-04,5.195916e+01,5.490051e-02
1.000000e-05,6.260294e-04,5.183839e+01,5.527673e-02
1.000000e-05,6.406115e-04,5.171802e+01,5.565548e-02
1.000000e-05,6.555333e-04,5.159765e+01,5.603678e-02
1.000000e-05,6.708026e-04,5.147768e+01,5.642065e-02
1.000000e-05,6.864276e-04,5.135811e+01,5.680712e-02
1.000000e-05,7.024166e-04,5.123875e+01,5.719618e-02
1.000000e-05,7.187780e-04,5.111958e+01,5.758787e-02
1.000000e-05,7.355204e-04,5.100062e+01,5.798220e-02
1.000000e-05,7.526529e-04,5.088206e+01,5.837918e-02
1.000000e-05,7.701845e-04,5.076369e+01,5.877883e-02
1.000000e-05,7.881244e-04,5.064553e+01,5.918117e-02
1.000000e-05,8.064821e-04,5.052777e+01,5.958622e-02
1.000000e-05,8.252675e-04,5.041021e+01,5.999399e-02
1.000000e-05,8.444905e-04,5.029285e+01,6.040451e-02
1.000000e-05,8.641612e-04,5.017589e+01,6.081778e-02
1.000000e-05,8.842901e-04,5.005914e+01,6.123384e-02
1.000000e-05,9.048878e-04,4.994258e+01,6.165268e-02
1.000000e-05,9.259654e-04,4.982622e+01,6.207435e-02
1.000000e-05,9.475339e-04,4.971027e+01,6.249884e-02
1.000000e-05,9.696048e-04,4.959451e+01,6.292618e-02
1.000000e-05,9.921898e-04,4.947896e+01,6.335639e-02
1.000000e-05,1.015301e-03,4.936381e+01,6.378948e-02
1.000000e-05,1.038950e-03,4.924885e+01,6.422548e-02
1.000000e-05,1.063151e-03,4.913410e+01,6.466440e-02
1.000000e-05,1.087914e-03,4.901955e+01,6.510626e-02
1.000000e-05,1.113255e-03,4.890540e+01,6.555109e-02
1.000000e-05,1.139186e-03,4.879145e+01,6.599889e-02
1.000000e-05,1.165721e-03,4.867770e+01,6.644969e-02
1.000000e-05,1.192874e-03,4.856416e+01,6.690351e-02
1.000000e-05,1.220660e-03,4.845101e+01,6.736036e-02
1.000000e-05,1.249093e-03,4.833806e+01,6.782028e-02
1.000000e-05,1.278188e-03,4.822532e+01,6.828326e-02
1.000000e-05,1.307961e-03,4.811277e+01,6.874934e-02
1.000000e-05,1.338427e-03,4.800063e+01,6.921854e-02
1.000000e-05,1.369603e-03,4.788869e+01,6.969087e-02
1.000000e-05,1.401505e-03,4.777695e+01,7.016635e-02
1.000000e-05,1.434151e-03,4.766540e+01,7.064501e-02
1.000000e-05,1.467556e-03,4.755426e+01,7.112686e-02
1.000000e-05,1.501740e-03,4.744332e+01,7.161192e-02
1.000000e-05,1.536720e-03,4.733258e+01,7.210022e-02
1.000000e-05,1.572515e-03,4.722205e+01,7.259178e-02
1.000000e-05,1.609143e-03,4.711171e+01,7.308661e-02
1.000000e-05,1.646625e-03,4.700177e+01,7.358473e-02
1.000000e-05,1.684980e-03,4.689203e+01,7.408617e-02
1.000000e-05,1.724228e-03,4.678250e+01,7.459095e-02
1.000000e-05,1.764391e-03,4.667316e+01,7.509909e-02
1.000000e-05,1.805489e-03,4.656403e+01,7.561061e-02
1.000000e-05,1.847544e-03,4.645530e+01,7.612553e-02
1.000000e-05,1.890579e-03,4.634676e+01,7.664386e-02
1.000000e-05,1.934616e-03,4.623843e+01,7.716565e-02
1.000000e-05,1.979679e-03,4.613030e+01,7.769089e-02
1.000000e-05,2.025792e-03,4.602237e+01,7.821963e-02
1.000000e-05,2.072978e-03,4.591484e+01,7.875187e-02
1.000000e-05,2.121264e-03,4.580731e+01,7.928764e-02
1.000000e-05,2.170675e-03,4.570018e+01,7.982696e-02
1.000000e-05,2.221236e-03,4.559326e+01,8.036985e-02
1.000000e-05,2.272975e-03,4.548653e+01,8.091635e-02
1.000000e-05,2.325920e-03,4.538020e+01,8.146646e-02
1.000000e-05,2.380098e-03,4.527388e+01,8.202021e-02
1.000000e-05,2.435537e-03,4.516795e+01,8.257762e-02
1.000000e-05,2.492268e-03,4.506223e+01,8.313872e-02
1.000000e-05,2.550320e-03,4.495671e+01,8.370352e-02
1.000000e-05,2.609725e-03,4.485138e+01,8.427206e-02
1.000000e-05,2.670513e-03,4.474626e+01,8.484435e-02
1.000000e-05,2.732718e-03,4.464134e+01,8.542042e-02
1.000000e-05,2.796371e-03,4.453682e+01,8.600029e-02
1.000000e-05,2.861507e-03,4.443250e+01,8.658398e-02
1.000000e-05,2.928160e-03,4.432818e+01,8.717152e-02
1.000000e-05,2.996365e-03,4.422426e+01,8.776293e-02
1.000000e-05,3.066160e-03,4.412055e+01,8.835823e-02
1.000000e-05,3.137580e-03,4.401723e+01,8.895745e-02
1.000000e-05,3.210663e-03,4.391391e+01,8.956061e-02
1.000000e-05,3.285449e-03,4.381080e+01,9.016774e-02
1.000000e-05,3.361977e-03,4.370808e+01,9.077886e-02
1.000000e-05,3.440288e-03,4.360537e+01,9.139399e-02
1.000000e-05,3.520422e-03,4.350305e+01,9.201316e-02
1.000000e-05,3.602423e-03,4.340094e+01,9.263639e-02
1.000000e-05,3.686335e-03,4.329903e+01,9.326371e-02
1.000000e-05,3.772200e-03,4.319732e+01,9.389514e-02
1.000000e-05,3.860066e-03,4.309581e+01,9.453071e-02
1.000000e-05,3.949979e-03,4.299450e+01,9.517044e-02
1.000000e-05,4.041985e-03,4.289359e+01,9.581435e-02
1.000000e-05,4.136135e-03,4.279268e+01,9.646248e-02
1.000000e-05,4.232478e-03,4.269217e+01,9.711484e-02
1.000000e-05,4.331065e-03,4.259166e+01,9.777146e-02
1.000000e-05,4.431949e-03,4.249156e+01,9.843237e-02
1.000000e-05,4.535182e-03,4.239145e+01,9.909760e-02
1.000000e-05,4.640820e-03,4.229174e+01,9.976716e-02
1.000000e-05,4.748919e-03,4.219224e+01,1.004411e-01
1.000000e-05,4.859535e-03,4.209293e+01,1.011194e-01
1.000000e-05,4.972729e-03,4.199383e+01,1.018021e-01
1.000000e-05,5.088558e-03,4.189493e+01,1.024893e-01
1.000000e-05,5.207086e-03,4.179623e+01,1.031810e-01
1.000000e-05,5.328375e-03,4.169772e+01,1.038771e-01
1.000000e-05,5.452488e-03,4.159942e+01,1.045777e-01
1.000000e-05,5.579493e-03,4.150152e+01,1.052830e-01
1.000000e-05,5.709456e-03,4.140362e+01,1.059927e-01
1.000000e-05,5.842447e-03,4.130592e+01,1.067071e-01
1.000000e-05,5.978535e-03,4.120863e+01,1.074261e-01
1.000000e-05,6.117793e-03,4.111133e+01,1.081498e-01
1.000000e-05,6.260294e-03,4.101443e+01,1.088781e-01
1.000000e-05,6.406115e-03,4.091753e+01,1.096112e-01
1.000000e-05,6.555333e-03,4.082084e+01,1.103490e-01
1.000000e-05,6.708026e-03,4.072454e+01,1.110915e-01
1.000000e-05,6.864276e-03,4.062845e+01,1.118389e-01
1.000000e-05,7.024166e-03,4.053235e+01,1.125911e-01
1.000000e-05,7.187780e-03,4.043666e+01,1.133481e-01
1.000000e-05,7.355204e-03,4.034097e+01,1.141100e-01
1.000000e-05,7.526529e-03,4.024568e+01,1.148767e-01
1.000000e-05,7.701845e-03,4.015038e+01,1.156485e-01
1.000000e-05,7.881244e-03,4.005549e+01,1.164252e-01
1.000000e-05,8.064821e-03,3.996080e+01,1.172068e-01
1.000000e-05,8.252675e-03,3.986611e+01,1.179935e-01
1.000000e-05,8.444905e-03,3.977182e+01,1.187852e-01
1.000000e-05,8.641612e-03,3.967754e+01,1.195820e-01
1.000000e-05,8.842901e-03,3.958365e+01,1.203839e-01
1.000000e-05,9.048878e-03,3.948996e+01,1.211909e-01
1.000000e-05,9.259654e-03,3.939627e+01,1.220031e-01
1.000000e-05,9.475339e-03,3.930299e+01,1.228205e-01
1.000000e-05,9.696048e-03,3.920970e+01,1.236431e-01
1.000000e-05,9.921898e-03,3.911682e+01,1.244709e-01
1.000000e-05,1.015301e-02,3.902393e+01,1.253040e-01
1.000000e-05,1.038950e-02,3.893145e+01,1.261425e-01
1.000000e-05,1.063151e-02,3.883897e+01,1.269862e-01
1.000000e-05,1.087914e-02,3.874668e+01,1.278353e-01
1.000000e-05,1.113255e-02,3.865480e+01,1.286898e-01
1.000000e-05,1.139186e-02,3.856292e+01,1.295497e-01
1.000000e-05,1.165721e-02,3.847124e+01,1.304151e-01
1.000000e-05,1.192874e-02,3.837976e+01,1.312860e-01
1.000000e-05,1.220660e-02,3.828848e+01,1.321624e-01
1.000000e-05,1.249093e-02,3.819740e+01,1.330443e-01
1.000000e-05,1.278188e-02,3.810672e+01,1.339318e-01
1.000000e-05,1.307961e-02,3.801585e+01,1.348248e-01
1.000000e-05,1.338427e-02,3.792537e+01,1.357236e-01
1.000000e-05,1.369603e-02,3.783509e+01,1.366279e-01
1.000000e-05,1.401505e-02,3.774502e+01,1.375380e-01
1.000000e-05,1.434151e-02,3.765514e+01,1.384538e-01
1.000000e-05,1.467556e-02,3.756527e+01,1.393754e-01
1.000000e-05,1.501740e-02,3.747579e+01,1.403027e-01
1.000000e-05,1.536720e-02,3.738632e+01,1.412359e-01
1.000000e-05,1.572515e-02,3.729724e+01,1.421749e-01
1.000000e-05,1.609143e-02,3.720817e+01,1.431197e-01
1.000000e-05,1.646625e-02,3.711930e+01,1.440705e-01
1.000000e-05,1.684980e-02,3.703063e+01,1.450272e-01
1.000000e-05,1.724228e-02,3.694236e+01,1.459899e-01
1.000000e-05,1.764391e-02,3.685389e+01,1.469586e-01
1.000000e-05,1.805489e-02,3.676582e+01,1.479334e-01
1.000000e-05,1.847544e-02,3.667795e+01,1.489142e-01
1.000000e-05,1.890579e-02,3.659028e+01,1.499010e-01
1.000000e-05,1.934616e-02,3.650261e+01,1.508941e-01
1.000000e-05,1.979679e-02,3.641534e+01,1.518932e-01
1.000000e-05,2.025792e-02,3.632808e+01,1.528986e-01
1.000000e-05,2.072978e-02,3.624101e+01,1.539102e-01
1.000000e-05,2.121264e-02,3.615414e+01,1.549280e-01
1.000000e-05,2.170675e-02,3.606748e+01,1.559521e-01
1.000000e-05,2.221236e-02,3.598101e+01,1.569826e-01
1.000000e-05,2.272975e-02,3.589475e+01,1.580194e-01
1.000000e-05,2.325920e-02,3.580869e+01,1.590625e-01
1.000000e-05,2.380098e-02,3.572262e+01,1.601121e-01
1.000000e-05,2.435537e-02,3.563676e+01,1.611681e-01
1.000000e-05,2.492268e-02,3.555130e+01,1.622306e-01
1.000000e-05,2.550320e-02,3.546583e+01,1.632996e-01
1.000000e-05,2.609725e-02,3.538057e+01,1.643751e-01
1.000000e-05,2.670513e-02,3.529531e+01,1.654572e-01
1.000000e-05,2.732718e-02,3.521045e+01,1.665459e-01
1.000000e-05,2.796371e-02,3.512559e+01,1.676413e-01
1.000000e-05,2.861507e-02,3.504113e+01,1.687433e-01
1.000000e-05,2.928160e-02,3.495668e+01,1.698520e-01
1.000000e-05,2.996365e-02,3.487242e+01,1.709674e-01
1.000000e-05,3.066160e-02,3.478836e+01,1.720896e-01
1.000000e-05,3.137580e-02,3.470450e+01,1.732186e-01
1.000000e-05,3.210663e-02,3.462065e+01,1.743544e-01
1.000000e-05,3.285449e-02,3.453719e+01,1.754971e-01
1.000000e-05,3.361977e-02,3.445373e+01,1.766467e-01
1.000000e-05,3.440288e-02,3.437048e+01,1.778032e-01
1.000000e-05,3.520422e-02,3.428743e+01,1.789666e-01
1.000000e-05,3.602423e-02,3.420437e+01,1.801371e-01
1.000000e-05,3.686335e-02,3.412172e+01,1.813145e-01
1.000000e-05,3.772200e-02,3.403906e+01,1.824990e-01
1.000000e-05,3.860066e-02,3.395661e+01,1.836906e-01
1.000000e-05,3.949979e-02,3.387436e+01,1.848893e-01
1.000000e-05,4.041985e-02,3.379231e+01,1.860951e-01
1.000000e-05,4.136135e-02,3.371026e+01,1.873082e-01
1.000000e-05,4.232478e-02,3.362861e+01,1.885284e-01
1.000000e-05,4.331065e-02,3.354696e+01,1.897559e-01
1.000000e-05,4.431949e-02,3.346551e+01,1.909906e-01
1.000000e-05,4.535182e-02,3.338426e+01,1.922327e-01
1.000000e-05,4.640820e-02,3.330301e+01,1.934821e-01
1.000000e-05,4.748919e-02,3.322196e+01,1.947388e-01
1.000000e-05,4.859535e-02,3.314111e+01,1.960030e-01
1.000000e-05,4.972729e-02,3.306047e+01,1.972746e-01
1.000000e-05,5.088558e-02,3.298002e+01,1.985536e-01
1.000000e-05,5.207086e-02,3.289957e+01,1.998401e-01
1.000000e-05,5.328375e-02,3.281953e+01,2.011342e-01
1.000000e-05,5.452488e-02,3.273948e+01,2.024358e-01
1.000000e-05,5.579493e-02,3.265944e+01,2.037451e-01
1.000000e-05,5.709456e-02,3.257979e+01,2.050619e-01
1.000000e-05,5.842447e-02,3.250015e+01,2.063864e-01
1.000000e-05,5.978535e-02,3.242071e+01,2.077185e-01
1.000000e-05,6.117793e-02,3.234146e+01,2.090584e-01
1.000000e-05,6.260294e-02,3.226242e+01,2.104060e-01
1.000000e-05,6.406115e-02,3.218338e+01,2.117614e-01
1.000000e-05,6.555333e-02,3.210454e+01,2.131246e-01
1.000000e-05,6.708026e-02,3.202590e+01,2.144956e-01
1.000000e-05,6.864276e-02,3.194746e+01,2.158745e-01
1.000000e-05,7.024166e-02,3.186902e+01,2.172613e-01
1.000000e-05,7.187780e-02,3.179078e+01,2.186560e-01
1.000000e-05,7.355204e-02,3.171274e+01,2.200586e-01
1.000000e-05,7.526529e-02,3.163470e+01,2.214692e-01
1.000000e-05,7.701845e-02,3.155706e+01,2.228879e-01
1.000000e-05,7.881244e-02,3.147942e+01,2.243146e-01
1.000000e-05,8.064821e-02,3.140179e+01,2.257493e-01
1.000000e-05,8.252675e-02,3.132455e+01,2.271922e-01
1.000000e-05,8.444905e-02,3.124731e+01,2.286431e-01
1.000000e-05,8.641612e-02,3.117028e+01,2.301023e-01
1.000000e-05,8.842901e-02,3.109344e+01,2.315696e-01
1.000000e-05,9.048878e-02,3.101661e+01,2.330451e-01
1.000000e-05,9.259654e-02,3.093997e+01,2.345289e-01
1.000000e-05,9.475339e-02,3.086354e+01,2.360209e-01
1.000000e-05,9.696048e-02,3.078710e+01,2.375212e-01
1.000000e-05,9.921898e-02,3.071107e+01,2.390299e-01
1.000000e-05,1.015301e-01,3.063504e+01,2.405468e-01
1.000000e-05,1.038950e-01,3.055900e+01,2.420722e-01
1.000000e-05,1.063151e-01,3.048317e+01,2.436060e-01
1.000000e-05,1.087914e-01,3.040754e+01,2.451482e-01
1.000000e-05,1.113255e-01,3.033211e+01,2.466988e-01
1.000000e-05,1.139186e-01,3.025688e+01,2.482580e-01
1.000000e-05,1.165721e-01,3.018165e+01,2.498256e-01
1.000000e-05,1.192874e-01,3.010642e+01,2.514018e-01
1.000000e-05,1.220660e-01,3.003159e+01,2.529865e-01
1.000000e-05,1.249093e-01,2.995676e+01,2.545798e-01
1.000000e-05,1.278188e-01,2.988213e+01,2.561817e-01
1.000000e-05,1.307961e-01,2.980750e+01,2.577922e-01
1.000000e-05,1.338427e-01,2.973308e+01,2.594114e-01
1.000000e-05,1.369603e-01,2.965885e+01,2.610393e-01
1.000000e-05,1.401505e-01,2.958482e+01,2.626758e-01
1.000000e-05,1.434151e-01,2.951079e+01,2.643211e-01
1.000000e-05,1.467556e-01,2.943697e+01,2.659752e-01
1.000000e-05,1.501740e-01,2.936314e+01,2.676379e-01
1.000000e-05,1.536720e-01,2.928952e+01,2.693095e-01
1.000000e-05,1.572515e-01,2.921609e+01,2.709899e-01
1.000000e-05,1.609143e-01,2.914267e+01,2.726791e-01
1.000000e-05,1.646625e-01,2.906964e+01,2.743772e-01
1.000000e-05,1.684980e-01,2.899642e+01,2.760841e-01
1.000000e-05,1.724228e-01,2.892360e+01,2.777999e-01
1.000000e-05,1.764391e-01,2.885077e+01,2.795247e-01
1.000000e-05,1.805489e-01,2.877795e+01,2.812583e-01
1.000000e-05,1.847544e-01,2.870553e+01,2.830009e-01
1.000000e-05,1.890579e-01,2.863311e+01,2.847525e-01
1.000000e-05,1.934616e-01,2.856068e+01,2.865130e-01
1.000000e-05,1.979679e-01,2.848846e+01,2.882826e-01
1.000000e-05,2.025792e-01,2.841644e+01,2.900611e-01
1.000000e-05,2.072978e-01,2.834462e+01,2.918487e-01
1.000000e-05,2.121264e-01,2.827280e+01,2.936453e-01
1.000000e-05,2.170675e-01,2.820118e+01,2.954510e-01
1.000000e-05,2.221236e-01,2.812956e+01,2.972658e-01
1.000000e-05,2.272975e-01,2.805814e+01,2.990897e-01
1.000000e-05,2.325920e-01,2.798673e+01,3.009226e-01
1.000000e-05,2.380098e-01,2.791571e+01,3.027647e-01
1.000000e-05,2.435537e-01,2.784449e+01,3.046159e-01
1.000000e-05,2.492268e-01,2.777367e+01,3.064762e-01
1.000000e-05,2.550320e-01,2.770286e+01,3.083457e-01
1.000000e-05,2.609725e-01,2.763204e+01,3.102244e-01
1.000000e-05,2.670513e-01,2.756162e+01,3.121122e-01
1.000000e-05,2.732718e-01,2.749101e+01,3.140092e-01
1.000000e-05,2.796371e-01,2.742079e+01,3.159154e-01
1.000000e-05,2.861507e-01,2.735058e+01,3.178308e-01
1.000000e-05,2.928160e-01,2.728036e+01,3.197554e-01
1.000000e-05,2.996365e-01,2.721035e+01,3.216892e-01
1.000000e-05,3.066160e-01,2.714053e+01,3.236323e-01
1.000000e-05,3.137580e-01,2.707092e+01,3.255845e-01
1.000000e-05,3.210663e-01,2.700111e+01,3.275460e-01
1.000000e-05,3.285449e-01,2.693169e+01,3.295167e-01
1.000000e-05,3.361977e-01,2.686228e+01,3.314966e-01
1.000000e-05,3.440288e-01,2.679307e+01,3.334858e-01
1.000000e-05,3.520422e-01,2.672386e+01,3.354843e-01
1.000000e-05,3.602423e-01,2.665485e+01,3.374919e-01
1.000000e-05,3.686335e-01,2.658583e+01,3.395088e-01
1.000000e-05,3.772200e-01,2.651702e+01,3.415350e-01
1.000000e-05,3.860066e-01,2.644821e+01,3.435704e-01
1.000000e-05,3.949979e-01,2.637960e+01,3.456150e-01
1.000000e-05,4.041985e-01,2.631119e+01,3.476689e-01
1.000000e-05,4.136135e-01,2.624278e+01,3.497320e-01
1.000000e-05,4.232478e-01,2.617458e+01,3.518043e-01
1.000000e-05,4.331065e-01,2.610637e+01,3.538858e-01
1.000000e-05,4.431949e-01,2.603836e+01,3.559766e-01
1.000000e-05,4.535182e-01,2.597035e+01,3.580766e-01
1.000000e-05,4.640820e-01,2.590254e+01,3.601857e-01
1.000000e-05,4.748919e-01,2.583493e+01,3.623041e-01
1.000000e-05,4.859535e-01,2.576733e+01,3.644317e-01
1.000000e-05,4.972729e-01,2.569972e+01,3.665684e-01
1.000000e-05,5.088558e-01,2.563231e+01,3.687143e-01
1.000000e-05,5.207086e-01,2.556511e+01,3.708693e-01
1.000000e-05,5.328375e-01,2.549790e+01,3.730334e-01
1.000000e-05,5.452488e-01,2.543090e+01,3.752067e-01
1.000000e-05,5.579493e-01,2.536389e+01,3.773891e-01
1.000000e-05,5.709456e-01,2.529689e+01,3.795806e-01
1.000000e-05,5.842447e-01,2.523028e+01,3.817811e-01
1.000000e-05,5.978535e-01,2.516348e+01,3.839907e-01
1.000000e-05,6.117793e-01,2.509707e+01,3.862093e-01
1.000000e-05,6.260294e-01,2.503047e+01,3.884370e-01
1.000000e-05,6.406115e-01,2.496427e+01,3.906736e-01
1.000000e-05,6.555333e-01,2.489786e+01,3.929192e-01
1.000000e-05,6.708026e-01,2.483186e+01,3.951737e-01
1.000000e-05,6.864276e-01,2.476586e+01,3.974371e-01
1.000000e-05,7.024166e-01,2.469986e+01,3.997095e-01
1.000000e-05,7.187780e-01,2.463406e+01,4.019907e-01
1.000000e-05,7.355204e-01,2.456825e+01,4.042807e-01
1.000000e-05,7.526529e-01,2.450265e+01,4.065796e-01
1.000000e-05,7.701845e-01,2.443705e+01,4.088872e-01
1.000000e-05,7.881244e-01,2.437165e+01,4.112035e-01
1.000000e-05,8.064821e-01,2.430625e+01,4.135286e-01
1.000000e-05,8.252675e-01,2.424105e+01,4.158623e-01
1.000000e-05,8.444905e-01,2.417585e+01,4.182047e-01
1.000000e-05,8.641612e-01,2.411085e+01,4.205556e-01
1.000000e-05,8.842901e-01,2.404585e+01,4.229152e-01
1.000000e-05,9.048878e-01,2.398106e+01,4.252832e-01
1.000000e-05,9.259654e-01,2.391626e+01,4.276598e-01
1.000000e-05,9.475339e-01,2.385166e+01,4.300447e-01
1.000000e-05,9.696048e-01,2.378706e+01,4.324381e-01
1.000000e-05,9.921898e-01,2.372266e+01,4.348398e-01
1.000000e-05,1.015301e+00,2.365827e+01,4.372498e-01
1.000000e-05,1.038950e+00,2.359387e+01,4.396681e-01
1.000000e-05,1.063151e+00,2.352967e+01,4.420946e-01
1.000000e-05,1.087914e+00,2.346568e+01,4.445292e-01
1.000000e-05,1.113255e+00,2.340168e+01,4.469719e-01
1.000000e-05,1.139186e+00,2.333769e+01,4.494227e-01
1.000000e-05,1.165721e+00,2.327389e+01,4.518815e-01
1.000000e-05,1.192874e+00,2.321030e+01,4.543482e-01
1.000000e-05,1.220660e+00,2.314670e+01,4.568228e-01
1.000000e-05,1.249093e+00,2.308311e+01,4.593052e-01
1.000000e-05,1.278188e+00,2.301971e+01,4.617953e-01
1.000000e-05,1.307961e+00,2.295632e+01,4.642932e-01
1.000000e-05,1.338427e+00,2.289292e+01,4.667987e-01
1.000000e-05,1.369603e+00,2.282973e+01,4.693118e-01
1.000000e-05,1.401505e+00,2.276674e+01,4.718323e-01
1.000000e-05,1.434151e+00,2.270374e+01,4.743603e-01
1.000000e-05,1.467556e+00,2.264075e+01,4.768957e-01
1.000000e-05,1.501740e+00,2.257796e+01,4.794383e-01
1.000000e-05,1.536720e+00,2.251537e+01,4.819882e-01
1.000000e-05,1.572515e+00,2.245257e+01,4.845451e-01
1.000000e-05,1.609143e+00,2.238998e+01,4.871092e-01
1.000000e-05,1.646625e+00,2.232759e+01,4.896802e-01
1.000000e-05,1.684980e+00,2.226520e+01,4.922582e-01
1.000000e-05,1.724228e+00,2.220301e+01,4.948429e-01
1.000000e-05,1.764391e+00,2.214062e+01,4.974344e-01
1.000000e-05,1.805489e+00,2.207863e+01,5.000326e-01
1.000000e-05,1.847544e+00,2.201664e+01,5.026373e-01
1.000000e-05,1.890579e+00,2.195465e+01,5.052485e-01
1.000000e-05,1.934616e+00,2.189266e+01,5.078660e-01
1.000000e-05,1.979679e+00,2.183087e+01,5.104899e-01
1.000000e-05,2.025792e+00,2.176928e+01,5.131200e-01
1.000000e-05,2.072978e+00,2.170769e+01,5.157561e-01
1.000000e-05,2.121264e+00,2.164610e+01,5.183983e-01
1.000000e-05,2.170675e+00,2.158472e+01,5.210464e-01
1.000000e-05,2.221236e+00,2.152333e+01,5.237003e-01
1.000000e-05,2.272975e+00,2.146194e+01,5.263599e-01
1.000000e-05,2.325920e+00,2.140075e+01,5.290250e-01
1.000000e-05,2.380098e+00,2.133977e+01,5.316957e-01
1.000000e-05,2.435537e+00,2.127858e+01,5.343717e-01
1.000000e-05,2.492268e+00,2.121759e+01,5.370531e-01
1.000000e-05,2.550320e+00,2.115681e+01,5.397395e-01
1.000000e-05,2.609725e+00,2.109602e+01,5.424311e-01
1.000000e-05,2.670513e+00,2.103523e+01,5.451275e-01
1.000000e-05,2.732718e+00,2.097465e+01,5.478288e-01
1.000000e-05,2.796371e+00,2.091406e+01,5.505347e-01
1.000000e-05,2.861507e+00,2.085368e+01,5.532452e-01
1.000000e-05,2.928160e+00,2.079329e+01,5.559602e-01
1.000000e-05,2.996365e+00,2.073291e+01,5.586795e-01
1.000000e-05,3.066160e+00,2.067272e+01,5.614029e-01
1.000000e-05,3.137580e+00,2.061254e+01,5.641304e-01
1.000000e-05,3.210663e+00,2.055255e+01,5.668619e-01
1.000000e-05,3.285449e+00,2.049257e+01,5.695971e-01
1.000000e-05,3.361977e+00,2.043259e+01,5.723360e-01
