P,Teff
6.4061150e-04,9.9994485e-01
6.5553330e-04,9.9994407e-01
6.7080260e-04,9.9994329e-01
6.8642760e-04,9.9994249e-01
7.0241660e-04,9.9994168e-01
7.1877800e-04,9.9994086e-01
7.3552040e-04,9.9994003e-01
7.5265290e-04,9.9993919e-01
7.7018450e-04,9.9993833e-01
7.8812440e-04,9.9993747e-01
8.0648210e-04,9.9993659e-01
8.2526750e-04,9.9993570e-01
8.4449050e-04,9.9993480e-01
8.6416120e-04,9.9993388e-01
8.8429010e-04,9.9993295e-01
9.0488780e-04,9.9993201e-01
9.2596540e-04,9.9993106e-01
9.4753390e-04,9.9993009e-01
9.6960480e-04,9.9992910e-01
9.9218980e-04,9.9992811e-01
1.0153010e-03,9.9992710e-01
1.0389500e-03,9.9992608e-01
1.0631510e-03,9.9992504e-01
1.0879140e-03,9.9992398e-01
1.1132550e-03,9.9992291e-01
1.1391860e-03,9.9992183e-01
1.1657210e-03,9.9992073e-01
1.1928740e-03,9.9991962e-01
1.2206600e-03,9.9991849e-01
1.2490930e-03,9.9991735e-01
1.2781880e-03,9.9991619e-01
1.3079610e-03,9.9991501e-01
1.3384270e-03,9.9991381e-01
1.3696030e-03,9.9991261e-01
1.4015050e-03,9.9991138e-01
1.4341510e-03,9.9991013e-01
1.4675560e-03,9.9990887e-01
1.5017400e-03,9.9990759e-01
1.5367200e-03,9.9990629e-01
1.5725150e-03,9.9990498e-01
1.6091430e-03,9.9990364e-01
1.6466250e-03,9.9990229e-01
1.6849800e-03,9.9990092e-01
1.7242280e-03,9.9989952e-01
1.7643910e-03,9.9989811e-01
1.8054890e-03,9.9989668e-01
1.8475440e-03,9.9989523e-01
1.8905790e-03,9.9989376e-01
1.9346160e-03,9.9989226e-01
1.9796790e-03,9.9989075e-01
2.0257920e-03,9.9988922e-01
2.0729780e-03,9.9988766e-01
2.1212640e-03,9.9988609e-01
2.1706750e-03,9.9988448e-01
2.2212360e-03,9.9988286e-01
2.2729750e-03,9.9988122e-01
2.3259200e-03,9.9987955e-01
2.3800980e-03,9.9987785e-01
2.4355370e-03,9.9987614e-01
2.4922680e-03,9.9987440e-01
2.5503200e-03,9.9987264e-01
2.6097250e-03,9.9987085e-01
2.6705130e-03,9.9986903e-01
2.7327180e-03,9.9986719e-01
2.7963710e-03,9.9986533e-01
2.8615070e-03,9.9986344e-01
2.9281600e-03,9.9986152e-01
2.9963650e-03,9.9985957e-01
3.0661600e-03,9.9985760e-01
3.1375800e-03,9.9985560e-01
3.2106630e-03,9.9985358e-01
3.2854490e-03,9.9985152e-01
3.3619770e-03,9.9984943e-01
3.4402880e-03,9.9984732e-01
3.5204220e-03,9.9984518e-01
3.6024230e-03,9.9984300e-01
3.6863350e-03,9.9984080e-01
3.7722000e-03,9.9983856e-01
3.8600660e-03,9.9983629e-01
3.9499790e-03,9.9983399e-01
4.0419850e-03,9.9983167e-01
4.1361350e-03,9.9982930e-01
4.2324780e-03,9.9982690e-01
4.3310650e-03,9.9982448e-01
4.4319490e-03,9.9982201e-01
4.5351820e-03,9.9981951e-01
4.6408200e-03,9.9981698e-01
4.7489190e-03,9.9981440e-01
4.8595350e-03,9.9981180e-01
4.9727290e-03,9.9980916e-01
5.0885580e-03,9.9980648e-01
5.2070860e-03,9.9980376e-01
5.3283750e-03,9.9980101e-01
5.4524880e-03,9.9979821e-01
5.5794930e-03,9.9979539e-01
5.7094560e-03,9.9979251e-01
5.8424470e-03,9.9978959e-01
5.9785350e-03,9.9978664e-01
6.1177930e-03,9.9978365e-01
6.2602940e-03,9.9978061e-01
6.4061150e-03,9.9977753e-01
6.5553330e-03,9.9977441e-01
6.7080260e-03,9.9977124e-01
6.8642760e-03,9.9976803e-01
7.0241660e-03,9.9976478e-01
7.1877800e-03,9.9976148e-01
7.3552040e-03,9.9975813e-01
7.5265290e-03,9.9975473e-01
7.7018450e-03,9.9975129e-01
7.8812440e-03,9.9974779e-01
8.0648210e-03,9.9974426e-01
8.2526750e-03,9.9974067e-01
8.4449050e-03,9.9973703e-01
8.6416120e-03,9.9973334e-01
8.8429010e-03,9.9972959e-01
9.0488780e-03,9.9972581e-01
9.2596540e-03,9.9972196e-01
9.4753390e-03,9.9971805e-01
9.6960480e-03,9.9971410e-01
9.9218980e-03,9.9971009e-01
1.0153010e-02,9.9970602e-01
1.0389500e-02,9.9970190e-01
1.0631510e-02,9.9969771e-01
1.0879140e-02,9.9969346e-01
1.1132550e-02,9.9968917e-01
1.1391860e-02,9.9968481e-01
1.1657210e-02,9.9968038e-01
1.1928740e-02,9.9967590e-01
1.2206600e-02,9.9967135e-01
1.2490930e-02,9.9966675e-01
1.2781880e-02,9.9966207e-01
1.3079610e-02,9.9965734e-01
1.3384270e-02,9.9965252e-01
1.3696030e-02,9.9964765e-01
1.4015050e-02,9.9964271e-01
1.4341510e-02,9.9963770e-01
1.4675560e-02,9.9963261e-01
1.5017400e-02,9.9962747e-01
1.5367200e-02,9.9962224e-01
1.5725150e-02,9.9961694e-01
1.6091430e-02,9.9961158e-01
1.6466250e-02,9.9960613e-01
1.6849800e-02,9.9960060e-01
1.7242280e-02,9.9959500e-01
1.7643910e-02,9.9958932e-01
1.8054890e-02,9.9958356e-01
1.8475440e-02,9.9957773e-01
1.8905790e-02,9.9957181e-01
1.9346160e-02,9.9956581e-01
1.9796790e-02,9.9955972e-01
2.0257920e-02,9.9955354e-01
2.0729780e-02,9.9954729e-01
2.1212640e-02,9.9954094e-01
2.1706750e-02,9.9953451e-01
2.2212360e-02,9.9952799e-01
2.2729750e-02,9.9952137e-01
2.3259200e-02,9.9951466e-01
2.3800980e-02,9.9950785e-01
2.4355370e-02,9.9950096e-01
2.4922680e-02,9.9949398e-01
2.5503200e-02,9.9948687e-01
2.6097250e-02,9.9947968e-01
2.6705130e-02,9.9947239e-01
2.7327180e-02,9.9946501e-01
2.7963710e-02,9.9945751e-01
2.8615070e-02,9.9944992e-01
2.9281600e-02,9.9944220e-01
2.9963650e-02,9.9943439e-01
3.0661600e-02,9.9942647e-01
3.1375800e-02,9.9941843e-01
3.2106630e-02,9.9941030e-01
3.2854490e-02,9.9940203e-01
3.3619770e-02,9.9939367e-01
3.4402880e-02,9.9938516e-01
3.5204220e-02,9.9937655e-01
3.6024230e-02,9.9936782e-01
3.6863350e-02,9.9935899e-01
3.7722000e-02,9.9935001e-01
3.8600660e-02,9.9934090e-01
3.9499790e-02,9.9933168e-01
4.0419850e-02,9.9932233e-01
4.1361350e-02,9.9931284e-01
4.2324780e-02,9.9930322e-01
4.3310650e-02,9.9929347e-01
4.4319490e-02,9.9928359e-01
4.5351820e-02,9.9927355e-01
4.6408200e-02,9.9926340e-01
4.7489190e-02,9.9925309e-01
4.8595350e-02,9.9924264e-01
4.9727290e-02,9.9923204e-01
5.0885580e-02,9.9922129e-01
5.2070860e-02,9.9921042e-01
5.3283750e-02,9.9919936e-01
5.4524880e-02,9.9918816e-01
5.5794930e-02,9.9917681e-01
5.7094560e-02,9.9916530e-01
5.8424470e-02,9.9915362e-01
5.9785350e-02,9.9914181e-01
6.1177930e-02,9.9912979e-01
6.2602940e-02,9.9911764e-01
6.4061150e-02,9.9910531e-01
6.5553330e-02,9.9909281e-01
6.7080260e-02,9.9908012e-01
6.8642760e-02,9.9906726e-01
7.0241660e-02,9.9905421e-01
7.1877800e-02,9.9904101e-01
7.3552040e-02,9.9902762e-01
7.5265290e-02,9.9901401e-01
7.7018450e-02,9.9900024e-01
7.8812440e-02,9.9898630e-01
8.0648210e-02,9.9897213e-01
8.2526750e-02,9.9895776e-01
8.4449050e-02,9.9894322e-01
8.6416120e-02,9.9892848e-01
8.8429010e-02,9.9891352e-01
9.0488780e-02,9.9889835e-01
9.2596540e-02,9.9888297e-01
9.4753390e-02,9.9886736e-01
9.6960480e-02,9.9885158e-01
9.9218980e-02,9.9883553e-01
1.0153010e-01,9.9881929e-01
1.0389500e-01,9.9880282e-01
1.0631510e-01,9.9878612e-01
1.0879140e-01,9.9876918e-01
1.1132550e-01,9.9875200e-01
1.1391860e-01,9.9873461e-01
1.1657210e-01,9.9871694e-01
1.1928740e-01,9.9869906e-01
1.2206600e-01,9.9868093e-01
1.2490930e-01,9.9866254e-01
1.2781880e-01,9.9864389e-01
1.3079610e-01,9.9862502e-01
1.3384270e-01,9.9860584e-01
1.3696030e-01,9.9858644e-01
1.4015050e-01,9.9856676e-01
1.4341510e-01,9.9854675e-01
1.4675560e-01,9.9852656e-01
1.5017400e-01,9.9850603e-01
1.5367200e-01,9.9848521e-01
1.5725150e-01,9.9846411e-01
1.6091430e-01,9.9844275e-01
1.6466250e-01,9.9842109e-01
1.6849800e-01,9.9839912e-01
1.7242280e-01,9.9837685e-01
1.7643910e-01,9.9835426e-01
1.8054890e-01,9.9833136e-01
1.8475440e-01,9.9830813e-01
1.8905790e-01,9.9828463e-01
1.9346160e-01,9.9826075e-01
1.9796790e-01,9.9823658e-01
2.0257920e-01,9.9821207e-01
2.0729780e-01,9.9818723e-01
2.1212640e-01,9.9816203e-01
2.1706750e-01,9.9813653e-01
2.2212360e-01,9.9811063e-01
2.2729750e-01,9.9808441e-01
2.3259200e-01,9.9805778e-01
2.3800980e-01,9.9803083e-01
2.4355370e-01,9.9800350e-01
2.4922680e-01,9.9797579e-01
2.5503200e-01,9.9794769e-01
2.6097250e-01,9.9791920e-01
2.6705130e-01,9.9789038e-01
2.7327180e-01,9.9786109e-01
2.7963710e-01,9.9783146e-01
2.8615070e-01,9.9780141e-01
2.9281600e-01,9.9777089e-01
2.9963650e-01,9.9774000e-01
3.0661600e-01,9.9770868e-01
3.1375800e-01,9.9767700e-01
3.2106630e-01,9.9764480e-01
3.2854490e-01,9.9761217e-01
3.3619770e-01,9.9757915e-01
3.4402880e-01,9.9754560e-01
3.5204220e-01,9.9751166e-01
3.6024230e-01,9.9747725e-01
3.6863350e-01,9.9744236e-01
3.7722000e-01,9.9740699e-01
3.8600660e-01,9.9737113e-01
3.9499790e-01,9.9733478e-01
4.0419850e-01,9.9729800e-01
4.1361350e-01,9.9726064e-01
4.2324780e-01,9.9722285e-01
4.3310650e-01,9.9718445e-01
4.4319490e-01,9.9714561e-01
4.5351820e-01,9.9710623e-01
4.6408200e-01,9.9706632e-01
4.7489190e-01,9.9702577e-01
4.8595350e-01,9.9698484e-01
4.9727290e-01,9.9694326e-01
5.0885580e-01,9.9690111e-01
5.2070860e-01,9.9685839e-01
5.3283750e-01,9.9681508e-01
5.4524880e-01,9.9677127e-01
5.5794930e-01,9.9672677e-01
5.7094560e-01,9.9668176e-01
5.8424470e-01,9.9663614e-01
5.9785350e-01,9.9658980e-01
6.1177930e-01,9.9654293e-01
6.2602940e-01,9.9649542e-01
6.4061150e-01,9.9644727e-01
6.5553330e-01,9.9639846e-01
6.7080260e-01,9.9634900e-01
6.8642760e-01,9.9629887e-01
7.0241660e-01,9.9624806e-01
7.1877800e-01,9.9619656e-01
7.3552040e-01,9.9614437e-01
7.5265290e-01,9.9609158e-01
7.7018450e-01,9.9603798e-01
7.8812440e-01,9.9598366e-01
8.0648210e-01,9.9592872e-01
8.2526750e-01,9.9587293e-01
8.4449050e-01,9.9581650e-01
8.6416120e-01,9.9575922e-01
8.8429010e-01,9.9570127e-01
9.0488780e-01,9.9564244e-01
9.2596540e-01,9.9558294e-01
9.4753390e-01,9.9552254e-01
9.6960480e-01,9.9546145e-01
9.9218980e-01,9.9539954e-01
1.0153010e+00,9.9533670e-01
1.0389500e+00,9.9527315e-01
1.0631510e+00,9.9520875e-01
1.0879140e+00,9.9514339e-01
1.1132550e+00,9.9507728e-01
1.1391860e+00,9.9501031e-01
1.1657210e+00,9.9494233e-01
1.1928740e+00,9.9487358e-01
1.2206600e+00,9.9480380e-01
1.2490930e+00,9.9473324e-01
1.2781880e+00,9.9466176e-01
1.3079610e+00,9.9458921e-01
1.3384270e+00,9.9451585e-01
1.3696030e+00,9.9444139e-01
1.4015050e+00,9.9436611e-01
1.4341510e+00,9.9428971e-01
1.4675560e+00,9.9421233e-01
1.5017400e+00,9.9413408e-01
1.5367200e+00,9.9405468e-01
1.5725150e+00,9.9397425e-01
1.6091430e+00,9.9389279e-01
1.6466250e+00,9.9381028e-01
1.6849800e+00,9.9372686e-01
1.7242280e+00,9.9364208e-01
1.7643910e+00,9.9355636e-01
1.8054890e+00,9.9346955e-01
1.8475440e+00,9.9338163e-01
1.8905790e+00,9.9329259e-01
1.9346160e+00,9.9320227e-01
1.9796790e+00,9.9311096e-01
2.0257920e+00,9.9301833e-01
2.0729780e+00,9.9292454e-01
2.1212640e+00,9.9282956e-01
2.1706750e+00,9.9273339e-01
2.2212360e+00,9.9263602e-01
2.2729750e+00,9.9253742e-01
2.3259200e+00,9.9243759e-01
2.3800980e+00,9.9233635e-01
2.4355370e+00,9.9223402e-01
2.4922680e+00,9.9213024e-01
2.5503200e+00,9.9202518e-01
2.6097250e+00,9.9191881e-01
2.6705130e+00,9.9181114e-01
2.7327180e+00,9.9170195e-01
2.7963710e+00,9.9159162e-01
2.8615070e+00,9.9147974e-01
2.9281600e+00,9.9136649e-01
2.9963650e+00,9.9125187e-01
3.0661600e+00,9.9113585e-01
3.1375800e+00,9.9101823e-01
3.2106630e+00,9.9089939e-01
3.2854490e+00,9.9077890e-01
3.3619770e+00,9.9065697e-01
3.4402880e+00,9.9053337e-01
3.5204220e+00,9.9040850e-01
3.6024230e+00,9.9028192e-01
3.6863350e+00,9.9015383e-01
3.7722000e+00,9.9002423e-01
3.8600660e+00,9.8989287e-01
3.9499790e+00,9.8975996e-01
4.0419850e+00,9.8962549e-01
4.1361350e+00,9.8948944e-01
4.2324780e+00,9.8935181e-01
4.3310650e+00,9.8921233e-01
4.4319490e+00,9.8907099e-01
4.5351820e+00,9.8892826e-01
4.6408200e+00,9.8878364e-01
4.7489190e+00,9.8863734e-01
4.8595350e+00,9.8848938e-01
4.9727290e+00,9.8833947e-01
5.0885580e+00,9.8818786e-01
5.2070860e+00,9.8803425e-01
5.3283750e+00,9.8787919e-01
5.4524880e+00,9.8772211e-01
5.5794930e+00,9.8756299e-01
5.7094560e+00,9.8740209e-01
5.8424470e+00,9.8723940e-01
5.9785350e+00,9.8707463e-01
6.1177930e+00,9.8690803e-01
6.2602940e+00,9.8673960e-01
6.4061150e+00,9.8656904e-01
6.5553330e+00,9.8639661e-01
6.7080260e+00,9.8622201e-01
6.8642760e+00,9.8604552e-01
7.0241660e+00,9.8586713e-01
7.1877800e+00,9.8568652e-01
7.3552040e+00,9.8550366e-01
7.5265290e+00,9.8531885e-01
7.7018450e+00,9.8513209e-01
7.8812440e+00,9.8494304e-01
8.0648210e+00,9.8475200e-01
8.2526750e+00,9.8455864e-01
8.4449050e+00,9.8436327e-01
8.6416120e+00,9.8416554e-01
8.8429010e+00,9.8396543e-01
9.0488780e+00,9.8376327e-01
9.2596540e+00,9.8355906e-01
9.4753390e+00,9.8335242e-01
9.6960480e+00,9.8314334e-01
9.9218980e+00,9.8293216e-01
1.0153010e+01,9.8271850e-01
1.0389500e+01,9.8250273e-01
1.0631510e+01,9.8228446e-01
1.0879140e+01,9.8206406e-01
1.1132550e+01,9.8184112e-01
1.1391860e+01,9.8161562e-01
1.1657210e+01,9.8138756e-01
1.1928740e+01,9.8115732e-01
1.2206600e+01,9.8092489e-01
1.2490930e+01,9.8068986e-01
1.2781880e+01,9.8045221e-01
1.3079610e+01,9.8021192e-01
1.3384270e+01,9.7996941e-01
1.3696030e+01,9.7972380e-01
1.4015050e+01,9.7947639e-01
1.4341510e+01,9.7922585e-01
1.4675560e+01,9.7897306e-01
1.5017400e+01,9.7871756e-01
1.5367200e+01,9.7845979e-01
1.5725150e+01,9.7819882e-01
1.6091430e+01,9.7793559e-01
1.6466250e+01,9.7766959e-01
1.6849800e+01,9.7740082e-01
1.7242280e+01,9.7712974e-01
1.7643910e+01,9.7685591e-01
1.8054890e+01,9.7657928e-01
1.8475440e+01,9.7629985e-01
1.8905790e+01,9.7601760e-01
1.9346160e+01,9.7573251e-01
1.9796790e+01,9.7544514e-01
2.0257920e+01,9.7515494e-01
2.0729780e+01,9.7486132e-01
2.1212640e+01,9.7456598e-01
2.1706750e+01,9.7426721e-01
2.2212360e+01,9.7396558e-01
2.2729750e+01,9.7366111e-01
2.3259200e+01,9.7335432e-01
2.3800980e+01,9.7304407e-01
2.4355370e+01,9.7273154e-01
2.4922680e+01,9.7241554e-01
2.5503200e+01,9.7209725e-01
2.6097250e+01,9.7177608e-01
2.6705130e+01,9.7145203e-01
2.7327180e+01,9.7112510e-01
2.7963710e+01,9.7079466e-01
2.8615070e+01,9.7046193e-01
2.9281600e+01,9.7012635e-01
2.9963650e+01,9.6978789e-01
3.0661600e+01,9.6944652e-01
3.1375800e+01,9.6910231e-01
3.2106630e+01,9.6875521e-01
3.2854490e+01,9.6840523e-01
3.3619770e+01,9.6805174e-01
3.4402880e+01,9.6769604e-01
3.5204220e+01,9.6733751e-01
3.6024230e+01,9.6697541e-01
3.6863350e+01,9.6661119e-01
3.7722000e+01,9.6624342e-01
3.8600660e+01,9.6587357e-01
3.9499790e+01,9.6550017e-01
4.0419850e+01,9.6512392e-01
4.1361350e+01,9.6474492e-01
4.2324780e+01,9.6436315e-01
4.3310650e+01,9.6397857e-01
4.4319490e+01,9.6359129e-01
4.5351820e+01,9.6320124e-01
4.6408200e+01,9.6280769e-01
4.7489190e+01,9.6241139e-01
4.8595350e+01,9.6201323e-01
4.9727290e+01,9.6161157e-01
5.0885580e+01,9.6120726e-01
5.2070860e+01,9.6079943e-01
5.3283750e+01,9.6038987e-01
5.4524880e+01,9.5997682e-01
5.5794930e+01,9.5956119e-01
5.7094560e+01,9.5914296e-01
5.8424470e+01,9.5872224e-01
5.9785350e+01,9.5829902e-01
6.1177930e+01,9.5787328e-01
6.2602940e+01,9.5744413e-01
6.4061150e+01,9.5701259e-01
6.5553330e+01,9.5657860e-01
6.7080260e+01,9.5614223e-01
6.8642760e+01,9.5570251e-01
7.0241660e+01,9.5526046e-01
7.1877800e+01,9.5481611e-01
7.3552040e+01,9.5436951e-01
7.5265290e+01,9.5392064e-01
7.7018450e+01,9.5346855e-01
7.8812440e+01,9.5301528e-01
8.0648210e+01,9.5255890e-01
8.2526750e+01,9.5209925e-01
8.4449050e+01,9.5163868e-01
8.6416120e+01,9.5117485e-01
8.8429010e+01,9.5071032e-01
9.0488780e+01,9.5024140e-01
9.2596540e+01,9.4977174e-01
9.4753390e+01,9.4930020e-01
9.6960480e+01,9.4882564e-01
9.9218980e+01,9.4834924e-01
1.0153010e+02,9.4787110e-01
1.0389500e+02,9.4739127e-01
1.0631510e+02,9.4690837e-01
1.0879140e+02,9.4642397e-01
1.1132550e+02,9.4593784e-01
1.1391860e+02,9.4545025e-01
1.1657210e+02,9.4496107e-01
1.1928740e+02,9.4446917e-01
1.2206600e+02,9.4397575e-01
1.2490930e+02,9.4348102e-01
1.2781880e+02,9.4298488e-01
1.3079610e+02,9.4248747e-01
1.3384270e+02,9.4198882e-01
1.3696030e+02,9.4148762e-01
1.4015050e+02,9.4098519e-01
1.4341510e+02,9.4048167e-01
1.4675560e+02,9.3997709e-01
1.5017400e+02,9.3947149e-01
1.5367200e+02,9.3896497e-01
1.5725150e+02,9.3845599e-01
1.6091430e+02,9.3794616e-01
1.6466250e+02,9.3743703e-01
1.6849800e+02,9.3692560e-01
1.7242280e+02,9.3641347e-01
1.7643910e+02,9.3590069e-01
1.8054890e+02,9.3538555e-01
1.8475440e+02,9.3487160e-01
1.8905790e+02,9.3435705e-01
1.9346160e+02,9.3384039e-01
1.9796790e+02,9.3332497e-01
2.0257920e+02,9.3280926e-01
2.0729780e+02,9.3229144e-01
2.1212640e+02,9.3177332e-01
2.1706750e+02,9.3125683e-01
2.2212360e+02,9.3073831e-01
2.2729750e+02,9.3022149e-01
2.3259200e+02,9.2970277e-01
2.3800980e+02,9.2918589e-01
2.4355370e+02,9.2866710e-01
2.4922680e+02,9.2815037e-01
2.5503200e+02,9.2763180e-01
2.6097250e+02,9.2711531e-01
2.6705130e+02,9.2659906e-01
2.7327180e+02,9.2608100e-01
2.7963710e+02,9.2556532e-01
2.8615070e+02,9.2504994e-01
2.9281600e+02,9.2453708e-01
2.9963650e+02,9.2402254e-01
3.0661600e+02,9.2350840e-01
3.1375800e+02,9.2299698e-01
3.2106630e+02,9.2248614e-01
3.2854490e+02,9.2197589e-01
3.3619770e+02,9.2146619e-01
3.4402880e+02,9.2095729e-01
3.5204220e+02,9.2045126e-01
3.6024230e+02,9.1994606e-01
3.6863350e+02,9.1944162e-01
3.7722000e+02,9.1893794e-01
3.8600660e+02,9.1843756e-01
3.9499790e+02,9.1793799e-01
4.0419850e+02,9.1743946e-01
4.1361350e+02,9.1694421e-01
4.2324780e+02,9.1644997e-01
4.3310650e+02,9.1595677e-01
4.4319490e+02,9.1546713e-01
4.5351820e+02,9.1497857e-01
4.6408200e+02,9.1449362e-01
4.7489190e+02,9.1400981e-01
4.8595350e+02,9.1352723e-01
4.9727290e+02,9.1304832e-01
5.0885580e+02,9.1257070e-01
5.2070860e+02,9.1209694e-01
5.3283750e+02,9.1162439e-01
5.4524880e+02,9.1115591e-01
5.5794930e+02,9.1068861e-01
5.7094560e+02,9.1022533e-01
5.8424470e+02,9.0976339e-01
5.9785350e+02,9.0930560e-01
6.1177930e+02,9.0884914e-01
6.2602940e+02,9.0839684e-01
6.4061150e+02,9.0794885e-01
6.5553330e+02,9.0750214e-01
6.7080260e+02,9.0705974e-01
6.8642760e+02,9.0662166e-01
7.0241660e+02,9.0618501e-01
7.1877800e+02,9.0575270e-01
7.3552040e+02,9.0532486e-01
7.5265290e+02,9.0489830e-01
7.7018450e+02,9.0447623e-01
7.8812440e+02,9.0405866e-01
8.0648210e+02,9.0364240e-01
8.2526750e+02,9.0323386e-01
8.4449050e+02,9.0282661e-01
8.6416120e+02,9.0242395e-01
8.8429010e+02,9.0202592e-01
9.0488780e+02,9.0162909e-01
9.2596540e+02,9.0124024e-01
9.4753390e+02,9.0085254e-01
