rho,P0.000000e+00, 0.000000e+00
1.000000e-02, -4.065791e-03
2.000000e-02, -5.805851e-03
3.000000e-02, -7.150795e-03
4.000000e-02, -8.289538e-03
5.000000e-02, -9.295510e-03
6.000000e-02, -1.020637e-02
7.000000e-02, -1.104441e-02
8.000000e-02, -1.182407e-02
9.000000e-02, -1.255527e-02
1.000000e-01, -1.324513e-02
1.100000e-01, -1.389893e-02
1.200000e-01, -1.452067e-02
1.300000e-01, -1.511344e-02
1.400000e-01, -1.567965e-02
1.500000e-01, -1.622119e-02
1.600000e-01, -1.673955e-02
1.700000e-01, -1.723592e-02
1.800000e-01, -1.771124e-02
1.900000e-01, -1.816620e-02
2.000000e-01, -1.860138e-02
2.100000e-01, -1.901716e-02
2.200000e-01, -1.941384e-02
2.300000e-01, -1.979158e-02
2.400000e-01, -2.015049e-02
2.500000e-01, -2.049056e-02
2.600000e-01, -2.081175e-02
2.700000e-01, -2.111392e-02
2.800000e-01, -2.139691e-02
2.900000e-01, -2.166049e-02
3.000000e-01, -2.190439e-02
3.100000e-01, -2.212832e-02
3.200000e-01, -2.233192e-02
3.300000e-01, -2.251483e-02
3.400000e-01, -2.267664e-02
3.500000e-01, -2.281691e-02
3.600000e-01, -2.293518e-02
3.700000e-01, -2.303098e-02
3.800000e-01, -2.310379e-02
3.900000e-01, -2.315309e-02
4.000000e-01, -2.317833e-02
4.100000e-01, -2.317894e-02
4.200000e-01, -2.315435e-02
4.300000e-01, -2.310394e-02
4.400000e-01, -2.302711e-02
4.500000e-01, -2.292322e-02
4.600000e-01, -2.279162e-02
4.700000e-01, -2.263166e-02
4.800000e-01, -2.244266e-02
4.900000e-01, -2.222393e-02
5.000000e-01, -2.197477e-02
5.100000e-01, -2.169448e-02
5.200000e-01, -2.138233e-02
5.300000e-01, -2.103759e-02
5.400000e-01, -2.065951e-02
5.500000e-01, -2.024734e-02
5.600000e-01, -1.980032e-02
5.700000e-01, -1.931766e-02
5.800000e-01, -1.879858e-02
5.900000e-01, -1.824229e-02
6.000000e-01, -1.764799e-02
6.100000e-01, -1.701486e-02
6.200000e-01, -1.634208e-02
6.300000e-01, -1.562883e-02
6.400000e-01, -1.487427e-02
6.500000e-01, -1.407754e-02
6.600000e-01, -1.323780e-02
6.700000e-01, -1.235418e-02
6.800000e-01, -1.142582e-02
6.900000e-01, -1.045184e-02
7.000000e-01, -9.431351e-03
7.100000e-01, -8.363462e-03
