r,Pot
5.90382e+01,6.41819e+15
5.92389e+01,6.38253e+15
5.94395e+01,6.34771e+15
5.96401e+01,6.31367e+15
5.98407e+01,6.28040e+15
6.00413e+01,6.24786e+15
6.02419e+01,6.21604e+15
6.04425e+01,6.18491e+15
6.06432e+01,6.15444e+15
6.08438e+01,6.12461e+15
6.10444e+01,6.09540e+15
6.12450e+01,6.06680e+15
6.14456e+01,6.03878e+15
6.16462e+01,6.01132e+15
6.18468e+01,5.98440e+15
6.20475e+01,5.95802e+15
6.22481e+01,5.93215e+15
6.24487e+01,5.90677e+15
6.26493e+01,5.88188e+15
6.28499e+01,5.85746e+15
6.30505e+01,5.83348e+15
6.32511e+01,5.80996e+15
6.34518e+01,5.78686e+15
6.36524e+01,5.76417e+15
6.38530e+01,5.74189e+15
6.40536e+01,5.72001e+15
6.42542e+01,5.69850e+15
6.44548e+01,5.67737e+15
6.46554e+01,5.65661e+15
6.48561e+01,5.63619e+15
6.50567e+01,5.61612e+15
6.52573e+01,5.59638e+15
6.54579e+01,5.57697e+15
6.56585e+01,5.55787e+15
6.58591e+01,5.53909e+15
6.60597e+01,5.52060e+15
6.62604e+01,5.50241e+15
6.64610e+01,5.48451e+15
6.66616e+01,5.46689e+15
6.68622e+01,5.44954e+15
6.70628e+01,5.43246e+15
6.72634e+01,5.41563e+15
6.74640e+01,5.39906e+15
6.76647e+01,5.38274e+15
6.78653e+01,5.36666e+15
6.80659e+01,5.35082e+15
6.82665e+01,5.33521e+15
6.84671e+01,5.31983e+15
6.86677e+01,5.30466e+15
6.88684e+01,5.28972e+15
6.90690e+01,5.27498e+15
6.92696e+01,5.26045e+15
6.94702e+01,5.24612e+15
6.96708e+01,5.23200e+15
6.98714e+01,5.21806e+15
7.00720e+01,5.20432e+15
7.02727e+01,5.19076e+15
7.04733e+01,5.17738e+15
7.06739e+01,5.16418e+15
7.08745e+01,5.15115e+15
7.10751e+01,5.13830e+15
7.12757e+01,5.12561e+15
7.14763e+01,5.11309e+15
7.16770e+01,5.10072e+15
7.18776e+01,5.08852e+15
7.20782e+01,5.07647e+15
7.22788e+01,5.06457e+15
7.24794e+01,5.05282e+15
7.26800e+01,5.04121e+15
7.28806e+01,5.02975e+15
7.30813e+01,5.01843e+15
7.32819e+01,5.00724e+15
7.34825e+01,4.99619e+15
7.36831e+01,4.98527e+15
7.38837e+01,4.97449e+15
7.40843e+01,4.96383e+15
7.42849e+01,4.95329e+15
7.44856e+01,4.94288e+15
7.46862e+01,4.93259e+15
7.48868e+01,4.92242e+15
7.50874e+01,4.91236e+15
7.52880e+01,4.90242e+15
7.54886e+01,4.89259e+15
7.56892e+01,4.88287e+15
7.58899e+01,4.87326e+15
7.60905e+01,4.86376e+15
7.62911e+01,4.85436e+15
7.64917e+01,4.84507e+15
7.66923e+01,4.83587e+15
7.68929e+01,4.82678e+15
7.70935e+01,4.81778e+15
7.72942e+01,4.80888e+15
7.74948e+01,4.80008e+15
7.76954e+01,4.79137e+15
7.78960e+01,4.78275e+15
7.80966e+01,4.77422e+15
7.82972e+01,4.76578e+15
7.84978e+01,4.75743e+15
7.86985e+01,4.74916e+15
7.88991e+01,4.74098e+15
7.90997e+01,4.73288e+15
7.93003e+01,4.72486e+15
7.95009e+01,4.71693e+15
7.97015e+01,4.70907e+15
7.99021e+01,4.70129e+15
8.01028e+01,4.69359e+15
8.03034e+01,4.68597e+15
8.05040e+01,4.67842e+15
8.07046e+01,4.67094e+15
8.09052e+01,4.66354e+15
8.11058e+01,4.65620e+15
8.13064e+01,4.64894e+15
8.15071e+01,4.64175e+15
8.17077e+01,4.63462e+15
8.19083e+01,4.62757e+15
8.21089e+01,4.62057e+15
8.23095e+01,4.61365e+15
8.25101e+01,4.60679e+15
8.27108e+01,4.59999e+15
8.29114e+01,4.59326e+15
8.31120e+01,4.58658e+15
8.33126e+01,4.57997e+15
8.35132e+01,4.57342e+15
8.37138e+01,4.56693e+15
8.39144e+01,4.56049e+15
8.41151e+01,4.55412e+15
8.43157e+01,4.54780e+15
8.45163e+01,4.54153e+15
8.47169e+01,4.53533e+15
8.49175e+01,4.52917e+15
8.51181e+01,4.52307e+15
8.53187e+01,4.51703e+15
8.55194e+01,4.51103e+15
8.57200e+01,4.50509e+15
8.59206e+01,4.49920e+15
8.61212e+01,4.49336e+15
8.63218e+01,4.48756e+15
8.65224e+01,4.48182e+15
8.67230e+01,4.47613e+15
8.69237e+01,4.47048e+15
8.71243e+01,4.46488e+15
8.73249e+01,4.45933e+15
8.75255e+01,4.45382e+15
8.77261e+01,4.44836e+15
