P,Teff
7.8894550e-03,9.9884345e-03
8.0732240e-03,9.9883288e-03
8.2612730e-03,9.9882221e-03
8.4537030e-03,9.9881146e-03
8.6506150e-03,9.9880060e-03
8.8521140e-03,9.9878964e-03
9.0583060e-03,9.9877859e-03
9.2693010e-03,9.9876743e-03
9.4852110e-03,9.9875618e-03
9.7061500e-03,9.9874482e-03
9.9322350e-03,9.9873337e-03
1.0163590e-02,9.9872180e-03
1.0400330e-02,9.9871014e-03
1.0642580e-02,9.9869837e-03
1.0890480e-02,9.9868649e-03
1.1144150e-02,9.9867451e-03
1.1403730e-02,9.9866242e-03
1.1669360e-02,9.9865022e-03
1.1941170e-02,9.9863791e-03
1.2219320e-02,9.9862549e-03
1.2503940e-02,9.9861295e-03
1.2795200e-02,9.9860032e-03
1.3093240e-02,9.9858755e-03
1.3398220e-02,9.9857468e-03
1.3710300e-02,9.9856170e-03
1.4029650e-02,9.9854859e-03
1.4356450e-02,9.9853537e-03
1.4690850e-02,9.9852203e-03
1.5033050e-02,9.9850857e-03
1.5383210e-02,9.9849499e-03
1.5741530e-02,9.9848129e-03
1.6108200e-02,9.9846747e-03
1.6483410e-02,9.9845352e-03
1.6867360e-02,9.9843944e-03
1.7260250e-02,9.9842525e-03
1.7662290e-02,9.9841092e-03
1.8073700e-02,9.9839646e-03
1.8494690e-02,9.9838188e-03
1.8925480e-02,9.9836717e-03
1.9366310e-02,9.9835233e-03
1.9817410e-02,9.9833735e-03
2.0279020e-02,9.9832224e-03
2.0751380e-02,9.9830699e-03
2.1234740e-02,9.9829161e-03
2.1729360e-02,9.9827609e-03
2.2235500e-02,9.9826044e-03
2.2753440e-02,9.9824464e-03
2.3283430e-02,9.9822871e-03
2.3825770e-02,9.9821262e-03
2.4380750e-02,9.9819640e-03
2.4948650e-02,9.9818004e-03
2.5529780e-02,9.9816353e-03
2.6124440e-02,9.9814687e-03
2.6732960e-02,9.9813005e-03
2.7355650e-02,9.9811310e-03
2.7992840e-02,9.9809599e-03
2.8644880e-02,9.9807874e-03
2.9312100e-02,9.9806133e-03
2.9994870e-02,9.9804376e-03
3.0693540e-02,9.9802604e-03
3.1408480e-02,9.9800816e-03
3.2140080e-02,9.9799012e-03
3.2888720e-02,9.9797193e-03
3.3654800e-02,9.9795357e-03
3.4438720e-02,9.9793505e-03
3.5240900e-02,9.9791637e-03
3.6061770e-02,9.9789751e-03
3.6901750e-02,9.9787850e-03
3.7761300e-02,9.9785931e-03
3.8640880e-02,9.9783996e-03
3.9540940e-02,9.9782043e-03
4.0461970e-02,9.9780074e-03
4.1404450e-02,9.9778086e-03
4.2368880e-02,9.9776083e-03
4.3355780e-02,9.9774060e-03
4.4365660e-02,9.9772020e-03
4.5399070e-02,9.9769963e-03
4.6456550e-02,9.9767886e-03
4.7538670e-02,9.9765791e-03
4.8645980e-02,9.9763678e-03
4.9779090e-02,9.9761547e-03
5.0938600e-02,9.9759398e-03
5.2125110e-02,9.9757228e-03
5.3339260e-02,9.9755041e-03
5.4581690e-02,9.9752834e-03
5.5853060e-02,9.9750607e-03
5.7154050e-02,9.9748362e-03
5.8485340e-02,9.9746096e-03
5.9847630e-02,9.9743810e-03
6.1241660e-02,9.9741505e-03
6.2668170e-02,9.9739180e-03
6.4127900e-02,9.9736834e-03
6.5621630e-02,9.9734467e-03
6.7150150e-02,9.9732080e-03
6.8714280e-02,9.9729673e-03
7.0314840e-02,9.9727244e-03
7.1952680e-02,9.9724794e-03
7.3628680e-02,9.9722323e-03
7.5343710e-02,9.9719829e-03
7.7098690e-02,9.9717316e-03
7.8894550e-02,9.9714780e-03
8.0732240e-02,9.9712220e-03
8.2612730e-02,9.9709640e-03
8.4537030e-02,9.9707037e-03
8.6506150e-02,9.9704412e-03
8.8521140e-02,9.9701764e-03
9.0583060e-02,9.9699092e-03
9.2693010e-02,9.9696398e-03
9.4852110e-02,9.9693681e-03
9.7061500e-02,9.9690938e-03
9.9322350e-02,9.9688175e-03
1.0163590e-01,9.9685387e-03
1.0400330e-01,9.9682573e-03
1.0642580e-01,9.9679735e-03
1.0890480e-01,9.9676874e-03
1.1144150e-01,9.9673989e-03
1.1403730e-01,9.9671079e-03
1.1669360e-01,9.9668143e-03
1.1941170e-01,9.9665180e-03
1.2219320e-01,9.9662195e-03
1.2503940e-01,9.9659182e-03
1.2795200e-01,9.9656145e-03
1.3093240e-01,9.9653080e-03
1.3398220e-01,9.9649989e-03
1.3710300e-01,9.9646873e-03
1.4029650e-01,9.9643731e-03
1.4356450e-01,9.9640560e-03
1.4690850e-01,9.9637363e-03
1.5033050e-01,9.9634137e-03
1.5383210e-01,9.9630885e-03
1.5741530e-01,9.9627606e-03
1.6108200e-01,9.9624297e-03
1.6483410e-01,9.9620964e-03
1.6867360e-01,9.9617597e-03
1.7260250e-01,9.9614207e-03
1.7662290e-01,9.9610785e-03
1.8073700e-01,9.9607333e-03
1.8494690e-01,9.9603855e-03
1.8925480e-01,9.9600346e-03
1.9366310e-01,9.9596805e-03
1.9817410e-01,9.9593236e-03
2.0279020e-01,9.9589638e-03
2.0751380e-01,9.9586010e-03
2.1234740e-01,9.9582350e-03
2.1729360e-01,9.9578660e-03
2.2235500e-01,9.9574938e-03
2.2753440e-01,9.9571185e-03
2.3283430e-01,9.9567399e-03
2.3825770e-01,9.9563585e-03
2.4380750e-01,9.9559735e-03
2.4948650e-01,9.9555856e-03
2.5529780e-01,9.9551944e-03
2.6124440e-01,9.9547996e-03
2.6732960e-01,9.9544021e-03
2.7355650e-01,9.9540006e-03
2.7992840e-01,9.9535963e-03
2.8644880e-01,9.9531885e-03
2.9312100e-01,9.9527770e-03
2.9994870e-01,9.9523623e-03
3.0693540e-01,9.9519443e-03
3.1408480e-01,9.9515229e-03
3.2140080e-01,9.9510975e-03
3.2888720e-01,9.9506691e-03
3.3654800e-01,9.9502369e-03
3.4438720e-01,9.9498014e-03
3.5240900e-01,9.9493620e-03
3.6061770e-01,9.9489192e-03
3.6901750e-01,9.9484725e-03
3.7761300e-01,9.9480223e-03
3.8640880e-01,9.9475682e-03
3.9540940e-01,9.9471106e-03
4.0461970e-01,9.9466493e-03
4.1404450e-01,9.9461841e-03
4.2368880e-01,9.9457153e-03
4.3355780e-01,9.9452424e-03
4.4365660e-01,9.9447658e-03
4.5399070e-01,9.9442852e-03
4.6456550e-01,9.9438008e-03
4.7538670e-01,9.9433127e-03
4.8645980e-01,9.9428203e-03
4.9779090e-01,9.9423238e-03
5.0938600e-01,9.9418234e-03
5.2125110e-01,9.9413193e-03
5.3339260e-01,9.9408108e-03
5.4581690e-01,9.9402984e-03
5.5853060e-01,9.9397817e-03
5.7154050e-01,9.9392605e-03
5.8485340e-01,9.9387359e-03
5.9847630e-01,9.9382063e-03
6.1241660e-01,9.9376733e-03
6.2668170e-01,9.9371352e-03
6.4127900e-01,9.9365936e-03
6.5621630e-01,9.9360468e-03
6.7150150e-01,9.9354965e-03
6.8714280e-01,9.9349416e-03
7.0314840e-01,9.9343820e-03
7.1952680e-01,9.9338182e-03
7.3628680e-01,9.9332497e-03
7.5343710e-01,9.9326769e-03
7.7098690e-01,9.9320994e-03
7.8894550e-01,9.9315176e-03
8.0732240e-01,9.9309310e-03
8.2612730e-01,9.9303400e-03
8.4537030e-01,9.9297441e-03
8.6506150e-01,9.9291439e-03
8.8521140e-01,9.9285387e-03
9.0583060e-01,9.9279290e-03
9.2693010e-01,9.9273143e-03
9.4852110e-01,9.9266952e-03
9.7061500e-01,9.9260710e-03
9.9322350e-01,9.9254422e-03
1.0163590e+00,9.9248083e-03
1.0400330e+00,9.9241692e-03
1.0642580e+00,9.9235255e-03
1.0890480e+00,9.9228772e-03
1.1144150e+00,9.9222237e-03
1.1403730e+00,9.9215647e-03
1.1669360e+00,9.9209012e-03
1.1941170e+00,9.9202329e-03
1.2219320e+00,9.9195592e-03
1.2503940e+00,9.9188801e-03
1.2795200e+00,9.9181962e-03
1.3093240e+00,9.9175067e-03
1.3398220e+00,9.9168117e-03
1.3710300e+00,9.9161120e-03
1.4029650e+00,9.9154073e-03
1.4356450e+00,9.9146970e-03
1.4690850e+00,9.9139810e-03
1.5033050e+00,9.9132601e-03
1.5383210e+00,9.9125342e-03
1.5741530e+00,9.9118018e-03
1.6108200e+00,9.9110644e-03
1.6483410e+00,9.9103219e-03
1.6867360e+00,9.9095736e-03
1.7260250e+00,9.9088203e-03
1.7662290e+00,9.9080601e-03
1.8073700e+00,9.9072958e-03
1.8494690e+00,9.9065254e-03
1.8925480e+00,9.9057490e-03
1.9366310e+00,9.9049666e-03
1.9817410e+00,9.9041790e-03
2.0279020e+00,9.9033861e-03
2.0751380e+00,9.9025872e-03
2.1234740e+00,9.9017820e-03
2.1729360e+00,9.9009716e-03
2.2235500e+00,9.9001549e-03
2.2753440e+00,9.8993319e-03
2.3283430e+00,9.8985037e-03
2.3825770e+00,9.8976701e-03
2.4380750e+00,9.8968291e-03
2.4948650e+00,9.8959828e-03
2.5529780e+00,9.8951310e-03
2.6124440e+00,9.8942728e-03
2.6732960e+00,9.8934081e-03
2.7355650e+00,9.8925380e-03
2.7992840e+00,9.8916613e-03
2.8644880e+00,9.8907791e-03
2.9312100e+00,9.8898903e-03
2.9994870e+00,9.8889949e-03
3.0693540e+00,9.8880940e-03
3.1408480e+00,9.8871863e-03
3.2140080e+00,9.8862731e-03
3.2888720e+00,9.8853532e-03
3.3654800e+00,9.8844264e-03
3.4438720e+00,9.8834941e-03
3.5240900e+00,9.8825549e-03
3.6061770e+00,9.8816089e-03
3.6901750e+00,9.8806572e-03
3.7761300e+00,9.8796986e-03
3.8640880e+00,9.8787343e-03
3.9540940e+00,9.8777630e-03
4.0461970e+00,9.8767848e-03
4.1404450e+00,9.8758008e-03
4.2368880e+00,9.8748098e-03
4.3355780e+00,9.8738130e-03
4.4365660e+00,9.8728091e-03
4.5399070e+00,9.8717982e-03
4.6456550e+00,9.8707814e-03
4.7538670e+00,9.8697575e-03
4.8645980e+00,9.8687263e-03
4.9779090e+00,9.8676894e-03
5.0938600e+00,9.8666467e-03
5.2125110e+00,9.8655953e-03
5.3339260e+00,9.8645380e-03
5.4581690e+00,9.8634734e-03
5.5853060e+00,9.8624030e-03
5.7154050e+00,9.8613253e-03
5.8485340e+00,9.8602401e-03
5.9847630e+00,9.8591491e-03
6.1241660e+00,9.8580507e-03
6.2668170e+00,9.8569464e-03
6.4127900e+00,9.8558347e-03
6.5621630e+00,9.8547155e-03
6.7150150e+00,9.8535904e-03
6.8714280e+00,9.8524579e-03
7.0314840e+00,9.8513178e-03
7.1952680e+00,9.8501718e-03
7.3628680e+00,9.8490182e-03
7.5343710e+00,9.8478571e-03
7.7098690e+00,9.8466901e-03
7.8894550e+00,9.8455155e-03
8.0732240e+00,9.8443350e-03
8.2612730e+00,9.8431469e-03
8.4537030e+00,9.8419511e-03
8.6506150e+00,9.8407495e-03
8.8521140e+00,9.8395402e-03
9.0583060e+00,9.8383231e-03
9.2693010e+00,9.8371003e-03
9.4852110e+00,9.8358697e-03
9.7061500e+00,9.8346334e-03
9.9322350e+00,9.8333873e-03
1.0163590e+01,9.8321375e-03
1.0400330e+01,9.8308778e-03
1.0642580e+01,9.8296124e-03
1.0890480e+01,9.8283413e-03
1.1144150e+01,9.8270603e-03
1.1403730e+01,9.8257735e-03
1.1669360e+01,9.8244811e-03
1.1941170e+01,9.8231787e-03
1.2219320e+01,9.8218729e-03
1.2503940e+01,9.8205570e-03
1.2795200e+01,9.8192355e-03
1.3093240e+01,9.8179060e-03
1.3398220e+01,9.8165711e-03
1.3710300e+01,9.8152283e-03
1.4029650e+01,9.8138777e-03
1.4356450e+01,9.8125216e-03
1.4690850e+01,9.8111576e-03
1.5033050e+01,9.8097857e-03
1.5383210e+01,9.8084084e-03
1.5741530e+01,9.8070233e-03
1.6108200e+01,9.8056328e-03
1.6483410e+01,9.8042345e-03
1.6867360e+01,9.8028283e-03
1.7260250e+01,9.8014169e-03
1.7662290e+01,9.7999976e-03
1.8073700e+01,9.7985705e-03
1.8494690e+01,9.7971382e-03
1.8925480e+01,9.7957008e-03
1.9366310e+01,9.7942529e-03
1.9817410e+01,9.7927997e-03
2.0279020e+01,9.7913390e-03
2.0751380e+01,9.7898732e-03
2.1234740e+01,9.7883997e-03
2.1729360e+01,9.7869213e-03
2.2235500e+01,9.7854351e-03
2.2753440e+01,9.7839413e-03
2.3283430e+01,9.7824427e-03
2.3825770e+01,9.7809363e-03
2.4380750e+01,9.7794223e-03
2.4948650e+01,9.7779037e-03
2.5529780e+01,9.7763774e-03
2.6124440e+01,9.7748466e-03
2.6732960e+01,9.7733082e-03
2.7355650e+01,9.7717653e-03
2.7992840e+01,9.7702117e-03
2.8644880e+01,9.7686572e-03
2.9312100e+01,9.7670917e-03
2.9994870e+01,9.7655221e-03
3.0693540e+01,9.7639485e-03
3.1408480e+01,9.7623673e-03
3.2140080e+01,9.7607788e-03
3.2888720e+01,9.7591863e-03
3.3654800e+01,9.7575865e-03
3.4438720e+01,9.7559827e-03
3.5240900e+01,9.7543719e-03
3.6061770e+01,9.7527537e-03
3.6901750e+01,9.7511319e-03
3.7761300e+01,9.7495030e-03
3.8640880e+01,9.7478706e-03
3.9540940e+01,9.7462311e-03
4.0461970e+01,9.7445844e-03
4.1404450e+01,9.7429345e-03
4.2368880e+01,9.7412816e-03
4.3355780e+01,9.7396175e-03
4.4365660e+01,9.7379546e-03
4.5399070e+01,9.7362808e-03
4.6456550e+01,9.7346082e-03
4.7538670e+01,9.7329247e-03
4.8645980e+01,9.7312386e-03
4.9779090e+01,9.7295500e-03
5.0938600e+01,9.7278547e-03
5.2125110e+01,9.7261525e-03
5.3339260e+01,9.7244482e-03
5.4581690e+01,9.7227374e-03
5.5853060e+01,9.7210245e-03
5.7154050e+01,9.7193051e-03
5.8485340e+01,9.7175839e-03
5.9847630e+01,9.7158563e-03
6.1241660e+01,9.7141271e-03
6.2668170e+01,9.7123913e-03
6.4127900e+01,9.7106544e-03
6.5621630e+01,9.7089112e-03
6.7150150e+01,9.7071669e-03
6.8714280e+01,9.7054166e-03
7.0314840e+01,9.7036602e-03
7.1952680e+01,9.7019028e-03
7.3628680e+01,9.7001445e-03
7.5343710e+01,9.6983805e-03
7.7098690e+01,9.6966161e-03
7.8894550e+01,9.6948459e-03
8.0732240e+01,9.6930701e-03
8.2612730e+01,9.6912940e-03
8.4537030e+01,9.6895176e-03
8.6506150e+01,9.6877360e-03
8.8521140e+01,9.6859546e-03
9.0583060e+01,9.6841678e-03
9.2693010e+01,9.6823814e-03
9.4852110e+01,9.6805899e-03
9.7061500e+01,9.6787988e-03
9.9322350e+01,9.6770028e-03
1.0163590e+02,9.6752078e-03
1.0400330e+02,9.6734079e-03
1.0642580e+02,9.6716091e-03
1.0890480e+02,9.6698116e-03
1.1144150e+02,9.6680092e-03
1.1403730e+02,9.6662024e-03
1.1669360e+02,9.6643973e-03
1.1941170e+02,9.6625941e-03
1.2219320e+02,9.6607865e-03
1.2503940e+02,9.6589806e-03
1.2795200e+02,9.6571709e-03
1.3093240e+02,9.6553636e-03
1.3398220e+02,9.6535587e-03
1.3710300e+02,9.6517500e-03
1.4029650e+02,9.6499437e-03
1.4356450e+02,9.6481340e-03
1.4690850e+02,9.6463274e-03
1.5033050e+02,9.6445171e-03
1.5383210e+02,9.6427172e-03
1.5741530e+02,9.6409065e-03
1.6108200e+02,9.6391070e-03
1.6483410e+02,9.6372969e-03
1.6867360e+02,9.6354981e-03
1.7260250e+02,9.6336958e-03
1.7662290e+02,9.6318982e-03
1.8073700e+02,9.6300977e-03
1.8494690e+02,9.6283018e-03
1.8925480e+02,9.6265107e-03
1.9366310e+02,9.6247165e-03
1.9817410e+02,9.6229279e-03
2.0279020e+02,9.6211445e-03
2.0751380e+02,9.6193588e-03
2.1234740e+02,9.6175782e-03
2.1729360e+02,9.6157958e-03
